순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
204,(주)리드텍,031-720-5353,031-720-5354,"경기도 성남시 중원구 둔촌대로388번길 24, 8층 801 (상대원동, 성남 우림라이온스밸리3차) 외 1필지",26421+26310,방송장비 제조업 외 1 종,3,2026-03-09
440,(주)스펙트럼라이프,02-783-6425,02-783-6080,"경기도 성남시 중원구 둔촌대로 531, 2층 201호(상대원동, 쌍용IT트윈타워 B동) 2층 201호",26421+26299,방송장비 제조업 외 1 종,1,2026-03-09
836,(주)이노픽스,031-733-3244,031-8018-5177,"경기도 성남시 중원구 사기막골로62번길 37, 8층 801호(상대원동, 스타타워) 8층 801호 외 1필지",26421+26519,방송장비 제조업 외 1 종,20,2026-03-09
940,(주)조영오토모티브,02-2212-5785,02-2212-5786,경기도 성남시 중원구 사기막골로45번길 14 (상대원동) A동 17층 1709호,26421+30399,방송장비 제조업 외 1 종,2,2026-03-09
1014,(주)케이엑스씨,,,"경기도 성남시 중원구 갈마치로 314, 1층 108 (상대원동) 1층 108호 외 5필지",26421+26519,방송장비 제조업 외 1 종,7,2026-03-09
1167,(주)프로브디지털,031-777-3490,031-777-3493,"경기도 성남시 중원구 갈마치로 245, 16층 1602호  (상대원동) 16층 1602호",26421+26310,방송장비 제조업 외 1 종,13,2026-03-09
1207,(주)하이큐브시스템,1577-7531,031-747-6713,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) B동 19층 1910호",26421+28901,방송장비 제조업 외 1 종,8,2026-03-09
1229,(주)한산피엔씨,031-721-3296,031-721-3297,"경기도 성남시 중원구 갈마치로288번길 14, 7층 720호(상대원동, 성남 SK V1 tower) 7층 720호",26421+26410,방송장비 제조업 외 1 종,31,2026-03-09
1396,네오플랜(주),,,"경기도 성남시 중원구 갈마치로244번길 31, 1층 102 (상대원동)",26421+58222,방송장비 제조업 외 1 종,5,2026-03-09
2052,윈컴정보통신(주),031-744-0631,031-744-0649,"경기도 성남시 중원구 갈마치로288번길 24, 6층 604호 일부 (상대원동, 노벨아파트형공장)",26421+26429,방송장비 제조업 외 1 종,8,2026-03-09
2092,이원테크,031-745-2768,031-745-2769,"경기도 성남시 중원구 갈마치로 234, 9층 901 (상대원동, 에이스아파트형공장), 902 외 1필지",26421+26519,방송장비 제조업 외 1 종,9,2026-03-09
2144,제이텍 제2공장,031-697-8244,031-639-6760,"경기도 성남시 중원구 사기막골로 99, 12층 B1211호(상대원동) 12층 B1211호 외 1필지",26421+26299,방송장비 제조업 외 1 종,8,2026-03-09
2189,지티비(주),031-744-1561,031-744-1562,"경기도 성남시 중원구 둔촌대로 388, 15층 1510호(상대원동, 크란츠 테크노) 15층 1510호",26421+26410,방송장비 제조업 외 1 종,10,2026-03-09
2482,(주)엘다임,,,경기도 성남시 수정구 창업로 42 (시흥동) 판교 제2테크노밸리 경기 기업성장센터 1동 6F층 614호,26421+26329,방송장비 제조업 외 1 종,6,2026-03-09
2547,(주)광진테크,031-781-1997,031-708-1997,"경기도 성남시 분당구 판교로 700, D동 602호 (야탑동, 분당테크노파크D동)",26421+26429,방송장비 제조업 외 1 종,13,2026-03-09
2561,(주)디투에스,070-7018-6510,031-758-5880,"경기도 성남시 수정구 복정로134번길 5, 지층1호 (복정동)",26421+26410,방송장비 제조업 외 1 종,26,2026-03-09
2591,(주)세이브인시스템,070-8821-2119,0504-084-7611,"경기도 성남시 수정구 위례광장로 9-9, 227호(창곡동, 남위례역 푸르지오 시티)",26421+26429,방송장비 제조업 외 1 종,11,2026-03-09
2763,세일시스템,031-8039-7706,070-8255-7706,"경기도 성남시 분당구 판교로 723, B동 204-1호(야탑동, 분당테크노파크) B동 204-1호",26421+26410,방송장비 제조업 외 1 종,12,2026-03-09
191,(주)렉스트론,031-745-9541,031-745-9543,"경기도 성남시 중원구 둔촌대로 545, 5층 505 (상대원동, 한라시그마밸리), 506 외 1필지",26421,방송장비 제조업,14,2026-03-09
501,(주)씨에이지,070-4352-6272,0303-3441-3493,"경기도 성남시 중원구 갈마치로244번길 31, 1층 107 (상대원동, 성남 현대 I밸리)",26421,방송장비 제조업,3,2026-03-09
514,(주)씨프로,031-735-0300,031-735-5453,"경기도 성남시 중원구 갈마치로 234, 6층 605호(상대원동, SK아파트형공장) 6층 605호 외 2필지",26421,방송장비 제조업,35,2026-03-09
646,(주)에이텔시스텍,031-777-5711,031-777-5710,"경기도 성남시 중원구 사기막골로 177, 9층 906호(상대원동, 금강하이테크밸리) 9층 906호 외 3필지",26421,방송장비 제조업,50,2026-03-09
647,(주)에이텔시스텍제2공장,031-777-5711,031-777-5710,"경기도 성남시 중원구 사기막골로 159, 8층 801호(상대원동, 금강하이테크밸리2차) 8층 801호 외 4필지",26421,방송장비 제조업,44,2026-03-09
663,(주)엑세스미디어,070-8255-7777,02-861-9886,"경기도 성남시 중원구 둔촌대로 400, 5층 501 (상대원동, STARWOOD아파트형공장)",26421,방송장비 제조업,1,2026-03-09
686,(주)엔피테크온,070-8225-8539,031-8018-2070,"경기도 성남시 중원구 사기막골로45번길 14, B동 10층 1001 (상대원동, 우림라이온스밸리2차)",26421,방송장비 제조업,3,2026-03-09
692,(주)엘에스인베스트,,031-737-6300,"경기도 성남시 중원구 갈마치로 314, B1층 B205 (상대원동) B1층 B205호 외 4필지",26421,방송장비 제조업,4,2026-03-09
762,(주)와이어리스스카모토 영업소,031-776-2588,031-776-2585,"경기도 성남시 중원구 사기막골로 124, (상대원동, SKn테크노파크) 비즈동 13층 1301호 외 2필지",26421,방송장비 제조업,7,2026-03-09
1093,(주)트리톤넷 제2공장,031-776-3400,031-776-3041,"경기도 성남시 중원구 사기막골로62번길 33, 2층 205호(상대원동) 2층 205호 외 1필지",26421,방송장비 제조업,9,2026-03-09
1275,(주)휴컴스,070-7422-3300,031-702-7925,"경기도 성남시 중원구 둔촌대로 545, 6층 610호(상대원동, 한라시그마밸리) 6층 610호",26421,방송장비 제조업,4,2026-03-09
1605,바나정밀,070-4192-9580,031-723-0559,"경기도 성남시 중원구 사기막골로 148, B1층 B103 (상대원동)",26421,방송장비 제조업,3,2026-03-09
1654,비엠텍코리아,,,"경기도 성남시 중원구 사기막골로45번길 14, B동 14층 1416 (상대원동, 우림라이온스밸리2차)",26421,방송장비 제조업,1,2026-03-09
1895,에스디씨앤에스,,,"경기도 성남시 중원구 사기막골로62번길 33, 9층 904호(상대원동) 9층 904호",26421,방송장비 제조업,1,2026-03-09
2002,오티씨테크놀로지(주) 제2공장,02-431-3761,02-431-3760,"경기도 성남시 중원구 둔촌대로541번길 20, 라동 (상대원동)",26421,방송장비 제조업,6,2026-03-09
2098,이화트론(주),02-3446-0053,02-0446-0054,"경기도 성남시 중원구 사기막골로 177, 5층 507 (상대원동, 금강하이테크밸리) 5층 507호",26421,방송장비 제조업,7,2026-03-09
2135,제이앤에스,031-766-5828,031-709-9285,"경기도 성남시 중원구 사기막골로45번길 14, A동 5층 508 (상대원동, 우림라이온스밸리 2차)",26421,방송장비 제조업,4,2026-03-09
2204,창조통신(주),031-8018-2531,031-8018-2530,경기도 성남시 중원구 사기막골로45번길 14 (상대원동) B동 9층 901호 외 1필지,26421,방송장비 제조업,10,2026-03-09
2350,하나텍플러스(주),031-702-2277,,"경기도 성남시 중원구 사기막골로 148, 중앙이노테크 608 (상대원동)",26421,방송장비 제조업,23,2026-03-09
2579,(주)블루웍스,02-3461-5100,02-2647-3282,"경기도 성남시 분당구 판교역로 225-15, 4층 일부 (삼평동)",26421,방송장비 제조업,8,2026-03-09
2706,느티나무정보통신(주),031-712-1040,031-712-1350,"경기도 성남시 분당구 성남대로171번길 9, 306호 (금곡동)",26421,방송장비 제조업,6,2026-03-09
2869,주식회사 피플앤드테크놀러지,070-8650-3600,02-562-3986,"경기도 성남시 수정구 청계산로 686, 3층 306호 (고등동) 3층 306호",26421,방송장비 제조업,4,2026-03-09
2879,진명통신(주),031-706-0150,031-707-6126,"경기도 성남시 분당구 판교로 697,907호 (야탑동, 분당테크노파크A동)",26421,방송장비 제조업,15,2026-03-09
2887,코스모스 티이에스(주),031-719-3008,031-719-7332,"경기도 성남시 분당구 돌마로 73, 우방코아빌딩 606호 (금곡동)",26421,방송장비 제조업,9,2026-03-09
232,(주)메디코어스,031-698-2008,031-698-2007,"경기도 성남시 중원구 사기막골로62번길 33, 4층 410호(상대원동) 4층 410호 외 3필지",27111+27219,방사선 장치 제조업 외 1 종,9,2026-03-09
108,(주)대성,031-741-3955,031-741-3958,"경기도 성남시 중원구 갈마치로244번길 31, 2층 201호 (상대원동, 성남 현대 I밸리) 2층 201호 외 2필지",27111,방사선 장치 제조업,12,2026-03-09
403,(주)소이상사,031-742-9111,031-742-9112,"경기도 성남시 중원구 순환로198번길 23 (상대원동, (주)소이상사)",27111,방사선 장치 제조업,22,2026-03-09
435,(주)스템랩,02-2070-1177,02-916-0011,"경기도 성남시 중원구 둔촌대로 474, 4층 401 (상대원동, 선텍시티아파트형공장) 외 1필지",27111,방사선 장치 제조업,13,2026-03-09
893,(주)자비스,031-777-5300,031-777-5305,"경기도 성남시 중원구 사기막골로 177, 6층 601 (상대원동, 금강하이테크밸리) 6층 601호 6층 601호 외 6필지",27111,방사선 장치 제조업,79,2026-03-09
903,(주)제노레이,031-5178-5500,031-5178-5599,경기도 성남시 중원구 둔촌대로541번길 60 (상대원동),27111,방사선 장치 제조업,316,2026-03-09
904,(주)제노레이 제2공장,031-5278-5500,031-627-3905,"경기도 성남시 중원구 둔촌대로 560, 3층 301호 (상대원동, 벽산테크노피아아파트형공장) 3층 301호 외 2필지",27111,방사선 장치 제조업,5,2026-03-09
927,(주)제이원메디칼시스템,070-7586-9605,070-7586-9696,"경기도 성남시 중원구 둔촌대로 484, 11층 1122호(상대원동) 11층 1122호 외 1필지",27111,방사선 장치 제조업,6,2026-03-09
1564,메디퓨처(주),031-8018-5140,031-8018-5141,"경기도 성남시 중원구 사기막골로62번길 37, 15층 1505 일부 (상대원동, 스타타워 아파트형공장) 외 2필지",27111,방사선 장치 제조업,7,2026-03-09
2187,지이헬스케어코리아(주),02-6201-3114,031-740-6435,"경기도 성남시 중원구 순환로214번길 9 (상대원동, GE 헬스케어)",27111,방사선 장치 제조업,50,2026-03-09
2289,테크밸리(주),031-730-0825,031-730-0835,"경기도 성남시 중원구 갈마치로 215, A동 5층 506 (상대원동) 외 1필지",27111,방사선 장치 제조업,16,2026-03-09
1577,목산전자(주),031-737-5060,031-737-5063,"경기도 성남시 중원구 순환로 165, 1층 113호(상대원동, 포스테크노) 1층 113호 외 2필지",26121+26129+28410+28422+28423,발광 다이오드 제조업 외 4 종,23,2026-03-09
1122,(주)파워벨리,031-737-9520,031-737-9521,"경기도 성남시 중원구 갈마치로244번길 31, 1층 103호 (상대원동, 성남 현대 I밸리) 외 1필지",26121+26111+26112+26129,발광 다이오드 제조업 외 3 종,9,2026-03-09
2615,(주)에이씨티,031-703-6961,031-705-3610,"경기도 성남시 분당구 판교로 744, 509호 (야탑동, 분당테크노파크C동)",26121+20424+26129,발광 다이오드 제조업 외 2 종,13,2026-03-09
396,(주)셀비드,031-704-3261,031-704-3263,"경기도 성남시 중원구 둔촌대로 555, 9층 905 (상대원동, 선일테크노피아)",26121+26129,발광 다이오드 제조업 외 1 종,4,2026-03-09
1302,PAS ELECTRONICS,031-776-0113,031-776-0110,"경기도 성남시 중원구 사기막골로 124, 테크동 13층 1303호 (상대원동)",26121+26129,발광 다이오드 제조업 외 1 종,12,2026-03-09
1409,뉴텍,031-777-3178,031-777-3179,"경기도 성남시 중원구 둔촌대로 555, 1층 102 (상대원동, 선일테크노피아) 1층 102호 외 1필지",26121+26129,발광 다이오드 제조업 외 1 종,13,2026-03-09
1935,에이치앤에스테크(주),031-777-9533,,"경기도 성남시 중원구 둔촌대로 484, 9층 919 (상대원동, SICOX TOWER)",26121+26129,발광 다이오드 제조업 외 1 종,19,2026-03-09
2312,파스전자(주),031-776-0113,031-776-0110,"경기도 성남시 중원구 사기막골로 124, 테크동 4층 409 (상대원동, SKⓝ테크노파크) 외 1필지",26121+26129,발광 다이오드 제조업 외 1 종,6,2026-03-09
2751,서광하이테크(주),031-707-1811,031-707-1818,"경기도 성남시 분당구 판교로 723, B동 204(일부)호(야탑동, 분당테크노파크) B동 204(일부)호",26121+26129,발광 다이오드 제조업 외 1 종,22,2026-03-09
64,(주)나트,031-777-3177,031-777-3179,"경기도 성남시 중원구 둔촌대로 555, 2층 203호 (상대원동, 선일테크노피아) 2층 203호 외 1필지",26121,발광 다이오드 제조업,10,2026-03-09
2701,농업회사법인 로고스바이오(주),02-3411-4626,02-3411-4630,"경기도 성남시 중원구 광명로 242-4, 지층 (중앙동)",10901+10902+10903+20312+20313,반려동물용 사료 제조업 외 4 종,4,2026-03-09
137,(주)도그쿡,02-2281-6673,02-2281-6675,"경기도 성남시 중원구 갈마치로288번길 14, 1층 101호(상대원동, 성남 SK V1 tower) 1층 101호",10901+10902+10903,반려동물용 사료 제조업 외 2 종,3,2026-03-09
145,(주)동화축산,031-776-0484,031-776-0487,"경기도 성남시 중원구 사기막골로 124, 메가동 6층 612호 (상대원동) 외 4필지",10901+10902+10903,반려동물용 사료 제조업 외 2 종,12,2026-03-09
280,(주)백광시엔에스 제2공장,031-704-1851,041-934-3736,"경기도 성남시 중원구 사기막골로 99, 9층 B907호(상대원동) 9층 B907호",10901+10839+10903,반려동물용 사료 제조업 외 2 종,4,2026-03-09
1463,도그쿡,,02-2281-6675,"경기도 성남시 중원구 갈마치로288번길 14, 1층 103 (상대원동) 1층 103호 외 1필지",10901+10902+10903,반려동물용 사료 제조업 외 2 종,16,2026-03-09
1753,셀로진라이프,070-4110-4141,031-776-3699,"경기도 성남시 중원구 사기막골로 124, 메가동 3층 309 (상대원동, SKⓝ테크노파크)",10901+10902+10903,반려동물용 사료 제조업 외 2 종,3,2026-03-09
2558,(주)동원비티,070-4207-8772,070-8240-2131,"경기도 성남시 분당구 판교로 700, (야탑동, 분당테크노파크) D동 1층 101호",10901+10902+10903,반려동물용 사료 제조업 외 2 종,1,2026-03-09
863,(주)이터니티컴퍼니,070-4247-7503,,"경기도 성남시 중원구 갈마치로288번길 14, B동 13층 1365 (상대원동) B동 13층 1365호",10901+10903,반려동물용 사료 제조업 외 1 종,2,2026-03-09
1762,스윗그린,031-8035-3277,,"경기도 성남시 중원구 갈마치로288번길 14, 7층 705 (상대원동) 7층 705호",10901+10903,반려동물용 사료 제조업 외 1 종,3,2026-03-09
2400,한스텍,031-750-0215,031-750-0216,경기도 성남시 중원구 갈마치로 302 (상대원동) B동 5층 510호,10901+10903,반려동물용 사료 제조업 외 1 종,2,2026-03-09
1168,(주)프로코,031-427-6591,031-427-6886,"경기도 성남시 중원구 갈마치로 302, (상대원동, 성남우림라이온스밸리5차) A동 13층 1308호 외 2필지",29271+27215+28123,반도체 제조용 기계 제조업 외 2 종,10,2026-03-09
2393,한빛세마텍(주),031-737-9261,,"경기도 성남시 중원구 갈마치로244번길 31 (상대원동, 성남 현대 I밸리)",29271+27219+28909,반도체 제조용 기계 제조업 외 2 종,10,2026-03-09
1565,메카룩스,070-7792-2810,031-776-2812,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 테크동 12층 1205호",29271+29299,반도체 제조용 기계 제조업 외 1 종,5,2026-03-09
2326,포톤데이즈(주),031-776-2030,031-776-2031,"경기도 성남시 중원구 사기막골로 124, 메가동 9층 901호 (상대원동)",29271+27212,반도체 제조용 기계 제조업 외 1 종,5,2026-03-09
62,(주)나인벨,031-707-9362,031-705-9365,"경기도 성남시 중원구 사기막골로 99, B1층 B101호(상대원동) B1층 B101호 외 29필지",29271,반도체 제조용 기계 제조업,119,2026-03-09
63,(주)나인벨헬스캐어,031-776-2361,031-776-2362,"경기도 성남시 중원구 사기막골로 99, B2층 B201호(상대원동) B2층 B201호 외 1필지",29271,반도체 제조용 기계 제조업,14,2026-03-09
211,(주)린코코퍼레이션,031-777-3644,031-777-3646,"경기도 성남시 중원구 둔촌대로 545, 한라시그마밸리 12층 1205 (상대원동)",29271,반도체 제조용 기계 제조업,5,2026-03-09
236,(주)메카시스,031-776-3361,031-776-3363,"경기도 성남시 중원구 사기막골로 124, 테크동 1층 107 (상대원동, SK엔테크노파크)",29271,반도체 제조용 기계 제조업,7,2026-03-09
370,(주)서진엔지니어링,031-608-2607,031-608-2608,"경기도 성남시 중원구 둔촌대로 537, A동 2층 202 (상대원동, 쌍용IT트윈타워 A동)",29271,반도체 제조용 기계 제조업,4,2026-03-09
415,(주)순환엔지니어링,031-737-1600,031-733-9188,경기도 성남시 중원구 사기막골로 135 (상대원동),29271,반도체 제조용 기계 제조업,41,2026-03-09
477,(주)쌤토스,031-789-6930,031-789-6931,"경기도 성남시 중원구 사기막골로 99, 6층 A612호 (상대원동) 6층 A612호 외 4필지",29271,반도체 제조용 기계 제조업,8,2026-03-09
500,(주)씨에스텍,031-777-3307,031-777-3309,"경기도 성남시 중원구 둔촌대로 555, 3층 304호 (상대원동, 선일테크노피아) 외 1필지",29271,반도체 제조용 기계 제조업,5,2026-03-09
608,(주)에스티글로벌,031-777-9778,031-777-9790,"경기도 성남시 중원구 둔촌대로 484, 6층 606 (상대원동)",29271,반도체 제조용 기계 제조업,19,2026-03-09
626,(주)에이씨엠리서치코리아,070-8800-6699,031-707-6697,"경기도 성남시 중원구 둔촌대로 484, 1층 101호 (상대원동) 1층 101호 외 7필지",29271,반도체 제조용 기계 제조업,20,2026-03-09
721,(주)영신알에프,031-730-0246,02-443-4731,"경기도 성남시 중원구 갈마치로 215, A동 3층 305호 (상대원동, 금강펜테리움IT타워)",29271,반도체 제조용 기계 제조업,6,2026-03-09
750,(주)오토게인테크노,031-8018-2370,031-8018-2373,"경기도 성남시 중원구 사기막골로45번길 14, a동 14층 1402 (상대원동, 우림라이온스밸리 2차)",29271,반도체 제조용 기계 제조업,2,2026-03-09
1023,(주)코니정공,02-2203-3477,02-416-3477,"경기도 성남시 중원구 사기막골로62번길 33, 1층 103호(상대원동) 1층 103호",29271,반도체 제조용 기계 제조업,6,2026-03-09
1159,(주)퓨런티어,031-737-2797,031-737-2799,경기도 성남시 중원구 사기막골로 58 (상대원동),29271,반도체 제조용 기계 제조업,81,2026-03-09
1160,(주)퓨런티어제2공장,070-4618-6100,,"경기도 성남시 중원구 둔촌대로 537, 901호 (상대원동, 쌍용IT트윈타워 A동) 901호",29271,반도체 제조용 기계 제조업,82,2026-03-09
1166,(주)프로벡스,031-737-8212,031-737-8211,"경기도 성남시 중원구 둔촌대로 560, 7층 705호(상대원동, 벽산테크노피아아파트형공장) 7층 705호",29271,반도체 제조용 기계 제조업,7,2026-03-09
1175,(주)플라소스,031-722-6013,031-750-0266,"경기도 성남시 중원구 갈마치로 302, (상대원동, 성남우림라이온스밸리5차) B동 2층 203호 외 5필지",29271,반도체 제조용 기계 제조업,17,2026-03-09
1400,노드슨코리아(주),031-736-8321,031-736-8322,"경기도 성남시 중원구 사기막골로 90, 3층 (상대원동)",29271,반도체 제조용 기계 제조업,45,2026-03-09
1701,선호엔지니어링,031-776-2008,031-776-2010,"경기도 성남시 중원구 사기막골로 124, 테크동 12층 1206 (상대원동, SKⓝ테크노파크)",29271,반도체 제조용 기계 제조업,2,2026-03-09
1818,씨에이네트웍스,031-8016-7661,031-8016-7660,"경기도 성남시 중원구 사기막골로 99, 9층 B909호(상대원동) 9층 B909호",29271,반도체 제조용 기계 제조업,1,2026-03-09
1899,에스앤에이치,,031-427-6886,"경기도 성남시 중원구 갈마치로 322, A동 16층 1609 (상대원동)",29271,반도체 제조용 기계 제조업,5,2026-03-09
1953,엘유테크,031-735-8867,031-735-8868,"경기도 성남시 중원구 둔촌대로 464, 10층 1001 (상대원동, 드림테크노)",29271,반도체 제조용 기계 제조업,2,2026-03-09
1968,엠제이테크,031-733-7253,031-733-7254,"경기도 성남시 중원구 둔촌대로 537, 2층 202일부 (상대원동, 쌍용IT트윈타워 A동)",29271,반도체 제조용 기계 제조업,1,2026-03-09
2065,유씨티코리아(주),031-776-2005,031-776-2006,"경기도 성남시 중원구 사기막골로 124, 메가동 11층 1106호 (상대원동) 외 5필지",29271,반도체 제조용 기계 제조업,16,2026-03-09
2099,익스시스템즈,031-776-3221,031-776-0220,"경기도 성남시 중원구 사기막골로 124, 메가동 14층 1414호 (상대원동)",29271,반도체 제조용 기계 제조업,6,2026-03-09
2134,제이앤씨테크 제2공장,031-608-8663,031-604-8664,"경기도 성남시 중원구 갈마치로 208, 5층 503호  (상대원동) 5층 503호 외 1필지",29271,반도체 제조용 기계 제조업,1,2026-03-09
2307,티티앤에스(주),070-7090-9892,031-736-3117,"경기도 성남시 중원구 둔촌대로 537, A동 7층 702 (상대원동, 쌍용IT트윈타워 A동)",29271,반도체 제조용 기계 제조업,4,2026-03-09
2339,피앤에스,031-605-5890,031-605-5891,"경기도 성남시 중원구 갈마치로 234, 9층 912 (상대원동, 에이스아파트형공장)",29271,반도체 제조용 기계 제조업,5,2026-03-09
2783,에이치앤이주식회사,031-701-6689,031-701-6682,경기도 성남시 수정구 청계산로 686 (고등동) 3층 321호,29271,반도체 제조용 기계 제조업,6,2026-03-09
2814,인티맥스 주식회사,031-548-1146,070-7500-0989,"경기도 성남시 분당구 대왕판교로395번길 8, A동 지1층 (백현동) A동 지1층",29271,반도체 제조용 기계 제조업,57,2026-03-09
517,(주)아나테크,031-740-9505,031-740-9505,"경기도 성남시 중원구 둔촌대로 449, 중앙인더스피아1차 5층 508호 (상대원동)",27213+26310+26410+26429+27212+28113+28119,물질 검사+측정 및 분석기구 제조업 외 6 종,4,2026-03-09
1200,(주)하이드로넷,031-750-3100,031-750-9305,"경기도 성남시 중원구 갈마치로 186, 9층 901호(상대원동, 반포테크노피아) 9층 901호 외 4필지",27213+27212+27214+27215+28123+28302+28901,물질 검사+측정 및 분석기구 제조업 외 6 종,38,2026-03-09
2432,호진산업기연(주),02-554-5321,031-776-0043,경기도 성남시 중원구 사기막골로 124 (상대원동) 테크동 B1층 B114호 외 2필지,27213+26410+26421+26429+27211+28423+29169,물질 검사+측정 및 분석기구 제조업 외 6 종,4,2026-03-09
371,(주)서진인스텍,031-627-9000,031-624-5346,경기도 성남시 중원구 둔촌대로457번길 14 (상대원동),27213+27214+27215+27216+27219+30399,물질 검사+측정 및 분석기구 제조업 외 5 종,57,2026-03-09
413,(주)수인테크,031-776-3560,031-776-3561,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 비즈동 B3층 B303호 외 2필지",27213+27212+27214+27215+27216+28123,물질 검사+측정 및 분석기구 제조업 외 5 종,30,2026-03-09
220,(주)마이크로디지탈,031-701-2225,031-702-2225,경기도 성남시 중원구 갈마치로288번길 14 (상대원동) B동 10층 1060호 외 7필지,27213+21301+21309+27112+27199,물질 검사+측정 및 분석기구 제조업 외 4 종,35,2026-03-09
2454,휴코에프에스(주),031-720-5590,031-720-5591,"경기도 성남시 중원구 사기막골로105번길 27 (상대원동, 중앙인더스피아3) 5층 514호 외 1필지",27213+20495+20499+21301+29199,물질 검사+측정 및 분석기구 제조업 외 4 종,3,2026-03-09
414,(주)수인테크 제2공장,031-776-3560,031-776-3561,"경기도 성남시 중원구 사기막골로 177, B2층 B206 (상대원동, 금강하이테크밸리)",27213+27214+27215+28123,물질 검사+측정 및 분석기구 제조업 외 3 종,3,2026-03-09
852,(주)이제이텍,031-711-4880,031-711-6311,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동) B동 19층 1904호",27213+27211+27212+27219,물질 검사+측정 및 분석기구 제조업 외 3 종,3,2026-03-09
976,(주)진우테크,031-777-1277,031-777-1288,"경기도 성남시 중원구 둔촌대로 474, 5층 507 (상대원동) 외 1필지",27213+20495+20499+21301,물질 검사+측정 및 분석기구 제조업 외 3 종,15,2026-03-09
2242,켐익코퍼레이션,031-737-2121,031-737-2120,"경기도 성남시 중원구 둔촌대로457번길 27, 10층 1011호(상대원동, 성남우림라이온스밸리) 10층 1011호 외 3필지",27213+27214+27215+27216,물질 검사+측정 및 분석기구 제조업 외 3 종,10,2026-03-09
176,(주)라미나,031-737-2375,031-737-2757,"경기도 성남시 중원구 둔촌대로457번길 27, 5층 512일부호(상대원동, 성남우림라이온스밸리) 5층 512일부호",27213+29199+29299,물질 검사+측정 및 분석기구 제조업 외 2 종,8,2026-03-09
78,(주)넥스젠테크놀러지,031-737-4977,031-737-4980,"경기도 성남시 중원구 사기막골로 52, 4층 409호 (상대원동, 선텍시티Ⅱ 아파트형공장)",27213+27216,물질 검사+측정 및 분석기구 제조업 외 1 종,5,2026-03-09
798,(주)웨더링크,031-621-1198,031-621-1140,"경기도 성남시 중원구 둔촌대로457번길 27, 5층 503일부호(상대원동, 성남우림라이온스밸리) 5층 503일부호",27213+27211,물질 검사+측정 및 분석기구 제조업 외 1 종,12,2026-03-09
1326,경도양행(주)제2공장,031-776-2664,031-776-2665,경기도 성남시 중원구 사기막골로 124 (상대원동) 비즈동 B2층 B203호,27213+27309,물질 검사+측정 및 분석기구 제조업 외 1 종,11,2026-03-09
1589,미래방사선엔지니어링(주),031-639-6411,031-639-6412,"경기도 성남시 중원구 갈마치로 314, 8층 821호(상대원동, 성남 센트럴비즈타워 1) 8층 821호",27213+27219,물질 검사+측정 및 분석기구 제조업 외 1 종,3,2026-03-09
1680,삼호전자,031-722-1504,031-721-1210,"경기도 성남시 중원구 둔촌대로 555, 12층 1205 (상대원동, 선일테크노피아)",27213+28123,물질 검사+측정 및 분석기구 제조업 외 1 종,9,2026-03-09
2293,템스,031-731-6675,031-731-5675,"경기도 성남시 중원구 둔촌대로 545, 16층 1610호 (상대원동, 한라시그마밸리) 16층 1610호",27213+27216,물질 검사+측정 및 분석기구 제조업 외 1 종,2,2026-03-09
2388,한국파나메트릭스(주),031-8018-5700,070-7435-8522,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 비즈동 13층 1305호",27213+27214,물질 검사+측정 및 분석기구 제조업 외 1 종,3,2026-03-09
2736,미라클스코프(주),070-4178-0220,070-4009-0388,"경기도 성남시 분당구 판교로 700, 310-2호 (야탑동, 분당테크노파크D동)",27213+27199,물질 검사+측정 및 분석기구 제조업 외 1 종,7,2026-03-09
79,(주)넥스트포트,,070-7611-2592,"경기도 성남시 중원구 사기막골로 177, 9층 908호(상대원동, 금강하이테크밸리) 9층 908호",27213,물질 검사+측정 및 분석기구 제조업,1,2026-03-09
96,(주)다올,031-737-9300,,"경기도 성남시 중원구 갈마치로244번길 31, 4층 412 (상대원동, 성남 현대 I밸리)",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
215,(주)마스,,,"경기도 성남시 중원구 사기막골로45번길 14, A동 16층 1610 (상대원동, 우림라이온스밸리 2차)",27213,물질 검사+측정 및 분석기구 제조업,2,2026-03-09
302,(주)본길,02-579-4505,02-579-3505,"경기도 성남시 중원구 둔촌대로 388, 14층 1409호(상대원동, 크란츠 테크노) 14층 1409호",27213,물질 검사+측정 및 분석기구 제조업,10,2026-03-09
349,(주)삼덕엔지니어링,031-730-0770,031-730-0773,"경기도 성남시 중원구 사기막골로 99, 5층 520호(상대원동) 5층 520호 외 3필지",27213,물질 검사+측정 및 분석기구 제조업,8,2026-03-09
372,(주)서현테크놀로지,070-8769-0333,031-624-5363,"경기도 성남시 중원구 둔촌대로 531, 9층 905 (상대원동, 쌍용IT트윈타워 B동)",27213,물질 검사+측정 및 분석기구 제조업,5,2026-03-09
505,(주)씨엔티산업기술원,031-737-8030,031-737-8031,"경기도 성남시 중원구 둔촌대로 560, 2층 205 (상대원동, 벽산테크노피아)",27213,물질 검사+측정 및 분석기구 제조업,0,2026-03-09
