회사명,대표자명,산업단지명,지식산업센터명,도로명주소,지번주소,위도,경도,업종번호,업종명,종업원수,생산품명,주원자재명,관리기관명,관리부서전화번호,데이터기준일자
(주)콜라보디자인,김한올,,,경기도 파주시 광탄면 장지산로200번길 47-39,경기도 파주시 광탄면 분수리 83-3,37.75510204,126.8804141,32021+16221+32019+32029+32091,주방용 및 음식점용 목재가구 제조업 외 4 종,4,가구류,,경기도 파주시청,031-940-4543,2026-02-05
(주)쿠온솔루션,이창복,,,경기도 파주시 소라지로 95-59,경기도 파주시 신촌동 32-2,37.73375504,126.6994619,29271,반도체 제조용 기계 제조업,40,반도체 조립용 장비,반도체 장비,경기도 파주시청,031-940-4543,2026-02-05
(주)쿠퍼로지스,송경록,파주법원2일반산업단지,,경기도 파주시 법원읍 법원2산단로 22,경기도 파주시 법원읍 대능리 575-6,37.8413588,126.8557838,18111,경 인쇄업,11,인쇄물 홍보물,제지,경기도 파주시청,031-940-4543,2026-02-05
(주)쿡앤시스템,박재호,파주센트럴밸리일반산업단지,,경기도 파주시 파주읍 센트럴산단1로 80,경기도 파주시 파주읍 봉암리 1368-5,37.8064245,126.7956266,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,13,스테인리스 주방기구,스테인리스 철,경기도 파주시청,031-940-4543,2026-02-05
(주)퀴클,이진광,,,경기도 파주시 탄현면 동오리길 138-14,경기도 파주시 탄현면 낙하리 217,37.8378987,126.7389389,17902,위생용 종이제품 제조업,0,점보롤 화장지,천연펄프+재생펄프+지관+비닐+박스,경기도 파주시청,031-940-4543,2026-02-05
(주)큐담,문공현,,,,경기도 파주시 광탄면 창만리 358-22 ,,,22213+22232,플라스틱 시트 및 판 제조업 외 1 종,20,플라스틱 용기,폴리프로필렌,경기도 파주시청,031-940-4543,2026-02-05
(주)큐리오텍,김영수,,,경기도 파주시 광탄면 명봉산로352번길 79,경기도 파주시 광탄면 용미리 581-1,37.74461255,126.8657888,27213+29261+29299,물질 검사+측정 및 분석기구 제조업 외 2 종,50,센서+인디게이터,,경기도 파주시청,031-940-4543,2026-02-05
(주)큐리오텍,김영수,,,경기도 파주시 광탄면 명봉산로352번길 77,경기도 파주시 광탄면 용미리 581-2,37.74445617,126.8651049,27213+29299,물질 검사+측정 및 분석기구 제조업 외 1 종,50,센서+인디게이터,,경기도 파주시청,031-940-4543,2026-02-05
(주)큐브코리아,채상철,,,경기도 파주시 파주읍 정문로 622-22,경기도 파주시 파주읍 부곡리 392-2,37.81159146,126.8196802,26322,컴퓨터 모니터 제조업,10,PANEL+SKD,LCD+LED모니터,경기도 파주시청,031-940-4543,2026-02-05
(주)큐어팜텍,김대영,파주첨단일반산업단지(선유지구),,경기도 파주시 파주읍 돈유1로 61,경기도 파주시 파주읍 향양리 698-3,37.85436692,126.8083603,21211+21212+21230+21301+21309,생물 의약품 제조업 외 4 종,20,의약품,,경기도 파주시청,031-940-4543,2026-02-05
(주)크레딕스,김홍운,,,경기도 파주시 조리읍 팔학골길 147-11,경기도 파주시 조리읍 봉일천리 62-225,37.73655853,126.8335818,26410+26429+27212,유선 통신장비 제조업 외 2 종,55,방송및무선통신기기+신호발생기,IC+Diode+기구물 등,경기도 파주시청,031-940-4543,2026-02-05
(주)크레아,현인범,,,경기도 파주시 지목로 44-2,경기도 파주시 문발동 278-3,37.72587213,126.6959891,33910,간판 및 광고물 제조업,3,광고물,,경기도 파주시청,031-940-4543,2026-02-05
(주)크레오코리아,최현우,,,경기도 파주시 광탄면 부흥로438번길 54,경기도 파주시 광탄면 발랑리 179-3,37.80284245,126.898686,26299,그 외 기타 전자부품 제조업,0,전자집적회로부품,PCB기판,경기도 파주시청,031-940-4543,2026-02-05
(주)크리콤,최병진,,,경기도 파주시 광탄면 벌만장길 216-28,경기도 파주시 광탄면 창만리 488,37.7968612,126.8564211,29171,산업용 냉장 및 냉동 장비 제조업,22,냉동+냉장 쇼케이스,,경기도 파주시청,031-940-4543,2026-02-05
(주)크린버텍,한철조,,,경기도 파주시 광탄면 만장산로 176-1,경기도 파주시 광탄면 창만리 465-8,37.79057383,126.8570686,13910+28512,카펫+마루덮개 및 유사제품 제조업 외 1 종,29,쿨매트+PVC쿠션매트,PVC 원단+부직포 폴리머젤,경기도 파주시청,031-940-4543,2026-02-05
(주)크린플러스,최영봉,,,경기도 파주시 광탄면 보광로 829,경기도 파주시 광탄면 마장리 38-1,37.77267396,126.8899765,17902+13229,위생용 종이제품 제조업 외 1 종,11,식품접객용 마른티슈+생활용품(실내화커버),부직포원단+Spunlaced Fabric,경기도 파주시청,031-940-4543,2026-02-05
(주)크린하우스,김진분,,,경기도 파주시 광탄면 보광로1128번길 39-22,경기도 파주시 광탄면 마장리 249-8,37.78999345,126.872139,20321+20111+20322+20495+20499+21301,화학 살균.살충제 및 농업용 약제 제조업 외 5 종,9,습기제거제+방충제,,경기도 파주시청,031-940-4543,2026-02-05
(주)큰산인디컴,조인수+손영화,,,경기도 파주시 파주읍 우계로104번길 31,경기도 파주시 파주읍 파주리 297-2,37.83712189,126.8167425,32099+32021+32029,그 외 기타 가구 제조업 외 2 종,10,가구 ,원목+집성목+pb 철재,경기도 파주시청,031-940-4543,2026-02-05
(주)클릭나라,조영아,파주센트럴밸리일반산업단지,,,경기도 파주시 파주읍 봉암리 1361-6,37.81146301,126.798519,26310,컴퓨터 제조업,12,개인용 컴퓨터,CPU RAM 메인보드 그래픽카드,경기도 파주시청,031-940-4543,2026-02-05
(주)클린씨 ,진무두 ,,운정한강듀클래스 ,경기도 파주시 가람로116번길 107,경기도 파주시 와동동 1484,37.73269428,126.7667257,26429+26310+26329+26410,기타 무선 통신장비 제조업 외 3 종,4,기타 주변기기 (택배분류 이송장치) ,PCB보드+전선 등 ,경기도 파주시청,031-940-4543,2026-02-05
(주)키즈엠,박형만,,,경기도 파주시 파주읍 아랫도장길 8,경기도 파주시 파주읍 백석리 416-3,37.80306378,126.8031707,18119+18122,기타 인쇄업 외 1 종,58,영유아도서 전집,지류,경기도 파주시청,031-940-4543,2026-02-05
(주)킴블스,송종환,,,경기도 파주시 문산읍 방촌로1294번길 45,경기도 파주시 문산읍 내포리 870-1,37.84039642,126.7534502,13221+13222+13223+13224+13225+13229+13910+13921+13922+13991+13999+14111+14112+14120+14191+14192+14193+14194+14199+14300+14419+14491+14499+15121+15129+15190+22199,침구 및 관련제품 제조업 외 26 종,6,가방+커버 등 섬유제품,원단+재봉사+실 ,경기도 파주시청,031-940-4543,2026-02-05
(주)킴텍이엔지,김덕수,,,경기도 파주시 거문이길 102,경기도 파주시 연다산동 349-8,37.73836306,126.7096813,29133,탭+밸브 및 유사장치 제조업,6,주유노즐+안전밸브,알루미늄,경기도 파주시청,031-940-4543,2026-02-05
(주)킵스,권오헌,파주적성일반산업단지,,경기도 파주시 적성면 적성산단2로 16-2,경기도 파주시 적성면 가월리 1853-7,37.96808959,126.9071908,29162+22199,승강기 제조업 외 1 종,18,에스컬레이터 고무핸드레일+승강기,고무 등,경기도 파주시청,031-940-4543,2026-02-05
(주)타라유통,이재수,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 17,경기도 파주시 조리읍 오산리 397-7,37.77535517,126.8378799,17901,문구용 종이제품 제조업,19,종이/판지 재단품,종이/판지,경기도 파주시청,031-940-4543,2026-02-05
(주)타라티피에스,강호연,,,경기도 파주시 상지석길 245,경기도 파주시 상지석동 192-1,37.73109879,126.7854849,18113+18119+18122,오프셋 인쇄업 외 2 종,71,인쇄물+서적 (교과서+학습지+전집) +인쇄물+서적 (교과서+학습지+전집) +인쇄물+서적 (교과서+학습지+전집) ,종이 ,경기도 파주시청,031-940-4543,2026-02-05
(주)탑에너지,김원동,,,,경기도 파주시 문발동 1-22 ,,,29174,산업용 송풍기 및 배기장치 제조업,11,산업용송풍기,,경기도 파주시청,031-940-4543,2026-02-05
(주)탑엔지니어링,안만호,,,경기도 파주시 월롱면 공수물길 130,경기도 파주시 월롱면 영태리 811-26,37.78782529,126.7869982,27216+29271,산업처리공정 제어장비 제조업 외 1 종,155,LCD 제조장비+OLED 제조장비 +LCD 제조장비+OLED 제조장비 ,금속판 ,경기도 파주시청,031-940-4543,2026-02-05
(주)탑이엔지,김철,,,경기도 파주시 탄현면 오금로 94,경기도 파주시 탄현면 오금리 316-1,37.82145219,126.7098434,29176+22222+25119+25122+25123+25934+29192+29210+29261+29299,액체 여과기 제조업 외 9 종,5,송풍기+물탱크+펠릿난로,,경기도 파주시청,031-940-4543,2026-02-05
(주)태경안전산업,정기석,,,경기도 파주시 소라지로 60,경기도 파주시 신촌동 24-10,37.73480811,126.7050697,25991,금속 캔 및 기타 포장용기 제조업,11,우편함,,경기도 파주시청,031-940-4543,2026-02-05
(주)태광금속,백승만,,,경기도 파주시 파주읍 오봉골길 220,경기도 파주시 파주읍 부곡리 305-3,37.82148081,126.8265697,24290,기타 1차 비철금속 제조업,20,sus 튜브관,스테인리스,경기도 파주시청,031-940-4543,2026-02-05
(주)태광피혁,정소라,,,경기도 파주시 광탄면 샘우골길 97-17,경기도 파주시 광탄면 마장리 403-4,37.78226047,126.8809736,15110,모피 및 가죽 제조업,4,가죽원피,,경기도 파주시청,031-940-4543,2026-02-05
(주)태금(TG Furniture),최희정+이평순,,,경기도 파주시 법원읍 화합로 514,경기도 파주시 법원읍 갈곡리 67,37.84734002,126.9194308,32029+25993+32019+32021+32091+32099,기타 목재가구 제조업 외 5 종,3,사무용가구+쇼파+의자 등,PB+MDF+목재 등,경기도 파주시청,031-940-4543,2026-02-05
(주)태담,이희정,,,경기도 파주시 탄현면 방촌로 1144-70,경기도 파주시 탄현면 낙하리 84-2,37.83292201,126.7452299,23999+16300+18111+22199+22299+25112+28903,그 외 기타 분류 안된 비금속 광물제품 제조업 외 6 종,14,미끄럼방지포장재+탄성포장재+안전유도판 +바닥형보행신호등+코르크 등,탄성칼슘+골재+우레탄고무  등,경기도 파주시청,031-940-4543,2026-02-05
(주)태담,이희정,,,경기도 파주시 월롱산로 61-32,경기도 파주시 야동동 246-10,37.77999801,126.7629374,28903+18111+20202+22199+22299+23999+25112,교통 신호장치 제조업 외 6 종,0,바닥형보행신호등+안내판 부착용 인쇄물+코르크바닥재용 바인더+차선분리대+미끄럼방지포장재 및 도막형바닥재+디자인형울타리,MMA수지+탄산칼슘+세골재+EPDM 고무칩+스테인레스스틸+우레탄고무+폴리올+이소네이트+아민,경기도 파주시청,031-940-4543,2026-02-05
(주)태림에스엠피,배기웅,,,경기도 파주시 연다매길 196-41,경기도 파주시 연다산동 265-26,37.74790064,126.7093318,17909,그 외 기타 종이 및 판지 제품 제조업,7,원지재단품,제지,경기도 파주시청,031-940-4543,2026-02-05
(주)태림에프웰,박형준,파주금파일반산업단지,,경기도 파주시 파평면 청송로208번길 100,경기도 파주시 파평면 금파리 533,37.92384705,126.8436769,10129+10121+10122+10211+10219+10220+10309+10519+10602+10701+10709+10832,육류 기타 가공 및 저장처리업 (가금류 제외) 외 11 종,0,냉동+냉장식품,돈육+우육+계육+기타어육,경기도 파주시청,031-940-4543,2026-02-05
(주)태명전기,장구범,,,경기도 파주시 월롱면 황소바위길 187-23,경기도 파주시 월롱면 영태리 115-6,37.78174299,126.7950192,28422,일반용 전기 조명장치 제조업,5,조명기기 (조명등) ,철판,경기도 파주시청,031-940-4543,2026-02-05
(주)태백,조경호,,,경기도 파주시 파평면 장승배기로 344,경기도 파주시 파평면 율곡리 114,37.8949986,126.817858,13300,편조원단 제조업,9,경편원단,원단,경기도 파주시청,031-940-4543,2026-02-05
(주)태성이엔씨,김금숙,,,경기도 파주시 법원읍 보광로1837번길 63,경기도 파주시 법원읍 대능리 392,37.83509569,126.863105,25923,도장 및 기타 피막처리업,27,도장처리제품(알루미늄 바 등),알루미늄 바+철판,경기도 파주시청,031-940-4543,2026-02-05
(주)태신미디어,이기형,,,경기도 파주시 문산읍 사임당로365번길 36,경기도 파주시 문산읍 이천리 445-16,37.86281506,126.8285351,18112+18111+18113+18119,스크린 인쇄업 외 3 종,13,옵셋인쇄+경인쇄+스크린광고,,경기도 파주시청,031-940-4543,2026-02-05
(주)태양FSD,조연택,,,경기도 파주시 파주읍 오봉골길 227,경기도 파주시 파주읍 부곡리 210-18,37.82174079,126.8278449,25932,일반철물 제조업,8,방화도어,,경기도 파주시청,031-940-4543,2026-02-05
(주)태양FSD 제2공장 ,조연택,,,경기도 파주시 파주읍 오봉골길 242,경기도 파주시 파주읍 부곡리 201-14,37.8208508,126.8275782,25932,일반철물 제조업,2,방화문 ,철판 ,경기도 파주시청,031-940-4543,2026-02-05
(주)태양케이앤티,안병선,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 63-23,경기도 파주시 탄현면 축현리 992,37.80676086,126.7449639,17229+35114,기타 종이 상자 및 용기 제조업 외 1 종,10,종이상자,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)태양테크,김두리,,,경기도 파주시 광탄면 보광로632번길 42,경기도 파주시 광탄면 영장리 179-22,37.76422856,126.9055175,24222,알루미늄 압연+압출 및 연신제품 제조업,6,알루미늄바,알루미늄 비레트,경기도 파주시청,031-940-4543,2026-02-05
(주)태양푸드,조대식,,,경기도 파주시 파주읍 주라위길 232,경기도 파주시 파주읍 봉암리 69-2,37.81245621,126.8021748,10121,가금류 가공 및 저장 처리업,0,포장육+양념육,닭,경기도 파주시청,031-940-4543,2026-02-05
(주)태영에스앤디,안태화,,,경기도 파주시 광탄면 장지산로 394-3,경기도 파주시 광탄면 분수리 242-6,37.76135038,126.8658946,16229,기타 건축용 나무제품 제조업,4,벽천장용 흡음목재판넬,MDF보드+비닐필름,경기도 파주시청,031-940-4543,2026-02-05
(주)태진디앤씨,권병구,,,경기도 파주시 광탄면 부흥로169번길 45,경기도 파주시 광탄면 방축리 52,37.80633377,126.8683508,32029,기타 목재가구 제조업,5,인테리어 목재가구,MDF합판,경기도 파주시청,031-940-4543,2026-02-05
(주)태진산업,조운,,,,경기도 파주시 법원읍 동문리 293-12,37.86939824,126.8557665,25119,기타 구조용 금속제품 제조업,0,알루미늄 건축 외장재,알루미늄,경기도 파주시청,031-940-4543,2026-02-05
(주)태진스메트,최재익,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유로 60,경기도 파주시 문산읍 선유리 1378-2,37.85731024,126.8090283,27215,기기용 자동측정 및 제어장치 제조업,37,분석계측기,스테인리스강,경기도 파주시청,031-940-4543,2026-02-05
(주)태진특수목재,황인수,,,경기도 파주시 광탄면 우랑길 113,경기도 파주시 광탄면 마장리 364-2,37.78424011,126.8724279,16101,일반 제재업,3,판재+각재,원목+제재목,경기도 파주시청,031-940-4543,2026-02-05
(주)태창,장기현,,,경기도 파주시 월롱면 정문로 166,경기도 파주시 월롱면 영태리 14-12,37.77622843,126.8087711,23991,아스팔트 콘크리트 및 혼합제품 제조업,12,아스콘,,경기도 파주시청,031-940-4543,2026-02-05
(주)태코,길이철,,,경기도 파주시 광탄면 장지산로 310,경기도 파주시 광탄면 분수리 153-2,37.75815471,126.8724429,32029,기타 목재가구 제조업,13,목재도어,,경기도 파주시청,031-940-4543,2026-02-05
(주)태화공조,서이갑,,,경기도 파주시 파주읍 여울길 310-90,경기도 파주시 파주읍 부곡리 66-1,37.81320746,126.83437,25929,그 외 기타 금속가공업,15,공조기+닥트,,경기도 파주시청,031-940-4543,2026-02-05
(주)태화공조,서이갑,,,경기도 파주시 파주읍 여울길 310-108,경기도 파주시 파주읍 부곡리 66-3,37.8127612,126.834941,25929,그 외 기타 금속가공업,15,공조시스템+덕트,,경기도 파주시청,031-940-4543,2026-02-05
(주)태흥기전,김옥선,,,,경기도 파주시 동패동 588-9,,,28123+27215+27216+28112+28113+28119,배전반 및 전기 자동제어반 제조업 외 5 종,10,수배전반,,경기도 파주시청,031-940-4543,2026-02-05
(주)테라북스,정양옥,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 29-21,경기도 파주시 조리읍 오산리 397-14,37.77394988,126.8392897,18119+18113,기타 인쇄업 외 1 종,71,인쇄,,경기도 파주시청,031-940-4543,2026-02-05
(주)테라북스,정양옥,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 29-15,경기도 파주시 조리읍 오산리 397-13,37.77371065,126.838744,18119,기타 인쇄업,5,인쇄물,,경기도 파주시청,031-940-4543,2026-02-05
(주)테로스정보통신,최인수,,,경기도 파주시 송학말길 92,경기도 파주시 야당동 429-1,37.70808275,126.7615977,26421+28423,방송장비 제조업 외 1 종,4,전광판+영상감시장치,pcb. led. 카메라,경기도 파주시청,031-940-4543,2026-02-05
(주)테즈로스팅,최정식+황종오,,,경기도 파주시 거문이길 102-11,경기도 파주시 연다산동 349-1,37.73809944,126.7115157,10891,커피 가공업,16,커피,,경기도 파주시청,031-940-4543,2026-02-05
(주)테크노알파 ,이광배,,,경기도 파주시 파주읍 가마울길 151,경기도 파주시 파주읍 부곡리 200-5,37.81970549,126.8269545,29131,액체 펌프 제조업,3,원심펌프+순환펌프 ,주물주철+스테인레스 ,경기도 파주시청,031-940-4543,2026-02-05
(주)텍센,권유찬,,,경기도 파주시 문산읍 사목로 191,경기도 파주시 문산읍 마정리 678,37.88430513,126.7579609,28903,교통 신호장치 제조업,13,주차 관제 시스템,,경기도 파주시청,031-940-4543,2026-02-05
(주)토리브릿지,양애정,,,경기도 파주시 법원읍 가좌울길 187-6,경기도 파주시 법원읍 가야리 138-2,37.86111456,126.8595168,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,2,금속조형물,철+비철,경기도 파주시청,031-940-4543,2026-02-05
(주)토모,김형욱,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 56-16,경기도 파주시 탄현면 축현리 945,37.8040245,126.7418351,22232,포장용 플라스틱 성형용기 제조업,16,플라스틱 성형용,플라스틱,경기도 파주시청,031-940-4543,2026-02-05
(주)토빅스,이용관,,,경기도 파주시 교하로 1007-38,경기도 파주시 연다산동 361-4,37.73603848,126.7094342,17212+22231,골판지 상자 및 가공제품 제조업 외 1 종,47,비닐포장지+골판지상자,지함+합성수지,경기도 파주시청,031-940-4543,2026-02-05
(주)토스크,문강일,,,경기도 파주시 탄현면 장릉로85번길 97-6,경기도 파주시 탄현면 갈현리 765-13,37.76452576,126.7124143,10603,과자류 및 코코아 제품 제조업,45,쵸콜릿,초코렛,경기도 파주시청,031-940-4543,2026-02-05
(주)토탈켐서비스,이양균,,,경기도 파주시 상골길 191-44,경기도 파주시 맥금동 563,37.79132494,126.7234838,23329,그 외 기타 콘크리트 제품 및 유사제품 제조업,4,인조대리석+내외장재 혼합물+기타,합성수지+유리섬유+충진제+기타,경기도 파주시청,031-940-4543,2026-02-05
(주)토템,이재권,,,경기도 파주시 조리읍 은골길 81-23,경기도 파주시 조리읍 장곡리 10-5,37.7458338,126.8502224,32029+32019+32091+32099,기타 목재가구 제조업 외 3 종,10,사무용가구+의자,P.B+M.D.F+합판,경기도 파주시청,031-940-4543,2026-02-05
(주)투데이아트,조성태+박장선,파주신촌일반산업단지,,경기도 파주시 신촌1로 20,경기도 파주시 신촌동 721-2,37.73154609,126.6949507,18113,오프셋 인쇄업,0,음반재킷패키지+연예인화보,지류+잉크,경기도 파주시청,031-940-4543,2026-02-05
(주)투데이아트,조성태,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 52,경기도 파주시 조리읍 오산리 400-3,37.77113144,126.8392576,18113,오프셋 인쇄업,40,화보집+음반자켓+패키지 인쇄물,지류+잉크,경기도 파주시청,031-940-4543,2026-02-05
(주)투디엠,김영진+도인환,,,경기도 파주시 교하로1205번길 49-1,경기도 파주시 오도동 122-16,37.74564976,126.7267346,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,4,2차원소재(흑연 및 hBN),흑연,경기도 파주시청,031-940-4543,2026-02-05
(주)투비컴애드 ,양해섭,,,경기도 파주시 소라지로177번길 43,경기도 파주시 신촌동 229-5,37.73878747,126.6941688,33910,간판 및 광고물 제조업,4,간판 및 광고물 ,알미늄+철판+아크릴+포멕스+폴리카보네이트+LED조명 ,경기도 파주시청,031-940-4543,2026-02-05
(주)투비팜,최태홍,,,경기도 파주시 평화로348번길 195,경기도 파주시 검산동 85-1,37.7792745,126.7495077,10901+10902,반려동물용 사료 제조업 외 1 종,2,반려동물용 간식+배합사료+반려동물용 간식+배합사료,반려동물 (단백질) 간식 벌크,경기도 파주시청,031-940-4543,2026-02-05
(주)투썸패키지,김상근,,,경기도 파주시 소라지로 120,경기도 파주시 연다산동 395-6,37.73757934,126.6998372,17222,판지 상자 및 용기 제조업,10,종이상자,,경기도 파주시청,031-940-4543,2026-02-05
(주)투준,박재준,,,경기도 파주시 문산읍 통일로 2077-61,경기도 파주시 문산읍 운천리 80-5,37.88098839,126.7635967,32029,기타 목재가구 제조업,3,가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)투크로스,김태욱+최재윤,,,경기도 파주시 광탄면 혜음로601번길 41,경기도 파주시 광탄면 용미리 470-5,37.7435219,126.8719156,33301,체조+육상 및 체력단련용 장비 제조업,3,운동기구,,경기도 파주시청,031-940-4543,2026-02-05
(주)투템디자인,김효정,,,경기도 파주시 조리읍 은골길 81-19,경기도 파주시 조리읍 장곡리 10-13,37.7462249,126.8500723,32029+32019+32021+32091,기타 목재가구 제조업 외 3 종,34,사무용가구,나무,경기도 파주시청,031-940-4543,2026-02-05
(주)투템디자인,김효정,,,경기도 파주시 조리읍 은골길 81-24,경기도 파주시 조리읍 장곡리 16-26,37.74586304,126.8494112,32029+32019+32021+32091,기타 목재가구 제조업 외 3 종,34,사무용가구,PB+MDF+철판+파이프+직물,경기도 파주시청,031-940-4543,2026-02-05
(주)투템디자인,김효정,,,경기도 파주시 조리읍 은골길 81-23,경기도 파주시 조리읍 장곡리 10-5,37.7458338,126.8502224,32029+32019+32021+32091,기타 목재가구 제조업 외 3 종,5,장롱+책상,,경기도 파주시청,031-940-4543,2026-02-05
(주)트라콘스 ,김도운,,,경기도 파주시 월롱면 휴암로 138-62,경기도 파주시 월롱면 덕은리 362-2,37.80423792,126.7849334,28903,교통 신호장치 제조업,6,신호등+신호제어기 ,LED소자+렌즈+함체 ,경기도 파주시청,031-940-4543,2026-02-05
(주)티씨에이코리아,정윤호+박지영,,,경기도 파주시 광탄면 보광로 1536,경기도 파주시 광탄면 방축리 202-11,37.81301349,126.8681231,17212,골판지 상자 및 가공제품 제조업,6,골판지 박스,여러종의 박스,경기도 파주시청,031-940-4543,2026-02-05
(주)티아이캐스팅,한창규,,,경기도 파주시 월롱면 황소바위길 187-15,경기도 파주시 월롱면 영태리 115-4,37.78149855,126.7952752,24311,선철주물 주조업,44,정밀주조업,철강,경기도 파주시청,031-940-4543,2026-02-05
(주)티앤아이미디어,김영미,,,경기도 파주시 장명산길 36-18,경기도 파주시 오도동 1-19,37.75109182,126.7353997,18111+18113+18119,경 인쇄업 외 2 종,4,유가증권,,경기도 파주시청,031-940-4543,2026-02-05
(주)티에스엔파트너스,김창간,,,경기도 파주시 금월로 92-29,경기도 파주시 야동동 33-27,37.77744558,126.7715558,29175,기체 여과기 제조업,4,집진기,철판+필터+휀,경기도 파주시청,031-940-4543,2026-02-05
(주)티엔티,조정수,,,경기도 파주시 광탄면 보광로 1075,경기도 파주시 광탄면 마장리 210-4,37.78790935,126.8784462,32029+33932,기타 목재가구 제조업 외 1 종,5,목재가구,목재+철판+각파이프+용접봉,경기도 파주시청,031-940-4543,2026-02-05
(주)티엔티,조정수,,,경기도 파주시 광탄면 샘우골길 262-40,경기도 파주시 광탄면 마장리 180-1,37.78724077,126.8823724,32029,기타 목재가구 제조업,23,가구,목재,경기도 파주시청,031-940-4543,2026-02-05
(주)티엠데코,최성민,,,경기도 파주시 월롱면 쉰우물길 93,경기도 파주시 월롱면 영태리 147-2,37.77737285,126.7940343,18112,스크린 인쇄업,4,실사출력물(현수막+패트인쇄 등),패트원단,경기도 파주시청,031-940-4543,2026-02-05
(주)티엠에스,이철훈,,,경기도 파주시 파평면 청송로 90,경기도 파주시 파평면 두포리 310-2,37.91466987,126.8334827,22291+22292,플라스틱 접착처리 제품 제조업 외 1 종,30,산업용 테이프+산업용 테이프,산업용 테이프 원료 ,경기도 파주시청,031-940-4543,2026-02-05
(주)티엠텍,백승용,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 56-7,경기도 파주시 탄현면 축현리 952,37.80440819,126.7433045,24132,강관 제조업,6,스텐레스 심레스 튜브+파이프 등,파이프 등,경기도 파주시청,031-940-4543,2026-02-05
(주)티오피,이태일,,,경기도 파주시 월롱면 홀작로 70-60,경기도 파주시 월롱면 도내리 221,37.78365776,126.82259,29133,탭+밸브 및 유사장치 제조업,6,밸브,,경기도 파주시청,031-940-4543,2026-02-05
(주)티원,변재호,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유3로 66-14,경기도 파주시 문산읍 선유리 1377,37.86160019,126.8130103,29271,반도체 제조용 기계 제조업,40,반도체 및 장비부품 제조업,황산+수산,경기도 파주시청,031-940-4543,2026-02-05
(주)티원정보,김주희,,,경기도 파주시 소라지로 182,경기도 파주시 송촌동 413-1,37.74041642,126.6948653,26421+28903,방송장비 제조업 외 1 종,4,출입통제기,,경기도 파주시청,031-940-4543,2026-02-05
(주)티지스포츠,민태선,,,경기도 파주시 광탄면 보광로 1482-12,경기도 파주시 광탄면 방축리 40-1,37.80869316,126.8655272,33301,체조+육상 및 체력단련용 장비 제조업,2,런닝머신,파이프+모터,경기도 파주시청,031-940-4543,2026-02-05
(주)티지오,김경훈 ,,,경기도 파주시 파주로 82,경기도 파주시 문발동 260-4,37.72402093,126.6981342,28121+23325+23326+25929+26410+26429+27219+28122,전기회로 개폐+보호장치 제조업 외 7 종,4,침상전극봉+침상전극봉+침상전극봉+침상전극봉+침상전극봉+침상전극봉+침상전극봉+침상전극봉,알류미늄파이프+스테인리스 파이프,경기도 파주시청,031-940-4543,2026-02-05
(주)티칭솔루션,전운광,,,,경기도 파주시 신촌동 57-17,,,26299+26329+26511+27309+29180,그 외 기타 전자부품 제조업 외 4 종,3,전자교탁+전자칠판등,,경기도 파주시청,031-940-4543,2026-02-05
(주)티케이컴퍼니,정중자,파주법원2일반산업단지,,경기도 파주시 법원읍 법원2산단3로 16,경기도 파주시 법원읍 대능리 558-3,37.84722531,126.8614099,22191,고무패킹류 제조업,4,패킹,S55C,경기도 파주시청,031-940-4543,2026-02-05
(주)티케이플랜지,명승우,,,경기도 파주시 월롱면 검바위길 87-9,경기도 파주시 월롱면 덕은리 223-7,37.78492265,126.7702074,24311,선철주물 주조업,11,플랜지,,경기도 파주시청,031-940-4543,2026-02-05
(주)티피피 ,이용관,,,경기도 파주시 교하로 1007-7,경기도 파주시 연다산동 45-2,37.73411134,126.7117481,22231+17212+22259,플라스틱 포대+봉투 및 유사제품 제조업 외 2 종,17,골판지 상자 및 포장지 (에어캡) ,지함+합성수지 ,경기도 파주시청,031-940-4543,2026-02-05
(주)파란디앤에스 2부지 ,엄유성+김선일 ,,,,경기도 파주시 파주읍 봉암리 27-3,37.82843911,126.8028393,16229,기타 건축용 나무제품 제조업,6,조립식 건물용 목재품 (전시부스),나무 ,경기도 파주시청,031-940-4543,2026-02-05
(주)파란아이티,성기빈,,,경기도 파주시 소라지로195번길 113,경기도 파주시 신촌동 311,37.73779977,126.6891833,28423+25994+26310+26421+28422,전시 및 광고용 조명장치 제조업 외 4 종,7,전자디스플레이,조명장치,경기도 파주시청,031-940-4543,2026-02-05
(주)파랑새교구,김태길,,,경기도 파주시 조리읍 명봉산로79번길 44-83,경기도 파주시 조리읍 봉일천리 3-5,37.73869191,126.8378941,32029+33932,기타 목재가구 제조업 외 1 종,20,가구+교구,목재,경기도 파주시청,031-940-4543,2026-02-05
