업체명,업종명,도로명주소,지번주소,생산품목,위도,경도,전화번호,팩스번호,데이터기준일
(주)나우,기타 광학기기 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 418호, 419호(고색동, 수원벤처밸리∥)","경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ B동 418호, 419호",머신비젼 시스템,37.238445,126.9864565,031-5182-8280,031-5182-8281,2025-02-14
(주)나이스플라즈마,반도체 제조용 기계 제조업,"경기도 수원시 권선구 오목천로152번길 28(고색동, 스타전자수원공장)",경기도 수원시 권선구 고색동 957 스타전자수원공장,반도체 장비 등,37.24353,126.9770533,070-4196-7320,070-4196-4410,2025-02-14
(주)나인솔,반도체 제조용 기계 제조업 외 2 종,"경기도 수원시 권선구 산업로 198, 507호, 613호 (고색동)","경기도 수원시 권선구 고색동 1098-2 507호, 613호",반도체 장비 부품 등,37.2423731,126.9863345,031-293-3612,031-293-3614,2025-02-14
(주)나인테크,반도체 제조용 기계 제조업 외 2 종,경기도 수원시 권선구 산업로 190 (고색동),경기도 수원시 권선구 고색동 1098,"노광기, 증착기 등",37.2425819,126.985494,031-476-0305,031-476-0306,2025-02-14
(주)네오랩컨버전스,기타 주변기기 제조업,"경기도 수원시 권선구 오목천로132번길 42, 4층(고색동)",경기도 수원시 권선구 고색동 966 4층,주사선인식 전자펜 등,37.2422166,126.9752309,02-3462-2981,02-3462-2983,2025-02-14
(주)노바테크놀러지스,그 외 기타 일반목적용 기계 제조업,"경기도 수원시 권선구 산업로 134, 1층(고색동, 에너진주식회사)",경기도 수원시 권선구 고색동 928 에너진주식회사 1층,"이차전지 제조 장비, 특수 전지 제조 장비",37.2410014,126.9794336,031-8067-7899,0504-399-4306,2025-02-14
(주)노블트리,음ㆍ식료품 및 담배 가공기계 제조업,"경기도 수원시 권선구 오목천로132번길 33, 816호(고색동, 휴먼스카이밸리) 816호",경기도 수원시 권선구 고색동 959 휴먼스카이밸리 816호 816호,자동드립 커피머신,37.2427214,126.9765313,031-215-1005,031-292-2518,2025-02-14
(주)누리,그 외 기타 일반목적용 기계 제조업,"경기도 수원시 권선구 서부로 1449-42 (고색동) (고색동, 수원델타플렉스 2블록)","경기도 수원시 권선구 고색동 987-11 (고색동, 수원델타플렉스 2블록)","전동스테이지, 자동화장비 부품 등, LM Guide, ball screw",37.238833,126.9786733,0502-270-2806,0502-271-2806,2025-02-14
(주)누리텍코리아,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 170, (주)누리텍코리아, 수원산업3단지 (고색동)","경기도 수원시 권선구 고색동 1055번지 (주)누리텍코리아, 수원산업3단지","휴대폰, LCD, 리모콘 부품(점착 테이프류)",37.2459484,126.9867226,031-291-9401,031-292-9030,2025-02-14
(주)뉴파워프라즈마,그 외 기타 전자부품 제조업 외 2 종,경기도 수원시 권선구 산업로155번길 214(고색동),경기도 수원시 권선구 고색동 1056,"기타발전기,반도체 제조용 기계",37.2457909,126.987236,031-612-7600,031-612-7660,2025-02-14
(주)다산하이텍,일반용 전기 조명장치 제조업 외 2 종,"경기도 수원시 권선구 오목천로152번길 40, 514호(고색동, 고색동 첨단벤처밸리) 514호",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 514호 514호,LED 조명,37.2429443,126.9772998,031-278-1128,031-278-1158,2025-02-14
(주)다온이앤지,유선 통신장비 제조업,"경기도 수원시 권선구 산업로 198, 2층 209호(고색동) 2층 209호 외 3필지",경기도 수원시 권선구 고색동 1098-2 2층 209호 2층 209호 외 3필지,통신전기박스,37.2423731,126.9863345,031-224-7661,031-224-7675,2025-02-14
(주)다올테크놀러지,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로92번길 57(고색동, 현대공업사)",경기도 수원시 권선구 고색동 937 현대공업사,반도체 테스트소켓 부품,37.239831,126.977299,070-8820-2047,031-777-7606,2025-02-14
(주)다인펌프,액체 펌프 제조업,"경기도 수원시 권선구 산업로156번길 47-24, 102호(수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1077번지 102호(수원산업3단지),수중펌프,37.2400886,126.9840308,031-278-0517,031-278-0519,2025-02-14
(주)단성,절삭가공 및 유사처리업 외 5 종,"경기도 수원시 권선구 산업로 101, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 971번지 수원산업1단지,부스바 가공 등,37.2407115,126.9759791,031-244-4419,031-296-7019,2025-02-14
(주)대성후드텍,음ㆍ식료품 및 담배 가공기계 제조업 외 2 종,"경기도 수원시 권선구 산업로156번길 10, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1068번지 (수원산업3단지),음식료품 자동화라인,37.2413043,126.9812643,031-291-9088,031-292-3590,2025-02-14
(주)대현에스티제이비,그 외 기타 전자부품 제조업 외 4 종,"경기도 수원시 권선구 오목천로108번길 31, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 974번지 수원산업1단지,"LED모듈,PCB전자부품, 산업용테이프,필름",37.2409351,126.9748704,031-297-5973,031-297-5974,2025-02-14
(주)대흥정밀,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 228-82, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1026번지 수원산업3단지,휴대폰및컴퓨터용 초소형모터,37.2447231,126.984251,031-291-3713,031-292-3712,2025-02-14
(주)데카닉스,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 160, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1054번지 수원산업3단지,전자파차폐부품,37.2458,126.9860371,031-227-7131,031-227-7134,2025-02-14
(주)델리스,전자부품 실장기판 제조업 외 1 종,"경기도 수원시 권선구 서부로 1433-20, 수원산업2단지 (고색동)",경기도 수원시 권선구 고색동 990-1번지 수원산업2단지,"중계기,MSPP,진공주형 및 베이스 등",37.2378624,126.9808304,031-296-1111,031-296-1166,2025-02-14
(주)동광계전,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로 198, 204호(고색동) 204호",경기도 수원시 권선구 고색동 1098-2 204호 204호,"제어판넬조립, 반도체장비조립",37.2423731,126.9863345,031-278-3475,031-278-3477,2025-02-14
(주)동성엘리베이터,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 오목천로132번길 33, 4층 406호 (고색동, 휴먼스카이밸리) 4층 406호",경기도 수원시 권선구 고색동 959 휴먼스카이밸리 4층 406호 4층 406호,전기자동제어반,37.2427214,126.9765313,031-278-5651,031-278-5652,2025-02-14
(주)동성이엔씨,축전지 제조업 외 10 종,"경기도 수원시 권선구 오목천로152번길 40, 9층 908호 (고색동, 고색동 첨단벤처밸리) 9층 908호 외 1필지",경기도 수원시권선구 고색동 958번지 고색동 첨단벤처밸리 9층 908호 9층 908호 외 1필지,"충전기,재충전식전지,보호회로, 물질검사 측정 및 분석기구",37.2429443,126.9772998,031-224-6701,031-224-6702,2025-02-14
(주)동아엘텍,"전자기 측정, 시험 및 분석기구 제조업","경기도 수원시 권선구 산업로 195-8, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1041번지 (수원산업3단지),LCD검사장비,37.2433366,126.9864447,031-345-1500,031-421-4053,2025-02-14
(주)동주오시스,절연 코드세트 및 기타 도체 제조업,"경기도 수원시 권선구 오목천로108번길 41, (수원산업1단지) (고색동)",경기도 수원시 권선구 고색동 973번지 (수원산업1단지),자동차부품,37.2406127,126.9750406,031-298-2000,031-295-1900,2025-02-14
(주)동희산업 수원지점,그 외 자동차용 신품 부품 제조업 외 3 종,"경기도 수원시 권선구 산업로155번길 8, (수원산업3단지 12블럭 7로트) (고색동)",경기도 수원시 권선구 고색동 1016번지 (수원산업3단지 12블럭 7로트),"제어기,모터,자동차 전장품",37.2426342,126.9823191,070-7093-6065,031-278-5690,2025-02-14
(주)두성테크,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 801∼811호, 수원벤처밸리2 (고색동)","경기도 수원시 권선구 고색동 1152번지 B동 801∼811호, 수원벤처밸리2",휴대폰 부품,37.238445,126.9864565,031-350-9566,031-350-0479,2025-02-14
(주)두오,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ A동 513호, 514호","경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥ A동 513호, 514호",산업용 LED조명제어기,37.238445,126.9864565,031-689-5799,031-689-5788,2025-02-14
(주)드론스쿨인터네셔널,무인 항공기 및 무인 비행장치 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 310호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ B동 310호, 드론,37.238445,126.9864565,02-866-3233,02-6944-8233,2025-02-14
(주)드림솔루션,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 오목천로108번길 11, 5층 (고색동)",경기도 수원시 권선구 고색동 977-1번지 5층,와이어링 하네스,37.2417768,126.9746742,031-243-1767,031-243-1769,2025-02-14
(주)드림홀딩스,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로108번길 11, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 977-1번지 수원산업1단지,RF용 전자부품,37.2417768,126.9746742,031-243-1767,031-243-1769,2025-02-14
(주)디앤텍,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 2층 201 (고색동) 수원벤처밸리2  B동 B207호, B208호, B동 201호 외 1필지","경기도 수원시 권선구 고색동 1152번지 B동 2층 201 수원벤처밸리2  B동 B207호, B208호, B동 201호 외 1필지",LCD 장비,37.238445,126.9864565,031-899-8477,031-899-8478,2025-02-14
(주)디에스씨,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로152번길 40, 5층 503호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동  958번지,전자커넥터,37.2429443,126.9772998,031-278-4786,031-278-4785,2025-02-14
(주)디에스알오,액체 여과기 제조업,"경기도 수원시 권선구 오목천로152번길 40, 5층 509호 (고색동, 고색동 첨단벤처밸리) 5층 509호",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 5층 509호 5층 509호,정수장치,37.2429443,126.9772998,031-222-5833,031-222-5832,2025-02-14
(주)디에스이엔지,음ㆍ식료품 및 담배 가공기계 제조업,"경기도 수원시 권선구 산업로156번길 47-8, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1076번지 (수원산업3단지),"데포지터, 오븐, 믹서",37.2398112,126.9832263,031-297-5765,031-297-5764,2025-02-14
(주)디엠씨,기타 가공 공작기계 제조업,경기도 수원시 권선구 산업로155번길 280-46 (고색동),경기도 수원시 권선구 고색동 1046번지,방수 측정 장비 및 지그,37.2450532,126.9878005,031-354-7645,031-354-7246,2025-02-14
(주)디엠피,금속 캔 및 기타 포장용기 제조업 외 5 종,"경기도 수원시 권선구 산업로92번길 106, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 929-1번지 수원산업1단지,"반도체프레임, 케이스, 초음파세척기",37.2405891,126.9797342,031-459-6560,031-459-6563,2025-02-14
(주)디자인투이,금속 절삭기계 제조업 외 2 종,"경기도 수원시 권선구 산업로 198, 3층 330호(고색동) 3층 330호",경기도 수원시 권선구 고색동 1098-2 3층 330호 3층 330호,"평판, CNC, 가구소품",37.2423731,126.9863345,031-255-2757,031-624-4093,2025-02-14
(주)디지아이티엑스,비디오 및 기타 영상기기 제조업 외 1 종,"경기도 수원시 권선구 서부로 1449-23, 수원산업2단지 (고색동)",경기도 수원시 권선구 고색동 990-3번지 수원산업2단지,"영상감시기기(CCTV),DVR",37.2386949,126.9805195,031-278-0140,031-278-0145,2025-02-14
(주)디케이록,"탭, 밸브 및 유사장치 제조업","경기도 수원시 권선구 산업로156번길 142-10, 수원벤처밸리2 A동 521호 (고색동)",경기도 수원시 권선구 고색동 1152번지 수원벤처밸리2 A동 521호,반도체용 배관 자제,37.238445,126.9864565,031-224-3806,031-224-3803,2025-02-14
(주)디케이텍인더스트리,산업용 로봇 제조업,"경기도 수원시 권선구 산업로 174-30, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1086번지 (수원산업3단지),공장자동화 설비 및 전용기제작,37.2413868,126.9834406,031-294-8881,031-294-9882,2025-02-14
(주)디팜스테크,기타 광학기기 제조업,"경기도 수원시 권선구 오목천로132번길 58, 1층 (고색동)",경기도 수원시 권선구 고색동 968 1층,광학 기기,37.2414002,126.9760399,031-427-9071,031-427-9047,2025-02-14
(주)라온테크,산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 88-4, 수원산업3단지 (고색동) 외 1필지",경기도 수원시 권선구 고색동 1138번지 수원산업3단지 외 1필지,반도체웨이퍼 이송로봇,37.2375977,126.9829716,031-201-0000,031-227-1500,2025-02-14
(주)래피젠,의료용품 및 기타 의약 관련제품 제조업,"경기도 수원시 권선구 산업로155번길 161, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1008번지 수원산업3단지 1008,체외진단키트,37.246468,126.9855827,031-346-6047,0504-031-7871,2025-02-14
(주)래피젠,의료용품 및 기타 의약 관련제품 제조업,"경기도 수원시 권선구 산업로155번길 205, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1060번지 (수원산업3단지),체외진단키트,37.2465894,126.9888963,031-309-5033,031-427-4678,2025-02-14
(주)랩솔루션,그 외 기타 일반목적용 기계 제조업,"경기도 수원시 권선구 산업로 198, 518호 (고색동) 518호",경기도 수원시 권선구 고색동 1098-2 518호 518호,일반 목적용 및 실험기기,37.2423731,126.9863345,,031-696-6533,2025-02-14
(주)레이븐테크놀러지,농업 및 임업용 기계 제조업,"경기도 수원시 권선구 산업로 198, 503호 (고색동) 503호",경기도 수원시 권선구 고색동 1098-2 503호 503호,"식물성장LED, 수경재배장치, 가축분뇨 악취제거 장치",37.2423731,126.9863345,031-271-1002,070-8244-1007,2025-02-14
(주)레이저발테크놀러지,기타 광학기기 제조업,경기도 수원시 권선구 산업로156번길 88-52 (고색동),경기도 수원시 권선구 고색동 1156,"레이저컷팅기, 레이저마킹기, 솔더링머신",37.2362726,126.9861238,070-8807-3031,031-236-1233,2025-02-14
(주)렉스코스,컴퓨터 모니터 제조업 외 2 종,"경기도 수원시 권선구 오목천로152번길 40, 5층 517호 (고색동, 고색동 첨단벤처밸리) 5층 517호 외 1필지",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 5층 517호 5층 517호 외 1필지,"모니터, 키오스크",37.2429443,126.9772998,031-239-3713,031-239-3718,2025-02-14
(주)로보드림,산업용 로봇 제조업,"경기도 수원시 권선구 산업로 198, 5층 502호(고색동) 5층 502호",경기도 수원시 권선구 고색동 1098-2 5층 502호 5층 502호,산업용 로봇 및 제어장치,37.2423731,126.9863345,031-298-2570,031-298-2570,2025-02-14
(주)로보스타,그 외 기타 전자부품 제조업 외 3 종,"경기도 수원시 권선구 산업로155번길 37, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 997번지 수원산업3단지,"전자부품(컨트롤러PCB),전자터치패드,산업용 로봇",37.2438948,126.9800992,031-400-3617,031-419-6987,2025-02-14
(주)로봇시스템,산업용 로봇 제조업,"경기도 수원시 권선구 오목천로152번길 40, 8층 820호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동 958,산업용 로봇,37.2429443,126.9772998,031-221-5677,031-221-5666,2025-02-14
(주)리페어코리아,전자부품 실장기판 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 B106호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 B106호,인쇄회로기판,37.238445,126.9864565,070-7719-3999,031-5182-8114,2025-02-14
(주)마이크로진,생물학적 제제 제조업,"경기도 수원시 권선구 산업로155번길 116, 2층(고색동, (주)세윤)",경기도 수원시 권선구 고색동 1021 (주)세윤 2층,미생물배양배지,37.2450943,126.9840737,031-456-6535,031-456-6536,2025-02-14
(주)마이크로진,생물학적 제제 제조업,"경기도 수원시 권선구 산업로 112(고색동, 에스이오공장)",경기도 수원시 권선구 고색동 946 에스이오공장,미생물배지,37.2403195,126.9771525,031-456-6535,031-456-6536,2025-02-14
(주)맥스젠테크놀로지,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로 173-25, (수원델타플렉스 3블록)(고색동)",경기도 수원시 권선구 고색동 1015 (수원델타플렉스 3블록),휴대폰 액정보호 필름 등,37.2438681,126.9824322,031-548-1170,031-548-1172,2025-02-14
(주)맥파이테크,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 1 종","경기도 수원시 권선구 산업로156번길 142-10, A동 209호(고색동, 수원벤처밸리∥) 외 1필지",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 209호 외 1필지,"정밀측정기기제조, 레이저거리측정기",37.238445,126.9864565,02-6954-3488,02-3479-9810,2025-02-14
(주)메디칼파크,전기식 진단 및 요법 기기 제조업 외 1 종,"경기도 수원시 권선구 산업로156번길 7, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1084번지 수원산업3단지,의료기기 제조업,37.2420479,126.982752,070-8693-1090,070-4800-3951,2025-02-14
(주)메카씨스템,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 오목천로152번길 40, 7층 708 (고색동, 고색동 첨단벤처밸리) 7층 708호",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 7층 708 7층 708호,"반도체크린룸, 배전반 외",37.2429443,126.9772998,031-302-7418,031-302-7719,2025-02-14
(주)메카텍,인쇄회로기판용 적층판 제조업 외 2 종,"경기도 수원시 권선구 오목천로132번길 33, 5층 501호 (고색동, 휴먼스카이밸리) 5층 501호 외 1필지",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 5층 501호 5층 501호 외 1필지,인쇄회로기판,37.2427214,126.9765313,031-268-8698,031-269-8698,2025-02-14
(주)명성,그 외 기타 전자부품 제조업 외 2 종,"경기도 수원시 권선구 산업로92번길 94-13, 수원산업2단지 (고색동)",경기도 수원시 권선구 고색동 991-2번지,"핸드폰파워,에어콘콘트롤류,필드코일assay류, FOB스마트키",37.2396301,126.9801007,031-293-0652,031-293-0654,2025-02-14
(주)명성이엔지,전자부품 실장기판 제조업,"경기도 수원시 권선구 산업로92번길 94-13,  수원산업2단지 (고색동)",경기도 수원시 권선구 고색동  991-2번지,전자부품실장(PCB SUB ASS’Y ),37.2396301,126.9801007,031-298-8066,031-298-8077,2025-02-14
(주)명승아이티,응용 소프트웨어 개발 및 공급업 외 2 종,"경기도 수원시 권선구 오목천로132번길 33, 9층 916 (고색동, 휴먼스카이밸리) 9층 916호",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 9층 916 9층 916호,교통제어시스템 소프트웨어개발,37.2427214,126.9765313,031-257-5400,031-251-6868,2025-02-14
(주)명신테크코리아,유압기기 제조업,"경기도 수원시 권선구 산업로92번길 23, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 941번지 수원산업1단지,"유압식엔진,실린더부품",37.2394559,126.9756987,031-227-8021,031-227-8321,2025-02-14
(주)모베이스전자,그 외 자동차용 신품 부품 제조업 외 3 종,"경기도 수원시 권선구 산업로156번길 100, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1144번지 수원산업3단지,"자동차부품(스마트키, 스위치)",37.2374301,126.9845918,031-5174-3000,031-5174-3070,2025-02-14
(주)모엔,그 외 기타 전기장비 제조업,"경기도 수원시 권선구 산업로 198, 4층 426호(고색동) 4층 426호 외 1필지",경기도 수원시 권선구 고색동 1098-2 4층 426호 4층 426호 외 1필지,산업기계 장비,37.2423731,126.9863345,031-8067-8892,031-8067-8894,2025-02-14
(주)뮤테크,기어 및 동력전달장치 제조업,"경기도 수원시 권선구 산업로 198, 2층 213호(고색동) 2층 213호 외 2필지",경기도 수원시 권선구 고색동 1098-2 2층 213호 2층 213호 외 2필지,체인 및 전장부품 등,37.2423731,126.9863345,031-296-6812,031-296-0681,2025-02-14
(주)미래제어기술,전기회로 접속장치 제조업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ A동 420호,경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥ A동 420호,전기제어장치,37.238445,126.9864565,031-739-5861,031-739-5862,2025-02-14
(주)미래테크놀러지,전시 및 광고용 조명장치 제조업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ B동 B108호,경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ B동 B108호,LED전광판 등,37.238445,126.9864565,031-899-8483,031-624-7811,2025-02-14
(주)미르,볼트 및 너트류 제조업,경기도 수원시 권선구 산업로155번길 170(고색동),경기도 수원시 권선구 고색동 1055,볼트류,37.2459484,126.9867226,031-236-6160,031-236-6128,2025-02-14
(주)미크로엠아이테크,그 외 기타 전자부품 제조업,경기도 수원시 권선구 산업로155번길 21 (고색동),경기도 수원시 권선구 고색동 1000번지,휴대폰 부품,37.243106,126.9804064,031-431-3191,031-431-3190,2025-02-14
(주)미크로엠아이테크,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 서부로 1449-23, 수원산업2단지 (고색동)",경기도 수원시 권선구 고색동 990-3번지 수원산업2단지 990-3,휴대폰 부품,37.2386949,126.9805195,,031-431-3190,2025-02-14
(주)바심,컴퓨터 제조업 외 1 종,경기도 수원시 권선구 산업로155번길 228-36 (고색동),경기도 수원시 권선구 고색동 1057번지,"VISION PC, 기타장비 개발",37.2455085,126.9865552,031-421-9063,031-421-9064,2025-02-14
(주)바심,컴퓨터 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 116, 1층(고색동, (주)세윤)",경기도 수원시 권선구 고색동 1021 (주)세윤 1층,"머신비전, 자동화설비",37.2450943,126.9840737,031-421-9063,031-421-9064,2025-02-14
(주)바이오큐브시스템,그 외 기타 분류 안된 화학제품 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 501호,  수원벤처밸리2 (고색동)","경기도 수원시 권선구 고색동 1152번지 B동 501호,  수원벤처밸리2","실험실용 시약제조(Biocube, RNA Prep Kit, Virus 진단키트), 식물용 진단키트",37.238445,126.9864565,070-7778-2823,,2025-02-14
(주)바인시스,전기경보 및 신호장치 제조업,"경기도 수원시 권선구 오목천로132번길 33, 10층 1012호 (고색동, 휴먼스카이밸리) 10층 1012호",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 10층 1012호 10층 1012호,불꽃감지기,37.2427214,126.9765313,031-269-6738,031-269-6739,2025-02-14
(주)바텍엠시스,치과용 기기 제조업,경기도 수원시 권선구 산업로155번길 38 (고색동),경기도 수원시 권선구 고색동 1018,"치과용 의료기기, 생체기능세라믹",37.2439942,126.981378,031-8005-1838,031-8005-1888,2025-02-14
(주)발터이엔지,절삭가공 및 유사처리업,"경기도 수원시 권선구 산업로156번길 142-10, A동 321호(고색동, 수원벤처밸리∥) 외 1필지",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 321호 외 1필지,절삭공구,37.238445,126.9864565,031-739-5870,031-739-5871,2025-02-14
(주)발터이엔지,절삭가공 및 유사처리업,"경기도 수원시 권선구 산업로156번길 142-10, A동 302호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 302호,공작기계 스핀들 수리,37.238445,126.9864565,031-739-5870,031-739-5871,2025-02-14
(주)밝은엘앤피,오프셋 인쇄업,"경기도 수원시 권선구 산업로156번길 142-10, A동 408호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 408호,종이 인쇄물,37.238445,126.9864565,031-222-2824,031-221-2824,2025-02-14
(주)밸류마켓,액정 표시장치 제조업,경기도 수원시 권선구 산업로155번길 170(고색동),경기도 수원시 권선구 고색동 1055,액정 표시 기기 등,37.2459484,126.9867226,031-292-4800,031-292-9030,2025-02-14
(주)베셀,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로155번길 281, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1065번지 수원산업3단지,평판디스플레이 제조용 기계,37.2429942,126.9893291,031-8092-0620,070-7614-3953,2025-02-14
(주)베셀,산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 214호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ B동 214호,디스플레이 제조장비,37.238445,126.9864565,031-8092-0620,031-235-9194,2025-02-14
(주)보성하이테크,그 외 기타 특수목적용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 406호, 수원벤처밸리2 (고색동)","경기도 수원시 권선구 고색동 1152번지 A동 406호, 수원벤처밸리2",자동화 제조기계,37.238445,126.9864565,031-224-0791,031-5182-8299,2025-02-14
(주)볼트온,전자감지장치 제조업,"경기도 수원시 권선구 산업로155번길 77, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1004번지 (수원산업3단지),"온도센서, 절연선 케이블",37.2453004,126.9812195,031-895-5779,031-895-5779,2025-02-14
(주)부성,유선 통신장비 제조업,"경기도 수원시 권선구 산업로156번길 126-27, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1146번지 수원산업3단지,휴대폰통신부품,37.2366705,126.9852588,031-221-8953,031-221-8954,2025-02-14
(주)뷰티머스,안경 및 안경렌즈 제조업,"경기도 수원시 권선구 오목천로152번길 40, 지상2층 201호(고색동, 고색동 첨단벤처밸리) 지상2층 201호 외 3필지",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 지상2층 201호 지상2층 201호 외 3필지,콘택트 렌즈,37.2429443,126.9772998,031-291-0304,031-295-0304,2025-02-14
(주)브라이튼,그 외 기타 금속가공업,"경기도 수원시 권선구 오목천로152번길 39, (수원산업1단지) (고색동)",경기도 수원시 권선구 고색동 920번지 (수원산업1단지),기타 금속 가공제품,37.2433034,126.9784701,031-374-0731,031-376-0731,2025-02-14
(주)브로스파워,기타 전기 변환장치 제조업,"경기도 수원시 권선구 오목천로152번길 40, 7층 702호(고색동, 고색동 첨단벤처밸리) 7층 702호",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 7층 702호 7층 702호,전원공급장치(시스템 전원부 회로설계 및 제조),37.2429443,126.9772998,070-8676-7090,070-4036-0065,2025-02-14
(주)브리지파워,유선 통신장비 제조업,"경기도 수원시 권선구 오목천로132번길 16, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 964번지 수원산업1단지,"PLC(전력통신장비),POE(Ethernet통신장비)",37.2429999,126.975274,031-299-1234,031-224-0566,2025-02-14
(주)브릭스,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 713호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 713호,디스플레이 제조용 기계 등,37.238445,126.9864565,031-897-7783,031-897-7793,2025-02-14
(주)브이에이디인스트루먼트,반도체 제조용 기계 제조업 외 4 종,"경기도 수원시 권선구 산업로156번길 171-26, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1109번지 (수원산업3단지),"스테이지, 디스플레이 장비",37.2411249,126.9852617,031-768-6581,031-768-6586,2025-02-14
(주)블루캡캔,축전지 제조업,"경기도 수원시 권선구 산업로 198, 620호, 709호(고색동) 620호, 709호","경기도 수원시 권선구 고색동 1098-2 620호, 709호 620호, 709호",이차전지캡플레이트,37.2423731,126.9863345,031-8019-8999,,2025-02-14
(주)비비테크,반도체 제조용 기계 제조업,"경기도 수원시 권선구 서부로 1433-80, 수원산업2단지 (고색동)",경기도 수원시권선구 고색동 987-14번지 수원산업2단지,"반도체 제조용 기계장비 및 부품, 반도체 특수배관 및 덕트",37.2385984,126.9777189,031-8009-0777,031-8009-0778,2025-02-14
