연번,지역,사업체명,대표자 성명,본사소재지,주생산품,주소,홈페이지
3862,익산,금성산업,유청금,전북,음료식품,익산시나룻가신천길4-141,
3863,익산,제우실업,조규영,전북,근무복 및 작업복,익산시선화로231,
3864,익산,신성ENG,허운선,전북,가전부품 근형용 알류미늄주물,익산시성당면성당로413-31,
3865,익산,평화섬유,최건호,전북,"男즈로즈,런닝,T셔츠",익산시서동로24길15-12,
3866,익산,삼미특수주방,탁익상,전북,산업용씽크,익산시목천로2길5,
3867,익산,박여사부페(도시락),박인순,전북,"반찬류, 도시락김",익산시평동로10길20,
3868,익산,부성산업,조종봉,전북,"닥트,철구조물",익산시목천로6길46,buseung.co.kr
3869,익산,근형종합기계,고옥영,전북,농업용기계,익산시목천로6길3,
3870,익산,신성와이어,신현규,전북,"금형,기계부품",익산시목천10길32,
3871,익산,한성테크노,한종기,전북,선반가공,익산시석암로7길13,
3872,익산,현대하이테크,유봉식,전북,"기어, 밸브류",익산시나뭇가신천길39,
3873,익산,범진시스템,김흥순,전북,"급수기, 환풍기",익산시평동로498,
3874,익산,태원샤링,이한엽,전북,금속제품가공,익산시목천로6길4-1,
3875,익산,칠성종합장식,이명수,전북,"커튼, 블라인드",익산시무왕로1104,
3876,익산,진달래복사인쇄,김동우,전북,인쇄업,익산시무왕로4길4,
3877,익산,청정식품,김효,전북,조미김,익산시오산면오산로23,
3878,익산,대동산업,문복남,전북,"플랜트,믹서,탱크",익산시하나로130-10,
3879,익산,종촌황토벽돌공장,장월임,전북,황토벽돌,익산시여산면두여길246-45,hwangtoblock.net
3880,익산,한솥,주영자,전북,도시락류,익산시모악로884,
3881,익산,한솔올디자인,지금순,전북,블라인드,익산시함열읍흘산로80,
3882,익산,대호산업,박재규,전북,목재케이스,익산시왕궁면호반로35,
3883,익산,신흥스텐샤링,이장현,전북,금속압형,익산시평동로478,
3884,익산,공단스텐샤링제작,박창우,전북,금속자,익산시서동로38길14-15,www.gongdanss.com
3885,익산,(유)유니산업,최병구,전북,기관용청정기,익산시왕궁면흥암1길138-1,
3886,익산,한국농악사,이경철,전북,농악기,익산시보석로2길6,
3887,익산,거인광고기획,김소강,전북,간판,익산시서동로7길12-12,
3888,익산,융성테크 ,이두현,전북,"자동차부품,농기계부품",익산시보석로2길16-8,
3889,익산,청송식품,심경보,전북,냉동육가공업,익산시고봉로18길19-12,
3890,익산,대우기업사,윤여중,전북,"벽돌,블록",익산시삼기면황금로319,
3891,익산,반석전기시스템,주만생,전북,자동제어,익산시인북로46길41-1,
3892,익산,태영,전호진,전북,"의류,유아내복",익산시석암로256,
3893,익산,신화전자공업사,김주일,전북,전자저항기,익산시망성면신작길14-11,
3894,익산,효성산전,정운순,전북,"배전반,자동제어반",익산시석암로11길24,
3895,익산,OK 그린팩,신동호,전북,비닐제품,익산시오동1길23,
3896,익산,휴라이테크,이경화,전북,차량용LED,"익산시약촌로174,9층",
3897,익산,방주테크,박이차,전북,"샤프트,셀박스",익산시목천로6길56,
3898,익산,라텍코리아,나방주,전북,재생PET,익산시옛둑2길123,
3899,익산,새한자동차공업사,오태형,전북,자동차종합수리,익산시목천로51,
3900,익산,대한환경산업,임순명,전북,콘크리트제품,익산시황등면석재단지길91-11,
3901,익산,광명산업,신승현,전북,석제품,익산시황등면석재단지길66-19,
3902,익산,광명기획인쇄,최재구,전북,"종이인쇄,광고물",익산시익산대로44길8,
3903,익산,일신공사,신동길,전북,"간판,광고물",익산시선화로33길38,
3904,익산,대신액자갤러리,백동기,전북,표구처리업,익산시주현로8길8,
3905,익산,평화당인쇄소,김양곤,전북,경인쇄업,익산시중앙로5길64,
3906,익산,이리공사,정병관,전북,금속가공제품,익산시선화로217,
3907,익산,일신텐타,최경옥,전북,유아복원단,익산시선화로458,
3908,익산,코엔원,이준일,전북,낙뢰보호장치,익산시신용동산12-1,www.koenone.com
3909,익산,코엔원,이준일,전북,"SPD,통신시스템",익산시익산대로587-9,koenone.com
3910,익산,맵시주얼리,김원용,전북,귀금속,"익산시선화길63길,21-6",
3911,익산,서울마스크,정금자,전북,마스크,익산시춘포면춘포2길15-6,
3912,익산,세미마인드,이재배,전북,자동차부품,익산시인북로3길27,
3913,익산,신광떡방앗간,임승혁,전북,떡류,익산시중앙로5길20-1,
3914,익산,우정산업,남창우,전북,안전유리,익산시석암로11길246,
3915,익산,미주보석,조귀자,전북,귀금속,익산시선화로63길16,
3916,익산,태성산업,김미자,전북,플라스틱 창호,익산시춘포로315,
3917,익산,명지,백은선,전북,"특장차용 하네스,PCB기판",익산시덕기1길17,
3918,익산,서울떡집,곽경아,전북,떡,익산시중앙로3길43,
3919,익산,이한자동차공업사,나창희,전북,자동차재생 및개조,익산시춘포로81,
3920,익산,대영알루원,윤석준,전북,"샤시, 알미늄",익산시동서로331,
3921,익산,길샘,이우현,전북,날염,익산시석암로1길10,blog.naver.com/kilsam5090
3922,익산,금강농기계,최영백,전북,농기계,익산시춘포로19,
3923,익산,산수조경,윤성수,전북,"조경석,깬잡석,잔석",익산시낭산면남천로286-41,
3924,익산,세종특장차,신용진,전북,"특장차,탱크로리","익산시왕궁면왕춘길76-28,1층",
3925,익산,태령섬유,오현수,전북,"아동내의, 유아복",익산시보석로1길25,
3926,익산,염광농산,김수애,전북,고추가루,"익산시중앙로3길47-1,1층",
3927,익산,홍익,권진수,전북,"간판,실사",익산시선화1로32,
3928,익산,홍익1공장,권진수,전북,"간판,실사",익산시약촌로8길77-9,
3929,익산,만물석재,이래형,전북,"원형주추,화병,유골함",익산시황등면석재단지길52-11,
3930,익산,대우사,여두원,전북,한약축출기,익산시목천로2길95,"대우사,한국"
3931,익산,영생실업,유영애,전북,속옷,익산시서동로8길87-16,
3932,익산,우주식품,이효순,전북,자색고구마냉면,익산시어곳2길164,
3933,익산,화성시대,이미경,경기,경계석,익산시황등면석재단지길66-4,jb-stone.co.kr
3934,익산,양지식품,정규진,전북,절임식품,익산시오산면번영로1길48,
3935,익산,선호실업,라완수,전북,액세사리,익산시평동로460(송학동),
3936,익산,효성스톤,전효성,전북,경계석,익산시황등면석재단지길52-13,
3937,익산,태봉푸드,나태균,전북,육계가공,익산시낭산면돈다메길74-2,
3938,익산,현대창호,유태영,전북,샷시,익산시춘포로43,
3939,익산,원일볼트,김승환,전북,"볼트, 너트",익산시평등로618,
3940,익산,동서개발,오성순,전북,아동복,익산시용동면용동로161,
3941,익산,스카이보석,김금자,전북,귀금속,"익산시선화로63길5-2(영등동,스카이버산업)",
3942,익산,콩쥐팥쥐떡방,김덕만,전북,떡류,익산시무왕로20길24,
3943,익산,삼보석재,이순형,전북,석제품,익산시함열읍용왕길79,
3944,익산,한울식품,박점순,전북,육류,익산시오동길29-6,
3945,익산,대진석재,임광식,전북,석제품,익산시황등면익산대로1076,
3946,익산,상오인쇄사,박대석,전북,상업인쇄,익산시선화로33길9,
3947,익산,제일전자,김병철,전북,"광센서,엘이디광원,전자부품",익산시석암로13길141,
3948,익산,예스디자인,김은영,전북,"간판, 현수막",익산시선화로31길2,
3949,익산,서동테크,서정태,전북,"드럼스크린,산소용해기",익산시황등면황등로254,
3950,익산,신일에스이,우제건,전북,비트 외,익산시석암로13길73,
3951,익산,가나퍼니처,이동훈,전북,주방용목제가구,익산시현영길182-21,
3952,익산,에이플러스아로마,허진희,전북,편백오일,익산시보석로2길10-11,편백오일.com
3953,익산,메카ENG,김종옥,전북,테이블,익산시석암로7길13,
3954,익산,전북수제전통차협동조합,이영숙,전북,대추차,익산시현영길127,
3955,익산,다옴테크,이영석,전북,구조금속,익산시강경2길31,
3956,익산,우노테크,백용현,전북,금속절삭가공기계,익산시춘포면미등공길65,
3957,익산,승진엔지니어링,윤미자,전북,"드럼스크린,산소용해기",익산시유천1길30-16,
3958,익산,동아컨설팅,권상용,전북,"냉동,냉장진열장",익산시익산대로264,
3959,익산,에코엔지니어링,한상희,전북,"보행매트,식생매트",익산시황등면석재단지길50-16,
3960,익산,이룸테크,고배상,전북,"농기계부품,자동차부품",익산시왕궁면등촌길95-15,
3961,익산,한창밴딩산업,최영순,전북,밴딩가공품,익산시목천로244,
3962,익산,우리기업,임희준,전북,"벽돌, 블록",익산시함열읍박전길43-5,
3963,익산,소라실업,김선옥,전북,"주니어복,T셔츠",익산시무왕로1267,
3964,익산,영림프라임샷시,장미경,전북,창호,익산시하나로75,
3965,익산,에스정밀,손도국,전북,기계부분품,익산시목천로10길35,
3966,익산,미소산업,곽은현,전북,섬유제품,"익산시서동로42길67,1층(용제동,㈜보현)",
3967,익산,도연산업,이석경,전북,"운동기구,체육시설,특장차",익산시춘포면증보들길302-55,
3968,익산,아트홈도어,김성균,전북,"문틀,도어",익산시목천로6길22,
3969,익산,대우기계,한정국,전북,베일러,익산시신광1길163,
3970,익산,이-존(E-ZONE),김용훈,전북,가공공작기계,익산시오산면오산로66,
3971,익산,에덴실업,홍혜자,전북,의류,익산시서동로40길13-11,
3972,익산,방진혁 공작소,방진혁,전북,식품기계,익산시나룻가신천길63,
3973,익산,한국 민속대통주,박상호,전북,발효주,익산시금마면미륵사지로175,
3974,익산,일신금속밴딩,박재영,전북,금속가공제품,익산시번영로8길20,
3975,익산,이젠칼라,박현준,전북,그림물감,익산시왕궁면궁성로400-3,ezenind.co.kr
3976,익산,호림푸드,정호,전북,닭염장제품,익산시여산면두여길41-13,
3977,익산,알라딘현수막,김민,전북,간판,익산시익산대로296,
3978,익산,광진석공예,서순화,전북,"원기둥, 블라르, 주추석",익산시황등면석재길16,
3979,익산,천금테크,이현자,전북,텐셔너기타 프레임제작,익산시춘포면증보들길302-45,
3980,익산,덕일,허웅,전북,자동차유리금형,익산시선화로470-19,
3981,익산,금은주얼리,최명흠,전북,귀금속,익산시선화로63길3-2,
3982,익산,신우석재상사,성현정,전북,석재성형가공제품,익산시송산들길24,
3983,익산,라온텍,박은호,전북,자동차부품,익산시서동로38길19(금강동),
3984,익산,디와이 이엔지,김진기,전북,부품가공외,익산시왕궁면동촌길95-17(도순리),
3985,익산,삼기방앗간,최가홍,전북,떡류,익산시삼기면원서두길6,
3986,익산,한국자동화,임동학,전북,자동제어,익산시목천로6길72,
3987,익산,정상한지,이용주,전북,한지제품,익산시선화로470-6,
3988,익산,쌍영 TEX,김강훈,전북,면방적업,익산시약촌로8길77-10,lohashanji.com
3989,익산,지디텍스타일,이규현,전북,내의,익산시학곤로95-26,
3990,익산,일진종합전기,송호영,전북,전선,익산시선화로687,
3991,익산,우성쥬얼리,김광희,전북,"반지, 목걸이, 귀걸이",익산시선화로63길9-4,
3992,익산,아프리콩,조아라,전북,커피가공,익산시오산면오산로93,africong.com
3993,익산,싸인워크,최정용,전북,광고물,익산시선화로470-6,
3994,익산,대지석재,서상조,전북,건설용석제품,익산시함열읍상조석재길24,
3995,익산,서은테크,유봉상,전북,자동차부품,익산시석암로1길133,
3996,익산,미래테크,김현옥,전북,"특장차부품,고추세척기,화목보일러",익산시약촌로28,
3997,익산,전옥옛맛그대로,전순옥,전북,장류,익산시평등로549,
3998,익산,인아쥬얼리,안덕자,전북,"목걸이,팔찌",익산시왕궁면금랑길72-461층,
3999,익산,이지쥬얼리,이지후,전북,"금은,귀금속",익산시선화로63길19-4,
4000,익산,윤성어패럴,이옥순,전북,골프이너 외,익산시서동로4길11-1,
4001,익산,만나식품,정탁범,전북,조미김,익산시함열읍익산대로1612-8,
4002,익산,우진섬유,박홍종,전북,팬티,익산시학곤로4길29-1,
4003,익산,성주어패럴,오정례,전북,의류,익산시보석로4길15,
4004,익산,엠디테크,강민재,전북,기계부품,익산시왕궁면동촌길95-15,
4005,익산,신성시스템,전수용,전북,씽크대,익산시오산면오산로7,
4006,익산,온주얼리,유진희,전북,귀금속,"익산시선화로63길22-1,세광주얼리1동",
4007,익산,플랜엘,석성균,전북,컴퓨터프린트제조업,"익산시함열읍익산대로78길13-6,의료융합테크노빌딩동2층205호",
4008,익산,미래테크,송근재,전북,"금형기계절단,금속처리",익산시신천길2(인화동2가),
4009,익산,베스트테크,김재권,전북,LED조명,익산시석암로7길113,
4010,익산,현대주얼리,최현진,전북,귀금속,"익산시선화로63길,24-1",
4011,익산,대성합판목재,이영옥,전북,목재파레트,익산시금마면지아골길10,
4012,익산,LS코리안,이성배,전북,인조대리석싱크대,익산시황등면후정3길18,
4013,익산,잭클린아이웨어,오대철,전북,안경테,"익산시오산면평동로304,1층",
4014,익산,궁전광고기획,최선웅,전북,간판,"익산시선화로33길26,1층",
4015,익산,예테크,강재업,전북,자동제어시스템,익산시무왕로9길63-9(영등동),
4016,익산,진등정미소,김현기,전북,곡물도정,"익산시함열읍흘산로581,1층",
4017,익산,어양토속식품 ,전병준,전북,순대,익산시춘포면화신길49,
4018,익산,오점프,오주환,전북,운동기구 ,"익산시익산대로460(신동,창업보육센타무빙테크노관401호)",ojump.cp.kr
4019,익산,진엔지니어링,이근호,전북,액체여과기,익산시하나로15길156,
4020,익산,동양냉동,박순길 ,전북,얼음제조,익산시목천로90,
4021,익산,월성정미소,김용규,전북,쌀도정,익산시하나로15길162,
4022,익산,신농비료산업,윤병근,전북,유기농비료,익산시왕궁면흥암길206,
4023,익산,주현화학,조윤옥,전북,종량제봉투,익산시왕궁면사곡1길33,
4024,익산,명석지함,김명흠,전북,골판지상자,익산시하남길18,
4025,익산,삼원석재,삼원석재,전남,"경계석,건축석,석물용",익산시함열읍상고석재길35,
4026,익산,선산파렛트,정규완,전북,목재파렛트.재활용파렛트,익산시함열읍박전길7-20,
4027,익산,오산석재,문광석,전북,석제품,익산시낭산면낭산용기길16,
4028,익산,장등산업,염문호,전북,석제품,익산시함열읍상조석재길20,
4029,익산,수봉석재,김용자,전북,기타석제품,익산시낭산면낭산리87-5,
4030,익산,명보실업,최명헌,전북,속옷 허리밴드,익산시오산면외검길22-17,
4031,익산,경열기계,최경열,전북,석재기계,익산시함열읍함열로165,
4032,익산,신진종합목재,이상도,전북,"목재합판, 각재, 판재",익산시함라면황등서로753,
4033,익산,외화석재,김옥기,전북,경계석,익산시몽환신화길164,
4034,익산,대일산업,여문헌,전북,직물포대,"익산시여산면사월길20,1층",
4035,익산,대성석재,윤상룡,전북,석재성형가공,익산시여산면가람로529-115,
4036,익산,장등석재,노군자,전북,석재성형가공,익산시낭산면낭산용기길9,
4037,익산,전일산업,이진희,전북,h빔,"익산시하나로15길132,1층",
4038,익산,세모전자,문병준,전북,스위치,익산시함라면장점길82,
4039,익산,황등도정공장,김현종,전북,쌀도정,익산시황등면황등중앙로94,
4040,익산,남성석재,서임현,전북,석제품,익산시황등면도선길37,
4041,익산,효성산업기계,강길용,전북,석재기계,익산시황등면석재단지길23,
4042,익산,익산농기계,김완수,전북,농업및임업용 기계제조업,익산시왕궁면쌍제1길62(쌍제리),www.iksanfm.com 
4043,익산,주현산업,최창근,전북,비닐재생원료가공,익산시현영길40-5,
4044,익산,한국젤라섬유,김권주,전북,이불솜,익산시계문길41,
4045,익산,신흥섬유 ,신용우,전북,메리야스,익산시보석로4길15,
4046,익산,신아전기,변재승,전북,배전반,익산시평동로1길43,
4047,익산,장산공예사,김창진,전북,"일반가구, 나전칠기가구",익산시평동로14길76-18,
4048,익산,동인석재산업,임영범,전북,석제품,익산시화강암로96,
4049,익산,대덕석재,장덕수,전북,서제품,익산시황등면석재길18,
4050,익산,진산석재,진병우,전남,경계석,익산시황등면석재단지길66-3,js-stone.co.kr
4051,익산,와이케이상사,손영기,전북,귀금속,"익산시선화로63길3-2,2층(영등동가온빌딩)",ykjewelry.com
4052,익산,우일내장건업,유일,전북,인테리어내장재,익산시춘포면천서길91,
4053,익산,화영포장,임영만,전북,골판지상자,익산시오산면오산로169-9,
4054,익산,대광유직,윤대환,전북,고무줄,익산시오산면용곤길62,
4055,익산,태양주얼리,김연하,전북,귀금속,"익산시선화로63길,24-5",jewelrydean.co.kr
4056,익산,삼형기업,김형인,전북,전기전자제품,익산시낭산면소도길24,
4057,익산,도연테크놀,김수현,전북,자동차부품,익산시목천로226(인화동1가),
4058,익산,강남기업사,강남,전북,"보차도블럭,옹벽블록,호안블록",익산시황등면율동1길59-26,
4059,익산,모멘트전자,이정호,전북,전자관부품,익산시무왕로38길196,
4060,익산,태영석재,김석용,전북,건설용석제품,익산시황등면차하1길7(익산시황등면황등리508-5번지),
4061,익산,원일석공예,김응수,전북,주춧돌,익산시함열읍와리3-2,
4062,익산,경주석재,송영춘,전북,석재,익산시황등면석재길32,
4063,익산,한신금속,이성열,전북,금속공작물,익산시선화로356,
4064,익산,신풍산업,심서보,전북,컬러박스,익산시왕궁면왕궁로101,
4065,익산,시장기름집,임경숙,전북,기름제분,"익산시중앙로3길27,2층",
4066,익산,동명주얼리,이승주,전북,귀금속,익산시왕궁면호반로8,www.dmgem.co.kr
4067,익산,금호 T&C,김복례,전북,"환자복, 기저귀, 커튼",익산시금마면백제1로226,www.silver-bell.kr
4068,익산,부흥떡방아간,이장우,전북,"떡,고추가루",익산시부송로64-23,
4069,익산,홈쿡,강주석,전북,간편조리요리패키지,"익산시왕궁면동촌제길110,F동348호",
4070,익산,이리수산시장㈜,유광종,전북,수산물 납품업,익산시번영로1길20농수산물도매시장,
4071,익산,스카이버산업㈜,강인식,전북,귀금속,익산시선화로63길5-2(영등동),
4072,익산,대진냉동㈜,문복주,전북,냉동수산물가공,익산시보석로6길121,
4073,익산,㈜기원전자,방순원,전북,"컨트롤러,센서,스위치",익산시보석로6길109,kiwonele.co.kr
4074,익산,인아㈜,오경서,전북,"14k, 18k",익산시선화로63길19-8,
4075,익산,㈜대동남,김원요,전북,레미콘,익산시무왕로1471,
4076,익산,㈜우인실크,김필주,전북,견직물직조,익산시약촌로8길36-22,wooinsilk.co.kr
4077,익산,광전자㈜ ,이석렬,전북,"Photo Senssor, Transitor, LED",익산시약촌로8길62-21,www.auk.co.kr
4078,익산,광전자㈜ 1공장,이석렬,전북,"Photo Senssor, Transitor, LED",익산시약촌로8길18,www.auk.co.kr
4079,익산,광전자㈜ 본사,이석렬,전북,"Photo Senssor, Transitor, LED",익산시약촌로8길62-8,www.auk.co.kr
4080,익산,현대필터산업(주),이덕호,전북,담배필터,익산시석암로53,
4081,익산,㈜데코산업,"이관영,김기성",전북,금장신구,익산시선화로63길15-8,
4082,익산,일진머티리얼즈㈜-공장,양점식,전북,일렉포밀,익산시삼기면연동리927번지,iljinm.co.kr
4083,익산,일진머티리얼즈㈜-본사,양점식,전북,일렉포밀,익산시석암로3길63-25,iljinm.co.kr
4084,익산,한라화학㈜,고희진,전북,"중아황산소다,아황산나트륨",익산시용제동578,
4085,익산,㈜코멕스,정을용,전북,귀금속,익산시보석로32-4,komex.co.kr
4086,익산,현대요업㈜,민대홍,전북,점토벽돌,익산시여산면가람로530,
4087,익산,㈜동원프라스틱,김인식,전북,PE관,익산시삼기면삼기농공단지길6-37,dongwonpl.co.kr
4088,익산,㈜동원프라스틱 2공장,김인식,전북,PE관,익산시삼기면삼기농공단지길42-13,
4089,익산,㈜미첼,윤종현,전북,셔츠,익산시약촌로8길61-5,
4090,익산,㈜부일섬유,박민로,전북,"레이스,테이프밴드",익산시평동로460,
4091,익산,㈜신라보석,정윤희,전북,14k 쥬얼리,"익산시삼기면산단구평길102,1동",www.theslshop.co.kr
4092,익산,대호기계공업㈜,류문철,전북,"DRIVE AXLE,T/M CASE, ENGINE",익산시석암로3길63-16,
4093,익산,㈜선진화학,강태수,전북,"가성소다,염산,차염산",익산시석암로9길71,
4094,익산,주식회사세움테크윈,이원일,세종,배전반,익산시춘포로98,
4095,익산,신일섬유㈜,고경수,전북,치즈선염사,익산시보석로6길10,
4096,익산,㈜삼배,김중배,전북,"악취제거제,단미사료",익산시황등면용산로22-15,
4097,익산,한미화학공업(주),이석구,전북,폴리염화 알류미늄,익산시석암로15길25,
4098,익산,㈜삼영씨앤알,김기용,전남,플라스틱제품,익산시왕궁면쌍제1길85,
4099,익산,(유)이화산업,김대길,전북,석제품,익산시낭산면한기길4,
4100,익산,㈜상진,최형산,전북,농업용필름,익산시삼기면삼기농공단지길57,sangjin.co.kr
4101,익산,동우화인켐㈜,라인호아키요시 요시로,전북,반도체약품,익산시약촌로132,dwchem.co.kr
4102,익산,동우화인켐㈜ 삼기공장,라인호아키요시 요시로,전북,반도체약품,익산시삼기면오룡리1251번지,dwchem.co.kr
4103,익산,태령개발㈜,김인상,전북," 도장,물류",익산시석암로13길59,
4104,익산,태령개발㈜,김인상,전북,"도장,물류",익산시석암로13길45,
4105,익산,㈜성호철관 ,김중태    손태정,전북,수지파형강관,익산시석암로1길126,seongho.co.kr
4106,익산,원광제약㈜,최경수,전북,보화정옥고,익산시춘포면석암로11길165,www.wonpharm.co.kr
4107,익산,(유)수에즈워터테크놀로지앤솔루션스코리아,박승운,전북,수처리제,익산시석암로9길36,
4108,익산,(유)호일엔지니어링,송세인,전북,"요소수,N.pol",익산시춘포면궁성로272,
4109,익산,㈜서부,고광희,전북,레미콘,익산시왕궁면제석사지로359,
4110,익산,㈜그린환경,신세호,전북,폐기물재생,익산시함열읍정착길69,
4111,익산,(유)칠성석재,박종칠,경남,건축용판석,익산시황등면석재단지길66-20,
4112,익산,㈜덕산,전병곤,전북,아스콘,익산시함열읍미륵사지로1156,
4113,익산,㈜코리아나보석,민병훈,전북,"금,은,귀금속",익산시왕궁면호반로8,
4114,익산,(유)제일골재,강영자,전북,쇄석골재,익산시함열읍미륵사지로1115,
4115,익산,㈜서연인테크-공장,배종락,전북,자동차부품,익산시석암로17길137,www.seoyonintech.com
4116,익산,대성철재㈜,정동규,전북,고철,익산시석암로3길115,
4117,익산,지일산업㈜,최관원,전북,PE,익산시춘포면궁성로189-3,
4118,익산,새한철강㈜,김정근,전북,철근,익산시오산면평동로420,
4119,익산,새한철강㈜,김정근,전북,철근,익산시오산면무왕로2길272,
4120,익산,한국특수가스㈜-1공장,서흥남,전북,산업용가스,익산시서동로32길11,www.hksg.co.kr
4121,익산,한국특수가스㈜-2공장,서흥남,전북,산업용가스,익산시석암로7길19,www.hksg.co.kr
4122,익산,(주)유원특수철강,경윤섭,전북,"샷시,셔터",익산시평동로816,www.hwanghea.co.kr
4123,익산,태성포리텍㈜,"이준엽,류한광",전북,방진고무,익산시삼기면삼기농공단지길6-38,
4124,익산,㈜티앤지,설종훈,전북,"UPR-Arm, LWR-Arm, Tie-Rod",익산시선화로444-11,tng.co.kr
4125,익산,㈜원창,"박두용,김부겸",전북,"배추김치,기타김치",익산시익산대로33길95,
4126,익산,성보산업㈜,윤희진,전북,자동차신품부품제조업,익산시여산면가람로52-17(원수리),
4127,익산,(유)미주계전,정두진,전북,교통신호장치,익산시고현로56,
4128,익산,㈜양호,김승현,전북,섬유나염,익산시석암로15길36,
4129,익산,(주)동명,이한용,전북,유아용의복,익산시석암로13길51,
4130,익산,㈜크린에어,노승식,전북,공기조절장치등,익산시석암로13길83,
4131,익산,삼일다이아몬드공업㈜,공현일,전북,"다이아몬드,톱공구",익산시함라면함낭로165,
4132,익산,㈜익산하이테크,전기홍,전북,"전투화,방한화,지뢰화,활동화",익산시삼기면삼기농공단지길42-17,
4133,익산,㈜초원,박만배,전북,닭부산물,익산시낭산면진북로370,
4134,익산,㈜태형,서찬진,전북,"자동차부품,플라스틱사출 범퍼",익산시석암로9길51,
4135,익산,(유)오리엔트21,양태련,전북,석제품,익산시약촌로8길35-14,orient.co.kr
4136,익산,㈜광진,김형남,전북,수산화나트륨,익산시왕궁면쌍제1길83,
4137,익산,㈜동원,"김태현,홍정구",전북,"염색,가공",익산시석암로17길27,
4138,익산,㈜원광,김윤한,전북,자동차기계 컨베이어자동화라인,익산시목천로2길101,
4139,익산,㈜부림 익산공장,학병관,전북,쌀가공,익산시함열읍익산대로1666-47,
4140,익산,유수종합환경㈜,이건형,전북,폐수처리,익산시서동로589-14,
4141,익산,세진산업㈜,박정선,전북,"자연석판석, 경계석, 조경물",익산시황등면후정4길58-11,www.seajin.co.kr
4142,익산,세진산업㈜ 3공장,박정선,전북,"자연석판석, 경계석, 조경물",익산시황등면도선길148,www.seajin.co.kr
4143,익산,이수산업㈜,임귀예,전북,자동차부품(배선),익산시약촌로8길20-23,
4144,익산,(유)중앙강재,천경숙,전북,"금속기와, 칼라강판, 태양광모듈",익산시석암로7길5,steelrooftech.com
4145,익산,㈜신성석건,유인식,전남,석재,익산시황등면석재단지길91-12,
4146,익산,(유)선정,이강진,전북,"재봉기계,부속부품제조","익산시서동로162,b-115",
4147,익산,㈜다르마,조형환,전북,축산기자재,익산시삼기길49,dareuma.com
4148,익산,(유)혜성실업,"서혜정,배진아",전북,레시스및 고무밴드,익산시보석로2길27-17,
4149,익산,농업회사법인 주식회사 푸르메,문점석,전북,혼합잡곡,익산시금마면제석사지로28,pureume.co.kr
4150,익산,㈜대원,이경옥,전북,금속제품가공,익산시석암로7길13,
4151,익산,㈜청용,황청용,전북,반도체포장용기,익산시약촌로8길20-232호동,chungyong.en.eqdaza.net
4152,익산,㈜대용,"박희수,정희철",전북,자동차부품 헤드하우징,익산시석암로7길39,www.daeyoung.co.kr
4153,익산,(유)동일석재,강미란,전북,"경계석,굴림판석,석제품",익산시함열읍용왕석재길63,
4154,익산,㈜세진,윤석찬,전북,장신구,익산시선화로63길20-1,
4155,익산,㈜부경,김범석,전북,재생플라스틱압축성형,익산시삼기면오룡제내길84,
4156,익산,(유)토담디자인건설,고종인,전북,"장식용,광고용 조명판",익산시배산로24길10-15,www.todam.com
4157,익산,㈜목우기업,진병길,전북,석재가공,익산시황등면반교길3-1,
4158,익산,주식회사 경원상사,박중근,전북,양말,익산시석암로17길147,
4159,익산,(유)좋은 프린텍스,전현우,전북,섬유프린트,익산시보석로28,
4160,익산,진성산업기계㈜ 제2공장,강민철,전북,"SIDE GME, SIDE FRAME",익산시왕궁면제석사지로349,
4161,익산,(유)제일자동차공업사,양승용,전북,"자동차정비,건설기계장비",익산시군익로446-1,
4162,익산,서광농산 영농조합법인,김철웅,전북,곡물도정,익산시오산면평동로291,
4163,익산,원광이엔텍 주식회사,이동근 ,전북,자동화기기,익산시왕궁면궁성로400-7,www.wkentec.com
4164,익산,㈜현대특구철강공업,민충기,전북,"금형기계절단,금속처리",익산시석암로7길103,www.hdssi.co.kr
4165,익산,(주)평강비아이엠 ,최길호,전북,"렉카, 언더리프트, 크레인",익산시삼기면삼기농공단지길44(기산리),www.pksv.com 
4166,익산,(주)평강비아이엠 (사업장),최길호,전북,"렉카, 언더리프트, 크레인",익산시삼기면기산리395-14번지,www.pksv.com 
4167,익산,(유)동양금고,안경임,전북,금고,익산시인북로217,
4168,익산,(유)삼학콘크리트,"이성식,이상준",전북,콘크리트전수,익산시왕궁면시대길187,
4169,익산,(유)다기원,박시진,전북,계육,익산시낭산면진북로1021,
4170,익산,명천영농조합법인,조영,전북,쌀,익산시낭산면함낭로861,www.mcrpc.co.kr
4171,익산,중신영농 조합법인,박진희,전북,곡물도정,익산시망성면여강로639,
4172,익산,(유)고명,정병우,전북,"간판, 현수막",익산시인북로364,
4173,익산,㈜승일아스콘,이상봉,전북,아스콘,익산시왕궁면무왕로2243-8,
4174,익산,㈜대동엔지니어링,"정병채,이종민",전북,기계부품,익산시오산면항쟁로36,
4175,익산,혜성씨앤씨㈜,송영빈,전북,케이블(통신),익산시삼기면삼기농공단지길18,hscnci.com
4176,익산,(유)미라,송동진    김도진,전북,날염,익산시선화로458,
4177,익산,상명이엔텍㈜,오미혜,전북,연소첨가제,익산시석암로9길45-14,sotfree.co.kr
4178,익산,㈜모아기계산업정공,이상범,전북,"건설용리프트,안전가설재",익산시함열읍함낭로570,
4179,익산,㈜고려캐스팅,정춘호,전북,귀금속,익산시선화로63길1,
4180,익산,㈜신일석재산업,신일,전북,경계석(석재),익산시황등면석재단지길52-18,
