연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
1807,비금속 광물제품 제조업,(주)에스씨머티리얼즈,배터리 도전재,전북특별자치도 전주시 덕진구 반룡로 111 (팔복동2가),35.85897407,127.0822249,,,
1808,비금속 광물제품 제조업,블랙스톤,기타 일반 도자기 제조업,"전북특별자치도 전주시 덕진구 기린대로 945-6, 2층 224호 (여의동)",35.86413031,127.0811469,,,
1809,비금속 광물제품 제조업,(주)정웅테크원,도장공사,전북특별자치도 전주시 덕진구 금상길 124 (금상동),35.84625191,127.1841943,063-241-5555,,
1810,비금속 광물제품 제조업,씨씨에스코리아(주),"건축 시공 자재 개발, 제작, 판매(도소매), 대여, 설치, 시공, 서비스업",전북특별자치도 전주시 덕진구 청복길 90 (남정동),35.86731557,127.0166212,063-544-5227,,
1811,비금속 광물제품 제조업,대흥엔지니어링(유한),비금속광물 분쇄물 생산,"전북특별자치도 전주시 완산구 현무2길 18, 2층 (경원동3가)",35.82031858,127.1499538,063-254-6275,,
1812,비금속 광물제품 제조업,중앙석재,석제품,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1548, 중앙석재비석공장 (상림동)",35.82462848,127.0685536,063-224-9698,,
1813,비금속 광물제품 제조업,(유한)건지산업개발,비금속광물 분쇄물 생산업,전북특별자치도 전주시 완산구 공북5길 11 (태평동),35.82675309,127.1409428,,,
1814,비금속 광물제품 제조업,제작수씽크,싱크대,"전북특별자치도 전주시 덕진구 전미중앙로 113, 1층 (전미동2가)",35.88277892,127.108797,0507-1386-7804,,
1815,비금속 광물제품 제조업,도자기가있는풍경,도자기,전북특별자치도 전주시 완산구 서학로 9 (서서학동),35.80986724,127.1505076,063-232-0389,,
1816,비금속 광물제품 제조업,다빈에이알티,도자기,"전북특별자치도 전주시 완산구 평화로 95, 106동 103호 (평화동2가,호반리젠시빌아파트)",35.78586076,127.13344,,,
1817,비금속 광물제품 제조업,화이트유리산업협동조합,기타유리제품,전북특별자치도 전주시 덕진구 신복천변로 23-11 (팔복동1가),35.85687389,127.1025211,063-214-9558,,
1818,비금속 광물제품 제조업,(주)비케이한국블록,"콘크리트 타일, 기와, 벽돌 및 블록","전북특별자치도 전주시 덕진구 백제대로 567, 1호관 320호 (금암동,공과대학)",35.84114301,127.1315892,,,
1819,비금속 광물제품 제조업,(주)코어텍,콘크리트제품,"전북특별자치도 전주시 완산구 천잠로 303, 공학2관 437호 (효자동2가)",35.81616752,127.0888808,,,
1820,비금속 광물제품 제조업,(주)다올아이엔지,석제품,"전북특별자치도 전주시 완산구 천잠로 235, 204호 (효자동2가,전주비전대학교 실습동)",35.81087457,127.0909661,063-226-7880,063-226-7881,
1821,비금속 광물제품 제조업,(주)호트코퍼레이션,자동차 유리 이송 자동화공정,"전북특별자치도 전주시 완산구 천잠로 303, 벤처창업관 304호 (효자동2가,전주대학교)",35.81616752,127.0888808,063-225-9544,,
1822,비금속 광물제품 제조업,(유한)스코리아,석제품 제조,"전북특별자치도 전주시 완산구 전룡6길 4, 3층 (서신동)",35.82570576,127.1219516,,,
1823,비금속 광물제품 제조업,(주)금강자원개발,파쇄임가공업,"전북특별자치도 전주시 완산구 기린대로 223, 2층 (서노송동,용호빌딩)",35.82639918,127.1456724,,,
1824,비금속 광물제품 제조업,(유한)서희산업개발,"복층유리, 로이유리",전북특별자치도 전주시 덕진구 구렛들3길 51 (팔복동4가),35.86312549,127.0984425,063-214-7392,063-214-7391,
1825,비금속 광물제품 제조업,한국산업개발,"강화유리,창호등",전북특별자치도 전주시 덕진구 동부대로 722-40 (우아동3가),35.85253917,127.1600395,063-245-4710,063-244-4720,
1826,비금속 광물제품 제조업,가람유리샷시,복층유리,전북특별자치도 전주시 완산구 모과길 5 (삼천동3가),35.79296006,127.0878621,063-211-7202,063-212-7202,
1827,비금속 광물제품 제조업,세일석재,석기,전북특별자치도 전주시 덕진구 비석날로 59-21,35.85662108,127.0786095,063-212-7520,063-212-7003,
1828,비금속 광물제품 제조업,희망유리,판유리 가공품 제조,전북특별자치도 전주시 완산구 거마남로 19-1 (삼천동1가),35.79493151,127.1190151,063-227-0590,,
1829,비금속 광물제품 제조업,성화유리,기타 판유리 가공품,전북특별자치도 전주시 덕진구 신복천변로 17,35.85666453,127.1034535,063-211-6245,,
1830,비금속 광물제품 제조업,향교길도자기,생활도자기,전북특별자치도 전주시 완산구 향교길 105 (교동),35.8120735,127.1553529,063-272-1446,063-253-9326,
1831,비금속 광물제품 제조업,OCC,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",전북특별자치도 전주시 완산구 천잠로 303,35.81616752,127.0888808,063-225-4960,,
1832,비금속 광물제품 제조업,화이트 유리,"복층유리,거울유리",전북특별자치도 전주시 덕진구 신복천변로 23-11 (팔복동1가),35.85687389,127.1025211,063-214-9558,063-214-9551,
1833,비금속 광물제품 제조업,(유한)금산공영,"아스콘, 아스팔트제품",전북특별자치도 전주시 덕진구 안덕원로 276,35.8362324,127.1571672,063-245-8313,063-544-8313,
1834,비금속 광물제품 제조업,(유한)금강특수유리,"복층유리, 판유리",전북특별자치도 전주시 덕진구 기린대로 734 (팔복동1가),35.85580176,127.1025775,063-211-2700,063-214-2323,
1835,비금속 광물제품 제조업,(유한)고양산업,아스콘,전북특별자치도 전주시 덕진구 감수길 10-42,35.86676391,127.102886,063-212-8300,063-212-8110,
1836,비금속 광물제품 제조업,(유한)금강레미콘,레미콘,"전북특별자치도 전주시 완산구 전주객사3길 62, 705호 (고사동,뉴롯데오피스텔)",35.81997399,127.1420338,063-261-6866,063-261-6869,
1837,비금속 광물제품 제조업,중산제경,유리 가공,전북특별자치도 전주시 완산구 전룡6길 15 (서신동),35.82669373,127.1214759,063-273-4279,063-273-4278,
1838,비금속 광물제품 제조업,(유한)옥 산,"연마석, 조경석","전북특별자치도 전주시 완산구 용머리로 73, 408호 (효자동1가,효자프라자)",35.80704795,127.1181623,063-222-2581,,
1839,비금속 광물제품 제조업,(주)씨앤에프,항공기부품용탄소포리폼,"전북특별자치도 전주시 완산구 홍산로 269, 3층 343호 (효자동2가)",35.81765293,127.1054741,063-211-3562,063-214-3565,http://www.cnf21.com
1840,비금속 광물제품 제조업,루미컴(주),탄소섬유 LED가로등,전북 전주시 덕진구 상리1길 46 (팔복동2가),35.85146925,127.1017406,063-211-3223,063-211-3224,http://www.lumicom.co.kr
1841,비금속 광물제품 제조업,(주)금송,아스콘,"전북특별자치도 전주시 덕진구 반룡로 109, 전북테크노파크 벤처지원동 202호 204호 (팔복동2가)",35.85857881,127.0835802,063-291-6600,063-291-6601,
1842,비금속 광물제품 제조업,(유한)학산,레미콘제조,"전북특별자치도 전주시 완산구 서원로 386, 104동 1013호 (중화산동1가,신일아파트)",35.81294023,127.1364992,063-277-7127,,
1843,비금속 광물제품 제조업,(주)튜더스,레미콘,전북특별자치도 전주시 완산구 안행로 47 (효자동1가),35.80158623,127.1330925,063-228-7488,,
1844,비금속 광물제품 제조업,(유한)신기,흙시멘트,"전북특별자치도 전주시 덕진구 기린대로 945-6, 107호 (여의동,전라북도 소상공인희망센터 시니어 기술창업센터)",35.86413031,127.0811469,063-242-9700,,
1845,비금속 광물제품 제조업,(주)금산알에이시,레미콘,전북특별자치도 전주시 덕진구 안덕원로 276,35.8362324,127.1571672,063-544-0702,063-544-8313,
1846,비금속 광물제품 제조업,㈜비에스엠신소재,"기능성활성탄, 고전도성탄소섬유, 공기필터 등",전북특별자치도 전주시 덕진구 팔복동2가836,35.85812977,127.0897302,063-464-5495,063-911-5495,http://bsmaterial.co.kr
1847,비금속 광물제품 제조업,성화복층유리,복층유리가공,전북특별자치도 전주시 덕진구 신복천변로 17,35.85666453,127.1034535,063-211-6245,063-212-6245,
1848,비금속 광물제품 제조업,우성종합산업,토목 배관 자재,전북 전주시 완산구 공북로 87 (태평동),35.82665901,127.1416521,063-273-2442,,
1849,비금속 광물제품 제조업,영진산업,비금속광물분쇄,전북특별자치도 전주시 덕진구 신흥마을길 155-10,35.8787802,127.0911334,,063-254-4661,
1850,비금속 광물제품 제조업,전주제일석재,석제품,전북특별자치도 전주시 덕진구 송천중앙로 12-1 (덕진동2가),35.84806114,127.1186502,063-271-6387,,
1851,비금속 광물제품 제조업,창성유리,복층유리,전북특별자치도 전주시 덕진구 신복로 18-21 (팔복동1가),35.85534794,127.1118715,063-211-2947,063-211-6542,
1852,비금속 광물제품 제조업,우리샷시유리,"샷시,유리,창호잡철",전북 전주시 덕진구 쪽구름로 94 (반월동),35.87336759,127.075127,063-212-6927,,
1853,비금속 광물제품 제조업,씨제이세라믹,욕조,전북특별자치도 전주시 덕진구 수리재길 8 (금상동),35.84455605,127.1813335,063-242-6655,063-242-6650,
1854,비금속 광물제품 제조업,중앙창호,유리 가공,전북특별자치도 전주시 덕진구 신복천변1길 31 (팔복동1가),35.85759924,127.1103849,063-212-4598,063-212-4598,
1855,비금속 광물제품 제조업,㈜금천,"탄성고무칩, 기타콘크리트 2차 제품의 제조",전북특별자치도 전주시 덕진구 혁신로 616,35.86785273,127.0717583,063-212-8956,063-212-8957,
1856,비금속 광물제품 제조업,(유한)본건축디자인,철근콘크리트,전북특별자치도 전주시 덕진구 숲정이2길 22,35.83039305,127.1307101,063-222-8011,063-276-5937,
1857,비금속 광물제품 제조업,(주)개암이엔티,재생 골재,전북특별자치도 전주시 덕진구 서귀로 150-4,35.85440218,127.0831079,063-211-3322,063-212-0398,
1858,비금속 광물제품 제조업,(유한)대연산업,"아스콘, 재생아스콘",전북특별자치도 전주시 덕진구 야전1길 71 (팔복동4가),35.86680205,127.1055873,063-211-9133,063-212-2727,
1859,비금속 광물제품 제조업,신신토건(주),토목공사 . 철근콘크리트,전북특별자치도 전주시 완산구 백제대로 280 (중화산동2가),35.81810134,127.1235512,063-274-4306,063-274-4309,
1860,비금속 광물제품 제조업,(주)대연콘크리트,레미콘,전북특별자치도 전주시 덕진구 야전1길 24 (팔복동4가),35.86261173,127.1032648,063-211-3311,063-214-2777,
1861,비금속 광물제품 제조업,(주)동방,레미콘시멘트 외,전북특별자치도 전주시 덕진구 혁신로 616 (여의동),35.86785273,127.0717583,063-213-9911,063-213-9915,http://www.dongb.co.kr
1862,비금속 광물제품 제조업,거문예석,석제품(조형물),전북특별자치도 전주시 덕진구 온고을로 533,35.85447613,127.071593,063-211-0668,063-212-0668,http://kumoon.modoo.at
1863,비금속 광물제품 제조업,원암미술원,표구및 인조목 조각,전북특별자치도 전주시 덕진구 송천동1가634-1 1층,35.85983929,127.1171582,063-272-1188,,
1864,비금속 광물제품 제조업,형제석재,"비석, 상석",전북특별자치도 전주시 덕진구 덕진동1가 1338-18,35.85178276,127.1234802,0507-1361-4859,,
1865,비금속 광물제품 제조업,대륙석기,기타 분류 안된 비금속 광물제품,전북특별자치도 전주시 덕진구 신복천변3길 27 (팔복동1가),35.85917703,127.1068022,063-212-3839,,
1866,비금속 광물제품 제조업,중앙특수곡면유리산업,곡면유리제조,전북특별자치도 전주시 덕진구 금상길 154-23,35.84791977,127.1869228,063-211-5333,063-211-9907,
1867,비금속 광물제품 제조업,(주)에코하이테크,포세식양변기 및 소변기,전북특별자치도 전주시 덕진구 신복로 37 (팔복동1가),35.85449819,127.109091,063-211-9203,063-211-9205,http://ecoht.com/
1868,비금속 광물제품 제조업,(유한)화이트산업,복층유리,전북특별자치도 전주시 덕진구 신복천변로 23-11 (팔복동1가),35.85687389,127.1025211,063-214-9558,063-214-9551,
1869,비금속 광물제품 제조업,(유한)대동산업,콘크리트블록,전북특별자치도 전주시 덕진구 초포다리로 128 (호성동1가),35.86745174,127.1607461,063-276-8000,,
1870,비금속 광물제품 제조업,민공방,도자기,"전북특별자치도 전주시 덕진구 화암4길 5, 1층 (송천동2가)",35.87245977,127.1398636,,,
1871,비금속 광물제품 제조업,우도예,장식용 도자기 제조,전북특별자치도 전주시 덕진구 인교9길 6 (우아동1가),35.82570099,127.1734809,063-244-4457,,
1872,비금속 광물제품 제조업,한일현대시멘트㈜ 전주공장,시멘트,전북특별자치도 전주시 덕진구 감수길 45(팔복동4가),35.86602838,127.0997385,063-211-3114,063-213-3114,http://www.hdcement.co.kr
1873,비금속 광물제품 제조업,(유한)삼영토탈,비금속 광물제품 제조,전북특별자치도 전주시 덕진구 삼례로 97 (반월동),35.88634872,127.0766155,063-262-5185,,
1874,비금속 광물제품 제조업,(유한)대작,"콘크리트 타일, 기와, 벽돌 및 블록 제조",전북특별자치도 전주시 덕진구 사거리길 63 (호성동1가),35.87207955,127.1574639,063-901-0404,,
1875,비금속 광물제품 제조업,장수상회,"도기류,생활자기",전북특별자치도 전주시 덕진구 삼례로 99 (반월동),35.88670206,127.0768551,063-211-4005,,
1876,비금속 광물제품 제조업,(주)피앤피바이오텍,토질개량제 비료 제조,"전북특별자치도 전주시 덕진구 정여립로 968, 101호 (만성동)",35.83619825,127.0775281,02-779-6686,,
1877,비금속 광물제품 제조업,(주)누리,물탱크 및 건축자재,"전북특별자치도 전주시 덕진구 쪽구름로 133, 109호 (반월동,반월동한강아파트)",35.87384997,127.0710573,,,
1878,비금속 광물제품 제조업,동하산업,콘크리트 블록,전북특별자치도 전주시 덕진구 신흥안길 55-21,35.87343295,127.0943837,063-212-0355,,
1879,비금속 광물제품 제조업,(유한)온고을씨앤스파이더,탄소섬유 제조,"전북특별자치도 전주시 덕진구 숲정이4길 17-12, 2층 (진북동)",35.83036889,127.1323595,,,
1880,비금속 광물제품 제조업,㈜엔티아이,미끄럼방지 포장재,"전북특별자치도 전주시 덕진구 만성남6길 7, 101호 (만성동)",35.83939273,127.072167,063-236-4001,063-236-4008,
1881,비금속 광물제품 제조업,(주)환경과건강,일라이트제품 제조,전북특별자치도 전주시 완산구 서곡3길 7 (효자동3가),35.83595245,127.1010297,063-225-4411,,
1882,비금속 광물제품 제조업,(주)늘솜,콘크리트 제품 및 유사제품 제조,전북특별자치도 전주시 덕진구 오신2길 6 (성덕동),35.88339648,127.0357711,,,
1883,비금속 광물제품 제조업,플레인(주),장식용 도자기 제조,"전북특별자치도 전주시 완산구 세내로 193, 1층,제4호 (효자동2가,효자세느빌)",35.80802251,127.1085251,0507-1357-8128,,
1884,비금속 광물제품 제조업,(주)나릿물,산업용 도자기 제조,"전북특별자치도 전주시 완산구 천잠로 235, 3408호 (효자동2가,전주비전대학교창업보육센터봉사관)",35.81087457,127.0909661,,,
1885,비금속 광물제품 제조업,꿈꾸는도화지,생활도자기,"전북특별자치도 전주시 완산구 서곡7길 24-10, 1층 (효자동3가)",35.83263666,127.1011667,063-276-4959,,
1886,비금속 광물제품 제조업,(유한)민들레셀프주유소,요소수 비금속 광물제품 제조,전북특별자치도 전주시 완산구 유연로 59 (효자동3가),35.82430202,127.0918867,063-224-2218,,
1887,비금속 광물제품 제조업,(주)케이지에프,탄소섬유 직물 및 성형품,전북특별자치도 전주시 덕진구 원만성로 101 (팔복동2가),35.85770339,127.088174,055-291-3181,055-291-3380,http://www.kgf.co.kr
1888,비금속 광물제품 제조업,(주)키텍코리아,타이어코드 외,"전북특별자치도 전주시 완산구 홍산로 276, 1006호 (효자동3가,전주상공회의소)",35.81822802,127.1064525,063-242-8700,063-715-3100,
1889,비금속 광물제품 제조업,(유한)삼덕이엔에스,그 외 기타 분류 안된 비금속 광물제품 제조,전북특별자치도 전주시 덕진구 삼례로 97 (반월동),35.88634872,127.0766155,063-275-5185,,
1890,비금속 광물제품 제조업,번영석재,건설용 석제품,전북특별자치도 전주시 덕진구 온고을로 774 (반월동),35.87262511,127.0618803,063-211-1162,,
1891,비금속 광물제품 제조업,(주)안전한길,미끄럼방지 포장재,"전북특별자치도 전주시 덕진구 만성북로 51-25, 1동 2059호 (만성동,스페이스온지식산업센터)",35.84905387,127.082638,063-213-7555,063-213-7556,
1892,비금속 광물제품 제조업,(유한)영일산업,단열복층유리,전북특별자치도 전주시 덕진구 장재안길 24 (우아동3가),35.85246778,127.1614352,063-278-0448,063-278-0449,
1893,비금속 광물제품 제조업,(주)그린공간,스마트가든 화분 및 벽면 녹화 부품 제조업,전북특별자치도 전주시 덕진구 전주천동로 364 (진북동),35.82658224,127.1309508,063-277-0655,063-252-2271,http://www.gardenwall.co.kr
1894,비금속 광물제품 제조업,(주)데코라,인조대리석 가공,전북특별자치도 전주시 덕진구 동부대로 1566 (고랑동),35.87812959,127.0778846,063-214-8012,063-214-8013,
1895,비금속 광물제품 제조업,(주)매직라이팅,친환경 현수막,전북특별자치도 전주시 덕진구 원성덕안길 26-26 (성덕동),35.87994436,127.0346278,063-211-8184,,
1896,비금속 광물제품 제조업,(유한)훈산업하우징,콘크리트옹벽,전북특별자치도 전주시 덕진구 고랑동 316-3번지,35.87580017,127.0939581,070-7533-9187,070-7533-9187,
1897,비금속 광물제품 제조업,(주)아이씨와이,"타일, 기와, 벽돌 및 블록 제조","전북특별자치도 전주시 완산구 중화산로 68, 201호(에이-188) (중화산동2가)",35.81628849,127.1184476,,,
1898,비금속 광물제품 제조업,(주)씨티앤에스,탄소섬유 전기매트,"전북특별자치도 전주시 완산구 전주객사3길 62, 1201호 (고사동,뉴롯데오피스텔)",35.81997399,127.1420338,063-214-0700,063-214-0701,
1899,비금속 광물제품 제조업,(유한)에스디산업,위생용 및 산업용 도자기 제조업,"전북특별자치도 전주시 덕진구 사평로 32, 413호 (덕진동1가)",35.84037908,127.1207164,,,
1900,비금속 광물제품 제조업,세윤유리제경,"건축유리, 인테리어유리",전북특별자치도 전주시 덕진구 감수길 30-20 (팔복동4가),35.86665792,127.1019681,063-214-6633,063-214-6634,
1901,비금속 광물제품 제조업,엠제이산업,셀룰로스 탄소섬유를 이용한 복합체 탄소섬유 개발,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가)벤처창업관 308호,35.81616752,127.0888808,063-246-2524,,https://mjint.kr/
1902,비금속 광물제품 제조업,(유한)다현산업,그 외 기타 분류 안된 비금속 광물제품 제조업,"전북특별자치도 전주시 완산구 양지1길 15-11, 4층 좌 (삼천동1가,반석빌딩)",35.79182009,127.1199897,063-222-9208,,
1903,비금속 광물제품 제조업,멀티글라스,복층유리,"전북특별자치도 전주시 덕진구 번영로 297-11, 멀티글라스 (성덕동)",35.8780893,127.0382052,063-212-0234,,
1904,비금속 광물제품 제조업,바른,기타 분류 안된 비금속 광물제품 제조,"전북특별자치도 전주시 덕진구 만성북로 51-25, 3층 3074호 (만성동,스페이스온지식산업센터)",35.84905387,127.082638,063-545-0545,,
1905,비금속 광물제품 제조업,(주)아이스퀘어드엠,나노탄소소재활용 발열제품,"전북특별자치도 전주시 덕진구 원만성로 106, 창업보육동 202호 (팔복동2가,한국탄소산업진흥원)",35.85795578,127.0893668,070-8080-2889,,
1906,비금속 광물제품 제조업,㈜케이지에프(전주공장),유리섬유 탄소섬유직물 및 성형품,전북특별자치도 전주시 덕진구 원만성로 101,35.85770339,127.088174,063-214-8250,055-291-3380,http://www.kgf.co.kr/
1907,비금속 광물제품 제조업,창현복층유리,판유리 제조업,"전북특별자치도 전주시 덕진구 암실길 52, 1층 (반월동)",35.87890534,127.0674434,063-211-1013,063-213-1013,
1908,비금속 광물제품 제조업,훈e글라스,유리,전북 전주시 덕진구 고내로 40-36 (송천동2가),35.8742943,127.105913,063-271-5860,,
1909,비금속 광물제품 제조업,위로드이엔씨,건축자재 제조,"전북특별자치도 전주시 덕진구 기린대로 418, 1302호 (금암동,우석빌딩)",35.83898386,127.1308932,063-271-5525,,
1910,비금속 광물제품 제조업,(주)엔씨원,콘크리트보도블럭,"전북특별자치도 전주시 완산구 서신천변로 50, 2층 (서신동)",35.8298681,127.1143354,063-273-6680,02-2226-0070,http://www.ncwon.com
1911,비금속 광물제품 제조업,(유한)한스,진동 및 전압콘크리트관 외,"전북특별자치도 전주시 완산구 서원로 144, 3층 (효자동2가)",35.8134078,127.1103462,063-548-6000,063-548-6001,http://www.hans.kr
1912,비금속 광물제품 제조업,(주)기산,레미콘,"전북특별자치도 전주시 완산구 봉곡로 149, 201동 1101호 (효자동2가,엘드효자2차수목토아파트)",35.80941114,127.1098264,063-652-0100,063-652-7884,
1913,비금속 광물제품 제조업,유희공방,가정용 및 장식용 도자기 제조업,전북특별자치도 전주시 덕진구 원산정길 47 (산정동),35.84536712,127.1720928,,,
1914,비금속 광물제품 제조업,(주)대향건설,건축용 섬유시멘트 제품,"전북특별자치도 전주시 완산구 산월2길 37, 3층 (중화산동2가,태정빌딩)",35.81393113,127.1190047,063-228-9393,063-228-2517,
1915,비금속 광물제품 제조업,효성첨단소재㈜전주공장,탄소섬유,전북특별자치도 전주시 덕진구 기린대로 886,35.86555541,127.0883942,063-281-5421,,http://www.hyosung.com
1916,비금속 광물제품 제조업,정유리,유리,전북특별자치도 전주시 덕진구 동부대로 1382-20 (고랑동),35.87230069,127.0972314,063-211-5760,063-212-5760,
1917,비금속 광물제품 제조업,(유한)스마트에코,그 외 기타 분류 안된 비금속 광물제품 제조업,"전북특별자치도 전주시 완산구 홍산중앙로 47, 501-2호 (효자동3가,한울빌딩)",35.81791154,127.1087468,,,
1918,비금속 광물제품 제조업,도꼼도예,도자기,전북특별자치도 전주시 완산구 우림로 967,35.77630773,127.0991677,063-221-1222,,
1919,비금속 광물제품 제조업,(주)세준에스앤디,"스톤패널, 세라믹 사이딩 패널","전북특별자치도 전주시 덕진구 아중로 233, 202호 (우아동2가,윤빌딩)",35.82924103,127.1744846,063-861-8812,063-862-8812,
1920,비금속 광물제품 제조업,(재단)한국탄소산업진흥원,탄소섬유 및 매카트로닉스 외,"전북특별자치도 전주시 덕진구 반룡로 110-11 (팔복동2가, 전주기계탄소기술원)",35.86015309,127.0831857,063-213-2333,063-213-2337,
1921,비금속 광물제품 제조업,(재단)한국탄소산업진흥원,탄소섬유 및 매카트로닉스 외,전북특별자치도 전주시 덕진구 팔복동2가 835-5번지,35.85862801,127.088872,063-219-3500,063-213-2337,
1922,비금속 광물제품 제조업,(주)황등석재,석제품,"전북특별자치도 전주시 덕진구 기린대로 529, 511호 (덕진동1가,파크리움오피스텔)",35.84501499,127.1211524,063-544-3666,063-544-1679,http://www.haston.co.kr
1923,비금속 광물제품 제조업,(주)황등석재,석제품,"전북특별자치도 전주시 덕진구 기린대로 529, 511호 (덕진동1가,파크리움오피스텔)",35.84501499,127.1211524,031-499-1644,,
1924,비금속 광물제품 제조업,(주)인에코,친환경 기능성 건축내장재,"전북특별자치도 전주시 덕진구 반룡로 109, 비동 303호, 305호(팔복동2가, 전북테크노파크 테크노빌)",35.85857881,127.0835802,063-245-3004,063-245-1114,http://in-eco.co.kr
1925,비금속 광물제품 제조업,(주)인에코,친환경 기능성 건축 내장재,전북특별자치도 전주시 덕진구 야전2길 27-2 (팔복동4가),35.86178266,127.1044921,063-245-3004,070-8625-1114,http://in-eco.co.kr
1926,비금속 광물제품 제조업,(주)이큐브머티리얼즈,리튬이차전지용 고용량 실리콘 음극재,전북 전주시 덕진구 유상로 67 (팔복동2가),35.8623362,127.081079,070-5097-2855,050-4377-9697,http://ecubemate.com
1927,비금속 광물제품 제조업,(유한)신흥피엔에스,토목섬유. 식생매토,"전북특별자치도 전주시 완산구 서원로 144, 3층 (효자동2가)",35.8134078,127.1103462,063-548-6100,,
1928,1차 금속 제조업,(주)코스테크,"수소판넬, 내압시험기 외",전북특별자치도 전주시 완산구 콩쥐팥쥐로 1586 (상림동),35.82480599,127.0728677,063-214-8195,063-214-8193,
1929,1차 금속 제조업,현대종합철강(주),1차철강제조,전북특별자치도 전주시 덕진구 동부대로 545 (산정동),35.83927044,127.1689238,063-211-9955,,
1930,1차 금속 제조업,애드(주),철강제조업,전북특별자치도 전주시 덕진구 가재미2길 8 (인후동1가),35.82866865,127.1633786,063-247-1316,,
1931,1차 금속 제조업,(주)제이앤이메탈,"알루미늄제련,정련,합금",전북특별자치도 전주시 완산구 정여립로 655-11 (상림동),35.80967128,127.0714722,063-227-1781,063-227-1782,
1932,1차 금속 제조업,(유한)리젬,"비철금속 제련, 정련 및 합금 제조",전북특별자치도 전주시 완산구 맏내로 123 (평화동2가),35.7911911,127.1289351,,,
1933,1차 금속 제조업,(유한)플러스진,"알루미늄 압연, 압출 및 연신제품 제조","전북특별자치도 전주시 덕진구 세병로 21, 104동 4501호 (송천동2가,포레나전주에코시티)",35.87533219,127.1294561,,,
1934,1차 금속 제조업,(주)지인인더스,"강구조물공사,황동박","전북특별자치도 전주시 덕진구 상리1길 34, 202호 (팔복동2가)",35.85215278,127.1003379,02-6959-4728,,
1935,1차 금속 제조업,(주)제이에스티,1차 철강 제조,"전북특별자치도 전주시 덕진구 만성북로 51-25, 2066호 (만성동,스페이스온지식산업센터)",35.84905387,127.082638,063-212-8270,,
1936,1차 금속 제조업,진보테크,강구조물 가공,전북특별자치도 전주시 덕진구 구렛들3길 36 (팔복동1가),35.86110848,127.0986979,063-212-7752,063-212-7753,
1937,1차 금속 제조업,서전주서비스,"자동차개조,도장착색",전북특별자치도 전주시 덕진구 비석날로 131 (팔복동2가),35.86261445,127.084475,063-214-4982,063-212-1628,
1938,1차 금속 제조업,현대스텐레스철강㈜,자동차배기관부품,전북특별자치도 전주시 덕진구 상리1길 15,35.85380541,127.10198,063-214-4466,063-214-4467,http://www.hdsteel.co.kr/
1939,1차 금속 제조업,세원산업,"알루미늄 압연, 압출 및 연신제품 제조업",전북특별자치도 전주시 덕진구 원만성로 37-7 (팔복동3가),35.85284197,127.0841665,063-214-1218,,
1940,1차 금속 제조업,(유)백두철강,철강제,전북특별자치도 전주시 덕진구 신복천변로 37,35.85788918,127.1045137,063-271-8244,063-212-8244,
1941,1차 금속 제조업,(주)에이엠피테크,"자동차부품,탄소복합체","전북특별자치도 전주시 덕진구 반룡로 110, 1층 (팔복동2가)",35.85931673,127.0846125,063-212-5689,030-30212-5689,
1942,1차 금속 제조업,(주)명성케이엠씨,"비철금속 제련, 정련 및 합금","전북특별자치도 전주시 덕진구 전진로 48, 2층 (산정동)",35.84202847,127.1741642,063-241-8599,,
1943,1차 금속 제조업,전주파이프,배관용강관,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1646,35.82327349,127.0798798,063-271-9666,063-271-9669,
1944,1차 금속 제조업,대진테크,"금속용접, 가공","전북특별자치도 전주시 덕진구 추천로 47-8, 공장 (팔복동3가)",35.84557363,127.1015966,063-213-7882,,
1945,1차 금속 제조업,제이티에스,금형 설계 및 금형기본틀 제작,"전북특별자치도 전주시 완산구 배학5길 3, 402호 (효자동3가)",35.82061465,127.0965434,,,
1946,1차 금속 제조업,동서샷시건업,샤시,전북특별자치도 전주시 덕진구 건산로 140 (인후동1가),35.83303726,127.152674,063-243-5959,,
1947,1차 금속 제조업,정우샤링,금속절단가공,전북특별자치도 전주시 덕진구 원만성로 9 (만성동),35.85076653,127.0826626,063-212-1232,063-212-1233,
1948,1차 금속 제조업,제일벤딩,스텐구조물벤딩,전북특별자치도 전주시 덕진구 전미로 211,35.88665912,127.1057742,063-212-8076,063-212-8077,
1949,1차 금속 제조업,종합샤링,철구조물,전북특별자치도 전주시 덕진구 쪽구름2길 41 (반월동),35.87640547,127.0763653,063-212-8025,063-212-8027,
1950,1차 금속 제조업,제원산업,금속절단절곡,전북특별자치도 전주시 덕진구 감수길 30-35 (팔복동4가),35.86723396,127.100655,063-211-2403,063-211-4595,
1951,1차 금속 제조업,(주)대동강재,"알루미늄 압연, 압출 및 연신제품 제조",전북특별자치도 전주시 완산구 콩쥐팥쥐로 1704 (효자동3가),35.82122708,127.0845513,063-255-1465,,
1952,1차 금속 제조업,(유한)태웅철강산업,금속가공,전북특별자치도 전주시 덕진구 은평길 52 (전미동1가),35.89923376,127.1218837,063-253-6530,063-254-6533,
