단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
군산2국가산업단지,(주)푸른에스앤피,박종근,전북특별자치도 군산시 가도로 117 (오식도동),25923,도장 및 기타 피막처리업,063-464-7943,063-464-7944,37,도장업
군산자유무역지역,(주)풍림파마텍,조희민,"전북특별자치도 군산시 자유무역1길 21 (오식도동, ㈜풍림파마텍) 외 1필지",21300,의료용품 및 기타 의약 관련제품 제조업 외 4 종,063-451-8141,063-451-8145,306,"마스크(수술용, 보건용), 주사기"
새만금국가산업단지,(주)풍림파마텍,조희민,"전북특별자치도 군산시 새만금산단1로 94, 풍림파마텍(오식도동)",21300,의료용품 및 기타 의약 관련제품 제조업,063-451-8141,063-451-8145,239,의료기기제품
새만금산업단지,(주)풍천엔지니어링,이병천,전북특별자치도 군산시 새만금산단2로 305(오식도동),29171,산업용 냉장 및 냉동 장비 제조업,02-2672-0990,02-2631-1444,0,냉각탑
군산2국가산업단지,(주)풍천엔지니어링,이병천,전북특별자치도 군산시 새만금북로 397 (오식도동),29172,공기 조화장치 제조업 외 1 종,02-2672-0990,,20,냉각탑
군산자유무역지역,(주)퓨즈본드코리아,소미례,"전북특별자치도 군산시 자유무역3길 77 (오식도동, ㈜퓨즈본드)",25923,도장 및 기타 피막처리업,063-471-7800,,1,도장및기타파악처리업
군산2국가산업단지,(주)퓨코,성문수,전북특별자치도 군산시 중가도길 57 (오식도동),20422,"치약, 비누 및 기타 세제 제조업",063-461-7700,063-461-7705,11,세정제 및 기타 세제
군산국가산업단지,(주)프라임케미칼,황찬우,전북특별자치도 군산시 동장산2길 7-32 (소룡동),23212,부정형 내화 요업제품 제조업,000-0000-0000,063-283-9754,13,내화제품
군산자유무역지역,(주)플로우마스터,김준서,전북특별자치도 군산시 자유무역1길 27(오식도동),25113,육상 금속 골조 구조재 제조업 외 2 종,02-2062-5665,,42,"철 구조물, 열 교환장치, 교반기"
군산2국가산업단지,(주)플로원,문철근,전북특별자치도 군산시 산단동서로 282(오식도동),29299,그 외 기타 특수목적용 기계 제조업,02-592-1456,02-592-1458,7,제박기
군산2국가산업단지,(주)피앤비인터내셔널 군산지점,"이은형, 이성재",전북특별자치도 군산시 외항로 925-16 (오식도동) 외 1필지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,063-462-1231,063-462-1232,10,합성수지(MB)
군산국가산업단지,(주)피앤에이,김현철,"전북특별자치도 군산시 동장산2길 6(소룡동, (재)자동차융합기술원)",28119,기타 전기 변환장치 제조업,031-217-3081,031-217-3082,3,전기차 충전기
군산2국가산업단지,(주)피지티,한성호,전북특별자치도 군산시 오식도동 873-8번지,20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 1 종",063-910-9800,063-910-9801,115,"감열제지용 염료, 이차전지 전해질염(육불화인산리튬)"
군산자유무역지역,(주)필로스로이테크,안젤라혜원고,전북특별자치도 군산시 자유무역2길 15 (오식도동) 표준공장 4동 4층,25992,수동식 식품 가공기기 및 금속 주방용기 제조업 외 2 종,063-468-8746,063-468-8745,1,금속 주방용기
군산일반산업단지,(주)하나레미콘,박재명,전북특별자치도 군산시 임해로 75 (소룡동),23322,레미콘 제조업,063-464-5285,063-464-5290,16,레미콘
군산2국가산업단지,(주)하나에너지,박유성,전북특별자치도 군산시 군산산단로 143-48 (비응도동) 외 2필지,23322,레미콘 제조업 외 1 종,063-471-1502,063-443-0176,31,"레미콘, 아스콘, 레미콘, 아스콘"
군산옥구농공단지,(주)하나패널,김정기,전북특별자치도 군산시 옥구읍 광월길 44-12,30399,그 외 자동차용 신품 부품 제조업 외 6 종,063-464-9916,063-464-9915,5,"외벽마감패널, 옥상방수스틸패널"
군산2국가산업단지,(주)하늘엔지니어링,홍창덕,전북특별자치도 군산시 가도로 81 (오식도동),29299,그 외 기타 특수목적용 기계 제조업,042-931-8145,0505-936-8149,29,"고진공, 극저온 장치 "
군산2국가산업단지,(주)하라스포츠,장대영,전북특별자치도 군산시 자유로 297-32 (소룡동),33309,기타 운동 및 경기용구 제조업 외 2 종,063-462-6300,,1,헬스기구
군산2국가산업단지,(주)하이플,박종선,전북특별자치도 군산시 자유로 297-28 (소룡동),22212,플라스틱 필름 제조업 외 8 종,063-453-5040,,16,플라스틱 시트 및 박스
군산2국가산업단지,(주)하이플,박종선,전북특별자치도 군산시 무역로 156-9 (오식도동),22212,플라스틱 필름 제조업,063-453-5040,,4,플라스틱 원단
군산2국가산업단지,(주)하임디자인,주수부,전북특별자치도 군산시 중가도길 8 (오식도동),25112,구조용 금속 판제품 및 공작물 제조업,063-464-7283,070-8668-3330,9,스틸 그레이팅
개별입지,(주)한국공업사,한영선,"전북특별자치도 군산시 외항로 183 (산북동, 한국공업사)",29241,건설 및 채광용 기계장비 제조업,063-465-2987,063-466-8006,7,덤프트럭 리어게이트 잠금장치
군산국가산업단지,(주)한국메가와트,남창현,전북특별자치도 군산시 소룡동번지 1637-8번지,29150,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",032-813-6291,032-813-0223,4,차량용히터
군산2국가산업단지,(주)한국몰드,고일주,전북특별자치도 군산시 산단로 42 (오식도동),29294,주형 및 금형 제조업,052-282-3737,052-282-6512,122,사출금형
군산2국가산업단지,(주)한국엠씨,오중식,전북특별자치도 군산시 산단동서로 102-20 (오식도동),20129,기타 기초 무기 화학물질 제조업,063-0467-8512,063-0467-8238,9,"황산동, 황산주석"
군산2국가산업단지,(주)한국엠씨,오중식,전북특별자치도 군산시 외항로 913-16 (오식도동),20129,기타 기초 무기 화학물질 제조업 외 1 종,063-467-8512,063-467-8238,7,"황산동, 황산주석 등, 기구살균 소독제"
개별입지,(주)한국협화,김재룡,"전북특별자치도 군산시 서수면 남산로 272-2, 1호동",20313,유기질 비료 및 상토 제조업,02-737-5967,,3,유기질비료
군산옥구농공단지,(주)한길콘트롤,두병희,전북특별자치도 군산시 옥구읍 광월길 42,28123,배전반 및 전기 자동제어반 제조업,063-468-8801,063-468-8803,5,"중앙감시반,원격제어반"
군산일반산업단지,(주)한농화성,김응상,"전북특별자치도 군산시 외항1길 24 (소룡동, (주)한농화성)",20421,계면활성제 제조업 외 1 종,063-462-2455,063-461-5569,50,계면활성제
군산일반산업단지,(주)한농화성,"김응상,경상호",전북특별자치도 군산시 외항1길 32-19 (소룡동) 외 1필지,20421,계면활성제 제조업 외 1 종,063-462-2455,063-461-5569,6,"계면활성제,글리콜에테르,기능성모노머"
개별입지,(주)한삶바이오텍,박창수,전북특별자치도 군산시 성산면 고봉5길 27 (성산면),20312,복합비료 및 기타 화학비료 제조업 외 1 종,063-544-4236,063-542-8843,3,토양미생물제제
군산임피농공단지,(주)한설,신동범,전북특별자치도 군산시 임피면 항쟁로 43-41,25112,구조용 금속 판제품 및 공작물 제조업 외 11 종,063-453-9000,063-214-1616,8,"디자인형 울타리, 버스승강장, 교통안전시설물, 금속제울타리, 볼라드 등"
군산국가산업단지,(주)한양에스앤씨,신동국,"전북특별자치도 군산시 동장산1길 64 (소룡동, (주)한양정밀)",30320,자동차 차체용 신품 부품 제조업 외 7 종,063-467-8900,063-467-8905,64,자동차부품(덤프적재함)
군산2국가산업단지,(주)한엑스,한성희,전북특별자치도 군산시 산단로 42 (오식도동),22241,운송장비 조립용 플라스틱제품 제조업,063-715-3737,063-715-4567,7,플라스틱 자동차 부품
군산국가산업단지,(주)한울인,"이장순, 정상옥","전북특별자치도 군산시 외항로 813 (소룡동, 용봉상사)",20312,복합비료 및 기타 화학비료 제조업 외 1 종,063-468-0031,063-467-8667,11,부산물 비료
군산2국가산업단지,(주)한원엔지니어링,한창범,"전북특별자치도 군산시 새만금북로 365 (오식도동, (주)한원엔지니어링)",31111,강선 건조업 외 2 종,063-468-8730,063-468-8722,8,"선박 등, 강선건조 및 수리업"
군산일반산업단지,(주)한원엔지니어링 제2공장,한창범,전북특별자치도 군산시 외항1길 32-40 (소룡동),31111,강선 건조업 외 3 종,063-468-8730,063-468-8722,4,선박
군산2국가산업단지,(주)한일테크,강종규,"전북특별자치도 군산시 외항로 941 (오식도동, 한일이엔지)",25122,금속탱크 및 저장용기 제조업,063-461-8866,063-461-8867,4,저장탱크
군산2국가산업단지,(주)해도,강대인,전북특별자치도 군산시 외항로 977 (오식도동),31112,합성수지선 건조업 외 3 종,063-471-4301,063-471-4305,4,합성수지선박
개별입지,(주)해라이트,이옥재,전북특별자치도 군산시 옥산면 돌머리길 98,28422,일반용 전기 조명장치 제조업,063-465-2300,063-465-7783,10,"태양광관련조명등(가로등, 보안등)"
군산2국가산업단지,(주)해성팀버,조용현,"전북특별자치도 군산시 산단남북로 157 (오식도동, 3동)",16101,일반 제재업,063-468-9960,063-468-9961,10,제재목
개별입지,(주)해양조선,김혜민,전북특별자치도 군산시 해망로 484 (소룡동),31111,강선 건조업 외 3 종,063-471-8872,063-471-8876,10,선박건조 및 선박수리
군산2국가산업단지,(주)해운테크,조은희,"전북특별자치도 군산시 산단동서로 44-26 (오식도동, (주)해운테크)",30320,자동차 차체용 신품 부품 제조업 외 2 종,063-471-8172,063-471-8174,7,"자동차 부품, 철구조물"
군산옥구농공단지,(주)현대기획,두진옥,전북특별자치도 군산시 옥구읍 광월안길 38,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,000-0000-0000,063-464-6110,4,"금속표지판,간판,금속구조물 등"
군산국가산업단지,(주)혜성지테크,박혜식,전북특별자치도 군산시 자유로 15-26(소룡동),30399,그 외 자동차용 신품 부품 제조업,063-453-3116,063-900-3600,4,자동차부품
군산국가산업단지,(주)홍보에너지,박용주,전북특별자치도 군산시 서해로 40 (소룡동) 외 2필지,20121,산업용 가스 제조업 외 4 종,063-732-5580,063-732-5590,30,"가스, 유분, 고상원료, 스팀,전기"
군산2국가산업단지,(주)홍익,탁재엽,전북특별자치도 군산시 산단남북로 72 (오식도동),20202,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,063-467-5518,063-467-5519,4,"그린볼, 산업기계"
군산2국가산업단지,(주)홍익플랜트,탁재엽,전북특별자치도 군산시 가도2길 50 (오식도동),29199,그 외 기타 일반목적용 기계 제조업 외 1 종,063-467-5518,063-467-5519,20,산업기계
군산서수농공단지,(주)화과방,조성룡,전북특별자치도 군산시 서수면 용천로 316 (㈜화과방),10711,떡류 제조업 외 1 종,063-451-1331,063-450-3517,51,"떡,과자"
군산2국가산업단지,(주)화승에너지,김시율,"전북특별자치도 군산시 군산산단로 23, 1층, 중회의실 (비응도동)",25122,금속탱크 및 저장용기 제조업 외 1 종,063-732-4288,063-734-4288,35,해상풍력 구조물(Transition Piece)
개별입지,(주)화우당,김손빈,"전북특별자치도 군산시 내항2길 312, 연구가공동 3층 301 (해망동) 연구가공동 3층 301호",10219,기타 수산동물 가공 및 저장 처리업,063-443-6112,063-443-6113,3,꽃무늬 세절갑오징어 외
군산일반산업단지,(주)효성중전기,양동호,전북특별자치도 군산시 외항로 348 (소룡동),28111,전동기 및 발전기 제조업,063-465-9741,063-465-9742,7,전동기 및 발전기
군산국가산업단지,(주)효성중전기,양동호,,28111,전동기 및 발전기 제조업,063-464-8301,,19,전동기
군산2국가산업단지,(주)휴먼컴퍼지트,양승운,전북특별자치도 군산시 자유무역로 152 (오식도동),28111,전동기 및 발전기 제조업 외 3 종,063-730-7723,063-730-7715,81,"풍력 블레이드, 표면처리제품 제조"
군산2국가산업단지,(주)휴스틸,"박훈, 윤형원",전북특별자치도 군산시 군산산단로 49 (비응도동),24132,강관 제조업,02-828-9012,02-828-9106,50,강관
군산서수농공단지,3W크로스핏,석준택,전북특별자치도 군산시 서수면 용천로 334-3,33301,"체조, 육상 및 체력단련용 장비 제조업",063-451-8080,063-451-8083,9,체력단련용장비
개별입지,B & I,김상희,전북특별자치도 군산시 조촌로 17 (조촌동),32029,기타 목재가구 제조업 외 1 종,063-453-6080,,3,사무용가구
군산2국가산업단지,GSFA(지에스에프에이),윤혜란,"전북특별자치도 군산시 동가도길 15 (오식도동, (주)국일철강)",29150,"산업용 오븐, 노 및 노용 버너 제조업",063-463-2242,063-900-3525,4,용해로
개별입지,JL디자인컨설팅,채수희,전북특별자치도 군산시 칠성4길 110-1 (산북동),33910,간판 및 광고물 제조업,063-468-5391,063-468-5392,1,현수막 인쇄물 안내표지판
군산2국가산업단지,KHT 한국열처리,이희영,전북특별자치도 군산시 자유로 297-10 (소룡동),25921,금속 열처리업,055-296-4881,055-294-5123,35,금속열처리
개별입지,NH네트웍스,이근신,"전북특별자치도 군산시 가도로 9 (오식도동, 가정식백반향미)",26421,방송장비 제조업,000-0000-0000,063-462-2246,9,"CCTV, 음향기기(26421) 등"
군산일반산업단지,OCI(주)군산공장,"김유신, 김원현","전북특별자치도 군산시 외항로 82(소룡동, OCI주식회사)",20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 2 종,063-460-6107,063-462-6050,584,"TDI, PVA,  ,  "
군산일반산업단지,OCI(주)군산제2공장,"김유신, 김원현","전북특별자치도 군산시 임해로 423 (소룡동, OCI군산제2공장)",23999,그 외 기타 분류 안된 비금속 광물제품 제조업 외 5 종,063-460-6012,063-447-2149,39,"탄소섬유, 니들코크,  ,  ,  ,  ,  "
군산자유무역지역,SNT에너지(주),김형섭,전북특별자치도 군산시 오식도동 502-4 번지 외 10필지,29176,"증류기, 열교환기 및 가스발생기 제조업 외 2 종",055-212-6517,055-464-5440,221,"증류기,열교환기및가스발생기제조업"
군산2국가산업단지,가나이엔텍,이정기,전북특별자치도 군산시 중가도길 70 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,031-319-1921,,17,자동차부품
개별입지,가온치과기공소,"김홍현, 이동섭",전북특별자치도 군산시 조촌안1길 19 (조촌동),27192,정형외과용 및 신체보정용 기기 제조업,063-452-2889,063-453-2889,9,치과보철
군산성산농공단지,가현산업개발,박정희,전북특별자치도 군산시 성산면 동군산로 136-7 외 1필지,30201,차체 및 특장차 제조업 외 2 종,000-0000-0000,063-465-5143,7,"교통안전대(TMA)특장차, 울타리, 낙석방지책"
군산자유무역지역,강원에너지,"유승주, 신진용",전북특별자치도 군산시 자유무역1길 60 (오식도동),25121,산업용 난방보일러 및 방열기 제조업 외 1 종,070-7467-9000,02-543-0206,74,산업용 난방보일러 및 방열기제조업
군산2국가산업단지,건설철강(주),주재남,전북특별자치도 군산시 외항로 1137(오식도동),25113,육상 금속 골조 구조재 제조업 외 3 종,063-732-5617,063-732-5611,42,강구조물
군산2국가산업단지,건설철강(주) 1공장,주재남,전북특별자치도 군산시 산단동서로 224(오식도동) 외 1필지,25113,육상 금속 골조 구조재 제조업 외 3 종,063-731-2915,063-731-2916,45,"H-BEAM 제작, 강구조물, NRC"
개별입지,게렌합북,정 신,전북특별자치도 군산시 서수면 탑천로 594-1,10797,건강기능식품 제조업 외 2 종,000-0000-0000,,1,"건강보조식품(슈퍼1090), 말사료"
군산2국가산업단지,경기물산(주),박래영,전북특별자치도 군산시 가도로 80 (오식도동),29199,그 외 기타 일반목적용 기계 제조업,031-664-3304,031-664-9534,10,산업용 및 제지 기계
군산2국가산업단지,경동에스피디(주),정태용,전북특별자치도 군산시 가도로 129-13(오식도동),25923,도장 및 기타 피막처리업,063-463-7900,,3,도장업
개별입지,경완기업,강재열,전북특별자치도 군산시 풍전1길 8 (소룡동),22251,폴리스티렌 발포 성형제품 제조업 외 1 종,063-462-9598,063-465-5508,4,크레파스제조업
군산국가산업단지,고진산업,고성모,전북특별자치도 군산시 동장산1길 44 (소룡동),29241,건설 및 채광용 기계장비 제조업 외 1 종,063-468-6900,063-468-6901,3,휠로더 및 굴삭기 주요부품
군산국가산업단지,고진인더스트리(유),고성모,전북특별자치도 군산시 동장산1길 44 (소룡동),29241,건설 및 채광용 기계장비 제조업 외 3 종,063-468-6900,,20,"건설기게부품, 도로공사 충격완충장치, 안전띠 체험기, 도로공사 자동차 제작"
개별입지,광고닷컴,박형준,전북특별자치도 군산시 새터길 12-1 (구암동),33910,간판 및 광고물 제조업,063-446-9635,063-446-9634,4,"간판,광고물"
군산2국가산업단지,광명중전기,문영광,전북특별자치도 군산시 산단동서로 80-11 (오식도동),28111,전동기 및 발전기 제조업,063-463-6670,063-463-3323,12,전동기(고주파 모터)
군산국가산업단지,광배산업(주),김말순,전북특별자치도 군산시 소룡동번지 1647-4번지,20499,그 외 기타 분류 안된 화학제품 제조업 외 4 종,063-467-9751,,8,"유기산, 복합비료, 유기질 비료 등"
군산2국가산업단지,광송목재(주),문철상,"전북특별자치도 군산시 무역로 141-19 (오식도동, (유)윤일목재)",16101,일반 제재업,063-471-5511,063-471-5514,13,목재제품
군산2국가산업단지,광현기업,정성임,전북특별자치도 군산시 중가도길 76 (오식도동),68112,비주거용 건물 임대업,063-262-3367,,1,
군산국가산업단지,국일철강(주),유병민,전북특별자치도 군산시 소룡동번지 1646번지 외 1필지 외 1필지,25113,육상 금속 골조 구조재 제조업 외 3 종,063-471-9871,063-462-9115,29,"SKELP외, 판재 롤성형, SHEET, C형강"
군산2국가산업단지,국일철강(주),유병민,"전북특별자치도 군산시 동가도길 15 (오식도동, (주)국일철강)",24199,그 외 기타 1차 철강 제조업,063-471-9871,063-462-9115,35,SKELP
개별입지,군산박대수산,윤종인,"전북특별자치도 군산시 내항1길 10-18, 103호(금암동)",10212,수산동물 건조 및 염장품 제조업,063-465-7833,,4,반건조생산
개별입지,군산보광모터스,이효련,"전북특별자치도 군산시 외항로 245-9 (산북동, 군산보광모터스)",29241,건설 및 채광용 기계장비 제조업 외 2 종,063-471-0020,,9,"적재함, 자동덮게, 특장차"
군산임피농공단지,군산시 광고물 협동조합,김종호,전북특별자치도 군산시 임피면 항쟁로 43-9,33910,간판 및 광고물 제조업,063-445-3482,063-443-3482,1,"간판, 현수막"
개별입지,군산시수산업협동조합,임성식,전북특별자치도 군산시 비응도동 112번지,11201,얼음 제조업,063-462-0157,,3,얼음
개별입지,군산시수산업협동조합 군납사업팀,김광철,전북특별자치도 군산시 내항2길 312 (해망동),10213,수산동물 냉동품 제조업 외 3 종,063-466-0155,063-462-5111,7,"반가공(주꾸미,아귀,갑오징어),조기건조,꽃게장"
개별입지,군산양조공사,이동화,"전북특별자치도 군산시 팔마로 64 (문화동, 군산양조공사)",11111,탁주 및 약주 제조업,063-462-3657,,3,탁주
개별입지,군산얼음,김효천,"전북특별자치도 군산시 내항2길 283 (해망동, 백화점냉동공장)",11201,얼음 제조업,000-0000-0000,,1,얼음
군산자유무역지역,군산조선해양기술사업협동조합,김광중,전북특별자치도 군산시 자유무역로 243 (오식도동),31114,선박 구성 부분품 제조업 외 8 종,063-466-0950,063-466-0951,5,"선박구성부분품 제조업 등, 기타 기관 및 터빈 제조업, 전동기 및 발전기 제조업, 기타 선박 건조업, 강관 제조업, 육상 금속 골조 구조재 제조업, 수상 금속 골조 구조재 제조업, 도장 및 기타 피막처리업, 에너지 저장장치 제조업"
개별입지,군산중기부품공업,조종범,"전북특별자치도 군산시 공항로 346-60 (산북동, 군산공업)",29241,건설 및 채광용 기계장비 제조업,063-465-4410,,2,중기부품
개별입지,궁전꽃게장영어조합법인,이성일,전북특별자치도 군산시 옥산면 금성리 23번지,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",063-468-1717,,6,"꽃(간장)게장, 게무침"
개별입지,금강바이오텍,강금례,전북특별자치도 군산시 서수면 남산로 272 (금강바이오텍),20312,복합비료 및 기타 화학비료 제조업 외 3 종,063-453-8020,063-453-8033,16,유기질비료
개별입지,금강식품,심현주,전북특별자치도 군산시 임피면 읍내리 103,10301,김치류 제조업 외 1 종,063-453-8020,063-453-8033,5,"무,울외 주박장아찌"
군산2국가산업단지,금메달산업,김용석,전북특별자치도 군산시 산단남북로 154-21 (오식도동),25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,063-453-4443,063-453-4449,0,"방음벽기둥, 철근커플러"
군산2국가산업단지,금성산업,LI XIANZHE(이선철),"전북특별자치도 군산시 동가도길 50(오식도동, (주)우광산업)",25929,그 외 기타 금속가공업,000-0000-0000,,1,중기부품 Frame
개별입지,기영,진남희,전북특별자치도 군산시 외항로 43 (산북동) 외 1필지,25929,그 외 기타 금속가공업,,,9,데크
개별입지,길연상회,최준숙,전북특별자치도 군산시 해망동 999-243,10213,수산동물 냉동품 제조업,000-0000-0000,063-443-5357,15,어폐류냉동품
군산국가산업단지,나라바이오(주),김일호,전북특별자치도 군산시 서해로 249 (소룡동),20312,복합비료 및 기타 화학비료 제조업 외 2 종,070-8671-4862,070-8677-1515,7,비료 및 단미사료 등
군산국가산업단지,나라바이오(주),김일호,전북특별자치도 군산시 서해로 237 (소룡동),20312,복합비료 및 기타 화학비료 제조업 외 1 종,1522-7008,070-8677-1515,33,"사료 및 비료 등, 살균,살충제"
개별입지,나무꾼,맹영주,전북특별자치도 군산시 옥녀로 109-14 (산북동),16101,일반 제재업,063-443-0555,063-443-4555,2,목재
군산2국가산업단지,나무애그림(주),김해룡,전북특별자치도 군산시 자유무역로 143-27(오식도동),20411,일반용 도료 및 관련제품 제조업,061-686-9900,061-666-9901,2,친환경페인트
개별입지,나투라미디어(주),윤화중,전북특별자치도 군산시 조촌동 41번지,20491,감광재료 및 관련 화학제품 제조업 외 3 종,063-441-5110,063-441-5150,31,"인화지, 광고용실사소재, 코팅재"
군산자유무역지역,나투라미디어(주),김충현,"전북특별자치도 군산시 자유무역1길 97, 500-8 (오식도동)",22291,플라스틱 접착처리 제품 제조업 외 2 종,063-441-5116,063-441-5150,93,기타화학제품
개별입지,나포제재소,김완배,전북특별자치도 군산시 나포면 원나포2길 35-6 (여송목재),16101,일반 제재업,063-464-1707,,2,각재
군산2국가산업단지,남양테크(주),홍덕기,전북특별자치도 군산시 가도로 147 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 5 종,063-463-1691,063-463-1692,27,중장비 부품
군산일반산업단지,넥세온 코리아 유한회사,부허 리차드 토마스 ,,20499,그 외 기타 분류 안된 화학제품 제조업,000-0000-0000,,52,2차전지 실리콘 음극제
개별입지,농업회사법인 앤제이메디칼 주식회사,주남진,전북특별자치도 군산시 성산면 도암길 26,10797,건강기능식품 제조업 외 6 종,063-731-2212,,1,"기능성식품(젤리), 복합비료(화분비료), 해충퇴치기, 약용작물 증숙발효건조기, 기구 등의 살균소독제, 전자파를 이용한 전자파스"
개별입지,농업회사법인 유한회사 네이처앤파머스,김세종,전북특별자치도 군산시 나포면 십자들로 408,10611,곡물 도정업,063-454-6677,0503-8379-2946,4,"잡곡,현미,백미"
개별입지,농업회사법인 유한회사 산돌팜,홍진웅,전북특별자치도 군산시 성산면 여방1길 107,10309,기타 과실ㆍ채소 가공 및 저장 처리업,000-0000-0000,063-446-4461,7,과채음료 등
개별입지,농업회사법인 유한회사 새벽미트,이안석,전북특별자치도 군산시 개사길 18(신관동) 외 1필지,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 5 종,063-466-8986,063-466-8987,15,"돈육, 한우, 어류, 연체류, 양념육"
개별입지,농업회사법인 유한회사 영인바이오,최인정,"전북특별자치도 군산시 내항2길 312,(해망동, 군산어업무선통신국) 연구가공동 3층 302호",10219,기타 수산동물 가공 및 저장 처리업 외 2 종,063-471-8947,063-466-8946,18,"꽃게장, 새우장, 연어장 등, 바지락, 미역,홍합, 된장, 황태등, 낙지,대왕오징어, 쭈꾸미, 고춧가루등"
군산옥구농공단지,농업회사법인 주식회사 다온푸드,강민희,전북특별자치도 군산시 옥구읍 광월길 30,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,063-453-8054,063-464-8054,15,돈까스
개별입지,농업회사법인(유)더드셈,한상무,전북특별자치도 군산시 임피면 왕산1길 96-6,10619,기타 곡물 가공품 제조업,063-445-6547,063-445-6548,5,"누룩쌀, 누룩찹쌀"
개별입지,농업회사법인(주)다온,강종구,전북특별자치도 군산시 성산면 왕골로 161 (상일목재),20312,복합비료 및 기타 화학비료 제조업 외 1 종,063-465-2123,063-465-2124,5,토양개량제
개별입지,농업회사법인(주)담음,김기옥,전북특별자치도 군산시 임피면 수반들길 17,11209,기타 비알코올 음료 제조업,063-461-1111,063-461-1119,9,"석류혼합음료,배도라지 추출음료"
군산2국가산업단지,농업회사법인(주)에이에이치에스,윤연락,전북특별자치도 군산시 산단동서로 102-13 (오식도동),20313,유기질 비료 및 상토 제조업 외 1 종,063-468-9301,063-468-9302,5,"농업용 액비, 친환경페인트 등"
개별입지,농업회사법인부길식품(주),정해식,전북특별자치도 군산시 서수면 용천로 317,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,063-452-7300,063-452-7301,7,축산물 가공
개별입지,농업회사법인어울림유한회사,장병수,전북특별자치도 군산시 회현면 원우리 5-13,10611,곡물 도정업,000-0000-0000,063-451-0522,3,통곡물
개별입지,농업회사법인에스바이오(주),심문성,전북특별자치도 군산시 서수면 서수리 1360-3번지 남산로 272-2,20312,복합비료 및 기타 화학비료 제조업 외 1 종,063-453-8020,063-453-8033,10,유기질비료
개별입지,농업회사법인에이씨알(주),김원석,전북특별자치도 군산시 대야면 서만자2길 6,10611,곡물 도정업,000-0000-0000,,11,쌀
개별입지,농업회사법인주식회사대한식품,강수경,전북특별자치도 군산시 개정면 번영로 491,10309,기타 과실ㆍ채소 가공 및 저장 처리업,000-0000-0000,,9,신선평이식품
군산일반산업단지,농협중앙회,김태환,전북특별자치도 군산시 임해로 447 (소룡동),68119,기타 부동산 임대업,02-2224-8500,,0,부동산 임대
개별입지,누리 어업회사법인 주식회사,안재종,전북특별자치도 군산시 미룡갈마길 43 (미룡동),10220,수산식물 가공 및 저장 처리업,063-461-4636,063-468-0253,3,조미김
군산2국가산업단지,뉴티디씨공구코리아(주),DONG FUMIN,전북특별자치도 군산시 산단남북로 134-18 (오식도동),25934,톱 및 호환성 공구 제조업,032-888-0036,032-888-0081,14,드릴비트
개별입지,다산목재,정남옥,"전북특별자치도 군산시 서흥2구길 4 (산북동, 다산목재)",16101,일반 제재업,063-471-0909,063-471-0908,12,건축자재및목재
군산서수농공단지,다성중공업 주식회사,한주형,전북특별자치도 군산시 서수면 상장곤윗길 98,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 10 종",063-471-3880,063-471-3881,6,"펌프,수문,펌프수문,제진기 등"
새만금국가산업단지,다스코 주식회사,"한상원, 한남철","전북특별자치도 군산시 새만금북로 290(오식도동, 다스코(주))",25113,육상 금속 골조 구조재 제조업 외 2 종,061-370-2114,061-370-2114,13,"선조립철근, 데크플레이트, 절단가공 철강재"
군산옥구농공단지,다온,김정현,전북특별자치도 군산시 옥구읍 광월길 42 2층,25994,금속 표시판 제조업 외 2 종,063-465-6761,063-465-6762,3,"옥외안내판, 실사출력인쇄물, 도로명판, 건물번호판, 안내판"
군산2국가산업단지,다온기계,추교선,전북특별자치도 군산시 가도로 149-17 (오식도동),25924,절삭가공 및 유사처리업 외 1 종,063-471-3776,063-900-3779,4,기계부품
군산2국가산업단지,다한테크,김형석,"전북특별자치도 군산시 자유무역로 52 (오식도동, 세아제강)",25924,절삭가공 및 유사처리업,063-460-7559,063-460-7557,17,나사강관
군산2국가산업단지,다해,정정아,전북특별자치도 군산시 가도로 105(오식도동),34019,기타 일반 기계 및 장비 수리업,063-471-6636,063-471-6637,2,"파이프피스, 배관 제작, 의장품 제작"
군산2국가산업단지,대경특장(주),김대경,전북특별자치도 군산시 산단동서로 51 (오식도동),30201,차체 및 특장차 제조업,062-959-9763,062-959-9767,15,특장차 등
군산2국가산업단지,대경특장(주) 군산2지점,김대경,전북특별자치도 군산시 산단동서로 233 (오식도동),30201,차체 및 특장차 제조업,063-471-9763,063-722-9764,6,환경청소차
