시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 서북구,두리이엔지,계획입지,041-552-1541,반도체장비 외,금속 단조제품 제조업 외 3 종,충청남도 천안시 서북구 백석동 555-37번지
충청남도,천안시 서북구,두산공작기계 대청판매,개별입지,,금속 절삭기계 및 CNC선반,금속 절삭기계 제조업,충청남도 천안시 서북구 직산읍 상덕리 215-29
충청남도,천안시 서북구,두산엠티솔루션,계획입지,041-584-2477,철골+호이스트+구조물가공 등,육상 금속 골조 구조재 제조업 외 2 종,충청남도 천안시 서북구 직산읍 신갈리 280번지
충청남도,천안시 동남구,두산지게차충남판매(주),개별입지,041-555-1470,지게차 정비,건설 및 채광용 기계장비 제조업,"충청남도 천안시 동남구 고래울길 10-19 (구성동, 두산인프라코어)"
충청남도,천안시 서북구,두성기계공업(주),개별입지,041-621-7071,열선반+원심분리기+아프리케이타,주형 및 금형 제조업,"충청남도 천안시 서북구 2공단5로 97-9 (차암동, 두성기계공업)"
충청남도,천안시 서북구,두성특장(주),개별입지,041-536-0915,특장차+구조변경자동차+트레일러,자동차 구조 및 장치 변경업  외 2 종,충청남도 천안시 서북구 성환읍 연암율금로 47
충청남도,천안시 서북구,두송건설(주),개별입지,02-525-2341,인터록 호스+벨로우즈 튜브,자동차용 금속 압형제품 제조업 외 2 종,충청남도 천안시 서북구 율금3길 14 (성환읍)
충청남도,천안시 서북구,두원기업,개별입지,,신냉매 냉각장치,기타자동차부품제조업,충청남도 천안시 서북구 성환읍 율금리 310-3번지 외 4필지
충청남도,천안시 서북구,두원이엔지,개별입지,,분전반,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 성환읍 왕림길 53-13
충청남도,천안시 동남구,두진케미칼,개별입지,043-221-6800,농업용 에어버블,기타 플라스틱 발포 성형제품 제조업,"충청남도 천안시 동남구 동면 화복로 433, 1층"
충청남도,천안시 서북구,듀오백코리아(주)천안공장,개별입지,041-582-4824,SPONGE CURE,기타자동차부품제조업,충청남도 천안시 서북구 성환읍 연암로 112 (듀오백코리아㈜천안공장)
충청남도,천안시 서북구,듀폰스페셜티머터리얼스코리아 유한회사,계획입지,041-529-9480,TMG및LCD용 DC+전자재료,감광재료 및 관련 화학제품 제조업 외 3 종,충청남도 천안시 서북구 3공단6로 130 (차암동)
충청남도,천안시 서북구,듀폰스페셜티솔루션코리아(유),계획입지,041-529-9431,전자재료,기타 기초 유기화학 물질 제조업,충청남도 천안시 서북구 3공단6로 110 (차암동)
충청남도,천안시 서북구,드론테크,계획입지,0507-1398-1044,기타 기계 장비 조립용 플라스틱제품,기타 기계.장비 조립용 플라스틱 제품 제조업,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 이차전지기술센터 206호"
충청남도,천안시 서북구,드림산업,개별입지,,수출용목재상자+목재 파렛트,목재 깔판류 및 기타 적재판 제조업 외 1 종,
충청남도,천안시 서북구,드림에너지(주),계획입지,041-584-6600,이중관식 히트파이프난방유니트,"증류기, 열교환기 및 가스발생기 제조업",충청남도 천안시 서북구 직산읍 부송리 72-14번지
충청남도,천안시 서북구,드림일렉트,개별입지,,PLC(프로그램 내장 컨트롤러),배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 직산읍 모시1길 36 외 1필지
충청남도,천안시 동남구,드림케미칼(주),개별입지,041-567-2663,PVC샤시+합성목재,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",충청남도 천안시 동남구 동면 화복로 586-23 ((주)드림케미칼)
충청남도,천안시 서북구,드림파워텍,개별입지,041-415-0902,배전반,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 직산읍 군수1길 264-1
충청남도,천안시 서북구,드림피엔씨(주),개별입지,,징크강판+후레싱,구조용 금속 판제품 및 공작물 제조업,충청남도 천안시 서북구 입장면 삼사로 2028-23 외 3필지
충청남도,천안시 서북구,디-마인드테크,개별입지,041-582-2103,금형부품및기계부품,주형 및 금형 제조업 외 3 종,충청남도 천안시 서북구 성환읍 천안대로 2353 외 5필지
충청남도,천안시 서북구,디사이노 주식회사,개별입지,041-582-1452,반도체웨이퍼 검사장비 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 상덕1길 29-12
충청남도,천안시 서북구,디아이동일(주) 천안 알루미늄 사업장,개별입지,041-559-2220,AL-FOIL+AL-FOIL+AL-FOIL+AL-FOIL,"알루미늄 압연, 압출 및 연신제품 제조업 외 3 종",충청남도 천안시 서북구 성거읍 성거길 160 외 38필지
충청남도,천안시 서북구,디알비오토메이션(주),계획입지,051-790-9000,산업용로봇+자동화기기 등,절삭가공 및 유사처리업,충청남도 천안시 서북구 직산읍 4산단3로 70
충청남도,천안시 서북구,디알이엔지,개별입지,,골판지 상자,골판지 상자 및 가공제품 제조업,충청남도 천안시 서북구 연곡길 171 (입장면) (유리 325-5번지)
충청남도,천안시 서북구,디앤엠,개별입지,041-565-1704,플라스틱성형용 금형,주형 및 금형 제조업,충청남도 천안시 서북구 4산단7로 16-23 (업성동)
충청남도,천안시 동남구,디에스가설재,개별입지,041-522-0150,건설용 구조재+철강용 구조재,육상 금속 골조 구조재 제조업,충청남도 천안시 동남구 성남면 화성리 447-15 외 1필지
충청남도,천안시 서북구,디에스인스트루먼트,계획입지,041-587-8870,전자부품,반도체 제조용 기계 제조업,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 성공관 103,203"
충청남도,천안시 서북구,디에이치(주),계획입지,031-477-2406,자동화 장비 및 부품,기타 가공 공작기계 제조업,충청남도 천안시 서북구 직산읍 4산단6길 77
충청남도,천안시 서북구,디에이치코리아(주)천안공장,계획입지,041-584-7531,자동차용 머플러,자동차 엔진용 신품 부품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 마정리 500번지
충청남도,천안시 서북구,디에치이앤이(주),계획입지,041-585-4344,브라켓,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 부송1길 42
충청남도,천안시 동남구,디엔씨,개별입지,,철근콘크리트 벤치플륨+하수도용콘크리트맨홀,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,충청남도 천안시 동남구 성남면 대흥리 산 57-3
충청남도,천안시 서북구,디엠아이텍(주),개별입지,031-216-7800,기계,디스플레이 제조용 기계 제조업 외 5 종,"충청남도 천안시 서북구 수레터1길 24 (차암동, 디엠아이텍(주)) 외 3필지"
충청남도,천안시 동남구,디와이스틸,개별입지,041-564-0205,배관지지장치,육상 금속 골조 구조재 제조업,충청남도 천안시 동남구 성남면 대흥1길 173-30 (EASTERN) (총 2 필지) 외 1필지
충청남도,천안시 동남구,디자인벽지(주),개별입지,041-551-1225,실크벽지,벽지 및 장판지 제조업,충청남도 천안시 동남구 동면 동산행암길 265 (동면) (총 5 필지) 외 4필지
충청남도,천안시 서북구,디즈메카,계획입지,041-589-0333,반도체 LCD 장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 삼은리 43-5번지 충남테크노파크천안밸리 생산관
충청남도,천안시 서북구,디지정보시스템,계획입지,041-549-0998,CCTV+영상감시장치,방송장비 제조업,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 창업보육센터 정보영상융합센터 410호"
충청남도,천안시 서북구,디지정보시스템,개별입지,041-549-0998,방송장비,방송장비 제조업,"충청남도 천안시 서북구 월봉7길 49, 220호 (쌍용동, 효명 리치빌)"
충청남도,천안시 서북구,디케이테크(주),계획입지,,사출성형금형/반도체검사용부품/폰 카메라용 부품,주형 및 금형 제조업,
충청남도,천안시 서북구,디토 주식회사,계획입지,041-906-5100,자동화장비,산업용 로봇 제조업,"충청남도 천안시 서북구 백석공단1로 10, A동 609호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 서북구,라온커머스 주식회사,계획입지,02-6204-2079,사과즙+배즙 등,기타 과실ㆍ채소 가공 및 저장 처리업,
충청남도,천안시 서북구,라이트산업(주),계획입지,041-565-7795,조명기구+조명광고판+휴대용조명장치,일반용 전기 조명장치 제조업 외 2 종,충청남도 천안시 서북구 직산읍 부송1길 62
충청남도,천안시 동남구,란주푸드,개별입지,,가공 식용기름(고추기름)+우육탕용 소스,천연 및 혼합조제 조미료 제조업 외 1 종,"충청남도 천안시 동남구 목천읍 신사운전길 216, 1층"
충청남도,천안시 서북구,래호가구,개별입지,,목재가구(식탁+쇼파+책상등),소파 및 기타 내장가구 제조업 외 2 종,충청남도 천안시 서북구 성환읍 율금9길 127-39
충청남도,천안시 서북구,로얄브릭,개별입지,043-218-8817,금형용부품,주형 및 금형 제조업,충청남도 천안시 서북구 입장면 망향로 1112-62 외 1필지
충청남도,천안시 서북구,로즈산업,개별입지,,AL 크린부스,기타 구조용 금속제품 제조업,
충청남도,천안시 서북구,루트텍,개별입지,070-8065-1459,광학기기,광학렌즈 및 광학요소 제조업 외 2 종,"충청남도 천안시 서북구 천안대로 1223-24, 산학협력관 411호 (부대동, 공주대학교천안공과대학)"
충청남도,천안시 서북구,루트텍,계획입지,070-8064-2494,정밀 광학기기+산업용LED조명+UV LED 노광시스템,광학렌즈 및 광학요소 제조업 외 2 종,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 정보영상융합센터 305호"
충청남도,천안시 서북구,리게더,계획입지,,깔개용,그 외 기타 나무제품 제조업,"충청남도 천안시 서북구 백석공단5길 6, F703호  (백석동) F703호"
충청남도,천안시 동남구,리더스,개별입지,041-554-8611,시트부품,그 외 자동차용 신품 부품 제조업 외 3 종,충청남도 천안시 동남구 성남면 성남신덕1길 348 (유엔지)
충청남도,천안시 서북구,리로드,개별입지,,플라스틱 봉투,"플라스틱 포대, 봉투 및 유사제품 제조업","충청남도 천안시 서북구 성환읍 잠실길 38-16, 외1필지"
충청남도,천안시 서북구,리쎄,개별입지,,침대+침대매트리스,매트리스 및 침대 제조업 외 1 종,충청남도 천안시 서북구 입장면 도림길 42 외 2필지
충청남도,천안시 서북구,리파워솔루션 주식회사,개별입지,041-415-2023,쐐기형 인장 클램프+변압기+개폐기,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,충청남도 천안시 서북구 성환읍 연암로 193
충청남도,천안시 서북구,마스타전기차(주),개별입지,02-590-7299,전기차,내연기관 승용차 및 기타 여객용 자동차 제조업 외 1 종,충청남도 천안시 서북구 성거읍 망향로 553
충청남도,천안시 서북구,마이크로비에스,개별입지,041-622-2010,반도체장비용초소형온도센서,전자감지장치 제조업,
충청남도,천안시 서북구,마이크로테크,계획입지,041-589-0202,반도체부품,발광 다이오드 제조업 외 1 종,충청남도 천안시 서북구 직산읍 삼은리 43-5번지 충남테크노파크 생산관 1202호
충청남도,천안시 동남구,마정농업회사법인(주),개별입지,,미생물배지,반려동물용 사료 제조업 외 3 종,충청남도 천안시 동남구 목천읍 교천리 178-5 외 1필지
충청남도,천안시 서북구,마정산업,계획입지,,반도체 제조 장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 마정1길 46
충청남도,천안시 동남구,만경산업,개별입지,041-555-2594,편직 수세미,세폭직물 제조업,충청남도 천안시 동남구 목천읍 신사운전길 219 (총 2 필지) 외 1필지
충청남도,천안시 서북구,만들고,개별입지,,캠핑용품+텐트,기타 구조용 금속제품 제조업 외 1 종,
충청남도,천안시 동남구,매너펫,개별입지,041-592-9950,미너포인(반려견 배변 자동 처리기),기타 가정용 전기기기 제조업,충청남도 천안시 동남구 청수14로 96 (청당동) 604호(백석문화대학교 창업보육센터)
충청남도,천안시 서북구,매일산업,개별입지,041-582-3052,PP+PE+HIDE(비닐),플라스틱 필름 제조업 외 1 종,충청남도 천안시 서북구 직산읍 군서리 425-1번지
충청남도,천안시 서북구,매프전자,개별입지,041-417-0935,BIOVIO,주방용 전기기기 제조업,"충청남도 천안시 서북구 성환읍 대학로 91, 15315호(지식정보관)"
충청남도,천안시 서북구,맥널티제약 주식회사,개별입지,031-378-1460,의약용제품+한의약제품+건강보조용액화식품,생물 의약품 제조업 외 3 종,충청남도 천안시 서북구 성환읍 율금리 761-10
충청남도,천안시 서북구,맨솔루션,개별입지,,블록+샤프트,그 외 기타 금속가공업,
충청남도,천안시 서북구,메이드테크(주),개별입지,041-563-0055,반도체설계·조립 및 검사용기계외,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 양당리 218-2번지 외 3필지
충청남도,천안시 서북구,메이드테크(주) 2공장,개별입지,041-583-9800,반도체설계·조립 및 검사용기계외,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 양당리 208-2 외 2필지
충청남도,천안시 동남구,메카,개별입지,041-558-6733,전동공구,동력식 수지공구 제조업,충청남도 천안시 동남구 성남면 봉양1길 203-20 (메카전동공구)
충청남도,천안시 서북구,메카베이스,계획입지,041-622-2188,높이조절책상,그 외 기타 전자부품 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 513,606호 (백석동)"
충청남도,천안시 서북구,메티스,계획입지,,교육실습용 전자기 설비,"전자기 측정, 시험 및 분석기구 제조업",충청남도 천안시 서북구 백석공단1로 10 (백석동) A동 8F층 810호
충청남도,천안시 서북구,명문산업,계획입지,041-581-5400,수문,"금속 문, 창, 셔터 및 관련제품 제조업",충청남도 천안시 서북구 직산읍 부송1길 48 (삼진코리아)
충청남도,천안시 서북구,명성PC,계획입지,041-583-3323,조명등카바,운송장비 조립용 플라스틱제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 마정리 527번지
충청남도,천안시 서북구,명성와이어(주),개별입지,041-585-0528,프레스용금형+금형용부품,주형 및 금형 제조업,
충청남도,천안시 서북구,명우폴리텍(주),개별입지,041-588-0880,고무컴파운드+경화고무제품,고무패킹류 제조업 외 2 종,충청남도 천안시 서북구 성환읍 천안대로 2122-40 (동성산업롤)
충청남도,천안시 서북구,명윤,개별입지,,반도체 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 남산4길 82-20
충청남도,천안시 동남구,명준약품 주식회사,계획입지,02-537-6551,아크릴접착제 및 특수아크릴판 등,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,충청남도 천안시 동남구 풍세면 보성리 813번지
충청남도,천안시 서북구,명지테크,개별입지,,반도체 장비 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 상덕리 215-3
충청남도,천안시 동남구,명품이피에스기업,개별입지,,스티로폼,폴리스티렌 발포 성형제품 제조업 외 1 종,충청남도 천안시 동남구 풍세면 풍세로 549 (대화강건)
충청남도,천안시 동남구,모던산업,개별입지,,목재유로폼,기타 건축용 나무제품 제조업,충청남도 천안시 동남구 수신면 발산리 5-4 외 4필지
충청남도,천안시 서북구,모드락농산,개별입지,,편마늘+편양파,기타 과실ㆍ채소 가공 및 저장 처리업,충청남도 천안시 서북구 사근다리3길 21 (업성동)
충청남도,천안시 동남구,모든테크,개별입지,041-569-0333,철구조물,육상 금속 골조 구조재 제조업,
충청남도,천안시 동남구,모리아,개별입지,041-553-4503,침구류,침구 및 관련제품 제조업,충청남도 천안시 동남구 성남면 신사대화로 103
충청남도,천안시 서북구,모아기술(주),개별입지,041-522-5178,태양광구조물,기타 구조용 금속제품 제조업,"충청남도 천안시 서북구 천안대로 1223-24, 301호~302호 (부대동, 공주대학교천안공과대학)"
충청남도,천안시 서북구,모젤산업(주),개별입지,041-588-3300,스크린인쇄,스크린 인쇄업,충청남도 천안시 서북구 성환읍 와룡리 156번지
충청남도,천안시 동남구,모트렉스(주),계획입지,070-7123-1360,차량용 매립형 AVN 등+전기자동차 홈충전기+전기자동차 홈충전기,"라디오, 녹음 및 재생 기기 제조업 외 2 종",충청남도 천안시 동남구 풍세면 풍세산단4로 62-7
충청남도,천안시 동남구,목지농산,개별입지,041-573-1605,과일+채소,과실가공및저장처리업 외 1 종,충청남도 천안시 동남구 성남면 신사리 202번지
충청남도,천안시 동남구,목향,개별입지,041-523-3848,목 공예품( 나무 장식품)+장식용 테라코타(흙 장식물),장식용 목제품 제조업 외 1 종,충청남도 천안시 동남구 풍세로 757-26 (신방동)
충청남도,천안시 서북구,무지개솔텍,계획입지,041-583-7888,전자부품제조,그 외 기타 전자부품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 모시리 289 번지
충청남도,천안시 서북구,문테크,개별입지,,반도체장비 핵심부품용(Moving body 외),반도체 제조용 기계 제조업,
충청남도,천안시 동남구,문화류씨최자문중,개별입지,,Profile Frame,디스플레이 제조용 기계 제조업,충청남도 천안시 동남구 성남면 대흥리436-3번지 1층
충청남도,천안시 동남구,미가폴리텍(주),개별입지,041-556-5222,플라스틱제품 원료수지,합성수지 및 기타 플라스틱 물질 제조업,충청남도 천안시 동남구 병천면 송정리2길 59-1 외 6필지
충청남도,천안시 동남구,미가폴리텍(주) 제2공장,개별입지,041-556-5221,플라스틱합성수지+플라스틱합성수지+플라스틱합성수지,합성수지 및 기타 플라스틱 물질 제조업 외 2 종,충청남도 천안시 동남구 병천면 송정리2길 61-2
충청남도,천안시 서북구,미건테크,개별입지,041-587-5400,신냉매냉방장치(신냉매R-134A용),그 외 자동차용 신품 부품 제조업 외 3 종,충청남도 천안시 서북구 입장면 호당리 372-2
충청남도,천안시 동남구,미경실업,개별입지,,논슬립,산업용 그 외 비경화 고무제품 제조업,충청남도 천안시 동남구 성남면 신사운전길 52 외 1필지
충청남도,천안시 서북구,미네스,개별입지,,자동차 및 농기계용 하네스모듈,자동차용 신품 전기장치 제조업,충청남도 천안시 서북구 성거읍 모전3길 18-1
충청남도,천안시 서북구,미래공간,개별입지,041-621-4444,건축용,기타 건축용 플라스틱 조립제품 제조업,충청남도 천안시 서북구 차암동 34-1번지 외 1필지
충청남도,천안시 서북구,미래메디엔텍(주),계획입지,041-622-5720,개인용 저주파 자극기+가정용및의료용 마사지기,전기식 진단 및 요법 기기 제조업 외 2 종,충청남도 천안시 서북구 백석공단5길 22 (백석동)
충청남도,천안시 서북구,미래메디엔텍(주),계획입지,041-561-2547,전자부품실장기판,전자부품 실장기판 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 505호 (백석동)"
충청남도,천안시 서북구,미래산업(주),계획입지,041-559-8724,반도체장비(smt),그 외 기타 특수목적용 기계 제조업 외 1 종,"충청남도 천안시 서북구 백석공단7로 65 (백석동, 미래산업(주))"
충청남도,천안시 동남구,미래에스알(주),개별입지,041-568-1900,튜브+팩킹 및 절연선,산업용 그 외 비경화 고무제품 제조업 외 2 종,충청남도 천안시 동남구 성남면 대흥1길 173-94
충청남도,천안시 서북구,미래전장,개별입지,041-581-1761,자동차용 와이어하네스+접속자가 부착된 전선 제조,자동차용 신품 전기장치 제조업 외 2 종,충청남도 천안시 서북구 성환읍 연암율금로 143-5
충청남도,천안시 동남구,미래정밀,개별입지,041-584-0574,반도체(웨이퍼)가공용 장비부품,반도체 제조용 기계 제조업,충청남도 천안시 동남구 성남면 성남로 230-44
충청남도,천안시 동남구,미래정보통신(주),개별입지,041-553-9511,배전반+기타 전자제품,배전반 및 전기 자동제어반 제조업 외 2 종,충청남도 천안시 동남구 목천읍 응원2길 110
충청남도,천안시 서북구,미래화학(주),개별입지,041-582-6900,PE PIPE+PIPE HEAD+해상부유구조물+브라켓,"플라스틱 선, 봉, 관 및 호스 제조업 외 2 종",충청남도 천안시 서북구 입장면 섶머리1길 219 ((주)미래화학) (총 10 필지)
충청남도,천안시 서북구,미르1호발전소,개별입지,041-555-2781,고청정 디스플레이 검출 HW 및 SW,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",충청남도 천안시 서북구 성거읍 오목모전길 56-9
충청남도,천안시 서북구,미르지엔아이 주식회사,개별입지,041-555-2781,공기조화기,가정용 및 산업용 공기 조화장치 제조업 외 2 종,충청남도 천안시 서북구 성거읍 오목모전길 56-11
충청남도,천안시 동남구,미성브라인드,개별입지,041-575-2576,브라인드+알루미늄등,커튼 및 유사제품 제조업 외 1 종,충청남도 천안시 동남구 풍세면 영성2길 44 (미성산업)
충청남도,천안시 서북구,미성브라인드,개별입지,041-575-2576,커튼(브라인드)+일반철물제조+커튼(브라인드)+일반철물제조,커튼 및 유사제품 제조업 외 1 종,충청남도 천안시 서북구 서부10길 27 (성정동)
충청남도,천안시 동남구,미소산업,개별입지,,수리된기계류+수리된식품기계,기타 일반 기계 및 장비 수리업,충청남도 천안시 동남구 발산1길 68 (수신면) 외 1필지
충청남도,천안시 서북구,미쓰비시케미칼어드밴스드머티리얼즈코리아 주식회사,개별입지,032-717-9973,기계 부품용 플라스틱,그 외 기타 플라스틱 제품 제조업,충청남도 천안시 서북구 성거읍 문성2길 33
충청남도,천안시 동남구,미주산업(주),개별입지,041-409-1058,파쇄목+톱밥,강화 및 재생 목재 제조업,"충청남도 천안시 동남구 성남면 화성리 116-7번지 117-15,117-16"
충청남도,천안시 동남구,민영기계,개별입지,041-534-0900,금속탱크 및 저장용기+기계설비(살균기+배합기 등),금속탱크 및 저장용기 제조업 외 1 종,충청남도 천안시 동남구 목천읍 삼성3길 10-18
충청남도,천안시 동남구,민학전가,개별입지,041-553-8911,석불+석탑+석등+장승,전시용 모형 제조업,충청남도 천안시 동남구 풍세면 풍세로 215-18 (민학전가민속보존관)
충청남도,천안시 동남구,밀텍시스템,개별입지,041-563-3236,케이블조립체,그 외 기타 전자부품 제조업,충청남도 천안시 동남구 충절로 520-1 (삼룡동)
충청남도,천안시 서북구,바론기술,개별입지,,반도체제조용 기계 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 성환읍 와룡길 47-45
충청남도,천안시 서북구,바이오 컨시(Bio-Quency),계획입지,041-588-1222,음향기기+해충퇴치기+공기청정기,기타 기계.장비 조립용 플라스틱 제품 제조업 외 2 종,"충청남도 천안시 서북구 직산읍 직산로 136, 번영관 3306호"
충청남도,천안시 동남구,반개정미소,개별입지,041-554-9834,쌀,곡물 도정업,충청남도 천안시 동남구 동면 충절로 2121-5 (총 4 필지) 외 3필지
충청남도,천안시 서북구,반도산업(주),계획입지,031-366-4068,운반하역기기(크레인호이스트),기타 물품 취급장비 제조업 외 1 종,충청남도 천안시 서북구 직산읍 2공단5로 117-4
충청남도,천안시 동남구,반석기업,개별입지,,폴리빽,직물포대 제조업,"충청남도 천안시 동남구 삼룡2길 14-18 (구성동, 롯데아이스크림)"
충청남도,천안시 서북구,방주에너지,계획입지,041-531-9634,공수냉식냉동기+열회수기,"산업용 오븐, 노 및 노용 버너 제조업 외 2 종",충청남도 천안시 서북구 백석동 555-31 번지
충청남도,천안시 동남구,백두산업개발,개별입지,041-561-6688,바디로션,화장품 제조업,충청남도 천안시 동남구 수신면 백자리 512
충청남도,천안시 동남구,백산산업,개별입지,,산업용 자동제어장치,산업처리공정 제어장비 제조업,충청남도 천안시 동남구 성남면 약수로 266-26
충청남도,천안시 동남구,백송도자기,개별입지,041-552-9327,장식용도자기,가정용 및 장식용 도자기 제조업,충청남도 천안시 동남구 수신면 장산2길 37-18
충청남도,천안시 서북구,백제산업,개별입지,041-581-1249,과수봉지(배+사과+포도+복숭아),그 외 기타 종이 및 판지 제품 제조업 외 1 종,충청남도 천안시 서북구 성환읍 율금리 319-8번지 외 2필지
충청남도,천안시 서북구,번영이엔지,개별입지,,반도체 조립 장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 신갈2길 31
충청남도,천안시 동남구,번창산업(주),개별입지,041-552-9425,차량용먼지털이걸레+P삽+갈퀴삽,비 및 솔 제조업,충청남도 천안시 동남구 수신면 수신로 132 외 1필지
충청남도,천안시 동남구,범옥ENG,개별입지,041-564-0411,행거도어,"금속 문, 창, 셔터 및 관련제품 제조업",충청남도 천안시 동남구 광덕면 행정리 196-1
충청남도,천안시 서북구,베니라이트 주식회사,개별입지,041-583-1365,LED 광 조사기,그 외 기타 의료용 기기 제조업 외 1 종,"충청남도 천안시 서북구 입장면 내유리1길 15, 101호"
충청남도,천안시 동남구,베스텍,개별입지,041-415-2488,열교환기,"증류기, 열교환기 및 가스발생기 제조업","충청남도 천안시 동남구 청수14로 96, 606호(청당동, 백석문화센터)"
충청남도,천안시 동남구,베이시스푸드 주식회사,개별입지,043-536-2546,스위트씨즈닝+사골분말 등,곡물 제분업,충청남도 천안시 동남구 동면 충절로 2756
충청남도,천안시 서북구,벤투스(주),개별입지,041-415-1811,LCD TV+모니터,액정 표시장치 제조업,충청남도 천안시 서북구 성거읍 소우리 205-47번지
충청남도,천안시 서북구,벨금속공업(주),개별입지,041-568-5220,손톱깍기,날붙이 제조업,충청남도 천안시 서북구 두정동 489번지
충청남도,천안시 서북구,별가식품,개별입지,070-4355-0595,냉면+쌀떡+밀떡,"면류, 마카로니 및 유사식품 제조업 외 1 종",충청남도 천안시 서북구 입장면 호당리 317-11
충청남도,천안시 서북구,보광전자,개별입지,041-581-0581,..,"방송수신기및기타영상,음향기기제조업",충청남도 천안시 서북구 성환읍 수향리 257-6번지 외 3필지
충청남도,천안시 서북구,보람금형,개별입지,041-583-9085,금형 및 자동차 조립용 플라스틱 부품,그 외 기타 플라스틱 제품 제조업 외 1 종,충청남도 천안시 서북구 성거읍 모전1길 354-47 (총 2 필지) 외 1필지
충청남도,천안시 서북구,보성산업,개별입지,,신냉매+전기자동차용 냉방장치,자동차용 신품 동력전달장치 제조업 외 1 종,충청남도 천안시 서북구 성거읍 오송1길 107 (한아정공(주))
충청남도,천안시 서북구,보성이엔지-에프에이,계획입지,031-419-0885,SMT세척기+자동화기계+전자기기외,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,
충청남도,천안시 서북구,보성티피엠(주),계획입지,041-588-9986,자동화설비+AGV,산업처리공정 제어장비 제조업,"충청남도 천안시 서북구 직산읍 2공단5로 115, 3동 3호"
충청남도,천안시 동남구,보화제과,개별입지,,과자(캔디),과자류 및 코코아 제품 제조업,
충청남도,천안시 서북구,봉림산업(주),개별입지,041-556-0488,파인 세라믹스,위생용 및 산업용 도자기 제조업,충청남도 천안시 서북구 성거읍 요방리 308번지 외 2필지
충청남도,천안시 서북구,봉화산업,개별입지,041-584-8461,철 구조물+공조부품,기타 구조용 금속제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 금곡로 113-14 (봉화건설산업(주))
충청남도,천안시 동남구,봉화산업,개별입지,,철구조물,육상 금속 골조 구조재 제조업 외 1 종,충청남도 천안시 동남구 성남면 5산단로 265 ((주)머티리얼이노베이션)
충청남도,천안시 동남구,부건,개별입지,041-576-3595,속옷(코르셋),속옷 및 잠옷 제조업,충청남도 천안시 동남구 봉명동 263
충청남도,천안시 동남구,부경,개별입지,041-554-6074,하수관.봉연결구,"플라스틱 선, 봉, 관 및 호스 제조업",충청남도 천안시 동남구 풍세면 풍서1길 22-12
충청남도,천안시 동남구,부광전선,개별입지,,절연전선,기타 절연선 및 케이블 제조업,충청남도 천안시 동남구 수신면 백자리 산 60 외 1필지
충청남도,천안시 서북구,부국화성,개별입지,041-581-4465,접착제,접착제 및 젤라틴 제조업,충청남도 천안시 서북구 성환읍 연암율금로 297
충청남도,천안시 서북구,부영기계,개별입지,041-588-4907,반도체 장비 부품 등(LCD콘베어부품),절삭가공 및 유사처리업,충청남도 천안시 서북구 성환읍 문화촌2길 8-9
충청남도,천안시 서북구,부영기계,개별입지,041-588-4908,반도체 장비부품,절삭가공 및 유사처리업,충청남도 천안시 서북구 성환읍 수향리 148-2번지
충청남도,천안시 동남구,부흥철강,개별입지,,철구조물,육상 금속 골조 구조재 제조업 외 1 종,충청남도 천안시 동남구 동면 화덕리 310-16
충청남도,천안시 동남구,브니엘사,개별입지,041-592-3389,속옷,속옷 및 잠옷 제조업,"충청남도 천안시 동남구 성정로 24 (봉명동, 천지빌딩)"
