순번,회사명,대표자명,공장대표주소(지번),업종명,전화번호,팩스번호,생산품
236,4.19 민주혁명회,오경섭,충청남도 예산군 오가면 원평리 4-22 번지,기타 절연선 및 케이블 제조업,02-730-0419,,전연전선 및 케이블
369,에스케이이전선(주),신호균,충청남도 예산군 고덕면 사리 539-7번지 외 4필지,기타 절연선 및 케이블 제조업,041-338-5400,041-337-9918,전선관
453,제이에이치(주),오규전,충청남도 예산군 신암면 두곡리 306-10번지,기타 절연선 및 케이블 제조업,041-335-8820,041-335-8831,전선
529,한일전기(합),방규헌,충청남도 예산군 예산읍 주교리 187-14번지,기타 전기 변환장치 제조업 외 1 종,041-331-2249,,데이터수집장치
401,예산요업(주),백남미,충청남도 예산군 대술면 궐곡리 325번지,기타 일반 도자기 제조업,041-333-6602,041-333-6612,도자기원료
351,신광강판인쇄(주),김진일,충청남도 예산군 삽교읍 효림리 505번지 (예산일반산업단지),기타 인쇄업 외 1 종,041-338-0454,041-338-0455,강판인쇄
185,(주)중앙타프라,장세호,충청남도 예산군 응봉면 노화리 193-3번지,기타 식품 첨가물 제조업 외 4 종,041-331-0412,041-331-0415,"액상차,혼합음료,식물성크림,기능성식품"
44,(주)더본코리아,백종원,충청남도 예산군 응봉면 주령리 400-1번지,기타 식품 첨가물 제조업,02-549-3864,02-512-3864,"소스류, 복합조미식품, 혼합장, 기타가공품"
315,산천조경산업(주),김형배,충청남도 예산군 대술면 궐곡리 286-2번지,기타 석제품 제조업,,041-333-1950,수석
329,삼화건설환경(주),현성희,충청남도 예산군 대술면 궐곡리 286번지,기타 석제품 제조업,041-0332-6636,041-333-1905,조경용 자연석
337,석금산업(주),김지남,충청남도 예산군 대술면 궐곡리 286번지 외 1필지,기타 석제품 제조업,041-332-6686,,조경용자연석가공품
346,세원조경산업(주),나성민,충청남도 예산군 대술면 궐곡리 286번지,기타 석제품 제조업,041-332-6636,041-333-1950,조경용자연석
407,예일석재,조석현,충청남도 예산군 예산읍 간양리 산 61-1번지,기타 석제품 제조업,041-334-9944,041-335-6409,가공석재
491,진영석재(주),이낙영,충청남도 예산군 신암면 신종리 251번지,기타 석제품 제조업,041-333-3724,,가공석재
106,(주)신암정유,이부섭,충청남도 예산군 신암면 조곡리 9-30번지 외 7필지,기타 석유정제물 재처리업 외 1 종,041-331-5140,041-331-5189,"정제연료유, 콘크리트이형제, 정제유기용제"
424,유익건설(주),김용택,충청남도 예산군 대술면 469번지,기타 석유정제물 재처리업,041-334-1252,,"가솔린, 경유, 중유, LPG"
343,세라(주),주윤근,충청남도 예산군 고덕면 몽곡리 1014-1,기타 산업용 유리제품 제조업 외 3 종,031-486-3654,031-406-8632,"도로차선용 유리알, 산업용 유리알"
72,(주)명성,서건수,충청남도 예산군 고덕면 오추리 825번지 (예당일반산업단지),"기타 비철금속 압연, 압출 및 연신 제품 제조업 외 2 종",,,"땜납, 주석, 동, 귀금속, 재생플라스틱 원료"
213,(주)피앤비월드,"박홍순, 박인옥",충청남도 예산군 덕산면 낙상리 산 25,기타 비알코올 음료 제조업,,02-545-0074,"순수사과즙, 건강기능식품"
214,(주)피앤비월드,"박홍순, 박인옥",충청남도 예산군 덕산면 낙상리 36,기타 비알코올 음료 제조업,,02-545-0074,"순수사과즙, 건강기능식품"
262,농업회사법인 예산사과와인(주),서은경,충청남도 예산군 고덕면 대천리 501 외 2필지,기타 발효주 제조업,041-337-9584,,사과
412,와이씨컴퍼니(1공장),정인화,충청남도 예산군 신암면 조곡리 183-1번지 외 4필지,기타 반도체소자 제조업,,,열전대 및 접합선
410,오텍오티스파킹시스템 유한회사,함종식,충청남도 예산군 고덕면 호음리 930번지,기타 물품 취급장비 제조업,02-2098-7920,02-2098-7990,기계식 주차설비
190,(주)지오엔,안정애,충청남도 예산군 삽교읍 효림리 480번지,기타 기초 무기 화학물질 제조업,041-335-4400,041-334-3773,제올라이트 코팅제
73,(주)미래스틸,박창호,충청남도 예산군 대술면 화산리 612 외 2필지,기타 구조용 금속제품 제조업,041-555-0479,041-555-0478,철제거푸집(갱폼)
200,(주)케이플러스산업,황경호,충청남도 예산군 고덕면 오추리 796-0,기타 구조용 금속제품 제조업,041-338-1185,041-338-7990,판넬
352,신성물산,최경희,충청남도 예산군 신암면 오산리 447 외 1필지,기타 구조용 금속제품 제조업,070-4349-3674,,태양광발전시설 강재 구조물
264,농업회사법인 유한회사 예산민속식품,이미자,충청남도 예산군 오가면 좌방리 55-5번지,기타 과실ㆍ채소 가공 및 저장 처리업 외 2 종,,,"시래기, 우거지, 산나물, 미분, 조청"
138,(주)엘푸드스,여상민,충청남도 예산군 신암면 신택리 269-1번지 외 2필지,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,041-332-5665,,"시럽류(카라멜시럽),과실농축(사과혼탁농축액)"
1,(농)아이파머스(주),유종숙,충청남도 예산군 응봉면 노화리 410 외 1필지,기타 과실ㆍ채소 가공 및 저장 처리업,041-331-4949,041-331-4941,"사과생즙, ABC주스, 사과말랭이"
27,(주)농업회사법인 팜테크,이창무,충청남도 예산군 신암면 오산리 386-3 외 1필지,기타 과실ㆍ채소 가공 및 저장 처리업,041-8524-3345,041-552-1104,채소건조식품(건조버섯)
260,농업회사법인 예당식품 주식회사,김동복,충청남도 예산군 응봉면 지석리 46-2번지,기타 과실ㆍ채소 가공 및 저장 처리업,041-333-0747,041-333-0746,"주스(사과,배)"
261,농업회사법인 예산농산주식회사,배규희,충청남도 예산군 삽교읍 효림리 172-7 외 1필지,기타 과실ㆍ채소 가공 및 저장 처리업,041-337-1799,041-337-1788,"서류가공품, 음료베이스류, 잼류, 과채가공품류, 액상차"
266,농업회사법인(주)아침이슬,강남식,충청남도 예산군 광시면 월송리 113-1번지 외 3필지,기타 과실ㆍ채소 가공 및 저장 처리업,041-333-9143,041-333-9144,은행가공품
267,농업회사법인(주)예덕,이명자,충청남도 예산군 봉산면 효교리 517-3번지,기타 과실ㆍ채소 가공 및 저장 처리업,041-337-7918,041-337-1689,농산물(건마늘)
389,예당네츄럴팜농업회사법인주식회사,이현옥,충청남도 예산군 고덕면 석곡리 28-6번지,기타 과실ㆍ채소 가공 및 저장 처리업,041-331-5891,041-331-5892,과실착즙음료
394,예산군농산물공동가공센터,예산군수,충청남도 예산군 신암면 종경리 281-83번지,기타 과실ㆍ채소 가공 및 저장 처리업,041-339-7114,,"음료, 잼, 조청"
420,월드냉장식품(주),이남식,충청남도 예산군 예산읍 창소리 234-2 외 11필지,기타 과실ㆍ채소 가공 및 저장 처리업,,,"무말랭이,호박말랭이,고구마말랭이"
447,장림,권오석(QUAN WUXI),충청남도 예산군 삽교읍 가리 437-1 1층(주1),기타 과실ㆍ채소 가공 및 저장 처리업,041-337-6566,041-337-6567,"건조마늘, 마늘분말"
489,진경식품,박진경,충청남도 예산군 대술면 화산리 474번지,기타 과실ㆍ채소 가공 및 저장 처리업,,041-332-2790,과실 분말
502,케이팜 농업회사법인 유한회사,이근복,충청남도 예산군 신암면 종경리 239-1,기타 과실ㆍ채소 가공 및 저장 처리업,,,"스테비아대추방울토마토,스테비아완숙토마토,스테비아애플토마토, 스테비아파프리카"
543,홍미원,심재식,충청남도 예산군 예산읍 관작리 232-19번지,기타 과실ㆍ채소 가공 및 저장 처리업,041-335-8807,041-335-1890,"양배추즙,도라지즙,배즙"
525,한돌,유성옥,충청남도 예산군 신양면 대덕리 68,기타 곡물 가공품 제조업 외 1 종,070-8817-5320,,조림 식품 및 과실 음료
268,농업회사법인(주)찬들,유재분,충청남도 예산군 오가면 오촌리 64-3번지,기타 곡물 가공품 제조업,,,"쌀 튀김류, 사과꿀빵"
270,뉴트라테크(주),류기형,충청남도 예산군 예산읍 예산리 526-2번지,기타 곡물 가공품 제조업,041-330-1122,041-335-5944,건강보조용 스낵
500,충남식품,이선수,충청남도 예산군 봉산면 마교리 357-2번지,기타 곡물 가공품 제조업,041-337-0962,,"쌀,옥수수뻥튀기"
298,럭키서해산업(주),최동일,충청남도 예산군 응봉면 지석리 112-1번지,기타 건축용 플라스틱 조립제품 제조업 외 1 종,041-332-5695,041-332-5698,플라스틱 조립제품(창호 등)
429,이누스(주)예산지점,홍승렬,충청남도 예산군 예산읍 주교리 511-1번지 외 5필지,기타 가정용 전기기기 제조업 외 1 종,041-333-1530,041-331-1530,비데
430,이누스(주)예산지점,김영훈,충청남도 예산군 예산읍 주교리 511-1,기타 가정용 전기기기 제조업 외 1 종,041-333-1530,,비데
413,와이씨컴퍼니(2공장),정인화,충청남도 예산군 신암면 조곡리 180-2번지 외 5필지,기타 1차 비철금속 제조업,,,증착소재
473,주식회사 연화신소재,심상미,충청남도 예산군 예산읍 향천리 227번지,기타 1차 비철금속 제조업,,,"비철류(금,은,동 등)"
422,유성필터산업 주식회사,"정옥두,정재순",충청남도 예산군 오가면 월곡리 20번지,기체 여과기 제조업 외 1 종,041-335-0801,041-335-0804,"냉난방 공조용 필터, 마스크"
370,에이비이씨산업(주),최동혁,충청남도 예산군 고덕면 상몽리 1020번지,기체 여과기 제조업,052-255-9000,052-255-9092,집진설비(환경설비)
334,새일 ENG,오성진,충청남도 예산군 삽교읍 신가리 26-28,기기용 자동측정 및 제어장치 제조업,041-338-5460,,비닐하우스 자동제어기
180,(주)제이엠,조미라,충청남도 예산군 삽교읍 두리 121-3번지 C동,금속탱크 및 저장용기 제조업 외 6 종,041-338-1050,041-338-1055,"물탱크, 정수장비, 수위조절기, 약품투입기 등"
65,(주)말타니메탈,신치호,충청남도 예산군 응봉면 노화리 102-2번지,금속탱크 및 저장용기 제조업 외 2 종,041-331-6688,041-363-5163,"알루미늄제고압,저압 분사기"
363,아원테크,"장혜연, 김인규",충청남도 예산군 삽교읍 두리 121-3번지 B동 1/2,금속선 가공제품 제조업 외 1 종,041-337-7501,050-4033-7502,"용접철망, 토목섬유"
364,아원테크,"장혜연, 김인규",충청남도 예산군 신암면 조곡리 1-19 외 2필지,금속선 가공제품 제조업 외 1 종,041-337-7501,041-337-7502,"용접철망,보행매트,식생매트"
232,(주)형남,김낙영,충청남도 예산군 덕산면 광천리 617번지,금속선 가공제품 제조업,041-337-0244,041-337-0245,"용접철망, 돌망태기"
245,경남산업,유효순,충청남도 예산군 신암면 오산리 3-10번지,금속류 해체 및 선별업 외 3 종,041-333-9961,041-333-9963,폐전선활용
196,(주)충남R&P,이봉근,충청남도 예산군 응봉면 지석리 119-10번지,금속류 해체 및 선별업 외 1 종,041-331-0866,041-331-0869,알루미늄 압축물
323,삼우철강,윤종천,충청남도 예산군 오가면 원평리 4-12번지,금속류 해체 및 선별업 외 1 종,041-335-3005,041-0335-0098,"철판, 철재"
30,(주)다올,정우영,충청남도 예산군 오가면 원평리 4-7 다(D)동,금속 표시판 제조업 외 1 종,041-333-3312,041-333-3313,
113,(주)썬테크놀로지스,최규선,충청남도 예산군 고덕면 오추리 472-2번지,금속 주조 및 기타 야금용 기계 제조업,031-8055-5420,031-354-9669,철강압연롤
206,(주)태진기연,이재장,"충청남도 예산군 고덕면 상몽리 산 36-67번지 일원, BL 3-2",금속 주조 및 기타 야금용 기계 제조업,032-863-0061,032-863-0063,"주조 조형설비, 공해방지설비 등"
193,(주)천둥,최지훈,충청남도 예산군 예산읍 주교리 511-6번지,금속 절삭기계 제조업 외 23 종,041-335-7799,041-335-7733,"밸브, 크레인, 금속절삭 가공기계"
62,(주)리빙키친,홍성욱,충청남도 예산군 삽교읍 상성리 121-3번지,금속 위생용품 제조업 외 2 종,041-338-0504,041-338-0503,"싱크대상판, 금형"
246,경남산업개발(주),나승식,충청남도 예산군 고덕면 대천리 607-4번지,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",041-337-7427,,"금속제창,금속제문틀"
486,중부산업,박대진,충청남도 예산군 예산읍 관작리 322번지,"금속 문, 창, 셔터 및 관련제품 제조업",041-0334-0023,041-334-0025,알루미늄 샤시문
7,(주)경진테크,고석재,충청남도 예산군 삽교읍 두리 121-4번지 외 1필지,금속 단조제품 제조업,041-338-1600,041-338-1603,"TRACK LINK, DIFF GEAR"
324,삼원테크툴 예산지사,유재근,충청남도 예산군 예산읍 신례원리 433번지 충남테크노파크 충남테크노파크 113호,그 외 자동차용 신품 부품 제조업 외 5 종,041-573-4152,,"모터샤프트,등속조인트부품"
38,(주)대솔오시스 예당공장,권민호,충청남도 예산군 고덕면 오추리 855번지,그 외 자동차용 신품 부품 제조업 외 4 종,032-850-1710,032-812-4776,자동차부품 내장재
164,(주)유진정공 예산공장,"홍기표, 홍준우",충청남도 예산군 예산읍 관작리 276-16,그 외 자동차용 신품 부품 제조업 외 4 종,041-621-3355,041-621-3356,MBR-CTR SIDE 외 차량용 프레스 부품
320,삼보오토(주),"이건국, 이태용",충청남도 예산군 응봉면 주령리 406,그 외 자동차용 신품 부품 제조업 외 4 종,031-491-0761,031-491-0764,알루미늄 자동차부품
514,한광코팅센타,한은수,충청남도 예산군 오가면 원평리 4-10번지,그 외 자동차용 신품 부품 제조업 외 4 종,041-332-6316,041-332-3368,자동차부품
19,(주)네오오토,김홍직,충청남도 예산군 삽교읍 두리 121-5번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-337-1730,041-337-1736,변속기부품(피니언기어)
22,(주)네오오토[제2공장],김원일,충청남도 예산군 삽교읍 두리 121-7 외 2필지,그 외 자동차용 신품 부품 제조업 외 3 종,041-337-1730,041-337-1756,자동차변속기부품
53,(주)두리정밀,추경호,충청남도 예산군 예산읍 관작리 276-15번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-334-4605,,"자동차브라켓트부품, 자동차시트부품"
128,(주)에스지글로벌,이의범,충청남도 예산군 예산읍 창소리 193-32번지 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,070-4077-1353,070-4369-2409,자동차시트
135,(주)에프테크, 조교운,충청남도 예산군 예산읍 신례원리 433번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-523-3455,070-4369-7193,용접 전류·전압 모니터링 시스템
162,(주)유동금속,이현제,충청남도 예산군 예산읍 관작리 276-5번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-335-9960,041-335-9963,자동차부품 후레임류
167,(주)은성전자,임상운,충청남도 예산군 삽교읍 월산리 177번지 예산일반산업단지,그 외 자동차용 신품 부품 제조업 외 3 종,041-338-9907,,히터 컨트롤 피시비아세이
316,삼도알엔티,김인순,충청남도 예산군 신암면 조곡리 산 9-39번지 외 3필지,그 외 자동차용 신품 부품 제조업 외 3 종,041-331-7300,031-965-9660,자동차부품(에어콘관련부품)
321,삼보오토(주) 예산공장,이건국,충청남도 예산군 오가면 원천리 1010번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-332-8030,041-332-4640,밋션 케이스
344,세신이엔텍,문태근,충청남도 예산군 예산읍 관작리 276-3번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-335-7491,,"스프링,와이어CNC"
357,신한금속(주),신금순,충청남도 예산군 삽교읍 효림리 553번지 (예산일반산업단지) 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,041-338-9711,031-498-6400,자동차부품
399,예산범퍼,장현희,충청남도 예산군 신암면 계촌리 226-4번지,그 외 자동차용 신품 부품 제조업 외 3 종,,,재생범퍼
425,유진에스엠알시오토모티브테크노 주식회사,"김흥식, 아룬비제이쿠마르",충청남도 예산군 신암면 용궁리 2-5번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-330-6020,,자동차내장부품
528,한영공업(주),홍창수,충청남도 예산군 신암면 예림리 18-1번지,그 외 자동차용 신품 부품 제조업 외 3 종,041-8059-8011,,자동차부품(머플러)
145,(주)영신에프앤에스,안영호,충청남도 예산군 응봉면 주령리 406-1,그 외 자동차용 신품 부품 제조업 외 2 종,041-337-7993,041-337-7994,"엔진, 트랜스미션, 구동부품 등"
431,이레공조(주),장용재,충청남도 예산군 삽교읍 두리 121-2,그 외 자동차용 신품 부품 제조업 외 1 종,041-337-9397,041-337-9399,"자동차부품(공기조화장치,열교환기)"
20,(주)네오오토 예산3공장,김원일,충청남도 예산군 삽교읍 효림리 515번지,그 외 자동차용 신품 부품 제조업,041-337-1730,,자동차변속기부품
21,(주)네오오토 예산공장,김원일,충청남도 예산군 삽교읍 효림리 514번지,그 외 자동차용 신품 부품 제조업,041-337-1730,041-337-1756,자동차 변속기 부품
161,(주)유니크,"안영구, 안정구",충청남도 예산군 삽교읍 효림리 552,그 외 자동차용 신품 부품 제조업,055-340-2026,055-345-2011,자동차부품
186,(주)지-플라텍,명윤철,충청남도 예산군 예산읍 관작리 276-12,그 외 자동차용 신품 부품 제조업,041-334-0802,041-334-0806,자동차용 내/외장재(조립)
295,두리플랜트,임효빈 외 7인,충청남도 예산군 삽교읍 두리 121-2,그 외 자동차용 신품 부품 제조업,,,자동차 열교환기 부품
31,(주)다해산업개발,김영현,충청남도 예산군 대술면 시산리 산 128번지 외 5필지,그 외 기타 플라스틱 제품 제조업 외 3 종,02-749-4512,02-793-4512,무단횡단금지분리대
49,(주)동방리테크,윤선일,충청남도 예산군 대술면 시산리 산 128번지 외 5필지,그 외 기타 플라스틱 제품 제조업 외 2 종,041-480-8700,,"보차도경계블럭, 다용도계단블럭,보도블럭"
91,(주)서진산업,유애자,충청남도 예산군 대술면 630번지,그 외 기타 플라스틱 제품 제조업,041-332-7766,041-331-1952,멜라민접시
522,한국프라스틱㈜,배영희,충청남도 예산군 삽교읍 효림리 508-1번지,그 외 기타 플라스틱 제품 제조업,041-337-6161,053-584-8338,플라스틱 파렛트 등
519,한국에버스톤(주),유희명,충청남도 예산군 삽교읍 효림리 511,그 외 기타 특수목적용 기계 제조업,,041-567-3923,열분해기 생산 조립
23,(주)네오윈시스,정기정,충청남도 예산군 응봉면 송석리 288-2번지 외 3필지,그 외 기타 전자부품 제조업 외 1 종,041-332-3586,,"VTR헤드,커버그라스,아이알휠터,"
165,(주)유티아이,박덕영,충청남도 예산군 응봉면 지석리 126-5번지,그 외 기타 전자부품 제조업 외 1 종,070-4354-7151,041-333-4353,모바일 터치모듈
166,(주)유티아이 제2공장,박덕영,충청남도 예산군 응봉면 지석리 523번지,그 외 기타 전자부품 제조업 외 1 종,041-333-4352,041-333-4353,TSP(터치스크린패널)가공
335,서광전자,이병율,충청남도 예산군 예산읍 주교리 512-1번지,그 외 기타 전자부품 제조업 외 1 종,041-335-6108,041-335-6107,전자식안정기
244,건우전장(주),이건상,충청남도 예산군 오가면 분천리 8-27번지,그 외 기타 전기장비 제조업,041-332-6151,041-332-6153,내연기관용배선
105,(주)신성티엔에프,이용환,충청남도 예산군 삽교읍 효림리 497번지 (예산일반산업단지),그 외 기타 식료품 제조업 외 1 종,041-338-5091,041-338-5094,"농축산물 농축액, 소스"
534,행복마을영농조합법인,서상훈,충청남도 예산군 예산읍 간양리 198번지,그 외 기타 식료품 제조업,041-335-2168,,김치
29,(주)니오졸화학,신명섭,충청남도 예산군 삽교읍 용동리 342-7번지,그 외 기타 분류 안된 화학제품 제조업 외 2 종,041-337-5400,,"세척제, 부동액,워셔액,박리제,하이드라진"
133,(주)에이원케미칼 예산공장,김성률,충청남도 예산군 응봉면 주령리 402번지,그 외 기타 분류 안된 화학제품 제조업 외 2 종,041-337-6358,041-337-6359,"워셔액, 부동액, 브레이크액,  용기 등"
184,(주)주로드케미칼,조성헌,충청남도 예산군 봉산면 대지리 789-2번지,그 외 기타 분류 안된 화학제품 제조업 외 2 종,041-337-9190,041-337-9191,"부동액,세정액"
188,(주)지에프,김형상,충청남도 예산군 고덕면 몽곡리 1016번지 외 1필지,그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-483-2300,031-483-2302,"연소촉진제,주입설비"
242,강남산업,양덕인,충청남도 예산군 봉산면 대지리 789-1번지,그 외 기타 분류 안된 화학제품 제조업 외 2 종,,041-337-9191,"부동액,세정액,브레이크액"
503,케피온(주)예산공장,정희철,충청남도 예산군 고덕면 몽곡리 1026번지 예당일반산업단지내,그 외 기타 분류 안된 화학제품 제조업 외 2 종,041-338-5253,041-338-5254,공업용 세척제
17,(주)남영테크,주평로,충청남도 예산군 삽교읍 효림리 521번지 (예산일반산업단지),그 외 기타 분류 안된 화학제품 제조업 외 1 종,041-338-9691,041-338-9690,"다이케스팅이형제, 연마제, 윤활유"
134,(주)에이치에스켐트론,심한수,충청남도 예산군 고덕면 오추리 831,그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-494-9060,031-494-9061,전자부품용 코팅재료
141,(주)엠케이,박근성,충청남도 예산군 예산읍 주교리 511-14,그 외 기타 분류 안된 화학제품 제조업 외 1 종,041-335-8633,,콘크리트혼화제
265,농업회사법인 토심바이오(주),김용석,충청남도 예산군 신암면 오산리 383-0,그 외 기타 분류 안된 화학제품 제조업 외 1 종,041-334-3008,041-335-3008,축산환경개선제 등
531,한조케미칼,정동희,충청남도 예산군 예산읍 창소리 167번지,그 외 기타 분류 안된 화학제품 제조업 외 1 종,041-334-2977,041-334-2978,"탈청제,청관제"
18,(주)남영테크,주평로,충청남도 예산군 삽교읍 효림리 519-2,그 외 기타 분류 안된 화학제품 제조업,041-338-9691,041-338-9690,"다이캐스팅이형제, 연마제, 윤활유"
46,(주)덕산,박문도,충청남도 예산군 고덕면 오추리 807번지 예당일반산업단지내,그 외 기타 분류 안된 화학제품 제조업,041-337-4488,041-337-4422,점착제
81,(주)비씨에스,차정도,충청남도 예산군 고덕면 상몽리 1031-1,그 외 기타 분류 안된 화학제품 제조업,041-8687-1080,,활성탄
117,(주)아코캠,황윤익,충청남도 예산군 고덕면 몽곡리 1015,그 외 기타 분류 안된 화학제품 제조업,031-493-6338,031-493-2339,수용성이형제
131,(주)에어졸플러스,문순호,충청남도 예산군 고덕면 오추리 866,그 외 기타 분류 안된 화학제품 제조업,,,"세척제, 방청유, 코팅제"
139,(주)엠에스머트리얼즈 제2공장,"전청민, 지양훈",충청남도 예산군 고덕면 몽곡리 1027번지,그 외 기타 분류 안된 화학제품 제조업,041-856-5551,041-856-5561,반도체증착재료
155,(주)와이파인텍 ,김은겸,충청남도 예산군 고덕면 상몽리 1012,그 외 기타 분류 안된 화학제품 제조업,043-233-4677,043-233-4678,활성탄
172,(주)이수카본,진재영,충청남도 예산군 고덕면 상몽리 1040,그 외 기타 분류 안된 화학제품 제조업,02-2613-8778,0504-368-4016,활성탄
217,(주)하이퍼케미,허인환,충청남도 예산군 고덕면 오추리 874,그 외 기타 분류 안된 화학제품 제조업,,,냉각수계 부식 및 스케일 방지제
361,씨에스아이엠(주),류현정,충청남도 예산군 고덕면 오추리 872-1번지,그 외 기타 분류 안된 화학제품 제조업,041-337-0880,041-337-0881,"의약품중간재, 전자재료 등"
362,씨에스아이엠(주),류현정,충청남도 예산군 고덕면 오추리 872번지,그 외 기타 분류 안된 화학제품 제조업,070-4335-1591,031-604-6500,"전자재료, 의약품중간체 등"
416,우창실업(주),박민숙,충청남도 예산군 삽교읍 효림리 524번지,그 외 기타 분류 안된 화학제품 제조업,041-664-6671,041-664-6674,PVC안정제
92,(주)선일,김남택,충청남도 예산군 봉산면 대지리 787-3번지 외 1필지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,041-337-8548,,"슬러그안정재, 철강조재제"
227,(주)한일씨앤씨,최근덕,충청남도 예산군 대술면 시산리 521-1번지 외 1필지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,,,활성탄
463,주식회사 대경이엔씨,이석원,충청남도 예산군 신암면 계촌리 233번지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,041-331-9922,0505-341-9922,미끄럼방지포장재
505,코리아세콤(주),박준태,충청남도 예산군 오가면 원평리 4-10번지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,041-331-2241,041-331-2243,인공경량골재
307,미성산업(주),김덕영,충청남도 예산군 고덕면 대천리 13-21번지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 2 종,041-337-5979,041-337-5643,"단열재원료, 질석, 퍼라이트, 상토, 토양개량제, 유기질 비료"
210,(주)페트로산업,김형순,충청남도 예산군 고덕면 오추리 835번지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,041-337-9071,041-338-9071,방수자재
124,(주)에스엘레전드,강춘호,충청남도 예산군 고덕면 오추리 472-2번지,그 외 기타 분류 안된 비금속 광물제품 제조업,02-529-7481,02-529-7480,"나노,편직불"
297,디와이포장건설(주),박대호,충청남도 예산군 오가면 원평리 4-35번지,그 외 기타 분류 안된 비금속 광물제품 제조업,041-404-7090,041-404-7091,"도막형바닥재, 미끄럼방지포장재"
233,(주)화성스틸판넬,김상구,충청남도 예산군 고덕면 오추리 798번지 (예당일반산업단지),그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,031-655-9333,031-654-9333,"건축용샌드위치패널, 스티로폼"
68,(주)메이플캐미칼,나근옥,충청남도 예산군 고덕면 오추리 799번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,041-338-8633,041-338-8644,건축용스티로폼
100,(주)솔앤테크,정승철,충청남도 예산군 고덕면 오추리 796번지,그 외 기타 분류 안된 금속 가공 제품 제조업,041-388-2212,,조립식판넬
224,(주)한솔패널시스템,김상구,충청남도 예산군 고덕면 오추리 798번지,그 외 기타 분류 안된 금속 가공 제품 제조업,041-338-7633,041-338-7644,건축용 판넬
423,유스코(주),우중환,충청남도 예산군 고덕면 상몽리 1014번지,그 외 기타 분류 안된 금속 가공 제품 제조업,,,스틸 파렛트
462,주식회사 니스,정재근,충청남도 예산군 응봉면 노화리 222-7번지,그 외 기타 나무제품 제조업,041-333-8438,041-333-8437,생태교육용 교구
379,엔에이치스틸(주),조남호,충청남도 예산군 고덕면 몽곡리 1023,그 외 기타 금속가공업,,,"칼라강판, GI강판, EGI강판 등"
442,일신그린철강(주),송점규,충청남도 예산군 고덕면 상몽리 산 36-67번지 BL 3-4,그 외 기타 금속가공업,02-6265-0303,02-6265-0305,가공철근
156,(주)우림조경산업개발,이경자,충청남도 예산군 덕산면 대동리 70-1번지,그 외 기타 고무제품 제조업 외 3 종,041-337-6660,041-337-0087,"우레탄제조, 놀이·조경시설, 그외목제품"
136,(주)엔에쓰씨,노병문,충청남도 예산군 삽교읍 상하리 391-2,구조용 금속 판제품 및 공작물 제조업 외 7 종,041-334-8003,041-334-8004,"산업디자인,실사출력,현수막,LED조립,금속공예조립"
479,주식회사 충남기업,정기석,충청남도 예산군 고덕면 대천리 474-1,구조용 금속 판제품 및 공작물 제조업 외 6 종,041-338-1479,041-338-0860,"파형강관,이형강관(파형강관이음관)"
203,(주)태산기업,서지연,충청남도 예산군 봉산면 효교리 143-21번지,구조용 금속 판제품 및 공작물 제조업 외 4 종,041-545-8998,041-544-3457,"차선분리대,차양막,볼라드,휀스"
483,주식회사 해솔테크,김애란,충청남도 예산군 신암면 계촌리 181-12,구조용 금속 판제품 및 공작물 제조업 외 3 종,044-867-1316,044-867-3202,"차양, 금속제울타리"
115,(주)아루미존,허성우,,구조용 금속 판제품 및 공작물 제조업 외 2 종,032-873-2881,032-873-2880,"난간, 휀스"
339,선진금속,김광중,충청남도 예산군 고덕면 오추리 472-2번지,구조용 금속 판제품 및 공작물 제조업 외 1 종,031-498-1118,,철구조물
84,(주)삼은산업,김수남,충청남도 예산군 응봉면 303번지,구조용 금속 판제품 및 공작물 제조업,041-332-4322,041-332-4324,타일벽프레임
152,(주)오천피에스텍,박종희,충청남도 예산군 고덕면 상몽리 1043,구조용 금속 판제품 및 공작물 제조업,041-522-5811,,조립식 건축자재
286,더존메탈,허병갑,충청남도 예산군 삽교읍 수촌리 299-1,구조용 금속 판제품 및 공작물 제조업,041-337-8272,,"금속제기타울타리, 가로수 보호판"
