연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
479,주식회사 어나더레벨,벤처투자유형,충청남도 천안시,정보처리S/W,포털 및 기타 인터넷 정보 매개 서비스업,서비스플랫폼,벤처기업확인기관
619,주식회사 플레이어원컴퍼니,벤처투자유형,충청남도 천안시,제조업,커피 가공업,"서비스업, 관상어 도소매업",벤처기업확인기관
406,인터아이오티 주식회사,벤처투자유형,충청남도 서산시,기타,사업시설 유지ㆍ관리 서비스업,서비스,벤처기업확인기관
662,주식회사 마카네이쳐,혁신성장유형,충청남도 태안군,제조업,화장품 제조업,"샴푸바, 샴푸바 만들기 키트",벤처기업확인기관
1199,(주)엠이지발효연구원,혁신성장유형,충청남도 서산시,제조업,표면 광택제 및 실내 가향제 제조업,생활용탈취제,벤처기업확인기관
934,주식회사 케이비바이오텍,혁신성장유형,충청남도 천안시,제조업,설치용 및 위생용 플라스틱제품 제조업,생분해 비닐장갑,벤처기업확인기관
574,㈜보람씨앤에치,혁신성장유형,충청남도 논산시,제조업,위생용 종이제품 제조업,생리대,벤처기업확인기관
92,주식회사 유앤미스마트팜농업회사법인,혁신성장유형,충청남도 논산시,제조업,식물성 유지 제조업,"생들기름, 생참기름",벤처기업확인기관
262,미미주,혁신성장유형,충청남도 서산시,제조업,과자류 및 코코아 제품 제조업,"생강청, 생강칩",벤처기업확인기관
378,에이치피코리아 주식회사,혁신성장유형,충청남도 예산군,제조업,구조용 금속 판제품 및 공작물 제조업,샌드위치판넬,벤처기업확인기관
1282,경흥건업(주),혁신성장유형,충청남도 천안시,제조업,기타 구조용 금속제품 제조업,샌드위치판넬,벤처기업확인기관
959,농업회사법인주식회사케이진바이오,혁신성장유형,충청남도 논산시,"농,어,임,광업",기타 작물 재배업,새싹인삼,벤처기업확인기관
634,케이젠주식회사,혁신성장유형,충청남도 천안시,제조업,농업 및 임업용 기계 제조업,새싹앤 단백질 쉐이크,벤처기업확인기관
897,㈜천둥,혁신성장유형,충청남도 예산군,제조업,액체 여과기 제조업,"상하수처리기기,제진기,슬러지수집기",벤처기업확인기관
7,리니어 주식회사,혁신성장유형,충청남도 부여군,제조업,부직포 및 펠트 제조업,상하수도 보수용 튜브,벤처기업확인기관
515,신기산업(주),혁신성장유형,충청남도 청양군,기타,지정 외 폐기물 처리업,"상토,부숙토,퇴비외",벤처기업확인기관
256,주식회사 참그로 농업회사법인,혁신성장유형,충청남도 홍성군,제조업,유기질 비료 및 상토 제조업,상토,벤처기업확인기관
688,건일스틸,혁신성장유형,충청남도 천안시,제조업,"도금, 착색 및 기타 표면 처리 강재 제조업",상수도용 도복장강관,벤처기업확인기관
1227,한국종합철관(주),혁신성장유형,충청남도 천안시,제조업,강관 제조업,"상,하수도강관 제조",벤처기업확인기관
974,디와이씨 바이오(DYC-BIO),혁신성장유형,충청남도 홍성군,제조업,화학 살균ㆍ살충제 및 농업용 약제 제조업,"살균제, 악취절감시스템",벤처기업확인기관
856,주식회사 영진기계,혁신성장유형,충청남도 당진시,제조업,그 외 기타 특수 목적용 기계 제조업,산업자동화관련기계,벤처기업확인기관
165,㈜디코,혁신성장유형,충청남도 천안시,제조업,산업 처리공정 제어장비 제조업,산업자동화 시스템머신비전 센서자동화),벤처기업확인기관
778,주식회사 에스엔디솔루션,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,산업자동화 소프트웨어,벤처기업확인기관
145,㈜대양플라텍,혁신성장유형,충청남도 당진시,제조업,"플라스틱 선, 봉, 관 및 호스 제조업",산업용플라스틱관,벤처기업확인기관
1035,주식회사애니원,혁신성장유형,충청남도 천안시,제조업,플라스틱 접착처리 제품 제조업,산업용테이프,벤처기업확인기관
1019,(주)한솔일렉트로닉스,혁신성장유형,충청남도 천안시,제조업,전동기 및 발전기 제조업,"산업용제습기, 산업용에어컨, 원적외선튜브히터",벤처기업확인기관
627,주식회사 한길엔씨티,혁신성장유형,충청남도 천안시,제조업,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",산업용접착테이프,벤처기업확인기관
1250,주식회사 동부켐텍,혁신성장유형,충청남도 예산군,제조업,접착제 및 젤라틴 제조업,산업용접착제,벤처기업확인기관
403,에스아이티㈜,연구개발유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,산업용자동화설비,벤처기업확인기관
167,주식회사 태신프라미스,연구개발유형,충청남도 아산시,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,산업용부자재제조,벤처기업확인기관
83,㈜동광보일러,혁신성장유형,충청남도 아산시,제조업,산업용 난방보일러 및 방열기 제조업,산업용보일러,벤처기업확인기관
281,㈜보성산업롤,혁신성장유형,충청남도 금산군,제조업,산업용 그 외 비경화 고무제품 제조업,산업용롤외,벤처기업확인기관
1146,주식회사 아라,혁신성장유형,충청남도 천안시,제조업,산업용 로봇 제조업,산업용로봇관련 주변장치 제작외 설치 시스템 구축,벤처기업확인기관
442,주식회사 로텍아이엔티,혁신성장유형,충청남도 아산시,제조업,산업용 로봇 제조업,산업용로봇 자동화설비,벤처기업확인기관
1278,㈜디자인메카,연구개발유형,충청남도 아산시,제조업,톱 및 호환성 공구 제조업,"산업용나이프, 특수베어링",벤처기업확인기관
743,지엠기공 주식회사,연구개발유형,충청남도 계룡시,제조업,그 외 기타 일반 목적용 기계 제조업,산업용기계 및 부품 제조,벤처기업확인기관
1216,탐코리아 주식회사,혁신성장유형,충청남도 당진시,제조업,그 외 기타 1차 철강 제조업,산업용기계,벤처기업확인기관
255,㈜케이테크,혁신성장유형,충청남도 당진시,제조업,금속 탱크 및 저장 용기 제조업,산업용가열로,벤처기업확인기관
1028,(주)케이에어,연구개발유형,충청남도 천안시,제조업,공기 조화장치 제조업,"산업용,가정용,특수목적건물용,자동차용 공기순환기(열회수형환기장치)제조",벤처기업확인기관
566,주식회사 테라랩스,혁신성장유형,충청남도 아산시,제조업,기타 주변 기기 제조업,"산업용 카메라 유통, 레이저 소스 및 검사 장비 유통 판매",벤처기업확인기관
524,주식회사 웨코,연구개발유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,산업용 자동화 장비 외,벤처기업확인기관
344,주식회사 동해기업,혁신성장유형,충청남도 천안시,제조업,산업용 냉장 및 냉동장비 제조업,산업용 업소용냉동 냉장 쇼케이스,벤처기업확인기관
1033,한국터보기술 주식회사,혁신성장유형,충청남도 금산군,제조업,산업용 송풍기 및 배기장치 제조업,산업용 송풍기,벤처기업확인기관
1240,(주)건지이엔지,혁신성장유형,충청남도 당진시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,산업용 배관 제작,벤처기업확인기관
65,㈜우심시스템,혁신성장유형,충청남도 홍성군,제조업,컴퓨터 프린터 제조업,산업용 모바일 프린터,벤처기업확인기관
985,한양로보틱스(주),벤처투자유형,충청남도 홍성군,제조업,산업용 로봇 제조업,"산업용 로봇, 자동화장비",벤처기업확인기관
101,㈜아스토,혁신성장유형,충청남도 천안시,제조업,산업용 로봇 제조업,산업용 로봇 자동화기기,벤처기업확인기관
750,(주)케이엠 티엘에스,연구개발유형,충청남도 아산시,제조업,산업용 로봇 제조업,산업용 로봇 및 위치센서,벤처기업확인기관
584,주식회사동성이엔지,혁신성장유형,충청남도 천안시,제조업,산업용 냉장 및 냉동장비 제조업,"산업용 냉장 및 냉동장비,천정형에어컨 세척장비",벤처기업확인기관
184,㈜지명,혁신성장유형,충청남도 서천군,제조업,산업용 냉장 및 냉동장비 제조업,산업용 냉동기,벤처기업확인기관
398,(주) 세라코,연구개발유형,충청남도 천안시,제조업,암면 및 유사 제품 제조업,산업용 내화단열재,벤처기업확인기관
1108,(주)이모디엄,혁신성장유형,충청남도 아산시,제조업,그 외 자동차용 신품 부품 제조업,산업안전관리 플랫폼,벤처기업확인기관
943,주식회사 지로보틱스,연구개발유형,충청남도 천안시,제조업,산업용 로봇 제조업,산업로보트 자동화시스템,벤처기업확인기관
416,주식회사성심산업,혁신성장유형,충청남도 천안시,제조업,그 외 기타 일반 목적용 기계 제조업,산업기계수처리설비공사,벤처기업확인기관
203,㈜이앤에프플랜트,혁신성장유형,충청남도 천안시,제조업,그 외 기타 특수 목적용 기계 제조업,"산업기계,폐기물건조기,저장탱크",벤처기업확인기관
158,씨엔비산업㈜,연구개발유형,충청남도 금산군,제조업,그 외 기타 특수 목적용 기계 제조업,산업기계 산업플랜트,벤처기업확인기관
880,예스에프에이주식회사,혁신성장유형,충청남도 천안시,제조업,산업 처리공정 제어장비 제조업,산업 처리공정 제어장비 제조업,벤처기업확인기관
170,주식회사 퓨리텍,혁신성장유형,충청남도 아산시,제조업,공기 조화장치 제조업,산소발생기,벤처기업확인기관
389,가스켐 테크놀로지㈜,혁신성장유형,충청남도 천안시,제조업,산업용 가스 제조업,산소 질소 알곤 탄산 헬륨 수소 ,벤처기업확인기관
1198,농업회사법인 주식회사 한솔루트원,혁신성장유형,충청남도 당진시,"농,어,임,광업",축산 관련 서비스업,"산란계, 육계",벤처기업확인기관
577,㈜한성넥스,혁신성장유형,충청남도 논산시,제조업,기타 목재 가구 제조업,사무용가구 침대 매트리스,벤처기업확인기관
1236,(주)단바이오텍,혁신성장유형,충청남도 천안시,제조업,단미사료 및 기타 사료 제조업,"사료,식료품,알가공품 제조/달걀,건강기능식품,동물약품 도소매",벤처기업확인기관
808,주식회사 오에스피,벤처투자유형,충청남도 논산시,제조업,단미사료 및 기타 사료 제조업,사료,벤처기업확인기관
1214,㈜참조은에스에프,혁신성장유형,충청남도 공주시,제조업,빵류 제조업,"빵,과자,떡, 초콜릿",벤처기업확인기관
507,(주)고려산업,혁신성장유형,충청남도 공주시,제조업,액체 여과기 제조업,"빗물이용시설, 비점오염저감시설 외",벤처기업확인기관
208,㈜다인내추럴,연구개발유형,충청남도 천안시,제조업,건강 기능식품 제조업,비타민,벤처기업확인기관
111,에코비젼21,혁신성장유형,충청남도 천안시,제조업,그 외 기타 일반 목적용 기계 제조업,비점오염저감시설 및 유수분리시설 제조,벤처기업확인기관
240,㈜하나비전테크,혁신성장유형,충청남도 천안시,연구개발서비스,전기ㆍ전자공학 연구개발업,비전검사장비,벤처기업확인기관
1126,주식회사 인비보,연구개발유형,충청남도 논산시,연구개발서비스,의학 및 약학 연구개발업,비임상시험,벤처기업확인기관
194,한국의학레이저임상시험원 주식회사,혁신성장유형,충청남도 천안시,기타,"기타 기술 시험, 검사 및 분석업","비임상 및 임상시험 대행, 의학연구개발, 연구대행",벤처기업확인기관
274,㈜친환경,혁신성장유형,충청남도 아산시,제조업,유기질 비료 및 상토 제조업,"비료, 사료",벤처기업확인기관
1204,㈜두비원,벤처투자유형,충청남도 예산군,기타,지정 외 폐기물 처리업,비료,벤처기업확인기관
80,㈜정우소재,연구개발유형,충청남도 부여군,"농,어,임,광업",그 외 기타 비금속광물 광업,비내화시멘트모르타르,벤처기업확인기관
746,(주) 지스코,연구개발유형,충청남도 천안시,"농,어,임,광업",그 외 기타 비금속광물 광업,비내화모르타르,벤처기업확인기관
20,엠에이치솔루션,연구개발유형,충청남도 천안시,제조업,광학 렌즈 및 광학 요소 제조업,비구면유리렌즈,벤처기업확인기관
1201,주식회사 에이치앤케이,혁신성장유형,충청남도 서산시,건설운수,그 외 기타 건축 마무리 공사업,비계 설치 및 해체,벤처기업확인기관
590,(주)제이에스토탈테크,혁신성장유형,충청남도 서산시,건설운수,건물 및 구축물 해체 공사업,비계 구조물  설치 및 해체 사업,벤처기업확인기관
681,주식회사 신우기계,혁신성장유형,충청남도 금산군,제조업,자동차용 신품 제동장치 제조업,브레이크 켈리퍼용 피스톤,벤처기업확인기관
22,(주)제이디오토모티브,혁신성장유형,충청남도 아산시,제조업,그 외 자동차용 신품 부품 제조업,브레이크 부품,벤처기업확인기관
123,주식회사 은성전장,혁신성장유형,충청남도 홍성군,제조업,그 외 자동차용 신품 부품 제조업,"브러쉬카드 ASM,  PCB ASM",벤처기업확인기관
886,주식회사 뷰티파이,혁신성장유형,충청남도 천안시,도소매업,"화장품, 비누 및 방향제 소매업",뷰티 플랫폼 개발,벤처기업확인기관
989,젠클루,혁신성장유형,충청남도 천안시,제조업,기타 기초 무기화학 물질 제조업,"불연재, 열교환코팅재",벤처기업확인기관
502,수양켐텍,혁신성장유형,충청남도 예산군,제조업,석유화학계 기초 화학 물질 제조업,불소실리콘이형제 외,벤처기업확인기관
1123,주식회사 석우,혁신성장유형,충청남도 천안시,제조업,산업 처리공정 제어장비 제조업,분체이송장치부품 등,벤처기업확인기관
705,엔에이티엠 주식회사,연구개발유형,충청남도 천안시,제조업,분말 야금제품 제조업,분말야금제품제조업,벤처기업확인기관
1258,주식회사 이레에코텍,혁신성장유형,충청남도 천안시,제조업,액체 여과기 제조업,분리막 및  액체여과기,벤처기업확인기관
324,비엔케이 주식회사,혁신성장유형,충청남도 천안시,제조업,부직포 및 펠트 제조업,부직포 산업용필터,벤처기업확인기관
464,주식회사 대성에프앤비,혁신성장유형,충청남도 태안군,제조업,기타 선박 건조업,부잔교 해상부유구조물,벤처기업확인기관
465,주식회사 코스모산전,혁신성장유형,충청남도 금산군,제조업,전기회로 접속장치 제조업,부스덕트태양광 수배전반,벤처기업확인기관
1009,주식회사 유프로젝트,벤처투자유형,충청남도 천안시,기타,경영 컨설팅업,부동산 가치평가 모델,벤처기업확인기관
729,(주)이앤에스시스템,혁신성장유형,충청남도 천안시,제조업,"탭, 밸브 및 유사 장치 제조업",부단수차단 및 천공 관련 장비,벤처기업확인기관
39,에스엠씨케미칼㈜,혁신성장유형,충청남도 아산시,제조업,그 외 기타 분류 안된 화학제품 제조업,복합유기탄소원,벤처기업확인기관
755,주식회사씨엠산업,혁신성장유형,충청남도 아산시,제조업,"플라스틱 선, 봉, 관 및 호스 제조업",복합소재패널,벤처기업확인기관
144,인동첨단소재㈜,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,복합그라파이트시트,벤처기업확인기관
37,㈜대진글라스,벤처투자유형,충청남도 천안시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,복층유리,벤처기업확인기관
561,주식회사명배메탈,혁신성장유형,충청남도 예산군,제조업,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","보호필림 제조업(산업용보호필림,가전용보호필림,비철금속용 보호필림)",벤처기업확인기관
845,(주)재성글로벌,혁신성장유형,충청남도 서천군,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,보호테이프 외,벤처기업확인기관
217,㈜에스씨아이,연구개발유형,충청남도 홍성군,제조업,단미사료 및 기타 사료 제조업,보조사료단미사료,벤처기업확인기관
1205,(주)은진바이오,혁신성장유형,충청남도 천안시,제조업,단미사료 및 기타 사료 제조업,"보조사료, 사료첨가제",벤처기업확인기관
782,선바이오㈜,연구개발유형,충청남도 천안시,제조업,단미사료 및 기타 사료 제조업,보조사료,벤처기업확인기관
1060,우리종합산업 주식회사,혁신성장유형,충청남도 천안시,제조업,기타 플라스틱 발포 성형제품 제조업,"보온재,완충재,충격완화재",벤처기업확인기관
1275,온,혁신성장유형,충청남도 아산시,제조업,방송장비 제조업,보안용카메라영상감시장치,벤처기업확인기관
833,주식회사 세종이엔티,혁신성장유형,충청남도 논산시,건설운수,"보링, 그라우팅 및 관정 공사업",보링그라우팅공사업,벤처기업확인기관
401,대영이엔씨,연구개발유형,충청남도 천안시,기타,지질 조사 및 탐사업,보고서,벤처기업확인기관
100,㈜삼이씨앤지,혁신성장유형,충청남도 공주시,제조업,"콘크리트 타일, 기와, 벽돌 및 블록 제조업","보,차도용 투수블록",벤처기업확인기관
1097,주식회사 바른본,벤처투자유형,충청남도 논산시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",병원행정관리 컨설팅,벤처기업확인기관
718,주식회사 로컬링크,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,병원콕,벤처기업확인기관
613,(주)아주르852,혁신성장유형,충청남도 천안시,도소매업,화장품 및 화장용품 도매업,"병원컨설팅,화장품, 미용기기",벤처기업확인기관
227,주식회사 스킨그랩,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,"병원용 의료기기, 개인용 미용기기",벤처기업확인기관
905,주식회사  가온해,혁신성장유형,충청남도 논산시,제조업,변압기 제조업,변압기 및 변압기 부속품,벤처기업확인기관
367,태영세라믹주식회사,혁신성장유형,충청남도 당진시,제조업,타일 및 유사 비내화 요업제품 제조업,벽타일바닥타일,벤처기업확인기관
1226,한국벤토나이트㈜,혁신성장유형,충청남도 예산군,제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,벤토나이트외,벤처기업확인기관
21,㈜휘드베스트,혁신성장유형,충청남도 천안시,제조업,단미사료 및 기타 사료 제조업,베스트리버,벤처기업확인기관
322,주식회사 툰잉,벤처투자유형,충청남도 천안시,기타,번역 및 통역 서비스업,번역 시스템 및 웹툰 번역물,벤처기업확인기관
1251,주식회사 티이케이,혁신성장유형,충청남도 천안시,제조업,전시 및 광고용 조명장치 제조업,"버스정보안내기(BIT), LED전광판",벤처기업확인기관
537,농업회사법인주식회사 뜰아채,혁신성장유형,충청남도 천안시,"농,어,임,광업",임업 관련 서비스업,버섯류아위버섯,벤처기업확인기관
297,다움,혁신성장유형,충청남도 천안시,제조업,장류 제조업,버섯간장,벤처기업확인기관
394,농업회사법인 주식회사 명품버섯,혁신성장유형,충청남도 공주시,"농,어,임,광업","채소, 화훼 및 과실작물 시설 재배업",버섯,벤처기업확인기관
652,(주)지브이케이,연구개발유형,충청남도 태안군,건설운수,일반 전기 공사업,밸브 및 계장기기,벤처기업확인기관
1118,㈜대명,혁신성장유형,충청남도 아산시,제조업,"탭, 밸브 및 유사 장치 제조업",밸브,벤처기업확인기관
772,주식회사 인세코,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,배터리 보호소자,벤처기업확인기관
912,(주)신원전기,혁신성장유형,충청남도 금산군,제조업,배전반 및 전기 자동제어반 제조업,"배전반, 전동기제어반, 분전반, 자동제어반",벤처기업확인기관
1087,(주)룩스일렉트릭,벤처투자유형,충청남도 천안시,제조업,배전반 및 전기 자동제어반 제조업,배전반 외함,벤처기업확인기관
1276,주식회사 피엠큐,혁신성장유형,충청남도 천안시,제조업,기타 운동 및 경기용구 제조업,"배드민턴라켓, 스포츠의류",벤처기업확인기관
925,주식회사 대영이엔씨,혁신성장유형,충청남도 아산시,제조업,일반 철물 제조업,배관제작및용접,벤처기업확인기관
679,(주)혜준이엔씨,벤처투자유형,충청남도 천안시,제조업,그 외 기타 일반 목적용 기계 제조업,배관제작 및 철구조물제작,벤처기업확인기관
642,주식회사 세원케이,혁신성장유형,충청남도 아산시,제조업,구조용 금속 판제품 및 공작물 제조업,배관제작 및 설치 공사,벤처기업확인기관
307,㈜진성이엔지,혁신성장유형,충청남도 아산시,건설운수,배관 및 냉ㆍ난방 공사업,배관설비,벤처기업확인기관
931,(주)에프이엔지니어링,혁신성장유형,충청남도 천안시,제조업,강관 가공품 및 관 연결구류 제조업,배관,벤처기업확인기관
99,㈜제일방화문,혁신성장유형,충청남도 천안시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업",방화문후레임등,벤처기업확인기관
1148,주식회사 다가에프에스,벤처투자유형,충청남도 아산시,건설운수,"미장, 타일 및 방수 공사업",방화구획 공사 및 내화충진 공사,벤처기업확인기관
492,주식회사 태산,혁신성장유형,충청남도 부여군,제조업,구조용 금속 판제품 및 공작물 제조업,방음판,벤처기업확인기관
185,㈜소리지오,혁신성장유형,충청남도 천안시,제조업,기타 건축용 나무제품 제조업,방음실,벤처기업확인기관
419,㈜대륙정공,혁신성장유형,충청남도 천안시,제조업,자동차용 신품 조향장치 및 현가장치 제조업,방위산업 부품 자동차 부품 검사구,벤처기업확인기관
1046,대명물산 주식회사,혁신성장유형,충청남도 금산군,제조업,기타 기초 무기화학 물질 제조업,방습제,벤처기업확인기관
59,네오에버텍㈜,혁신성장유형,충청남도 아산시,제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,"방수자재, 건축자재",벤처기업확인기관
24,한본인더스트리㈜,혁신성장유형,충청남도 아산시,제조업,그 외 기타 분류 안된 화학제품 제조업,방수자재,벤처기업확인기관
832,주식회사  성원이엔텍,혁신성장유형,충청남도 금산군,건설운수,"미장, 타일 및 방수 공사업","방수공사,바닥재공사",벤처기업확인기관
586,주식회사 에이엠피,혁신성장유형,충청남도 공주시,제조업,기타 무선 통신장비 제조업,방송영상장비,벤처기업확인기관
670,주식회사 와니버스(waniverse),벤처투자유형,충청남도 천안시,기타,일반 영화 및 비디오물 제작업,방송 영상 콘텐츠,벤처기업확인기관
482,피드업,벤처투자유형,충청남도 논산시,제조업,단미사료 및 기타 사료 제조업,발효대두박,벤처기업확인기관
140,중부네트,혁신성장유형,충청남도 천안시,제조업,폴리스티렌 발포 성형제품 제조업,발포폴리스틸렌 성형용기,벤처기업확인기관
645,젠트리 주식회사,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,반려동물 건강관리 플랫폼,벤처기업확인기관
358,㈜노즈워크,벤처투자유형,충청남도 천안시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,반려동물 IT용품 및 영양제,벤처기업확인기관
966,주식회사 페이도,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체테스트보드,벤처기업확인기관
1158,주식회사 에이티에스,연구개발유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체제조장비, 전자부품",벤처기업확인기관
1037,주식회사 에이엔티시스템,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"반도체제조기기 전기,전자부품",벤처기업확인기관
545,주식회사 다인시스템,혁신성장유형,충청남도 아산시,제조업,배전반 및 전기 자동제어반 제조업,반도체전기제어반고속철도용제어반제조,벤처기업확인기관
939,(주)어썸리드,혁신성장유형,충청남도 아산시,제조업,그 외 기타 금속 가공업,반도체장비표면처리,벤처기업확인기관
370,㈜탑텍,혁신성장유형,충청남도 천안시,제조업,구조용 금속 판제품 및 공작물 제조업,반도체장비외,벤처기업확인기관
1233,주식회사 쎌텍,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체장비부품및산업용기계장비제작,벤처기업확인기관
180,대운ENG,혁신성장유형,충청남도 아산시,제조업,절삭 가공 및 유사 처리업,"반도체장비부품 saw tool, conversion kit 외",벤처기업확인기관
873,JNC-TECH,혁신성장유형,충청남도 아산시,제조업,기타 가공 공작기계 제조업,반도체장비부품,벤처기업확인기관
684,(주)디케이에스,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,반도체장비. 디스플레이장비,벤처기업확인기관
64,㈜성신이엔지,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"반도체장비 조립,자동화물류시설",벤처기업확인기관
338,파워오토로보틱스(주),혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체장비 제조, 산업용로봇, 인공지능(AI)소프트웨어",벤처기업확인기관
1135,주식회사 엘림,혁신성장유형,충청남도 아산시,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,"반도체장비 부품, 디스플레이장비 부품, 자동차 부품",벤처기업확인기관
1206,인세미텍 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체장비 및 정밀공작기계,벤처기업확인기관
649,예랑테크 주식회사,연구개발유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체장비 및 자동화설비,벤처기업확인기관
536,주식회사 예인,혁신성장유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,반도체장비 및 소부재,벤처기업확인기관
673,주식회사 온,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체장비 ,벤처기업확인기관
71,주식회사 더블류제이,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체장비,벤처기업확인기관
676,유니온테크(주),연구개발유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체장비,벤처기업확인기관
682,주식회사 세크윈,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체장비,벤처기업확인기관
237,주식회사 지나테크,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체자동화장비,벤처기업확인기관
862,에이엠티㈜,연구개발유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체자동화장비,벤처기업확인기관
195,로움하이텍㈜,연구개발유형,충청남도 천안시,제조업,감광 재료 및 관련 화학제품 제조업,반도체용 포토레지스트 소재,벤처기업확인기관
817,(주) 셀릭,벤처투자유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,반도체용 잉곳,벤처기업확인기관
149,㈜퀀텀테크,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체엘시디 장비부품,벤처기업확인기관
953,주식회사 포톤,벤처투자유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,"반도체세정장비 , Inline장비, Edge Grinder외",벤처기업확인기관
860,엠에스티 유한회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체설비, N2공급장치, 용접",벤처기업확인기관
245,BMT(비엠티),혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체설비 부품가공,벤처기업확인기관
200,㈜포스텔,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체설비 부품,벤처기업확인기관
1114,주식회사 에이치솔,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체설비 부품,벤처기업확인기관
971,주식회사 신우텍,혁신성장유형,충청남도 천안시,제조업,절삭 가공 및 유사 처리업,"반도체부품,레이저임가공제관",벤처기업확인기관
570,에이피텍 (주),혁신성장유형,충청남도 아산시,제조업,절삭 가공 및 유사 처리업,반도체부품 및 장비,벤처기업확인기관
47,주식회사 하이셈테크놀로지,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체부품,벤처기업확인기관
735,주식회사  백천기업,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체부품,벤처기업확인기관
177,㈜해동,연구개발유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,반도체및디스플레이제조설비,벤처기업확인기관
775,㈜피엔피,연구개발유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체및디스플레이 공정용 설비,벤처기업확인기관
466,아담스,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체물류장비, Vision검사장비",벤처기업확인기관
390,삼원폴리텍(주),혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체디스플레이장비외,벤처기업확인기관
1113,주식회사 케이제이,혁신성장유형,충청남도 아산시,제조업,구조용 금속 판제품 및 공작물 제조업,반도체디스플레이외프레임제작,벤처기업확인기관
381,자평테크 주식회사,혁신성장유형,충청남도 천안시,제조업,그 외 기타 일반 목적용 기계 제조업,반도체디스플레이 자동화 장비,벤처기업확인기관
413,주식회사 피엠티,연구개발유형,충청남도 아산시,제조업,"전자기 측정, 시험 및 분석 기구 제조업",반도체검사장치(Probe Card),벤처기업확인기관
714,하이쎄미코㈜,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체PCB 제조 장비도금현상기,벤처기업확인기관
1070,주식회사 이원이엔지,혁신성장유형,충청남도 천안시,건설운수,배관 및 냉ㆍ난방 공사업,반도체/플랜트/바이오 기계설비공사,벤처기업확인기관
496,주식회사 에스지티,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체/디스플레이 장비 제조 및 부품 가공,벤처기업확인기관
