연번,회사명,주소,종업원수,전화번호,팩스번호,업종명,생산품,외국인종업원수,데이터기준일자
319,거한,부산광역시 사하구 장평로190번길 25 2층,9,051-266-1480,051-266-1483,물질 검사·측정 및 분석기구 제조업 외 2 종,산업용전자기기+전기제어판넬,0,2025-07-01
320,건설중기정비,부산광역시 사하구 장평로 96 ,6,051-266-7773,051-266-7564,건설 및 채광용 기계장비 제조업,굴삭기 부품,0,2025-07-01
321,건오물산(주),부산광역시 사하구 장평로 73,11,051-263-7481,051-266-0654,기타 수산동물 가공 및 저장 처리업,수산물 가공냉동,0,2025-07-01
322,건창산기(주),부산광역시 사하구 감천항로 361 ,38,051-203-8113,051-205-8326,그 외 기타 일반목적용 기계 제조업 외 1 종,산업기계,7,2025-07-01
323,경남전기,부산광역시 사하구 하신중앙로27번길 16-9 ,5,051-266-8311,051-266-8314,배전반 및 전기 자동제어반 제조업,수배전반+자동제어반,0,2025-07-01
324,경도산업,부산광역시 사하구 신산로 76 외 1필지 ,27,051-266-2336,051-266-2350,일반용 전기 조명장치 제조업 외 4 종,자동차 및 선박 전기부품,2,2025-07-01
325,경동아스콘(주),부산광역시 사하구 다대로1066번길 54  ,7,051-261-4884,051-265-5551,아스팔트 콘크리트 및 혼합제품 제조업,아스콘,0,2025-07-01
326,경림공업사,부산광역시 사하구 다대로354번길 47 ,6,051-261-7874,,자동차 차체용 신품 부품 제조업 외 1 종,자동차 부품,0,2025-07-01
327,경성산업개발(주),부산광역시 사하구 하신중앙로3번가길 28 ,30,055-332-0062,,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,조립금속제품,0,2025-07-01
328,경원기업,부산광역시 사하구 다대로354번안길 10 ,12,051-265-3365,,선박 구성 부분품 제조업,선박관련제품(의장품),0,2025-07-01
329,경원칼라팩,부산광역시 사하구 하신번영로 381-5 ,10,051-292-2804,051-293-2805,골판지 제조업 외 1 종,골판지상자,0,2025-07-01
330,경인정밀,부산광역시 사하구 하신중앙로3번가길 49 외 3필지,3,051-206-8677,051-206-8177,자동차용 금속 압형제품 제조업 외 1 종,금속압형제품,0,2025-07-01
331,경일공업사,부산광역시 사하구 두송로 254 ,2,051-264-2814,051-264-2816,주형 및 금형 제조업,주형 및 금형,0,2025-07-01
332,고려냉장(주),부산광역시 사하구 다대로 360 ,21,051-263-3161,051-263-3318,수산동물 냉동품 제조업,생선동결,0,2025-07-01
333,고려수산(주),부산광역시 사하구 원양로 353 외 1필지,23,051-201-3161,051-201-3169,수산동물 냉동품 제조업,수산물 동결,0,2025-07-01
334,고려수산(주) 제2냉동공장,부산광역시 사하구 원양로 363  ,25,051-204-3161,051-204-3736,수산동물 냉동품 제조업,수산물 동결,0,2025-07-01
335,고려일진주식회사,부산광역시 사하구 다대로354번안길 73 ,16,051-266-5879,051-263-5878,기타 비철금속 주조업,자동차부품,0,2025-07-01
336,고토기술(주),부산광역시 사하구 감천항로 253-15 ,9,051-417-8501,051-417-8560,선박 구성 부분품 제조업,선박 부분품,0,2025-07-01
337,광덕기업,부산광역시 사하구 신산북로67번길 3 외 1필지,6,051-291-5372,051-291-4040,자동차 차체용 신품 부품 제조업 외 2 종,헤드레스트,0,2025-07-01
338,광림FA,부산광역시 사하구 괴정로 254 ,4,051-293-5352,051-202-5351,그 외 기타 특수목적용 기계 제조업 외 1 종,권선기,0,2025-07-01
339,광명물류,부산광역시 사하구 구평로16번길 27 ,5,051-261-7882,051-261-5957,수산동물 냉동품 제조업,갈치+오징어,0,2025-07-01
340,광명수산,부산광역시 사하구 감천항로 507 ,5,051-266-7670,051-266-7671,기타 수산동물 가공 및 저장 처리업,코다리+반건조 제수용품,0,2025-07-01
341,광성공업사,부산광역시 사하구 신평동 40,3,051-291-2204,051-205-2204,인형 및 장난감 제조업,완구,0,2025-07-01
342,광일용접기,부산광역시 사하구 감천항로405번길 16 ,6,051-263-2123,051-264-2123,그 외 기타 전기장비 제조업,티그용접기+알곤용접기+co2용접기+프라즈마절단기 등,0,2025-07-01
343,광현산업 주식회사,부산광역시 사하구 구평로 21 ,1,051-466-4654,051-467-4654,선박 구성 부분품 제조업 외 1 종,선반구성 부분품 등,0,2025-07-01
344,굿피플스(주),부산광역시 사하구 다대동로6번길 17,10,051-266-7039,051-265-7039,기타 수산동물 가공 및 저장 처리업,수산물 냉동품,0,2025-07-01
345,그랜드테크,부산광역시 사하구 다대로1066번길 56 2층 ,1,051-265-1602,051-265-1603,간판 및 광고물 제조업 외 1 종,광고물부착방지물,0,2025-07-01
346,그린루브(주),부산광역시 사하구 낙동대로550번길 37 산학연구관 413호 ,0,051-220-7600,051-203-2123,윤활유 및 그리스 제조업 외 1 종,윤활유+그리스,0,2025-07-01
347,그린월드조선(주),부산광역시 사하구 감천항로405번길 33 ,10,051-265-2235,051-265-9775,강선 건조업 외 3 종,선박부분품+강선,0,2025-07-01
348,그린토이나라,부산광역시 사하구 옥천로104번안길 6 ,12,051-203-7338,051-202-5450,영상게임기 제조업,플라스틱 완구류,0,2025-07-01
349,극동레벨,부산광역시 사하구 다대로354번안길 18 ,5,051-265-7568,051-261-7572,선박 구성 부분품 제조업,LEVEL GAUGE & SWITCH,0,2025-07-01
350,극동스틸(주),부산광역시 사하구 다대로300번길 8 ,15,051-263-4771,,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,0,2025-07-01
351,극동에스엔피 주식회사,부산광역시 사하구 장림로 78,7,051-325-7056,051-314-7056,그 외 기타 특수목적용 기계 제조업,쇼트기계,0,2025-07-01
352,극동전기공업,부산광역시 사하구 장평로132번길 29 ,4,051-264-4360,051-264-4362,유선 통신장비 제조업 외 15 종,유선통신기기+기타음향+자동제어반 등,0,2025-07-01
353,근화F&G,부산광역시 사하구 하신번영로 389 2층,3,051-208-5080,051-202-0835,가금류 가공 및 저장 처리업 외 1 종,양념육(닭+오리+소고기+돼지고기),0,2025-07-01
354,글로발리미티드(주),부산광역시 사하구 장평로132번길 9 ,6,051-312-8884,051-312-8885,그 외 자동차용 신품 부품 제조업 외 4 종,자동차 SEAT용 섬유제품,0,2025-07-01
355,금강베스틸(주),부산광역시 사하구 하신중앙로27번길 29 ,5,051-321-0051,051-313-4561,기타 구조용 금속제품 제조업 외 2 종,알루미늄 판넬,0,2025-07-01
356,금강정판,부산광역시 사하구 장평로190번길 10 1층 ,3,051-204-5538,051-204-5537,기타 종이 상자 및 용기 제조업,종이상자,0,2025-07-01
357,금문기계(주),부산광역시 사하구 신산로 72-3 ,12,051-313-1246,051-313-1255,그 외 기타 일반목적용 기계 제조업 외 1 종,프레스+콤비아,0,2025-07-01
358,금보엔지니어링,부산광역시 사하구 감천항로 209 ,2,051-417-7338,,액체 펌프 제조업,펌프 및 유압쟈키,0,2025-07-01
359,금성목재,부산광역시 사하구 하신중앙로 84 ,17,051-201-1011,051-206-9955,일반 제재업 외 12 종,포장용목재가공+목상자 등,0,2025-07-01
360,금성식품,부산광역시 사하구 다대로277번길 26 ,2,051-262-4969,051-262-8837,과자류 및 코코아 제품 제조업,과자(유탕처리제품),0,2025-07-01
361,금성포장공업사,부산광역시 사하구 장평로146번길 16 ,7,051-263-6661,051-263-5563,골판지 제조업 외 1 종,골판지 상자,0,2025-07-01
362,금양바텍,부산광역시 사하구 하신중앙로27번길 17 5층 504·505호 ,3,051-262-7712,051-262-7714,복합비료 및 기타 화학비료 제조업,복합비료,0,2025-07-01
363,금오금속공업 주식회사,부산광역시 사하구 하신중앙로3번길 26-5 ,12,055-551-6685,,건설 및 채광용 기계장비 제조업,토목공사용기계,0,2025-07-01
364,금정포장용기,부산광역시 사하구 다대로1066번길 64-13 ,5,051-264-7176,051-264-0327,포장용 플라스틱 성형용기 제조업,플라스틱 성형용기,0,2025-07-01
365,금진해운(주)케이제이조선,부산광역시 사하구 감천항로405번길 95 ,16,051-441-4036,051-441-4039,강선 건조업 외 1 종,선박,3,2025-07-01
366,금호산업,부산광역시 사하구 하신중앙로54번길 42 ,84,051-265-7184,051-265-7185,근무복·작업복 및 유사의복 제조업 외 2 종,의류,0,2025-07-01
367,금화스포츠,부산광역시 사하구 장평로 172-1 ,6,051-263-5076,051-261-8259,체조·육상 및 체력단련용 장비 제조업 외 2 종,헬스기구+운동용구,0,2025-07-01
368,기가테크(KIKA TECH),부산광역시 사하구 감천항로182번길 20 ,3,051-263-6633,,선박 구성 부분품 제조업 외 5 종,선박 파이프. 철판 구조물,0,2025-07-01
369,기린산업,부산광역시 사하구 하신중앙로27번길 16-7 ,14,051-265-8004,051-264-1881,운송장비 조립용 플라스틱제품 제조업 외 2 종,사출,0,2025-07-01
370,기산정밀,부산광역시 사하구 장평로41번길 30 ,3,051-262-8415,051-262-6536,금속 절삭기계 제조업 외 1 종,금속절삭가공+자동차부품 외,0,2025-07-01
371,기성열처리,부산광역시 사하구 하신중앙로 116 ,4,051-904-9720,051-904-9727,금속 열처리업,열처리제품(방산+전기+자동차+유공압),0,2025-07-01
372,기은정밀,부산광역시 사하구 을숙도대로480번길 15-1 ,3,051-261-4665,,산업용 냉장 및 냉동 장비 제조업,기계부품,0,2025-07-01
373,김해산업사,부산광역시 사하구 하신번영로 274 ,8,051-205-1216,051-204-4780,기타 운동 및 경기용구 제조업,야구글러브,0,2025-07-01
374,나무나라,부산광역시 사하구 장평로 179 ,8,,,기타 건축용 나무제품 제조업,건축자재+파래트,0,2025-07-01
375,나무로(NAMURO),부산광역시 사하구 구평로10번길 21 ,3,051-266-6224,051-266-6224,간판 및 광고물 제조업,나무간판,0,2025-07-01
376,나부테스코마린테크(주),부산광역시 사하구 구평로 29-1 ,35,051-264-9380,051-264-9320,그 외 기타 전기장비 제조업,선박 전기용기계장치,0,2025-07-01
377,나우전기,부산광역시 사하구 하신중앙로27번길 17 501호,1,051-261-2123,051-261-2123,배전반 및 전기 자동제어반 제조업,전기판넬,0,2025-07-01
378,남광전기,부산광역시 사하구 을숙도대로569번길 19 ,7,051-201-3600,051-201-3604,기어 및 동력전달장치 제조업 외 5 종,전자브레이크+클러치,0,2025-07-01
379,남양수지,부산광역시 사하구 보덕포1길 99-1 ,7,051-261-3026,051-261-3024,혼성 및 재생 플라스틱 소재 물질 제조업,재생수지,0,2025-07-01
380,남양식품,부산광역시 사하구 장평로 35 ,10,051-263-5870,051-264-7550,곡물 제분업 외 1 종,식품,0,2025-07-01
381,남양포장,부산광역시 사하구 감천항로190번길 72 ,7,051-265-8870,051-265-2245,플라스틱 포대·봉투 및 유사제품 제조업 외 1 종,프라스틱 포장용기,0,2025-07-01
382,남영섬유(주),부산광역시 사하구 장평로76번길 14 ,15,051-328-0964,051-324-2865,편조원단 제조업,직물,0,2025-07-01
383,남영엔지니어링,부산광역시 사하구 을숙도대로 563 ,4,051-203-3388,051-203-3433,구조용 금속 판제품 및 공작물 제조업 외 11 종,구조용금속,0,2025-07-01
384,남영전기,부산광역시 사하구 감천항로 177,5,051-311-8721,051-311-8720,선박 구성 부분품 제조업,집어등 안정기,0,2025-07-01
385,남일종합식품산업사,부산광역시 사하구 장평로132번길 20 외 1필지,134,051-261-6090,051-261-6092,김치류 제조업 외 8 종,통조림+자장소스+과일쥬스,102,2025-07-01
386,남해기공,부산광역시 사하구 감천항로 465 ,2,051-416-0545,051-412-0454,기어 및 동력전달장치 제조업,기어동력전달장치,0,2025-07-01
387,남흥종합목재(주),부산광역시 사하구 을숙도대로 556 ,10,051-208-2986,051-292-8487,박판·합판 및 유사 적층판 제조업,박판+합판 및 유사 적층판,0,2025-07-01
388,네오메드,부산광역시 사하구 장림로196번길 20,1,051-262-6333,,위생용 종이제품 제조업,물티슈,0,2025-07-01
389,노아전기,부산광역시 사하구 하신중앙로17번길 7 ,4,051-261-4577,051-261-4526,변압기 제조업,변압기,0,2025-07-01
390,노아전자,부산광역시 사하구 낙동대로550번길 37 S13관 404호 ,2,051-220-7555,051-220-7554,유선 통신장비 제조업 외 2 종,전자응용제품,0,2025-07-01
391,다대포조선조기공업사,부산광역시 사하구 다대동로8번길 129 외 3필지,2,051-266-4586,,강선 건조업 외 1 종,강선 제작,0,2025-07-01
392,다산에스엔디(주),부산광역시 사하구 장평로 66 ,6,051-266-7441,051-266-7440,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,0,2025-07-01
393,대건산업,부산광역시 사하구 다대동 산 69-3,11,051-202-3765,,선박 구성 부분품 제조업,유압원치+에어호이스트,0,2025-07-01
394,대경마린엔지니어링,부산광역시 사하구 감천항로 253-9 ,3,051-415-3184,,선박 구성 부분품 제조업 외 2 종,선박부품 및 의장품,0,2025-07-01
395,대경테크,부산광역시 사하구 하신중앙로27번길 17 303·304호 ,8,051-266-4601,051-265-4601,승용차 및 기타 여객용 자동차 제조업,자동차+전자부품,0,2025-07-01
396,대경피닉스,부산광역시 사하구 감천로 20 ,9,051-264-9888,051-263-9883,그 외 기타 플라스틱 제품 제조업,가정용품,0,2025-07-01
397,대구기업상사 토탈트레이드,부산광역시 사하구 하신중앙로27번길 17 1동 3층 306 ,3,051-245-4989,051-246-3277,천막·텐트 및 유사 제품 제조업 외 1 종,섬유 각종원단+천막,0,2025-07-01
398,대덕산업,부산광역시 사하구 신산북로 43 ,4,051-266-5934,051-206-5934,전기회로 개폐·보호장치 제조업 외 1 종,차단기+안정기 등,0,2025-07-01
399,대도기업,부산광역시 사하구 장평로71번길 34 ,2,051-266-3822,051-266-3824,탭·밸브 및 유사장치 제조업 외 1 종,밸브+피팅류,0,2025-07-01
400,대동공업사,부산광역시 사하구 하신중앙로3번가길 41 ,16,051-266-5602,,절삭가공 및 유사처리업,관이음쇠,0,2025-07-01
401,대동기전,부산광역시 사하구 구평로10번길 14 ,1,051-263-7657,,배전반 및 전기 자동제어반 제조업,배전반,0,2025-07-01
402,대동산업,부산광역시 사하구 다대로354번길 30 ,16,051-264-1407,051-264-1417,도장 및 기타 피막처리업,금속단조표면가공품,0,2025-07-01
403,대동전기사,부산광역시 사하구 다대로277번길 37 ,4,051-263-8751,051-264-7446,전자코일·변성기 및 기타 전자 유도자 제조업,변압기+저주파유도로,0,2025-07-01
404,대림정공,부산광역시 사하구 을숙도대로569번길 45 ,4,051-293-7737,051-203-7721,배전반 및 전기 자동제어반 제조업,수배전반+콘솔,0,2025-07-01
405,대림정공사,부산광역시 사하구 장림로 118 ,5,051-265-2102,051-265-2128,절삭가공 및 유사처리업,닛불+배관재,2,2025-07-01
406,대림항업 주식회사,부산광역시 사하구 두송로194번길 19 ,14,051-262-5665,051-262-5666,선박 구성 부분품 제조업,소화기+구명 뗏목,0,2025-07-01
407,대명산업,부산광역시 사하구 하신중앙로27번길 17 507호,1,,,전기회로 개폐·보호장치 제조업 외 1 종,권선,0,2025-07-01
408,대명산업,부산광역시 사하구 원양로 319 지하2층,6,051-244-2142,051-244-2141,수산동물 건조 및 염장품 제조업 외 2 종,간고등어+조기 두릅,0,2025-07-01
409,대복기계,부산광역시 사하구 을숙도대로 563 ,5,051-263-6348,051-261-6346,구조용 금속 판제품 및 공작물 제조업,플랜지+배관용자재 기계부품,0,2025-07-01
410,대선조선(주)다대공장,부산광역시 사하구 감천항로 454 ,70,051-419-5000,051-419-5170,선박 구성 부분품 제조업,조선블록 외,0,2025-07-01
411,대성금형,부산광역시 사하구 하신중앙로3번길 10-4 ,15,051-266-1598,051-266-1536,전기회로 개폐·보호장치 제조업 외 1 종,분전반케이스+스위치,0,2025-07-01
412,대성기계,부산광역시 사하구 사하로68번길 25 ,3,051-895-0947,051-894-0948,선박 구성 부분품 제조업,선박기계부품,0,2025-07-01
413,대성마린테크,부산광역시 사하구 감천항로419번길 27 2층 ,3,051-261-7933,051-261-7932,선박 구성 부분품 제조업,선박 밸브류,0,2025-07-01
414,대성산업,부산광역시 사하구 낙동남로1389번길 19 ,22,051-294-9288,051-206-7945,그 외 기타 의복액세서리 제조업,장갑,0,2025-07-01
415,대성산업,부산광역시 사하구 다대로300번길 19 ,4,051-263-6488,051-263-7830,구조용 금속 판제품 및 공작물 제조업 외 3 종,철구조물 외,0,2025-07-01
416,대성유리,부산광역시 사하구 을숙도대로569번길 33 ,10,,,가정용 유리제품 제조업,유리제품,0,2025-07-01
417,대성유리,부산광역시 사하구 을숙도대로569번길 33 ,10,,,가정용 유리제품 제조업,유리제품,0,2025-07-01
418,대성이엔지,부산광역시 사하구 구평로10번길 25 ,8,051-262-3437,051-265-4927,금속 캔 및 기타 포장용기 제조업,금속의장품,1,2025-07-01
419,대신,부산광역시 사하구 을숙도대로 559 ,7,051-266-4441,,기타 신발 제조업,안전장화,0,2025-07-01
420,대신공업사,부산광역시 사하구 을숙도대로 877 외 1필지,32,051-202-4664,051-202-6992,자동차 엔진용 신품 부품 제조업 외 1 종,피스톤 로드,4,2025-07-01
421,대신정밀,부산광역시 사하구 장림번영로104번길 81 ,35,051-261-9996,051-261-9965,운송장비 조립용 플라스틱제품 제조업 외 1 종,휴즈박스,0,2025-07-01
422,대신판금,부산광역시 사하구 장평로138번길 24 1층 ,5,051-263-9456,051-264-9457,구조용 금속 판제품 및 공작물 제조업,건축부착물+산업기계커버 등,0,2025-07-01
423,대양금속산업,부산광역시 사하구 낙동남로 1347 ,5,051-293-2458,051-293-3799,금속 문·창·셔터 및 관련제품 제조업 외 1 종,건축창호철물+광고물+철구조물,0,2025-07-01
424,대양식품,부산광역시 사하구 사하로68번길 25 ,6,051-262-4622,,김치류 제조업 외 1 종,단무지,0,2025-07-01
425,대우정공,부산광역시 사하구 장평로190번길 10-1 ,5,051-261-7913,051-261-7912,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,금형+사출성형,0,2025-07-01
426,대우정공,부산광역시 사하구 장평로190번길 17 ,3,051-261-7913,,폴리스티렌 발포 성형제품 제조업 외 5 종,플라스틱 및 자동차부품,0,2025-07-01
427,대우포장공업사,부산광역시 사하구 다대로1066번길 64-9 ,10,051-264-3995,,판지 상자 및 용기 제조업,박스,0,2025-07-01
428,대운엔텍,부산광역시 사하구 을숙도대로755번길 15-2 ,2,051-414-1310,051-414-1311,선박 구성 부분품 제조업,선박용 컨베어 및 탱크,0,2025-07-01
429,대웅전기,부산광역시 사하구 원양로 391,4,051-294-8438,051-203-6210,선박 구성 부분품 제조업 외 1 종,선박 전기 용품,0,2025-07-01
430,대원해수얼음,부산광역시 사하구 감천항로405번길 115,5,051-246-9110,051-246-9096,얼음 제조업,어업용얼음,0,2025-07-01
431,대원화이바,부산광역시 사하구 장평로132번길 25 ,17,051-263-6900,051-263-6901,세폭직물 제조업 외 2 종,유리섬유,2,2025-07-01
432,대일지기공업사,부산광역시 사하구 장림번영로104번길 28 ,4,051-266-1782,051-266-1783,골판지 제조업 외 1 종,골판지,0,2025-07-01
433,대일화학공업사,부산광역시 사하구 두송로 61 ,10,051-263-5544,051-262-5504,부직포 및 펠트 제조업 외 4 종,기름처리제(흡착제+펜스),0,2025-07-01
434,대정테크,부산광역시 사하구 하신중앙로 44-9 ,3,051-264-7770,051-262-7956,절삭가공 및 유사처리업,기계부품,0,2025-07-01
435,대진기공,부산광역시 사하구 하신중앙로27번길 11 ,7,051-262-0985,051-266-3777,디지털 적층 성형기계 제조업 외 2 종,기계제작+프라스틱성형,0,2025-07-01
436,대통화학공업사,부산광역시 사하구 장평로190번길 11 ,10,051-261-5801,051-264-3110,플라스틱 포대·봉투 및 유사제품 제조업 외 2 종,PP 필름,0,2025-07-01
437,대한정밀,부산광역시 사하구 감천항로 369-1 ,13,051-417-1033,051-417-1040,선박 구성 부분품 제조업,기관부속품(선박구성부분품제조),0,2025-07-01
438,대한제강(주),부산광역시 사하구 하신번영로 69 외 4필지,94,051-220-3300,051-220-3398,열간 압연 및 압출 제품 제조업,철근,0,2025-07-01
439,대현방식(주),부산광역시 사하구 감천항로429번길 32 ,7,051-266-6220,051-266-6219,금속 단조제품 제조업 외 1 종,알루미늄 애노드+아연 애노드,0,2025-07-01
440,대현테크,부산광역시 사하구 다대로300번길 8 ,8,051-206-6910,051-206-6910,금속 문·창·셔터 및 관련제품 제조업,방화셔터+유모차 자외선 살균기,0,2025-07-01
441,대흥조선,부산광역시 사하구 감천항로405번길 29,7,051-266-0152,051-266-0153,강선 건조업 외 2 종,선박건조+수리,0,2025-07-01
442,덕경개발,부산광역시 사하구 감천항로 253-13 외 7필지,15,051-314-4027,,선박 구성 부분품 제조업,선박부품,0,2025-07-01
443,덕성산업,부산광역시 사하구 장평로195번길 102 ,7,051-261-5547,051-261-5255,플라스틱 포대·봉투 및 유사제품 제조업,비닐 봉투,0,2025-07-01
444,덕우수산,부산광역시 사하구 장평로15번길 30 ,14,051-262-8655,051-262-8656,기타 수산동물 가공 및 저장 처리업,수산물가공품,0,2025-07-01
445,덴탈서치,부산광역시 사하구 하신중앙로3번길 10-2 ,5,051-261-2842,051-261-2863,포장용 플라스틱 성형용기 제조업,사출성형품,0,2025-07-01
446,도리정공,부산광역시 사하구 비봉로 65 ,9,051-208-9400,051-208-9401,자동차 엔진용 신품 부품 제조업 외 1 종,자동차 엔진부품,0,2025-07-01
447,동남식품,부산광역시 사하구 신산북로 29 외 1필지,5,051-204-5524,,수산동물 훈제·조리 및 유사 조제식품 제조업,건포류,0,2025-07-01
448,동민정밀,부산광역시 사하구 하신중앙로27번길 20 ,12,051-265-7717,051-265-7712,유압기기 제조업,유압기기부품,0,2025-07-01
449,동민정밀,부산광역시 사하구 다대로354번안길 81 ,12,051-265-7717,051-265-7712,유압기기 제조업 외 1 종,유압펌프,0,2025-07-01
450,동서산전,부산광역시 사하구 윤공단로 37 ,6,051-262-2961,051-262-2962,배전반 및 전기 자동제어반 제조업,멀티콘덴스,0,2025-07-01
451,동서유지(주)부산공장,부산광역시 사하구 감천항로 60 외 1필지,100,051-263-9200,051-263-9500,커피 가공업,커피믹스,0,2025-07-01
452,동성냉동이엔지,부산광역시 사하구 장평로132번길 10 ,2,051-263-3849,051-263-3880,산업용 냉장 및 냉동 장비 제조업,산업용 냉동장비,0,2025-07-01
453,동승테크,부산광역시 사하구 하신번영로 438-2 ,2,051-324-2567,051-324-2568,탭·밸브 및 유사장치 제조업,기계부품,0,2025-07-01
454,동아기획,부산광역시 사하구 낙동대로 536 ,25,051-291-7605,051-294-8500,경 인쇄업 외 1 종,인쇄물,0,2025-07-01
455,동아기획,부산광역시 사하구 낙동대로 542 301호,5,051-291-7605,051-294-8500,기타 인쇄업 외 1 종,인쇄물,0,2025-07-01
456,동아기획,부산광역시 사하구 낙동대로 542 B110호,21,051-291-7605,051-294-8500,간판 및 광고물 제조업 외 2 종,옥외광고물+전시물,0,2025-07-01
457,동아전기공업(주),부산광역시 사하구 다대로137번길 74 ,86,051-206-7171,051-294-0305,전기회로 개폐·보호장치 제조업 외 8 종,누전차단기+배선용차단기+전자차폐기등...,0,2025-07-01
458,동아전기공업사,부산광역시 사하구 감천항로419번길 23-1 ,1,051-415-1596,051-417-4484,선박 구성 부분품 제조업,선박구성부분품(전기제품),0,2025-07-01
459,동아제과,부산광역시 사하구 하신중앙로3번길 73 ,27,051-263-9314,051-261-4646,과자류 및 코코아 제품 제조업,과자,0,2025-07-01
460,동아제이티(주),부산광역시 사하구 감천항로419번길 19 ,28,051-261-1710,051-263-1199,배전반 및 전기 자동제어반 제조업,배전반+전기자동제어반,0,2025-07-01
461,동아케미칼,부산광역시 사하구 다대로354번길 44 ,4,051-263-4768,051-263-4760,그 외 기타 플라스틱 제품 제조업,산업용 강화플라스틱 성형물,0,2025-07-01
462,동양섬유(주)부산지점,부산광역시 사하구 장림로 304 ,17,051-261-8001,051-261-1181,수산동물 건조 및 염장품 제조업,수생동물 냉동품 제조+보관,0,2025-07-01
463,동양수산기계(주),부산광역시 사하구 을숙도대로748번길 28 ,2,051-316-7038,051-316-7039,컨베이어장치 제조업 외 1 종,컨베이어장치,0,2025-07-01
464,동양스폰지,부산광역시 사하구 다대로300번길 10 ,9,051-262-6730,051-262-6732,기타 플라스틱 발포 성형제품 제조업,스펀지,0,2025-07-01
465,동양아연금속공업사,부산광역시 사하구 감천항로405번길 22 ,4,051-263-8743,051-265-2301,기타 비철금속 제련·정련 및 합금 제조업 외 6 종,방식 ANODE,0,2025-07-01
466,동양야금공업(주),부산광역시 사하구 하신중앙로53번길 10 ,23,051-205-2660,051-205-3863,기타 비철금속 제련·정련 및 합금 제조업,마그네슘 합금철,4,2025-07-01
467,동양전기,부산광역시 사하구 장평로299번길 31 ,5,051-202-7451,051-206-6302,전구 및 램프 제조업,전구 제조기계,0,2025-07-01
468,동양정판,부산광역시 사하구 하신중앙로3번가길 28 ,6,051-265-4913,051-264-0628,기타 인쇄업 외 1 종,칼라박스,0,2025-07-01
469,동양특수목재(주),부산광역시 사하구 다대로 351-1 ,34,051-262-5555,051-262-5554,일반 제재업 외 5 종,목재 루버외,0,2025-07-01
470,동연해양조선(주),부산광역시 사하구 감천항로405번길 29 ,10,051-263-3223,051-263-0068,강선 건조업 외 4 종,선박건조 및 수리,0,2025-07-01
471,동원수산(주)부산공장,부산광역시 사하구 을숙도대로 685 ,89,051-290-0166,051-207-2715,수산동물 냉동품 제조업 외 1 종,수산냉동품+빵가루,0,2025-07-01
472,동원전기,부산광역시 사하구 장평로83번길 28 ,9,051-265-4368,051-262-7130,전기회로 개폐·보호장치 제조업 외 1 종,전기 콘센트,0,2025-07-01
473,동일공업사,부산광역시 사하구 감천로 20 ,5,051-291-3791,051-201-3792,구조용 금속 판제품 및 공작물 제조업,구조용금속판,0,2025-07-01
474,동일금속,부산광역시 사하구 장평로 31 ,6,051-264-7117,051-262-7158,수동식 식품 가공기기 및 금속 주방용기 제조업,주방용품,0,2025-07-01
475,동일스텐공업사,부산광역시 사하구 장평로71번길 47 ,8,051-263-9101,051-263-9103,자동차용 금속 압형제품 제조업 외 1 종,스텐주방용품,0,2025-07-01
476,동일조선(주),부산광역시 사하구 원양로 391 외 3필지,68,051-200-1211,051-200-1199,강선 건조업 외 11 종,선박+선박구성품+전기기기,0,2025-07-01
477,동진산업,부산광역시 사하구 감천항로 465 ,2,051-266-6031,051-262-6031,탭·밸브 및 유사장치 제조업,조선용밸브,0,2025-07-01
478,동해산업,부산광역시 사하구 하신중앙로3번길 2,7,051-261-4867,,침구 및 관련제품 제조업,모포,0,2025-07-01
479,동호기업,부산광역시 사하구 감천항로405번길 40 ,5,051-262-1243,,선박 구성 부분품 제조업,선박구성품,0,2025-07-01
480,두일,부산광역시 사하구 장평로195번길 100 ,3,051-266-7116,051-266-2345,기타 인쇄업 외 1 종,특수인쇄한 유리제품,0,2025-07-01
481,드블류피에스(WPS),부산광역시 사하구 낙동대로 164 504호,1,070-8267-0440,0505-510-3204,분사기 및 소화기 제조업,도장제조로봇,0,2025-07-01
482,디에스테크(주),부산광역시 사하구 장평로71번길 33 ,2,051-263-4665,051-263-4661,그 외 기타 플라스틱 제품 제조업,플라스틱 사출형,0,2025-07-01
483,디와이(DY)조선,부산광역시 사하구 다대로605번길 51 ,6,051-261-0331,051-263-0535,기타 선박 건조업,강선+선박 부분품,0,2025-07-01
484,디제이씨푸드,부산광역시 사하구 장평로15번길 30 1층 ,6,051-265-9490,051-265-7490,수산동물 냉동품 제조업,초밥재료,0,2025-07-01
485,라이온제과,부산광역시 사하구 장평로 50 외 1필지,10,051-264-2511,051-264-2520,과자류 및 코코아 제품 제조업,초콜릿 가공품+캔디류,0,2025-07-01
486,락크웰,부산광역시 사하구 사하로70번길 43 ,6,051-265-1121,051-263-1721,근무복·작업복 및 유사의복 제조업 외 3 종,의류(낚시복+낚시조끼),0,2025-07-01
487,랩트론시험기,부산광역시 사하구 장평로15번길 20 ,2,051-262-3851,,기타 측정·시험·항해·제어 및 정밀기기 제조업,시험기기,0,2025-07-01
