순번,회사명,공장주소,전화번호,대표업종번호,업종명,종업원수,생산품
1104,(주)유니텍코리아,부산광역시 강서구 과학산단1로 108 (지사동),051-831-0162,28123,배전반 및 전기 자동제어반 제조업 외 1 종,14,"스위치 박스, 조명등기구"
1400,(주)코스타,부산광역시 강서구 신호산단4로 85 (신호동),051-711-3251,28123,배전반 및 전기 자동제어반 제조업 외 1 종,25,"배전반, 와이어하니스"
1649,(주)해운산전,부산광역시 강서구 평강로229번길 31(대저1동),051-972-4984,28123,배전반 및 전기 자동제어반 제조업 외 1 종,5,"배전반, 자동제어반"
2729,명원전기(주),부산광역시 강서구 미음산단로105번길 34 (구랑동),051-291-4006,28123,배전반 및 전기 자동제어반 제조업 외 1 종,9,"수,배전반 제조"
3565,아트라스콥코코리아(주),부산광역시 강서구 미음산단2로 28 (구랑동),051-962-1152,28123,배전반 및 전기 자동제어반 제조업 외 1 종,38,"배전반, 전기자동제어반, 기체 펌프 및 압축기"
3887,우주산업,부산광역시 강서구 공항로1347번길 58(대저1동),,28123,배전반 및 전기 자동제어반 제조업 외 1 종,2,"수배전반, 교통신호장치"
4023,이박스,"부산광역시 강서구 과학산단1로60번길 31, 2A동 403호(지사동, 부산테크노파크) 2A동 403호",051-791-1380,28123,배전반 및 전기 자동제어반 제조업 외 1 종,2, 분전반/점멸제어기/전기회로
4215,주식회사 글로벌에너지솔루션,부산광역시 강서구 미음국제5로마길 6 (미음동),070-8721-1036,28123,배전반 및 전기 자동제어반 제조업 외 1 종,12,"엔진세이프티시스템, 엔진정비작업, 엔진컨트롤시스템, 엔진컨트롤시스템"
4330,주식회사 부경라이팅,"부산광역시 강서구 과학산단1로60번길 31, 2B동 103호(지사동, 부산테크노파크) 2B동 103호",051-941-6220,28123,배전반 및 전기 자동제어반 제조업 외 1 종,4,"가로등 점멸기, 보안등 점멸기, LED 등기구, 가로등 점멸기, 보안등 점멸기, LED 등기구"
4444,주식회사 에스티씨코리아,부산광역시 강서구 공항앞길85번길 137-3 (대저2동),051-941-9925,28123,배전반 및 전기 자동제어반 제조업 외 1 종,3,배전반전기판넬 외
4548,주식회사 조이테크,부산광역시 강서구 대저중앙로357번길 16 (대저1동),051-941-4247,28123,배전반 및 전기 자동제어반 제조업 외 1 종,7,"배전반, 제어반 분전반 등"
4588,주식회사 크랜,부산광역시 강서구 낙동남로682번길 93 (녹산동),051-971-6137,28123,배전반 및 전기 자동제어반 제조업 외 1 종,7,"호이스트(크레인), 판넬"
4613,주식회사 티에스파워,부산광역시 강서구 대저중앙로 376-1 (대저1동),051-206-8333,28123,배전반 및 전기 자동제어반 제조업 외 1 종,6,전기배전반
4736,진성산전,부산광역시 강서구 미음산단로199번길 41 (미음동),051-714-6445,28123,배전반 및 전기 자동제어반 제조업 외 1 종,2,자동화 판넬 제작 및 설치 시운전
4815,천호전력(주),부산광역시 강서구 죽동길 9 (죽동동),051-808-1005,28123,배전반 및 전기 자동제어반 제조업 외 1 종,7,"계장배전함,태양광발전세트"
4841,청호전기(주),부산광역시 강서구 미음산단6로 33 (미음동),051-913-0010,28123,배전반 및 전기 자동제어반 제조업 외 1 종,45,"배전반, 태양광 발전설비 등, 수배전반, 분전반 외함"
17,(주) KTE,부산광역시 강서구 녹산산업대로 117-17 (송정동),051-263-0255,28123,배전반 및 전기 자동제어반 제조업,25,선박용 주배전반 외 전장품
107,(주)극동에너토피아,부산광역시 강서구 제도로 975-9 (강동동),051-896-1363,28123,배전반 및 전기 자동제어반 제조업,3,전기판넬
141,(주)남국기전,부산광역시 강서구 입소정관길 193 (대저2동),051-972-5040,28123,배전반 및 전기 자동제어반 제조업,5,전기배전반
323,(주)동양기전,부산광역시 강서구 체육공원로6번길 161-22 (대저1동),051-714-6880,28123,배전반 및 전기 자동제어반 제조업,3,전기 수배전반
359,(주)동화엔텍,"부산광역시 강서구 과학산단1로60번길 31, (재)부산테크노파크 시험생산동동 102, 103호 (지사동)",051-970-1067,28123,배전반 및 전기 자동제어반 제조업,10,전기계장품
362,(주)동화일렉트릭,부산광역시 강서구 화전산단2로134번길 46 (화전동),051-941-8642,28123,배전반 및 전기 자동제어반 제조업,9,"수배전반,MCC,분전반"
396,(주)디엔케이,부산광역시 강서구 낙동남로605번길 24-15 (녹산동),051-262-0430,28123,배전반 및 전기 자동제어반 제조업,8,"배전기기, 농자재"
397,(주)디엘피,부산광역시 강서구 화전산단6로 71 (화전동),051-971-9321,28123,배전반 및 전기 자동제어반 제조업,6,전기판넬
420,(주)로버스텍,부산광역시 강서구 미음산단2로16번길 15 (구랑동),051-715-7748,28123,배전반 및 전기 자동제어반 제조업,27,"전기판넬, 센서류 등"
559,(주)비케이파워,부산광역시 강서구 가달2로 24 (생곡동),051-831-9260,28123,배전반 및 전기 자동제어반 제조업,8,배전반
560,(주)비케이파워,부산광역시 강서구 가달2로 24 (생곡동),,28123,배전반 및 전기 자동제어반 제조업,13,"배전반, 계정제어반"
703,(주)세기이엔씨,부산광역시 강서구 설만길 115 (대저2동),051-832-6640,28123,배전반 및 전기 자동제어반 제조업,16,전기판넬
872,(주)아이티상사,부산광역시 강서구 대저동서로 65 (대저1동),051-818-2696,28123,배전반 및 전기 자동제어반 제조업,3,전기판넬
905,(주)에스에이치이,부산광역시 강서구 화전산단2로 69-8 (화전동),051-261-8924,28123,배전반 및 전기 자동제어반 제조업,26,배전반
980,(주)엠앤씨이엔지,부산광역시 강서구 화전산단2로 69-8 (화전동),051-261-8924,28123,배전반 및 전기 자동제어반 제조업,8,배전반
1031,(주)와이엘이앤지,부산광역시 강서구 식만로 201(식만동),070-8648-3242,28123,배전반 및 전기 자동제어반 제조업,5,자동제어반
1044,(주)우리젠,부산광역시 강서구 과학산단2로43번길 22(지사동),02-586-4548,28123,배전반 및 전기 자동제어반 제조업,3,빌딩제어장치
1049,(주)우성시스템,부산광역시 강서구 공항앞길51번길 38 (대저2동),051-974-1566,28123,배전반 및 전기 자동제어반 제조업,7,배전반
1118,(주)유진에프에이,부산광역시 강서구 과학산단2로43번길 56 (지사동),051-941-5351,28123,배전반 및 전기 자동제어반 제조업,23,배전반
1280,(주)진광전기,부산광역시 강서구 녹산산단289로 36 (송정동),051-831-2571,28123,배전반 및 전기 자동제어반 제조업,17,"배전반, 자동제어반"
1365,(주)케이제이이엔지,부산광역시 강서구 제도로 809-10 (강동동),051-303-6394,28123,배전반 및 전기 자동제어반 제조업,6,전기배전반
1401,(주)코스타,부산광역시 강서구 화전산단5로48번길 32(화전동),051-711-3251,28123,배전반 및 전기 자동제어반 제조업,20,철도 및 선박 배전반
1421,(주)태광지티,부산광역시 강서구 미음산단2로 40 (구랑동),055-723-2466,28123,배전반 및 전기 자동제어반 제조업,0,전기제어장치 판넬류
1637,(주)해동테크,"부산광역시 강서구 과학산단1로60번길 30, 자동차센터 212호 (지사동)",070-5758-5048,28123,배전반 및 전기 자동제어반 제조업,3,하이브리드 가로등
1639,(주)해리아나,,,28123,배전반 및 전기 자동제어반 제조업,0,풍향풍속계
1642,(주)해성시스템,부산광역시 강서구 평강로229번가길 23 (대저1동),051-902-1033,28123,배전반 및 전기 자동제어반 제조업,15,전기판넬
1662,(주)현대아이티전기통신,부산광역시 강서구 제도로 462-6 (강동동),051-263-1144,28123,배전반 및 전기 자동제어반 제조업,10,"전기분전함, 통신단자함"
1698,(주)화성이엔티,부산광역시 강서구 가달2로 60 (생곡동),051-971-3488,28123,배전반 및 전기 자동제어반 제조업,11,수배전반 외
1724,ANW테크,부산광역시 강서구 공항로533번길 354-22 (대저2동),051-973-6242,28123,배전반 및 전기 자동제어반 제조업,3,산업기계
1754,JK라이팅,부산광역시 강서구 맥도길377번길 158-16 (대저2동),053-761-0805,28123,배전반 및 전기 자동제어반 제조업,2,가로등자동점멸기
1812,가야기전,부산광역시 강서구 공항로1409번길 43-11 (대저1동),051-266-7551,28123,배전반 및 전기 자동제어반 제조업,3,"선박용 배전반, 전기기기"
1892,경성엔지니어링(주),부산광역시 강서구 대부길 73 (강동동),051-312-9300,28123,배전반 및 전기 자동제어반 제조업,13,"수.배전반, 자동제어반"
1902,경원산전,부산광역시 강서구 제도로1041번길 324 (강동동),051-971-4211,28123,배전반 및 전기 자동제어반 제조업,2,전기배전함. 자동제어 판넬제작
1910,경일전기(주),부산광역시 강서구 범방3로 23 (범방동),051-264-2944,28123,배전반 및 전기 자동제어반 제조업,5,배전반 및 전기자동제어반
2007,금강엔지니어링,부산광역시 강서구 녹산산단77로22번길 33 (송정동),051-831-0091,28123,배전반 및 전기 자동제어반 제조업,20,집진설비
2027,금성전기,부산광역시 강서구 제도로 845 (강동동),051-263-5391,28123,배전반 및 전기 자동제어반 제조업,3,"전기판넬,전기제어반"
2038,금오전기 주식회사,부산광역시 강서구 체육공원로52번길 86-1 (대저1동),051-974-0483,28123,배전반 및 전기 자동제어반 제조업,3,수배전반
2095,남도산전,부산광역시 강서구 제도로 739 (강동동),051-941-0638,28123,배전반 및 전기 자동제어반 제조업,2,자동제어기
2171,대가전기,부산광역시 강서구 공항로743번길 71 (대저2동),051-919-7799,28123,배전반 및 전기 자동제어반 제조업,1,배전반 및 전기자동제어반
2181,대경전기,부산광역시 강서구 낙동남로682번가길 9 (녹산동),051-972-2732,28123,배전반 및 전기 자동제어반 제조업,4,수배전반
2185,대광F.A,부산광역시 강서구 낙동북로43번길 7 (강동동),,28123,배전반 및 전기 자동제어반 제조업,0,컨트롤 패널
2204,대동전자,부산광역시 강서구 가락대로1397번길 99-10 (봉림동),051-831-8060,28123,배전반 및 전기 자동제어반 제조업,7,"전기박스, 콘트롤제작"
2350,대한기전,부산광역시 강서구 낙동북로43번길 38-7 (강동동),051-317-0475,28123,배전반 및 전기 자동제어반 제조업,6,산업전기 자동제어시스템
2551,동하기전(주),부산광역시 강서구 낙동남로533번길 99 (녹산동),051-263-1540,28123,배전반 및 전기 자동제어반 제조업,8,전기판넬
2579,두산마그네트산업기계,부산광역시 강서구 영강길 62 (명지동),051-261-5951,28123,배전반 및 전기 자동제어반 제조업,5,배전반
2696,만해산전,부산광역시 강서구 녹산산단381로 60-16 (송정동),051-831-5958,28123,배전반 및 전기 자동제어반 제조업,4,변압기
2697,만해전기,부산광역시 강서구 녹산산단77로22번길 29 (송정동),051-831-5958,28123,배전반 및 전기 자동제어반 제조업,4,변압기
2712,명성계전,부산광역시 강서구 공항로339번길 26-7 (대저2동),051-324-2115,28123,배전반 및 전기 자동제어반 제조업,6,자동제어반
2789,미음공장,부산광역시 강서구 미음국제7로가길 10 (미음동),,28123,배전반 및 전기 자동제어반 제조업,4,배전반
2818,백두테크,부산광역시 강서구 범방2로9번길 7 (범방동),051-714-3728,28123,배전반 및 전기 자동제어반 제조업,6,배전반
2905,부산자동화시스템,부산광역시 강서구 대저중앙로 218 (대저1동),051-929-9159,28123,배전반 및 전기 자동제어반 제조업,5,전기판넬
2940,부일전기제작소,부산광역시 강서구 녹산산단77로 50 (송정동),051-831-3456,28123,배전반 및 전기 자동제어반 제조업,8,"배전반,콘트롤박스"
3052,삼은엘앤티,부산광역시 강서구 화전산단3로 106 (화전동),051-971-0550,28123,배전반 및 전기 자동제어반 제조업,7,배전반등
3053,삼인테크(주),부산광역시 강서구 낙동남로511번길 55 (녹산동),051-831-1377,28123,배전반 및 전기 자동제어반 제조업,6,전기배전반
3090,삼화전기,부산광역시 강서구 낙동북로108번길 54 (강동동),,28123,배전반 및 전기 자동제어반 제조업,3,"배전반, 콘트롤박스"
3098,삼흥전기,부산광역시 강서구 공항앞길85번길 107-1 (대저2동),051-945-8852,28123,배전반 및 전기 자동제어반 제조업,8,전기배전함
3118,서강ENG,부산광역시 강서구 대부길 23 (강동동),051-971-4560,28123,배전반 및 전기 자동제어반 제조업,11,BUS-BAR(배전반부속품)
3119,서강ENG,부산광역시 강서구 대부길 3-1 (강동동),051-971-4560,28123,배전반 및 전기 자동제어반 제조업,2,선박용 및 육상용 배전반 부스바
3138,서진콘트롤스,부산광역시 강서구 대저중앙로347번길 42 (대저1동),051-313-8781,28123,배전반 및 전기 자동제어반 제조업,3,"배전반,전기자동제어반"
3172,성광EMP,부산광역시 강서구 녹산산업북로 46 (송정동),,28123,배전반 및 전기 자동제어반 제조업,2,배전반
3188,성림,부산광역시 강서구 낙동남로622번길 51 (녹산동),051-831-4717,28123,배전반 및 전기 자동제어반 제조업,3,"배전반 외함, 구조물 제작"
3206,성아ENG,"부산광역시 강서구 녹산화전로 23, C동 6호 (송정동)",,28123,배전반 및 전기 자동제어반 제조업,7,"배전함, 분전함"
3213,성원기전,부산광역시 강서구 낙동남로666번길 19-1 (녹산동),051-271-1866,28123,배전반 및 전기 자동제어반 제조업,11,해상판넬(전기배전반)
3223,성일전기,부산광역시 강서구 대저중앙로 360-17 (대저1동),051-304-2268,28123,배전반 및 전기 자동제어반 제조업,6,전기판넬
3263,세기전기공업(주),부산광역시 강서구 설만길 105 (대저2동),051-831-8660,28123,배전반 및 전기 자동제어반 제조업,13,배전반 및 전기자동제어반
3274,세양하이테크,부산광역시 강서구 녹산산단77로 46 (송정동),051-831-9125,28123,배전반 및 전기 자동제어반 제조업,8,밸브 조정장치
3294,세인일렉트롤,부산광역시 강서구 세산길 311-16 (미음동),051-941-7937,28123,배전반 및 전기 자동제어반 제조업,7,"배전반, 자동제어반"
3296,세인전기,"부산광역시 강서구 녹산산업중로 113, 2동 A호(송정동)",051-971-7121,28123,배전반 및 전기 자동제어반 제조업,11,"배전반, 배전기"
3510,심우계전,부산광역시 강서구 미음국제6로 46 (미음동),051-831-6850,28123,배전반 및 전기 자동제어반 제조업,20,"배전반, 자동제어장치"
3513,쌍용전력(주),부산광역시 강서구 과학산단2로19번길 170 (지사동),051-831-9147,28123,배전반 및 전기 자동제어반 제조업,35,배전반
3560,아진테크 주식회사,부산광역시 강서구 미음국제7로 9(미음동),055-342-8870,28123,배전반 및 전기 자동제어반 제조업,17,컨트롤패널
3581,에스디이,부산광역시 강서구 낙동남로511번길 67 (녹산동),051-972-5446,28123,배전반 및 전기 자동제어반 제조업,6,배전반판넬/금형
3587,에스앤티다이내믹스주식회사 지사공장,부산광역시 강서구 과학산단2로 31 (지사동),055-280-5361,28123,배전반 및 전기 자동제어반 제조업,21,수치제어반
3629,에스크텍,부산광역시 강서구 평강로 6 (강동동),051-941-1971,28123,배전반 및 전기 자동제어반 제조업,2,배전반
3704,엠.파워,부산광역시 강서구 울만로25번길 75 (대저2동),051-528-5553,28123,배전반 및 전기 자동제어반 제조업,8,수.배전반
3723,연합전기,부산광역시 강서구 체육공원로52번길 95 (대저1동),051-313-6618,28123,배전반 및 전기 자동제어반 제조업,5,전기 수배전반
3828,와이엠코프레이션(주),부산광역시 강서구 설만길 105 (대저2동),070-7019-2830,28123,배전반 및 전기 자동제어반 제조업,4,전기판넬 
3829,와이엠테크,부산광역시 강서구 대저중앙로375번길 24 (대저1동),051-809-1820,28123,배전반 및 전기 자동제어반 제조업,4,"배전반,전기자동제어반"
3836,용진산전,부산광역시 강서구 미음국제5로가길 14 (미음동),051-305-2358,28123,배전반 및 전기 자동제어반 제조업,2,자동화 기계 제어판넬 구성 및 제작 설치
3839,우광전기,부산광역시 강서구 공항로339번길 228-11 (대저2동),051-941-5952,28123,배전반 및 전기 자동제어반 제조업,2,수.배전반
3869,우성전기,부산광역시 강서구 미음산단3로 6 (미음동),051-261-2443,28123,배전반 및 전기 자동제어반 제조업,29,선박용배전반
3946,웰컴엔지니어링,부산광역시 강서구 낙동남로605번길 46-16 (녹산동),051-262-0433,28123,배전반 및 전기 자동제어반 제조업,4,조선기자재
4025,이에스테크,부산광역시 강서구 평강로171번길 30-19 (대저1동),051-832-5226,28123,배전반 및 전기 자동제어반 제조업,3,전기 제어 판넬
4053,인텍(주),부산광역시 강서구 낙동남로533번길 41 (녹산동),02-567-5201,28123,배전반 및 전기 자동제어반 제조업,4,전기판넬
4059,일광산업기술,부산광역시 강서구 대저중앙로347번길 32 (대저1동),051-808-7068,28123,배전반 및 전기 자동제어반 제조업,3,전기판넬
4079,일진파워텍,부산광역시 강서구 금호순서길282번나길 37-7 (대저2동),051-321-0081,28123,배전반 및 전기 자동제어반 제조업,5,"전기 수.배전반, 제어반"
4225,주식회사 남광기업,"부산광역시 강서구 미음국제5로라길 8(미음동, (주)남광기업)",051-972-3126,28123,배전반 및 전기 자동제어반 제조업,5,변압기
4249,주식회사 대욱이엔씨,부산광역시 강서구 낙동북로153번길 125 (강동동),051-831-9736,28123,배전반 및 전기 자동제어반 제조업,8,전기판넬 제어반
4362,주식회사 상화전력,부산광역시 강서구 평강로229번길 32 (대저1동),051-941-1910,28123,배전반 및 전기 자동제어반 제조업,8,전기자동제어기기
4369,주식회사 성광기전,부산광역시 강서구 낙동북로126번길 13 (강동동),051-714-3680,28123,배전반 및 전기 자동제어반 제조업,3,배전류 등
4372,주식회사 성심위드신시어,부산광역시 강서구 둔치중앙길 7 (봉림동),051-972-2004,28123,배전반 및 전기 자동제어반 제조업,1,"자동제어반, 배전반 외"
4389,주식회사 스타라이트,부산광역시 강서구 영강길 98 (명지동),051-293-1472,28123,배전반 및 전기 자동제어반 제조업,5,전기자동제어반 외
4421,주식회사 아이에스케이산전,부산광역시 강서구 신포길83번길 7 (명지동),051-316-8559,28123,배전반 및 전기 자동제어반 제조업,8,전기 수배전반
4515,주식회사 이레전기공작소,부산광역시 강서구 대저중앙로357번길 44-2 (대저1동),051-331-2488,28123,배전반 및 전기 자동제어반 제조업,2,"분전반, 배전반"
4566,주식회사 진성하이텍,부산광역시 강서구 미음국제5로마길 5(미음동),051-973-9683,28123,배전반 및 전기 자동제어반 제조업,25,"발전기, 배전반, 전자기판조립"
4591,주식회사 키다리아저씨,부산광역시 강서구 평강로211번길 34-19 (대저1동),070-4216-1230,28123,배전반 및 전기 자동제어반 제조업,2,태양광 접속반 등
4667,주안테크,부산광역시 강서구 녹산산업북로 46 (송정동),051-973-9073,28123,배전반 및 전기 자동제어반 제조업,7,전기판넬
4676,준영웰텍(주),부산광역시 강서구 낙동남로511번길 55 (녹산동),051-831-1377,28123,배전반 및 전기 자동제어반 제조업,5,전기판넬
4677,준영웰텍(주),부산광역시 강서구 낙동남로511번길 55 (녹산동),051-831-1377,28123,배전반 및 전기 자동제어반 제조업,5,전기판넬
4686,중앙기전,부산광역시 강서구 대저동서로229번가길 72 (대저2동),051-941-9422,28123,배전반 및 전기 자동제어반 제조업,2,산업기계자동제어반
4803,창협기전,부산광역시 강서구 과학산단2로3번길 50 (지사동),051-831-3607,28123,배전반 및 전기 자동제어반 제조업,9,배전반 외
4917,콘텍,"부산광역시 강서구 과학산단1로60번길 31, (재)부산테크노파크 시험생산동 102호 (지사동) 외 1필지",051-974-9682,28123,배전반 및 전기 자동제어반 제조업,1,"전기제어시스템,기계유니트"
5255,한진전기공업주식회사,부산광역시 강서구 대저동서로 53 (대저1동),051-941-9496,28123,배전반 및 전기 자동제어반 제조업,8,전기배전반
5339,현진테크,부산광역시 강서구 녹산화전로 23 (송정동),,28123,배전반 및 전기 자동제어반 제조업,0,유압밸브 제어반
5408,효성전기,부산광역시 강서구 낙동남로483번길 42 (녹산동),051-266-0959,28123,배전반 및 전기 자동제어반 제조업,5,"전기박스, 자동제어"
3196,성보계전 주식회사,부산광역시 강서구 대저로171번길 187 (대저1동),051-523-2255,26421,방송장비 제조업 외 7 종,5,방송장비
4248,주식회사 대영전기정보산업,"부산광역시 강서구 체육공원로6번길 46, 3층 (대저1동)",051-914-0022,26421,방송장비 제조업 외 5 종,7,"cctv카메라, 방송장치, 전광판 외"
4251,주식회사 대종테크산업,부산광역시 강서구 공항앞길 116 (대저2동),,26421,방송장비 제조업 외 2 종,4,"CCTV카메라, 방송장치 외"
5155,한국이미지시스템(주),부산광역시 강서구 낙동남로533번길 95 (녹산동),051-305-7631,26421,방송장비 제조업 외 19 종,20,"CCTV시스템, LED 조명 등"
1336,(주)케이씨엠솔루션,부산광역시 강서구 공항앞길85번길 24 (대저2동),051-311-3394,26421,방송장비 제조업 외 1 종,12,"cctv, 통신장비, 방송 및 유선통신장비 등"
85,(주)광진씨앤디,부산광역시 강서구 울만로25번길 177-2 (대저2동),,26421,방송장비 제조업,4,CCTV
1110,(주)유성아이티엠,"부산광역시 강서구 과학산단1로60번길 30, 부산테크노파크 4동 310호 (지사동)",070-5176-6657,26421,방송장비 제조업,3,폐쇄회로 카메라
2144,다도,"부산광역시 강서구 과학산단1로60번길 31, POST BI동 1층 101-1 (지사동)",051-271-3632,26421,방송장비 제조업,2,영상감시장치
2427,동국통신(주),부산광역시 강서구 체육공원로6번길 211 (대저1동),070-4404-5559,26421,방송장비 제조업,2,CCTV
4487,주식회사 우리전기,"부산광역시 강서구 체육공원로6번길 46, 3층 (대저1동)",051-805-2474,26421,방송장비 제조업,4,"CCTV카메라, 방송장치 외"
1523,(주)퓨트로닉,부산광역시 강서구 녹산산업중로 191-7 (송정동),051-831-5060,32202,방송및무선통신기기제조업 외 1 종,63,"자동차 자동 변환장치,건강안전점검장치"
1648,(주)해우기술,"부산광역시 강서구 과학산단1로60번길 30, 2B동 203호 (지사동)",070-8778-7008,27111,방사선 장치 제조업 외 7 종,10,"치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이, 치과용 엑스레이 디텍터, 앰플트레이"
2285,대영솔루션ENG,부산광역시 강서구 공항앞길85번길 101-2 (대저2동),051-971-3500,27111,방사선 장치 제조업 외 7 종,4,산업기계 및 기계기구류 등
1534,(주)피마,부산광역시 강서구 녹산산업북로 465 (송정동),051-831-2857,10901,반려동물용 사료 제조업 외 4 종,21,음식물단미사료제조
1108,(주)유비티코리아,부산광역시 강서구 제도로 701 (강동동),051-642-0105,10901,반려동물용 사료 제조업 외 2 종,4,사료 및 첨거제
2995,삼득산업(주),부산광역시 강서구 녹산산단381로12번길 8 (송정동),051-831-0034,10901,반려동물용 사료 제조업 외 2 종,16,음식물 단미사료
5055,팀에이스,부산광역시 강서구 공항앞길51번길 49 (대저2동),051-971-0126,10901,반려동물용 사료 제조업 외 2 종,4,낚시밥
5314,현대수산사료(주),부산광역시 강서구 녹산산업중로 432 (송정동) 외 1필지,051-831-6612,10901,반려동물용 사료 제조업 외 2 종,39,어류양식용 사료
2112,네쓰,부산광역시 강서구 미음국제1로가길 5 (미음동),051-715-5335,29271,반도체 제조용 기계 제조업 외 1 종,16,플라즈마 코팅 시스템 및 서비스
1137,(주)이노시스,"부산광역시 강서구 화전산단6로 71, 2층 201-1호 (화전동) 2층 201-1호",051-710-2667,29271,반도체 제조용 기계 제조업,6,자동화설비
3972,유에이치피소닉(주),부산광역시 강서구 화전산단6로 109(화전동),051-206-0667,29271,반도체 제조용 기계 제조업,5,초음파세척기
5126,한국기계기술,부산광역시 강서구 녹산산단165로 36-6(송정동),,29271,반도체 제조용 기계 제조업,5,"반도체 장비부품, 금형부품, 자동화 설비제작"
331,(주)동영물산,부산광역시 강서구 녹산화전로 82 (송정동),051-832-2393,16211,"박판, 합판 및 유사 적층판 제조업",20,합판
632,(주)서용엔지니어링,부산광역시 강서구 녹산산단77로 17 (송정동),051-831-6171,27213,"물질 검사, 측정 및 분석기구 제조업 외 7 종",80,"전자유량계,환경계측기"
3400,신라이앤티(주),부산광역시 강서구 녹산산단407로 92 (송정동),051-831-7705,27213,"물질 검사, 측정 및 분석기구 제조업 외 7 종",12,"냉난방기, 열교환기, 대형냉장고"
920,(주)에스테크,"부산광역시 강서구 녹산산단77로 17, 에이동 2층(송정동) (송정동)",051-831-6174,27213,"물질 검사, 측정 및 분석기구 제조업 외 3 종",3,"유량계, 현장계기반"
5393,화진기업(주),부산광역시 강서구 미음산단2로 25 (구랑동),051-831-9447,27213,"물질 검사, 측정 및 분석기구 제조업 외 2 종",45,"콘트롤, 제어판넬"
1555,(주)하이레벨,부산광역시 강서구 공항로1347번길 72-9 (대저1동),051-338-3397,27213,"물질 검사, 측정 및 분석기구 제조업",11,"탱크레벨게이지, 유량계"
3756,영인에스씨아이(영인SCI),부산광역시 강서구 식만로 205(식만동),,27213,"물질 검사, 측정 및 분석기구 제조업",3,"간이환경측정기 부품, 실험실 기자재, 분석장비 부품 및 소모성 부품 가공"
4441,주식회사 에스엠지코리아,부산광역시 강서구 평강로 263 (대저1동),,27213,"물질 검사, 측정 및 분석기구 제조업",4,체육시설 바닥재성능시험장비
5128,한국기초과학지원연구원,"부산광역시 강서구 지사동 1274-1번지 (한국기초과학지원연구원,첨단이온빔이용연구동)",042-865-3608,70111,"물리, 화학 및 생물학 연구개발업 외 2 종",20,연구시설
2890,부산물류터미널(주),부산광역시 강서구 녹산산업북로 119 (송정동),051-611-6711,52913,물류 터미널 운영업,1,일반공용 화물터미널 시설 운영관리
3811,오승종이,부산광역시 강서구 금호순서길282번나길 37-7 (대저2동),051-255-7718,17901,문구용 종이제품 제조업 외 2 종,5,복사용지 외 지류제품
5073,페이프테크,부산광역시 강서구 대저동서로 83 (대저1동),051-973-0220,17901,문구용 종이제품 제조업 외 1 종,2,문구용종이제품 제조
1310,(주)청명드림,부산광역시 강서구 경전철로188번길 95-12(대저1동),051-972-8596,17901,문구용 종이제품 제조업,12,
3540,아성글로벌 주식회사,부산광역시 강서구 죽동길405번길 24-19 (죽동동),051-636-5585,31312,무인 항공기 및 무인 비행장치 제조업 외 21 종,39,"통신음향기기, 드론"
4625,주식회사 피앤유드론,"부산광역시 강서구 과학산단1로60번길 31,(지사동, 부산테크노파크) 지사단지 1동 2층 204호",051-510-3696,31312,무인 항공기 및 무인 비행장치 제조업,8,무인항공기
5231,한솔환경,부산광역시 강서구 녹산산업중로167번길 12 (송정동),051-831-4167,20131,무기안료용 금속 산화물 및 관련 제품 제조업,9,"재생용염화제1철,재생용황산제1철"
2330,대진테크,부산광역시 강서구 평강로193번길 21-12 (대저1동),051-305-6177,25200,무기 및 총포탄 제조업 외 5 종,1,방위산업 수리부품
3845,우리테크,부산광역시 강서구 낙동북로31번길 11 (강동동),070-7538-9002,25200,무기 및 총포탄 제조업 외 49 종,2,총포탄 등 금속제품
2420,동광정밀,"부산광역시 강서구 체육공원로52번길 94, 공장동 1층 (대저1동)",051-301-0812,25200,무기 및 총포탄 제조업 외 44 종,5,자동차 및 금형 부품
2373,대현테크,부산광역시 강서구 평강로171번길 259(대저1동),051-831-9720,25200,무기 및 총포탄 제조업 외 38 종,2," 기계부품, 실린더부품 외"
4182,조은테크,부산광역시 강서구 평강로171번길 259(대저1동),051-971-3266,25200,무기 및 총포탄 제조업 외 38 종,1,실린더부품 외
4546,주식회사 조은이엔지,부산광역시 강서구 평강로171번길 259 (대저1동),051-971-3266,25200,무기 및 총포탄 제조업 외 38 종,2,"실린더부품외, 가계부품 외"
4033,이지텍,부산광역시 강서구 경전철로 215 (대저2동),,25200,무기 및 총포탄 제조업 외 31 종,2,자동차 엔진 부품외
4438,주식회사 에스에이치정밀,부산광역시 강서구 평강로 219-1 (대저1동),051-971-7226,25200,무기 및 총포탄 제조업 외 17 종,0,기계부품 등
3928,원정공,부산광역시 강서구 죽동길 24 (죽동동),051-971-1251,25200,무기 및 총포탄 제조업 외 14 종,6,"항공기부품, 금속가공제품, 기타기계 및 장비부품, 자동차부품, 기타운송장비부품"
406,(주)디제이티,부산광역시 강서구 과학산단2로19번길 100-88 (지사동),051-831-2922,25200,무기 및 총포탄 제조업 외 1 종,3,"전장외피, 실드"
