 연번 , 업종 ,업체명,소재지,주생산품,종업원수(명),전화번호
4978,28423,이레광고,광주광역시 북구 금남로 15  ,"광고, 전시용 조명장치 제조",5,
4979,10711,영광떡집,광주광역시 북구 월동로 40 미라보아파트 ,시루떡달떡등,1,
4980,33910,우리간판,광주광역시 북구 일곡로 36  ,간판제작,1,
4981,10302,금순배추절임김치판매,광주광역시 북구 두리봉길5번길 7-2  ,절임배추,2,
4982,10711,떡단지,"광주광역시 북구 군왕로51번길 35 동산훼밀리 3동 5,6,7호","떡,압축(떡방앗간)",1,
4983,27215,노아랩,광주광역시 북구 안산로 75  4층 ,스마트 팜 자동제어 장치 개발 및 제조,3,
4984,32021,동산씽크인테리어,광주광역시 북구 대천로 28  ,싱크대,3,062-269-3376
4985,10301,바른고기엘베요타,광주광역시 북구 신촌로23번길 10  ,김치류 제조업,1,062-225-0092
4986,27192,해송치과기공소,광주광역시 북구 서하로 231-1  ,"보청기, 의치, 부목 등 제조",5,
4987,10711,진일방앗간,광주광역시 북구 서하로194번길 2 오치주공상가 ,백설기,2,
4988,28423,수기획,광주광역시 북구 우치로 191-1  ,"현수막,광고, 전시용 조명장치 제조",1,
4989,10711,궁전떡집,광주광역시 북구 서하로257번길 24  ,시루떡제조,1,062-262-1045
4990,10711,두암원조광양기정떡집,광주광역시 북구 군왕로 110  1층층 ,기정떡,2,062-266-0662
4991,33910,서원광고,광주광역시 북구 송해로 40  ,간판,1,062-573-2946
4992,10796,원광건강원,광주광역시 북구 서방로 167  ,"양파즙,포도즙",1,062-251-9666
4993,28423,대지광고기업,광주광역시 북구 우치로 274  ,LED간판제작,3,062-523-5460
4994,10711,기건떡방앗간,광주광역시 북구 매곡로 59-1  ,시루떡 달떡,2,062-580-5515
4995,27216,주영 오토메이션,광주광역시 북구 군왕로182번길 27  지하1층 ,"습도.압력 측정장치, 산업처리 자동조절용 기기 등 제조",2,
4996,10711,두암떡방앗간,광주광역시 북구 삼정로 10 주공4단지상가 ,꿀떡. 시루떡,2,062-260-5420
4997,10741,한백년,광주광역시 북구 민주로 168  ,"식초, 맛소금 등 식품용 보조재료 제조",2,062-268-0560
4998,10796,백년건강원,광주광역시 북구 서방로 141-1  ,"붕어즙,칡즙",1,
4999,10796,신토불이흑염소,광주광역시 북구 동문대로186번길 18  ,흑염소.붕어즙,2,062-261-1101
5000,10711,성학떡집,광주광역시 북구 참판로 111  ,떡류,2,062-262-0017
5001,22213,시트플러스,광주광역시 북구 송해로4번길 13  1층 ,"플라스틱필림,시트지",1,
5002,28111,영진태양광,광주광역시 북구 양일로344번길 7  ,"태양광, 발전장치 제조",1,
5003,10711,맛자랑떡방아간,광주광역시 북구 우치로264번길 32  ,"시루떡,인절미",2,062-265-3634
5004,28423,(유)수현,광주광역시 북구 서하로 305  ,"광고, 전시용간판제작 조명장치 제조",3,
5005,28423,해동기획,광주광역시 북구 송월로30번길 9  1층 ,"조명,광고판",1,062-374-4475
5006,10309,희준이네반찬집,광주광역시 북구 삼정로 37-1  ,참나물등,2,
5007,33910,천재광고디자인,광주광역시 북구 신촌로23번길 8  ,현수막,2,
5008,10619,깜밥누룽지,광주광역시 북구 우치로 281  ,누룽지제조,2,062-575-9993
5009,10711,행복떡집,광주광역시 광산구 광산로30번길 24  ,떡 판매,2,
5010,10796,천지인 건강원,광주광역시 북구 군왕로130번길 5  ,혼합 추출물 엑스 제조,1,062-261-4999
5011,27192,나래치과기공소,광주광역시 북구 설죽로471번길 3-7  ,"인조치아, 보철물 제작",1,062-652-0428
5012,10796,장수식이요법건강원,광주광역시 북구 서하로273번길 21  ,"양파즙,과일즙",1,
5013,10796,사계절 흑염소,광주광역시 북구 우치로274번길 53  ,"가물치,붕어즙",3,062-269-0802
5014,33910,유한회사 애드윈,광주광역시 북구 서하로 213  ,현수막제조,5,062-261-6515
5015,33910,디자인알리미,광주광역시 북구 우치로 327  ,"비전기식간판,현수막",3,062-266-4034
5016,10301,전라도반찬,광주광역시 북구 설죽로 535-1 일곡청솔1차아파트 상가동 1층 ,김치.깍두기,4,062-575-4007
5017,33910,건양광고,광주광역시 광산구 내상로15번길 20  ,간판제작,2,
5018,33910,예성광고,광주광역시 광산구 사암로 83  ,"고정광원을 갖지 않는 간판, 광고물 제조",3,062-961-5211
5019,28423,남도광고사,광주광역시 북구 대천로 73  ,"조명,간판,네온",1,
5020,33920,문화사,광주광역시 광산구 광산로 29-1  ,인쇄및도장,1,062-944-6065
5021,30202,광주캠핑카,광주광역시 광산구 어등대로648번길 111  ,캠핑카개조,1,062-942-3999
5022,28123,코리아시스템 주식회사,광주광역시 광산구 금봉로64번길 24  ,"센서, 전선 자재입고, 조립",10,062-945-6933
5023,29171,대명냉동설비,광주광역시 광산구 사암로69번길 18-12  ,냉동파이프설비제작,1,062-941-6283
5024,29210,(주)아성온,광주광역시 광산구 소촌로123번길 14-10  2동 ,"경운기, 콤바인, 양봉용기계, 잔디깎는 기계 등 제조",6,062-946-8115
5025,30201,매일적재함 특장,광주광역시 광산구 동곡로 800  ,자동차부품및 적재합,5,
5026,33910,현진광고,광주광역시 광산구 어등대로 705  ,설치,1,062-525-2566
5027,10794,광산연식품,광주광역시 광산구 어등대로621번길 7-12  ,"두부, 묵, 유부 등 제조",5,062-944-9212
5028,10711,햇살떡방앗간,광주광역시 광산구 소촌로 100 모아엘가아파트 109 상가동 110호,떡제조,4,062-944-5570
5029,27216,세광시스템,광주광역시 광산구 비아로 158  ,제어장치,4,
5030,10711,고향떡방앗간,광주광역시 북구 안산로 70  ,"떡류, 약과 등 제조",1,062-268-0855
5031,28423,중앙광고기획,광주광역시 북구 우치로275번길 46  ,LED광고간판제조,3,062-267-3331
5032,10796,민물나라보액즙,광주광역시 북구 안산로 15  ,"배즙, 포도즙",1,062-268-7889
5033,10796,영동건강원,광주광역시 광산구 송정로29번길 64 송정매일상가 사동 42호,과일즙 양파즙판매,1,062-944-7931
5034,30399,삼종기업,광주광역시 광산구 소촌로123번길 28  ,버스side금형,1,062-942-6251
5035,29229,휴먼테크,광주광역시 광산구 소촌로85번길 27  ,기계제작(발포기),9,062-951-0440
5036,29294,덕산테크,광주광역시 광산구 소촌로85번길 40-19  ,금형제작(자동차),4,
5037,29223,거성기계,광주광역시 광산구 소촌로85번길 14-15  ,금속절삭기계,1,
5038,25112,미주,광주광역시 광산구 동곡로 829  ,판을제조,2,
5039,34019,성원E.N.G,광주광역시 광산구 금봉로64번길 15 ~17-14 ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",1,
5040,10611,삼성정미소,광주광역시 광산구 어등대로603번길 21  ,"쌀,곡물투입 및 도정하여 제공",7,
5041,10711,웰빙효소떡전문점,광주광역시 광산구 선운로20번길 6  ,"떡류, 약과 등 제조",2,062-945-8088
5042,13223,동창문,광주광역시 광산구 사암로69번길 18-9  ,"커튼,블라인드 등 제조",5,
5043,10711,떡시루,광주광역시 광산구 소촌로152번길 10 스위트밸리아파트 107동 ,떡판매,2,062-945-0505
5044,28123,(주)버들시스템*1,광주광역시 광산구 소촌로85번길 50  ,"스텐, 전기자재 고객의요청",14,062-945-8070
5045,29250,세일제과제빵기계,광주광역시 광산구 상완길 314-46  ,작업대외기계,7,
5046,20202,동양스티로폴공업주식회사,광주광역시 광산구 어등대로621번길 15-15  ,스치로풀제조 제조,5,062-943-0009
5047,13221,다우리,광주광역시 광산구 소촌로149번길 37  ,"침구류, 식탁용린넨류  제품 제조",4,062-941-0654
5048,18111,용인사,광주광역시 광산구 상무대로 245  ,인쇄,2,062-941-1669
5049,28423,이지기획,광주광역시 광산구 하완길 156  A동동 ,간판제조,1,062-952-1089
5050,27216,주식회사 엠이티,광주광역시 광산구 비아로 113  ,산업처리자동제어장비제조,3,062-953-2977
5051,30399,한샘테크,광주광역시 광산구 하남산단9번로 186-21  에이동 1호,자동차부품제조,1,
5052,10309,비아건강원,광주광역시 광산구 비아중앙로 5  ,양파즙,2,062-953-4600
5053,10129,(주)이제이푸드,광주광역시 광산구 사암로 860-25  ,"훈제품, 통조림 등 제조",5,062-959-4595
5054,25929,광명하이텍,광주광역시 광산구 하남산단9번로 186-35  ,"전기설비,선박엔진부품가공",1,
5055,27216,드림엔지니어링,광주광역시 광산구 비아로 157-1  ,기계장비제조,3,
5056,10122,(유)한울푸드*,광주광역시 광산구 비아로147번길 8-23  ,양념육 등 식육즉석판매가공업,5,062-573-3820
5057,30201,고려테크,광주광역시 광산구 사암로 827-13  ,트렉타형 자동차 차체 제조,3,
5058,33933,남도예술공예,광주광역시 광산구 비아로127번길 8-12  ,표구제작,1,062-951-1688
5059,29132,현대공압기계(주),광주광역시 광산구 하남산단천변우로 126-7  ,공기압축기 제조,5,062-951-3723
5060,10711,우리떡방앗간,광주광역시 광산구 내상로33번길 10  1층 ,떡을제조,1,062-944-8228
5061,10302,신동식품 (빛고을잔무지),광주광역시 광산구 송정로8번길 50  바동 ,"채소, 과실 절임식품 제조",3,061-942-0080
5062,10796,웰빙흑염소,광주광역시 광산구 광산로56번길 20-2  ,건강즙판매,2,062-941-2589
5063,10309,도천건강원,광주광역시 광산구 비아로34번길 8-12  ,건강원,2,062-974-2553
5064,29229,화신정밀,광주광역시 광산구 도천남길 24  ,"공작물 조립기, 코일 가공기 등 제조",1,
5065,29294,호용테크,광주광역시 광산구 사암로 764-15  ,금형제조,1,062-952-9581
5066,10713,성미제과,광주광역시 광산구 비아중앙로 83  나동동 ,과자류,3,062-962-8040
5067,30320,유한회사 남양티에스알,광주광역시 광산구 하남산단8번로 164  나동 202호,"자동차용 보닛, 문짝, 범퍼 등 신품 제조",3,
5068,25944,원뿔산업,광주광역시 광산구 하남산단9번로 186-33  ,금속선가공제품제조업,1,062-367-0054
5069,10711,고향떡집,광주광역시 광산구 내상로 32  ,"떡류, 약과 등 제조",1,062-942-2364
5070,10711,송정떡방앗간,광주광역시 광산구 송정로29번길 31  ,떡제조 판매,1,062-942-3070
5071,10796,경주건강원,광주광역시 광산구 상도산길 77  ,과일즙판매,1,
5072,22111,주식회사 에스에스산업*,광주광역시 광산구 어등대로 658  1동 ,공장납품,220,062-940-2995
5073,11209,금화식혜,광주광역시 광산구 내상로 20-2  ,식혜 비알콜 음료제조,1,062-942-5949
5074,10711,주식회사 승승,광주광역시 광산구 송정로8번길 23  ,"떡류, 약과 등 제조",3,
5075,21300,에이스코리아메디칼,광주광역시 광산구 비아안길 119-8  1층 ,기계장비,7,
5076,25913,(주)광일기공,광주광역시 광산구 하남산단천변우로 120  가동 ,"자동차용 금속 압형제품 제조공장 원자재, 프레스원형",25,062-951-6013
5077,25113,(주)원미스틸,광주광역시 광산구 사암로 860-30  ,금속조립구조재,2,062-961-8717
5078,29171,삼원E&G,광주광역시 광산구 사암로 860-24  ,"산업, 상업용 냉동고, 냉장고 제조",2,
5079,30203,국민컨테이너,광주광역시 광산구 송정동 867-16,"트레일러 및 부분품, 차량용 컨테이너 등 제조",1,062-512-5600
5080,10730,서울제면공업사,광주광역시 광산구 송정로8번길 40  ,소면,2,062-944-0538
5081,33401,지투스,광주광역시 광산구 호남대길 47 호남대학교 현명관 5314-2호,인형 및 장난감 제조업,1,
5082,28123,세은이엔지,광주광역시 광산구 비아로 86  ,배전반제조,6,062-951-6212
5083,25924,주식회사 디앤에스몰드에칭,광주광역시 광산구 사암로 764-15  ,절삭가공및유사처리업,9,062-952-9581
5084,25929,해성ENG,광주광역시 광산구 아산길21번길 49  ,기계부품，철구조물제작,1,062-954-0288
5085,16291,베스트 주방,광주광역시 광산구 어등대로603번길 20  1동 101호,주방기기,1,
5086,27192,"독일보청기 광주,전남센터",광주광역시 광산구 상무대로 299  ,장애보조기구 제작,1,062-941-8800
5087,28119,대영채비호남지사,광주광역시 광산구 임방울대로 590  ,전기자동차 충전기 생산,4,062-433-5600
5088,22212,주식회사 지에스팩,광주광역시 광산구 아산길 58  ,비닐포장지 제조,7,062-956-6958
5089,25913,제이 엔 제이 디자인,광주광역시 광산구 하남산단천변우로 50  A동 123호,자동차부품제조,1,
5090,21300,필코리아광주지점,광주광역시 광산구 비아안길 119-8  ,"의료용실,필러",6,
5091,30393,LM시트,광주광역시 광산구 북문대로 859  오른쪽호,"자동차시트,용품",1,062-962-0445
5092,25111,삼진오토도어 주식회사,광주광역시 광산구 임방울대로 611-33  ,금속제의 문 및 관련 금속제품 제조,5,062-944-4166
5093,20499,(주)반석퓨리텍,광주광역시 광산구 도천남길 124-16  ,"활성탄,사출물 납품",9,062-956-9500
5094,23911,주식회사 바라마블,광주광역시 광산구 비아로127번길 12  ,"기념비용, 건축용 등 건설용 석제품 제조",2,062-972-0120
5095,32091,스마일부엌가구,광주광역시 광산구 금봉로 37  ,"금속가구, 캐비닛, 침대 등 제조",3,062-944-7651
5096,32021,스마트부엌가구,광주광역시 광산구 소촌로42번길 47 스마트부엌가구 ,"목재 씽크대, 목재 조리대 등 생산",2,
5097,34019,스타펌프,광주광역시 광산구 소촌로 101  ,펌프수리,1,
5098,23322,쌍용레미콘（주）광주사업소,광주광역시 광산구 어등대로621번길 23-10  ,"시멘트, 골재 원료투입, 계량",13,062-943-8315
5099,29163,명주,광주광역시 광산구 하남산단천변우로 66  ,컨베이어켄,1,062-959-1261
5100,34019,미래공조냉동,광주광역시 광산구 하남산단천변우로 50  104호,기계수리(서비스업),2,062-953-8980
5101,27216,유진하이테크,광주광역시 광산구 사암로 764-33  ,"자동화기계,산업기계 설계제작",2,062-955-8432
5102,28512,(주) 올시즌,광주광역시 광산구 비아로147번길 8-30  ,"전기 장판, 온풍기 등 가정용 난방기기 제조",4,062-956-4333
5103,29210,대일공업철강,광주광역시 광산구 사암로 728  ,농업용기계제조,5,062-956-8981
5104,28123,에이텍,광주광역시 광산구 금봉로74번길 45  ,"속도 조정기, 배전기 부분품 등 제조",3,062-953-0182
5105,16101,광주특수목문,광주광역시 광산구 소촌로85번길 14-14 소촌공단내 ,"건축용목재,제재",1,062-945-6132
5106,16292,광주편백,광주광역시 광산구 소촌로85번길 14-14  ,"장식용 상자, 그림 틀 등 목재 장식용품 제조",4,
5107,18111,형제산업,광주광역시 광산구 어등대로603번길 27  ,주문제작,1,
5108,23919,아트공간,광주광역시 광산구 어등대로577번길 46  ,건설용 이외의 석제품 제조,1,
5109,10713,수정식품,광주광역시 광산구 비아안길 69-11  ,센베과자,3,
5110,22212,더블유제이팩키징솔류션스코리아(유),광주광역시 광산구 하남산단천변우로 126-1  ,"LLD, 포장지 LLD, 인쇄",10,062-945-0429
5111,32029,후who디자인,광주광역시 광산구 아산길 59  ,"목제 침대, 목제 캐비닛, 나전칠기 가구 등 제조",2,062-961-6873
5112,30392,일원이엔지,광주광역시 광산구 도천북길 55  ,차량전기장치제조,1,062-951-8087
5113,10711,옛날떡방앗간,광주광역시 광산구 비아중앙로 22-1  ,백설기,2,
5114,24199,주식회사 원진테크*,광주광역시 광산구 하남산단9번로 195-8  ,단공강재용접형강중간재상태철강재제조,8,
5115,25929,신원,광주광역시 광산구 하남산단10번로 169  ,자동차차체,1,062-953-1759
5116,25113,YH정밀공업,광주광역시 광산구 하남산단9번로 186-28  ,철골 구조물 제작,3,062-956-1770
5117,10612,우량제분소,광주광역시 광산구 송정로8번길 7  ,곡물분쇄,4,
5118,25111,대영공업사,광주광역시 광산구 도산로 48  ,방충망 베란다샷시설치,1,062-942-9796
5119,10796,송정건강원,광주광역시 광산구 광산로30번길 21  1층 ,"과일즙,붕어즙",1,062-942-1991
5120,10212,주식회사 코리아큐어푸드인더스트리,광주광역시 광산구 광산로 53  ,굴비절임판매,1,
5121,10792,가톨릭광주사회복지회광주카리타스보호작업장,광주광역시 광산구 하남산단천변우로 52  B동 104호,꿈꾸차티백,11,
5122,17901,지티지,광주광역시 광산구 평동로1106번길 45  ,종이제품생산,2,062-714-1054
5123,10612,매일제분소,광주광역시 광산구 송정로8번길 10  ,쌀분쇄,1,062-944-0921
5124,25931,O.K정밀,광주광역시 광산구 광산로30번길 20  ,나이프제작,1,062-945-8466
5125,13103,유니텍스텍(주),광주광역시 광산구 소촌로85번길 14-34  ,"타면, 재면 부산물타면, 혼타",24,062-945-6700
5126,22251,(주)한국스치로폴,광주광역시 광산구 하남산단천변우로 96  ,"스티로폼, 발포보리스티젠 발포, 성형",16,062-951-7493
5127,26511,다솜장애인일자리사업장,광주광역시 광산구 비아로62번길 58  ,플라스틱 제조,11,062-959-5573
5128,28123,유림전기,광주광역시 광산구 상무대로 376  ,"속도 조정기, 배전기 부분품 등 제조",4,
5129,25113,엠제이MJ산업,광주광역시 광산구 금봉로64번길 16  ,철구조물,1,
5130,32099,(유)애니체,광주광역시 광산구 소촌로 25-12  ,"플라스틱 재단, 탁하",32,062-942-1816
5131,22112,(주)정세 제일타이어 광산지점,광주광역시 광산구 사암로 826  ,농업용 차량 타이어제조,2,062-463-5000
5132,18111,보성문화사,광주광역시 동구 문화전당로23번길 5-8  ,"광고물,전단지",1,062-226-5339
5133,18112,광남디자인,광주광역시 동구 문화전당로23번길 28  ,인쇄물,1,062-227-8241
5134,32029,중증장애인복지협회도둠,광주광역시 광산구 어등대로621번길 11  ,"MDFPB 절단, 보링접착",18,062-363-4455
5135,25111,주식회사 한양기업,광주광역시 광산구 금봉로44번길 9-18  ,금속 철문 제조,6,062-945-4577
5136,25913,명성정밀,광주광역시 광산구 소촌로123번길 40-20  ,조립 압형가공,1,
5137,18111,동인출판,광주광역시 동구 문화전당로23번길 3-1  ,출판인쇄업,1,062-234-7384
5138,25929,연우테크,광주광역시 광산구 금봉로64번길 28  ,기계가공,1,
5139,29171,명주냉동,광주광역시 서구 화운로323번길 3-3  ,"산업용 냉장고, 냉동장비 제조",1,062-371-5752
5140,29210,주식회사 아세아텍호남영업소,광주광역시 광산구 평동산단8번로 84-18  ,"철 자재입고, 조립",10,062-956-8027
5141,27192,디엠(DM)치과기공소,광주광역시 광산구 사암로390번길 13-26  305호,치기공,2,
5142,25914,(주)신우하이텍,광주광역시 광산구 하남산단8번로 53  ,세탁기부품 제조,5,062-955-4867
5143,29210,청혜산업,광주광역시 광산구 진곡산단2번로 47-13  ,산업용기계제작,1,
5144,29294,미래정보산업광주지점,광주광역시 광산구 용아로 717  ,산업용 모형,6,031-434-4051
5145,13224,청년어닝,광주광역시 광산구 사암로 421  ,어닝제작시공,1,
5146,33910,주식회사 광선우디자인,광주광역시 광산구 하남산단7번로 42-8  ,"간판, 광고물 제조",3,062-952-9946
5147,25119,이큐구조 주식회사,광주광역시 광산구 고봉로 209-2  ,철구조물 제조,2,062-955-7317
5148,26310,한케미테크,광주광역시 광산구 임곡로 600  ,"컴퓨터, 노트북 등 제조",5,062-951-8337
5149,26410,엘글로벌,광주광역시 광산구 하남산단9번로 39-12  ,"유선 전화기, 유선 팩시밀리 등 제조",8,070-4891-7999
5150,18119,주식회사 낫씽디자인그룹,광주광역시 광산구 하남산단6번로 57  1215호,출판인쇄,2,062-531-6633
5151,18119,한일비닐특수인쇄,광주광역시 광산구 하남지실길 108  ,비닐 인쇄,1,
5152,17212,쏠트,광주광역시 광산구 하남산단6번로 17  ,골판지 상자 및 관련제품 제조,5,
5153,25929,현대금형조각,광주광역시 광산구 하남산단4번로 169  1층층 ,금형,1,062-952-1590
5154,25924,송림엔지니어링,광주광역시 광산구 손재로 368-11  ,산업기계부품,1,062-951-2272
5155,29174,주식회사 창대테크,광주광역시 광산구 하남산단5번로 45  ,집진기(먼지흡입기),5,062-513-7570
5156,29223,한강랩핑,광주광역시 광산구 하남산단1번로 73  ,"선반, 밀링 머신 등  제조",1,
5157,29172,(주）두원냉기 광주분공장,광주광역시 광산구 하남산단7번로 139  A동 ,"플라스틱 입고, 사출",10,062-956-6750
5158,29299,일월정밀주식회사 광주2공장,광주광역시 광산구 하남산단6번로 21-21  ,음식물쓰레기 종량제 계량장치제조,5,
5159,25924,티엔에스,광주광역시 광산구 손재로 474  ,산업부품 제조,1,
5160,17121,주식회사 에스알비프린팅,광주광역시 광산구 하남산단10번로 115-12  ,"종이 인쇄, 출고",16,062-955-6855
5161,30331,(주)뉴원이앤씨 (NEWONEE&C),광주광역시 광산구 진곡산단5번로 57-10  가동동 ,"철판 원재료, 프레스가공,절곡",22,062-714-3440
5162,25913,카이로,광주광역시 광산구 하남산단10번로 9  ,"자동차문짝,범퍼,루프 등",6,
5163,25929,주식회사 보스엔지니어링,광주광역시 광산구 하남산단10번로 13  ,건물용 판금제품 제조,4,062-953-4435
5164,29294,에스엠리드,광주광역시 광산구 용아로 583  ,"흑연 모뎀작업, 소재발주",10,062-956-4446
5165,29294,성진테크,광주광역시 광산구 진곡산단2번로 39-31  B동 ,금형부품(프레스),1,
5166,22291,광전물산(주),광주광역시 광산구 하남산단6번로 42  가동 ,테이프,4,062-953-3402
5167,29172,지메이드,광주광역시 광산구 진곡산단2번로 47-9  ,"동파이프를 가지고 파이프, 절단",10,062-943-8753
5168,29294,KN TECH(케이앤테크),광주광역시 광산구 용아로 534-5  2동 ,산업기계부품,1,
5169,25929,디에스DS샤프트,광주광역시 광산구 하남산단6번로 73-9  ,"부품가공(환봉, 연마봉)",3,
5170,25112,우림테크,광주광역시 광산구 계안길 43-2  ,판넬제작,1,
5171,24222,아르데크,광주광역시 광산구 하남산단천변좌로 25 아파트형공장 5층 504호,벤딩,1,062-952-3121
5172,29120,대양유공압,광주광역시 광산구 하남산단8번로 100-9  ,"유압 펌프, 모터, 실린더 등 제조",2,062-943-2836
5173,22249,(주)진용,광주광역시 광산구 하남산단6번로 12  ,"냉장고, 에어컨 부품 등 생산",4,062-954-2347
5174,30310,주식회사 대림,광주광역시 광산구 하남산단10번로 127-78  ,"ABS, PA 원재료투입, 사출기",14,
5175,22211,위드텍,광주광역시 광산구 하남산단6번로 73-6  ,산업용벨트 제조,1,062-955-1444
5176,25924,영신종합기계,광주광역시 광산구 계안길 31-12  ,산업기계부품(브라패트),1,
5177,22249,그린몰드,광주광역시 광산구 하남산단3번로 23-20  ,"플라스틱 사출, 성형",13,
5178,25924,우창정밀공업,광주광역시 광산구 하남산단7번로 135-22  ,건전지 금형,8,062-952-6220
5179,29294,이엘테크EL테크,광주광역시 광산구 진곡산단4번로 67-15  ,금형,1,02-2676-8347
5180,25923,신소재산업(주),광주광역시 광산구 하남산단10번로 77  ,"페인트, 신나 사출물, 닦음(세척)",38,062-953-1155
5181,22199,명성씨앤엠(주),광주광역시 광산구 하남산단10번로 115-30  ,"고무 원재료, 성형",12,062-953-0918
5182,25932,다온하이테크 주식회사,광주광역시 광산구 하남산단7번로 135-19  ,"주물, 주강 원자재입고, 가공",10,062-953-1188
5183,29294,티에스(T.S) 솔류션,광주광역시 광산구 진곡산단4번로 51-25  ,프레스금형,4,
5184,25934,화천CNC,광주광역시 광산구 하남산단4번로 123-17  ,"머시닝센더 조립, 검사 제조",9,062-953-1411
5185,29294,우수정밀,광주광역시 광산구 하남산단8번로 109  ,산업용모형 제조,4,
5186,29291,남주테크,광주광역시 광산구 하남산단2번로 72  ,인쇄롤러 제조,8,062-531-6364
5187,25924,세운정밀,광주광역시 광산구 계안길 16  ,자동화부품,4,062-954-1451
5188,27216,세영ENG,광주광역시 광산구 임곡로 677  ,자동화설비,1,
5189,27216,디에스산전,광주광역시 광산구 용아로 631-8  ,전기판넬,1,
5190,25111,진영창호,광주광역시 광산구 평동산단외로 65  ,샷시문판매,1,062-943-0177
5191,30201,태진특장,광주광역시 광산구 평동산단로169번길 47  ,사업장에서 주문을받아,10,062-956-0014
5192,25941,이노테크,광주광역시 광산구 평동산단외로 142-20  ,공작기계(볼트),3,
5193,34019,에스엠SM시스템,광주광역시 광산구 진곡산단중앙로 52  B동 ,금속 철제선반,2,062-956-7783
5194,25941,성일기계,광주광역시 광산구 용아로 493  ,산업기계부품,1,
5195,28519,제이디텍,광주광역시 광산구 하남산단천변좌로 19  213-2호,가정용전기기기제조,1,
5196,22249,자강산업(주),광주광역시 광산구 하남산단7번로 133  ,"ABS, PP 원료투입, 양산",70,062-956-6141
5197,25929,현성ENG,광주광역시 광산구 손재로 436-73  ,가공,1,
5198,28519,대림정밀공업(주) 광주2공장,광주광역시 광산구 하남산단8번로 42  ,"알루미늄을 가지고 공장에서 원재료, 사출",17,062-955-2517
5199,29169,효광호이스트(주),광주광역시 광산구 진곡산단3번로 59-6  ,"호이스트, 도르래, 타워 크레인  등 제조",3,062-955-8272
5200,25924,주식회사 득영테크,광주광역시 광산구 손재로 257-15  ,"철 철강,금속단조",10,
5201,22212,전일프라스틱(주),광주광역시 광산구 하남산단10번로 73  ,"폴리에틸렌 원재료, 녹임",20,062-951-4433
5202,22213,타이어넷(주)삼오공장,광주광역시 광산구 하남산단7번로 42  ,플라스틱시트,29,062-961-3535
5203,29294,삼원금형정공(주)광주지점,광주광역시 광산구 하남산단3번로 126-8  ,수지금형(플라스틱용 금형),8,062-954-1014
5204,29294,주식회사 세일금형,광주광역시 광산구 하남산단8번로 100-14  ,"특수강, 금형부품 원자재, 가공",32,062-959-5311
5205,25924,디유테크,광주광역시 광산구 하남산단8번로 63  ,공작기계부품,6,062-955-0162
5206,25924,협동정밀,광주광역시 광산구 손재로 368-11  ,정밀기계가공,1,
5207,29294,주식회사 에스제이홀딩스,광주광역시 광산구 하남산단10번로 116  ,"환풍기제조, 절수기제조",1,062-952-5377
5208,25924,대영기전,광주광역시 광산구 하남산단7번로 135-16  가동 ,절삭가공(기계부품),1,062-961-8586
5209,25924,시온정밀,광주광역시 광산구 하남산단7번로 135-16  가동 ,기계부품(임가공),2,
5210,18112,아트모아,광주광역시 광산구 하남산단5번로 73  ,스크린 인쇄,7,062-954-4450
5211,25111,다린테크,광주광역시 광산구 하남산단4번로 33  ,방화문용 단열바 제조,3,062-974-9120
5212,10791,가배하우스,광주광역시 광산구 손재로 167-1  ,커피제조,1,062-952-5735
5213,28519,(주)인아,광주광역시 광산구 용아로 747  ,"철판 철판, 프레스가공",31,070-4030-2103
5214,13921,그린밴드,광주광역시 광산구 하남산단3번로 14-18  1층 ,"로프, 밧줄 제조",1,
5215,30320,(유)한미산업,광주광역시 광산구 하남산단9번로 49  A동 ,"철판, 알루미늄 원자재, NCT및절곡가공",10,062-954-2007
5216,30399,한영뉴텍(주),광주광역시 광산구 평동옥동로 62  ,"철판 자재입고, 자동용접",6,070-7499-7503
5217,30332,(주)에스엠전자,광주광역시 광산구 평동로803번안길 93-20  ,"전선 자재, 생산",14,062-944-1711
5218,29280,제이아이시스템,광주광역시 광산구 사암로340번길 39 동운빌딩 5층 502호,산업용 로봇 제조업,1,
5219,26299,유한회사 최컴퍼니,광주광역시 광산구 산정공원로81번길 7  ,광전관제조,4,
5220,25924,은성테크,광주광역시 광산구 하남산단1번로 113  B동 ,금형부품가공,2,
5221,29142,서암기계공업(주),광주광역시 광산구 하남산단8번로 127-15  B동 ,"거빅커플링, 기어",151,062-960-5000
5222,29294,머신테크,광주광역시 광산구 하남산단8번로 100-12  ,각종 금형부품,3,
5223,29172,한농하이텍 (주),광주광역시 광산구 하남산단6번로 42  가동 ,농가판매,5,062-951-0167
5224,33999,베베리본스토리,광주광역시 광산구 단전둘레길 15 하남3지구 모아엘가 105동 1101호,리본제작판매,1,062-1111-1111
5225,27215,이스트엔지니어링,광주광역시 광산구 진곡길 57  ,자동조정및제어장치 제조,2,062-956-2106
5226,24199,대한스틸주식회사,광주광역시 광산구 하남산단8번로 35-1  ,"단공 강재, 용접 형강 등 1차 또는 중간재 상태의 철강재 제조",5,062-452-4727
5227,27216,하나시스템,광주광역시 광산구 용아로 631-8  ,"습도.압력 측정장치, 산업처리 자동조절용 기기 등 제조",4,
5228,27216,화인택,광주광역시 광산구 계안길 43-2  ,자동제어,1,062-233-3073
