구군명,제조업체명,대표자,전화번호,업종명,소재지주소,데이터기준일자
북구,성남산업전기,박신자,,배전반 및 전기자동제어반 제조업,울산광역시 북구 성혜3길15-5 (시례동),2025-11-26
북구,성림전기,황재규,052-296-3623,배전판 및 전기 자동제어반 제조업,울산광역시 북구 성혜1길 3 (시례동),2025-11-26
북구,성아엠엔이,김연호,052-286-5011,절삭 가공 및 유사처리업 외 1 종,울산광역시 북구 농공단지3길 53 (달천동),2025-11-26
북구,성안로보텍,오재찬,052-288-6370,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 616호 (효문동),2025-11-26
북구,성안산업,김광운,,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업로 35  협업혁신관 B6 (매곡동),2025-11-26
북구,성웅산업,황수근,052-289-6547,자동차용 신품 의자 제조업,울산광역시 북구 매곡산업3길 7 (매곡동),2025-11-26
북구,성원기계,허홍석,,기타 가공 공작기계 제조업,울산광역시 북구 성혜3길 31 (시례동),2025-11-26
북구,성원정밀기계,임원섭,052-292-8565,기타 가공 공작기계 제조업,울산광역시 북구 성혜1길 32-4 (시례동),2025-11-26
북구,성원하이테크,이춘선,052-292-8565,기타가공공작기계제조업,울산광역시 북구 성혜1길 32-4 (시례동),2025-11-26
북구,성진CS,손중순,,모피제품 제조업 외 2 종,울산광역시 북구 상방2길 6 (연암동),2025-11-26
북구,성진기계,김성진,052-296-0442,기어 및 동력전달 장치 제조업,울산광역시 북구 성혜1길 42-4 (시례동),2025-11-26
북구,성진산업,김장수,052-288-4261,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효산2길 12 (효문동),2025-11-26
북구,성한기계,박영태,,기타 가공 공작기계 제조업,울산광역시 북구 농공단지4길 58 (달천동),2025-11-26
북구,성한이엔지,최용수,052-288-0040,주형 및 금형 제조업,울산광역시 북구 농공단지4길 58 (달천동),2025-11-26
북구,성현산업(주),임기환,052-286-0950,그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 매곡산업1길 15 (매곡동),2025-11-26
북구,성현하이텍,노민교,052-296-7383,절삭 가공 및 유사 처리업,울산광역시 북구 성혜1길 18-2 (시례동),2025-11-26
북구,성후상사,김금순,052-288-2233,그 외 기타 금속 가공업,울산광역시 북구 산성로 40  지식산업센터 308-3 (효문동),2025-11-26
북구,세광테크,김태현,052-269-8385,기타 기계 장비 조립용 플라스틱제품 제조업 외 3 종,울산광역시 북구 농공단지5길 23 (달천동),2025-11-26
북구,세기금속공업사,이기화,052-287-1556,도금업,울산광역시 북구 송도길 23 (효문동),2025-11-26
북구,세림공업(주),이정해,052-286-6421,그 외 자동차용 신품 부품 제조업,울산광역시 북구 괴정1길 78 (매곡동),2025-11-26
북구,세명계전(주),홍옥표,052-287-6228,배전반 및 전기 자동제어반 제조업 ,울산광역시 북구 명촌11길 21 (명촌동),2025-11-26
북구,세신공업,장행남,052-282-4048,절삭 가공 및 유사처리업,울산광역시 북구 농공단지3길 54 (달천동),2025-11-26
북구,세신엔지니어링,장재훈,052-295-4048,산업용 로봇 제조업,울산광역시 북구 농공단지5길 34 (달천동),2025-11-26
북구,세영인텍,윤희종,,주형 및 금형 제조업,울산광역시 북구 매곡산업로 35 (매곡동  협업혁신관),2025-11-26
북구,세운철강(주),변기규,052-288-8765,그 외 기타 1차 철강 제조업,울산광역시 북구 죽전로 17 (효문동),2025-11-26
북구,세원ENG,김호대,052-292-9974,기타 가공 공작기계 제조업,울산광역시 북구 화정4길 46 (중산동),2025-11-26
북구,세인,심재천,,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업1길 11 (매곡동),2025-11-26
북구,세일엠티씨,구경모,052-988-2300,그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 매곡산업5길 30 (매곡동),2025-11-26
북구,세진산업,황재모,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜1길 43-1 (시례동),2025-11-26
북구,세창기계,정정우,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜2길 10 (시례동),2025-11-26
북구,세훈기계,정장훈,052-292-6338,기타 가공 공작기계 제조업,울산광역시 북구 성혜1길 35-4 (시례동),2025-11-26
북구,세흥기계,이유찬,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜3길 15-8 (시례동),2025-11-26
북구,송강테크(주),강기형,052-946-1056,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업5길 10 (매곡동),2025-11-26
북구,송원기공(주),이용주,052-288-8663,금속 문  창  셔터 및 관련제품 제조업,울산광역시 북구 명촌22길 4 (진장동),2025-11-26
북구,송풍엔지니어링,이민호,052-282-3285,기타 가공 공작기계 제조업,울산광역시 북구 죽전로 3 (효문동  아일엠테크),2025-11-26
북구,수곡테크,진경용,,기타가공공작기계제조업,울산광역시 북구 성혜1길 2-3 (시례동),2025-11-26
북구,수성정공 ,신숙희,,주형 및 금형 제조업,울산광역시 북구 효천3길 14 (효문동),2025-11-26
북구,수성정밀기계(주),안상진,052-295-5114,기타 가공 공작기계 제조업 외 3 종,울산광역시 북구 농공단지3길 39 (달천동),2025-11-26
북구,순흥산업,안경규,052-291-3955,육상 금속 골조 구조재 제조업,울산광역시 북구 안시례길 46 (시례동),2025-11-26
북구,승빈산업,김재익,,자동차 차체용 신품 부품 제조업,울산광역시 북구 농공단지4길 31 (달천동),2025-11-26
북구,시원자동문,김정해,,금속 문  창  셔터 및 관련제품 제조업,울산광역시 북구 안시례길 20 (시례동),2025-11-26
북구,시준테크,이호환,,산업용 로봇 제조업,울산광역시 북구 성혜1길 2-7 (시례동),2025-11-26
북구,신명산업(주),이석준,052-287-3053,자동차용 신품 의자 제조업,울산광역시 북구 효자로 35 (효문동),2025-11-26
북구,신보로드(주),문성철,052-267-9008,그 외 자동차용 신품 부품 제조업 외 4종,울산광역시 북구 무룡로 142 (연암동),2025-11-26
북구,신속사,김동원,052-288-6566,인쇄 및 제책용 기계 제조업,울산광역시 북구 상방로171 (연암동),2025-11-26
북구,신승주식회사,김장수,052-288-4261,자동차용 신품 의자 제조업,울산광역시 북구 효산2길 12 (효문동  성진산업),2025-11-26
북구,신안ENG,김동철,052-289-6633,육상 금속 골조 구조재 제조업,울산광역시 북구 효자로 54 (효문동),2025-11-26
북구,신영엔지니어링,김병문,052-289-4461,배전반 및 전기 자동제어반 제조업 ,울산광역시 북구 하원지2길 5-6 (창평동),2025-11-26
북구,신우산업,김광석,052-256-1611,자동차 엔진용 신품 부품 제조업,울산광역시 북구 중산산업3길 22 (중산동),2025-11-26
북구,신우산업,반금화,,금속 가구 제조업,울산광역시 북구 성혜3길 24 (시례동),2025-11-26
북구,신우정공,김수영,052-227-0985,볼트 및 너트류 제조업,울산광역시 북구 안시례길 22 (시례동),2025-11-26
북구,신우정밀,신경철,,주형 및 금형 제조업,울산광역시 북구 성혜2길 10 (시례동),2025-11-26
북구,신일기숙 ㈜,김원교,052-288-4396,선박 구성 부분품 제조업,울산광역시 북구 산성로 40  지식산업센터 623호 (효문동) ,2025-11-26
북구,신진에스엠,전선자,052-289-6613 4 051-304-7967,도금  착색 및 기타 표면 처리 강재 제조업,울산광역시 북구 효자로 70 (효문동),2025-11-26
북구,신현엔지니어링,안수빈,052-293-8296,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업1길 30 (매곡동),2025-11-26
북구,신호엔지니어링,최성덕,052-287-2430,고무  화학섬유 및 플라스틱 성형기 제조업 외 1 종,울산광역시 북구 진장유통로 42-14 (진장동),2025-11-26
북구,신화 CNC TECH,김홍국,,전자 응용 절삭기계 제조업,울산광역시 북구 산성로 40  지식산업센터 710호 (효문동),2025-11-26
북구,신화에스엠지(주),박상복,052-285-2294,자동차 차체용 신품 부품 제조업,울산광역시 북구 중산산업3길 36 (중산동),2025-11-26
북구,신화이디테크(주) 2공장,이헌영,052-287-6901,도장 및 기타 피막처리업,울산광역시 북구 효암로 354-6 (연암동  신화도장(주)),2025-11-26
북구,신흥산업,김창규,,육상 금속 골조 구조재 제조업,울산광역시 북구 성혜3길 38-1(시례동),2025-11-26
북구,신흥화스너,강충호,052-291-1956,볼트 및 너트류 제조업 외 2 종,울산광역시 북구 농공단지1길 72 (달천동  (주)씨엔디테크),2025-11-26
북구,싱크J,황재영,,주방용 및 음식점용 목재 가구 제조업,울산광역시 북구 성혜3길 1-1 (시례동),2025-11-26
북구,쓰리엠테크,박봉춘,,기타 가공 공작기계 제조업,울산광역시 북구 성혜3길 33 (시례동),2025-11-26
북구,씨아이엠(주),서범수,052-287-1480,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 113 (효문동),2025-11-26
북구,씨제이대한통운(주),신영수,,그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 매곡산업3길 1 (매곡동  CJGLS(주)),2025-11-26
북구,씨케이기업,정일권,052-287-3452,그 외 자동차용 신품 부품 제조업,울산광역시 북구 효암로 302 (연암동),2025-11-26
북구,아산특수브레이크,박영기,052-293-9775,기타 가공 공작기계 제조업,울산광역시 북구 관문길187-25 (천곡동),2025-11-26
북구,아이씨티(주),소병남,052-288-7343,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 1층 113호 (효문동),2025-11-26
북구,아주엔지니어링,최일주,052-269-8585,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 48-1 (효문동  주식회사아이제이),2025-11-26
북구,아진,박만희,,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 33 (시례동),2025-11-26
북구,아진계전,이형식,052-288-2840,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 511호 (효문동),2025-11-26
북구,아진에이텍,안경준,,기타 가공 공작기계 제조업,울산광역시 북구 농공단지4길 23-2 (달천동),2025-11-26
북구,아진정밀,이상목,,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 37 (시례동),2025-11-26
북구,에민,이현정,,기타가공 공작기계 제조업,울산광역시 북구 성혜3길 16 (시례동),2025-11-26
북구,에스마린,서유도,,선박 구성 부분품 제조업 외 1종,울산광역시 북구 농공단지4길 56 (달천동),2025-11-26
북구,에스엠아이,이재욱,052-287-3053,그외 자동차용 신품  부품 제조업,울산광역시 북구 효자로 35 (효문동),2025-11-26
북구,에스엠이엔지,임철수,,주형 및 금형 제조업,울산광역시 북구 성혜3길 31 (시례동  성원기계 내),2025-11-26
북구,에스엠텍,김원훈,,그 외 기타 전자 부품 제조업,울산광역시 북구 차일3길 66 (창평동),2025-11-26
북구,에스유테크,이서우,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜3길 12 (시례동),2025-11-26
북구,에스제이지세종 주식회사,이동원  최정연,052-219-1556 031-219-9815,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효자로 82 (효문동  세종공업(주)) 외 3필지,2025-11-26
북구,에스제이지세종㈜,이동원  최정연,052-290-1826,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 36 (효문동),2025-11-26
북구,에스티디,김보창,,기타가공 공작기계 제조업,울산광역시 북구 성혜1길 26 (시례동),2025-11-26
북구,에이스이엔지,강형선,,기타가공 공작기계 제조업,울산광역시 북구 성혜1길 7 (시례동),2025-11-26
북구,에이원테크,한홍식,052-287-0583,기타 절연선 및 케이블 제조업,울산광역시 북구 산성로 40  지식산업센터 406호 (효문동),2025-11-26
북구,에이치디현대중공업(주),이상균,052-202-1860,선박 구성 부분품 제조업,울산광역시 북구 중산동 390 이화일반산업단지 (1B-2L),2025-11-26
북구,에이치비씨(주),황보환,052-988-8662,그 외 자동차용 신품 부품 제조업,울산광역시 북구 효문1로 9 (효문동),2025-11-26
북구,에이치씨테크,한정희,,기타가공공작기계제조업,울산광역시 북구 성혜1길 35-4 (시례동  현우테크내),2025-11-26
북구,에이패스,서재형,052-288-1801,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 농공단지3길 13 (달천동),2025-11-26
북구,에코시스템,박현식,052-289-9538,배전반 및 전기 자동제어반 제조업,울산광역시 북구 무룡1로 102-6 (연암동  에코시스템),2025-11-26
북구,에프유(주),김태형 김종규,052-256-1463,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 126 (효문동) 외 1필지,2025-11-26
북구,엔브이에이치오버헤드시스템(주),이성희,052-283-8713,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 207-14 (연암동  (주)중앙공업),2025-11-26
북구,엔브이에이치오버헤드시스템(주),이성희,052-281-8713,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업6길 2 (매곡동),2025-11-26
북구,엘앤에스테크,김란주,052-277-1000,기타 주변 기기 제조업,울산광역시 북구 농공단지1길 32-8  103호 (달천동),2025-11-26
북구,엠-코리아,김성곤,052-288-8897,자동차 엔진용 신품 부품 제조업,울산광역시 북구 중산산업3길 22 (중산동  신우산업),2025-11-26
북구,영경기계,안영곤,,절삭 가공 및 유사처리업,울산광역시 북구 괴정1길 25-13 (매곡동),2025-11-26
북구,영광엔지니어링,이현구,,주형 및 금형 제조업,울산광역시 북구 성혜1길 42-5 (시례동),2025-11-26
북구,영남하이텍,이재우,052-287-9100,도장 및 기타 피막처리업,울산광역시 북구 죽전로 10 (효문동  (주)한국메달),2025-11-26
북구,영동식품,박봉수,052-236-7126,수산동물 건조 및 염장품 제조업,울산광역시 북구 판지2길31 (구유동),2025-11-26
북구,영수기계,권영수,052-293-6964,기타 가공 공작기계 제조업,울산광역시 북구 염포로 248-10 (진장동),2025-11-26
북구,영시스템,김서영,052-287-0218,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 5층 513호 (효문동),2025-11-26
북구,영신기업사,박재범,052-282-8462,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업2길 4 (매곡동),2025-11-26
북구,영신테크,박대은,052-286-8452,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 매곡산업1길 24 (매곡동  영신테크),2025-11-26
북구,영신펀칭,박종호,,금속 성형기계 제조업,울산광역시 북구 성혜1길 34-1 (시례동),2025-11-26
북구,영실로직스㈜ 연암지점,박근봉,052-287-3703,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 212 (연암동),2025-11-26
북구,영진기계,한희원,,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 9 (시례동),2025-11-26
북구,영진산업,김진근,052-285-1656,배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 매곡산업로 67 (매곡동),2025-11-26
북구,영진테크,임진규,,금속 절삭기계 제조업,울산광역시 북구 중산산업2길 49 (중산동),2025-11-26
북구,예원정밀,이인철,052-289-2389,주형 및 금형 제조업,울산광역시 북구 염포로 248-14 (진장동),2025-11-26
북구,오도산업,김영섭,,기타 인쇄관련 산업,울산광역시 북구 안시례길 52-6 (시례동),2025-11-26
북구,오에스(주),박종문,052-289-5190,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 242 (연암동),2025-11-26
북구,오제이씨 주식회사 울산공장,남훈모,052-289-1355,금속 캔 및 기타 포장용기 제조업,울산광역시 북구 책골길 59 외 1필지 (연암동),2025-11-26
북구,오토렉스(주),박동찬,052-276-4084,차체 및 특장차 제조업,울산광역시 북구 매곡산업6길 1 (매곡동),2025-11-26
북구,오토셰프 주식회사,신홍석,052-258-3346,그 외 기타 일반 목적용 기계 제조업 외 1 종,울산광역시 북구 농공단지4길 40  가동 (달천동),2025-11-26
북구,올포유 메카 트로닉스,정건영,,공작 기계 수리 및 제조,울산광역시 북구 산성로 40  지식산업센터 503호 (효문동) ,2025-11-26
북구,와우테크,이상문,,주형 및 금형 제조업,울산광역시 북구 매곡산업로 35 (매곡동  협업혁신관),2025-11-26
북구,와이앤시 ,강남욱,052-282-4203,산업 처리공정 제어장비 제조업,울산광역시 북구 제내5길 78-5 (신천동),2025-11-26
북구,와이오유엔지테크,정학수,052-293-6970,주형 및 금형 제조업,울산광역시 북구 중산산업로 80 (중산동),2025-11-26
북구,와이케이 하이텍,손영희,,그 외 기타 특수 목적용 기계 제조업,울산광역시 북구 중산산업로 31-1(중산동),2025-11-26
북구,외동ENG,최유준,,고무패킹류 제조업,울산광역시 북구 성혜3길 15-13 (시례동),2025-11-26
북구,외동기계,최영도,052-296-7695,고무패킹류 제조업,울산광역시 북구 성혜3길 15-13 (시례동),2025-11-26
북구,우리정밀,이상억,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜2길 37 (시례동),2025-11-26
북구,우리테크,이상칠,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜3길 13-1 (시례동),2025-11-26
북구,우불테크,윤경숙,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜1길 2-3 (시례동),2025-11-26
북구,우성기계,김정순,052-288-9741,기타 가공 공작기계 제조업,울산광역시 북구 성혜1길 35-3 (시례동),2025-11-26
북구,우성엔씨(주),신상섭,052-288-5581,산업 처리공정 제어장비 제조업,울산광역시 북구 산성로 40  지식산업센터 312호 (효문동),2025-11-26
북구,우영산업(주),김유환,052-287-4488,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 공단길 56 (연암동),2025-11-26
북구,우주공조닥트,이동현,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜2길 29-8 (시례동),2025-11-26
북구,우진산업전자,오승택,052-289-2337,그 외 기타 전기장비 제조업,울산광역시 북구 산성로 40  지식산업센터 707호 (효문동),2025-11-26
북구,울산CS,박용석,052-707-8890,자동차용 신품 의자 제조업,울산광역시 북구 중산산업로 22 (중산동  (주)세왕공업) ,2025-11-26
북구,울산CS,박용석,052-707-8890,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업1길 18 (중산동 ㈜ 화진기업),2025-11-26
북구,울산CS,박용석,052-707-8890,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업로 22 (중산동),2025-11-26
북구,울산건설기계,김대원,052-227-4825,건설 및 채광용 기계장비 제조업 외 1 종,울산광역시 북구 효자로 7 (효문동),2025-11-26
북구,울산건업,전기찬,052-289-0522,금속 문  창  셔터 및 관련제품 제조업,울산광역시 북구 진장7길 2 (진장동),2025-11-26
북구,울산기연,안용태,,주형 및 금형 제조업,울산광역시 북구 성혜2길 29-10 (시례동 동원테크 내),2025-11-26
북구,울산레미콘(주),최형준 김동협,052-289-5900,레미콘 제조업,울산광역시 북구 효암로 176 (효문동),2025-11-26
북구,울산레이저마킹,조재민,,도금  착색 및 기타 표면 처리 강재 제조업,울산광역시 북구 성혜2길 9 (시례동),2025-11-26
북구,울산분체,전민규,052-285-1656,전기회로 접속장치 제조업,울산광역시 북구 매곡산업로 67 (매곡동  영진산업),2025-11-26
북구,울산정공,김봉주,,기타 가공 공작기계 제조업,울산광역시 북구 성혜1길 41-1 (시례동),2025-11-26
북구,울산주물기계공업(주),백영석,052-295-7600,그 외 자동차용 신품 부품 제조업,울산광역시 북구 제내5길78-7 (신천동),2025-11-26
북구,울산지역 농협연합 미곡종합처리장,김석규,052-260-0948,곡물 도정업,울산광역시 북구 호계로88 (창평동),2025-11-26
북구,울산탁주공동제조장,김홍수 외11명,052-287-5001,탁주 및 약주 제조업,울산광역시 북구 염포로 237 (효문동),2025-11-26
북구,울산특수강,이상문,052-287-5746,그 외 기타 금속 가공업,울산광역시 북구 효암로 226 (효문동),2025-11-26
북구,웅진기계,김귀순,052-289-2650,절삭 가공 및 유사처리업,울산광역시 북구 연암1길 31 (연암동),2025-11-26
북구,원강,이승원,,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 33 (시례동),2025-11-26
북구,원일테크,남수곤,,절삭 가공 및 유사 처리업,울산광역시 북구 산성로 40  지식산업센터 321호 (효문동),2025-11-26
북구,원진산업기계,김용군,052-296-7741,기타 가공 공작기계 제조업,울산광역시 북구 농공단지5길 13 (달천동),2025-11-26
북구,원창산업,정재홍,052-287-0754,그 외 기타 금속가공업,울산광역시 북구 효자로 43 (효문동),2025-11-26
북구,원케이스,김송용,,금속 표시판 제조업,울산광역시 북구 성혜3길 16-1 (시례동),2025-11-26
북구,원텍,김보경,052-286-5584,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 5층 515호 (효문동),2025-11-26
북구,월드시스템,노수경,052-296-6055,배전반 및 전기 자동제어반 제조업,울산광역시 북구 농공단지5길 23 (달천동),2025-11-26
북구,월드이엔지 주식회사,노수경,052-296-6055,그 외 기타 일반 목적용 기계 제조업,울산광역시 북구 농공단지5길 23 (달천동),2025-11-26
북구,웨어켐엔지니어링,권준형,,그 외 기타 특수 목적용 기계 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 B1층 118 (효문동),2025-11-26
북구,위스템,김창원,052-283-0963,배전반 및 전기 자동제어반 제조업 ,울산광역시 북구 화봉로 107 (연암동),2025-11-26
북구,유네코 주식회사,김종원 이명준,02-852-2300,도금업,울산광역시 북구 효문2로 87 (효문동),2025-11-26
북구,유림로보텍,주만식,,산업용 로봇 제조업,울산광역시 북구 농공단지4길 54 (달천동),2025-11-26
북구,유명엔지니어링(주),김종배,052-210-9900,배전반 및 전기 자동제어반 제조업,울산광역시 북구 염포로 290 (효문동),2025-11-26
북구,유성공업,박해식,052-297-8766,자동차용 신품 의자 제조업,울산광역시 북구 성혜3길 34-1 (시례동),2025-11-26
북구,유성기업,장용길,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜1길 35-1 (시례동),2025-11-26
북구,유성산업(주),남택일,052-287-3391,금속 열처리업,울산광역시 북구 원연암2길 49 (연암동),2025-11-26
북구,유신산업,김영근,,기타 가공 공작기계 제조업,울산광역시 북구 농공단지2길 32-8 (달천동),2025-11-26
북구,유일-텍,류성기,,산업 처리공정 제어장비 제조업,울산광역시 북구 성혜1길 18-1 (시례동),2025-11-26
북구,유진산업,차동건,052-298-3421,그 외 자동차용 신품 부품 제조업,울산광역시 북구 괴정2길 16 (매곡동),2025-11-26
북구,유포식품,김태민,052-289-6688,수산동물 건조 및 염장품 제조업,울산광역시 북구 판지2길3 (구유동),2025-11-26
북구,유포식품4공장,김태용,052-254-5491,수산동물 건조 및 염장품 제조업,울산광역시 북구 동해안로 1370 (구유동),2025-11-26
북구,유포식품5공장,김태민,052-254-5206,수산동물 건조 및 염장품 제조업,울산광역시 북구 동해안로 1372 (구유동),2025-11-26
북구,유한 계전,한기환,,배전반 및 전기 자동제어반 제조업 ,울산광역시 북구 산성로 40  지식산업센터 620호 (효문동) ,2025-11-26
북구,육각기계,최광열,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜2길 10 (시례동),2025-11-26
북구,으뜸산업,박영기,052-295-4808,플라스틱 포대  봉투 및 유사제품 제조업,울산광역시 북구 제내6길13-1 (매곡동),2025-11-26
북구,으뜸화학,박장동,,플라스틱 포대 봉투 및 유사제품제조업,울산광역시 북구 성헤2길 5 (시례동),2025-11-26
북구,은샘씽크,김칠규,,주방용 및 음식점용 목재 가구 제조업,울산광역시 북구 매곡로 129 (매곡동),2025-11-26
북구,이로시스,이호,070-8290-2538,산업용 로봇 제조업,울산광역시 북구 농공단지2길 22 (달천동),2025-11-26
북구,이산테크,임종한,,산업 처리공정 제어장비 제조업,울산광역시 북구 성혜3길 5-8 (시례동),2025-11-26
북구,이에이치테크(주),황유덕,052-282-2225,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업6길 15 (매곡동),2025-11-26
북구,이지스하우징,최은정,,금속 문  창  셔터 및 관련제품 제조업,울산광역시 북구 성혜1길 35-4 (시례동),2025-11-26
북구,인성기공,김영철,052-287-4824,기타 물품 취급장비 제조업,울산광역시 북구 송도길 48 (효문동),2025-11-26
북구,인성기공(주),김영철,052-287-4824,컨베이어 장치 제조업,울산광역시 북구 매곡산업6길 15-9 (매곡동),2025-11-26
북구,인성기공(주),김영철,052-287-4824,기타 물품 취급장비 제조업,울산광역시 북구 효천3길 15 (효문동),2025-11-26
북구,인성기공(주),김영철,052-287-4824,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 매곡산업로 83 (매곡동),2025-11-26
북구,인승특수기계,최해원,052-224-4400,탭  밸브 및 유사 장치 제조업,울산광역시 북구 당수골34길 6 (호계동),2025-11-26
북구,인승특수기계공업,최상문,,탭  밸브 및 유사 장치 제조업,울산광역시 북구 당수골34길 6 (호계동),2025-11-26
북구,인시스템,김완현,052-289-9912,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 521호 (효문동),2025-11-26
북구,인지컨트롤스(주),정구용,031-496-1723,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 중산산업로 31-4 (중산동),2025-11-26
북구,인피니물산,엄은경,052-298-3579,그 외 기타 분류 안된 금속 가공 제품 제조업,울산광역시 북구 음달길83-38 (천곡동),2025-11-26
북구,일성기계,우석구,,기타 가공 공작기계 제조업,울산광역시 북구 안시례길 14 (시례동),2025-11-26
북구,일신프런티어(주),조현배,052-296-6700,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업4길 56 (매곡동),2025-11-26
북구,일심기계,김인수,052-292-8665,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 11 (시례동),2025-11-26
북구,일이산업,박복란,052-282-2636,육상 금속 골조 구조재 제조업,울산광역시 북구 약수9길26-1 (중산동),2025-11-26
북구,일진기계,김두진,,산업 처리공정 제어장비 제조업,울산광역시 북구 성혜1길 53 (시례동),2025-11-26
북구,일진씽크인테리어,나자용,,주방용 및 음식점용 목재 가구 제조업,울산광역시 북구 성혜3길 5-5 (시례동),2025-11-26
북구,장원산업,김태원,052-288-3922,절삭 가공 및 유사처리업 외 2 종,울산광역시 북구 염포로 282 (효문동) 외 1필지,2025-11-26
북구,재광테크,박택형,,그 외 자동차용 신품 부품 제조업,울산광역시 북구 괴정1길 25-13 (매곡동),2025-11-26
북구,재성아이디에스(주),류재욱,052-298-1019,그 외 자동차용 신품 부품 제조업,울산광역시 북구 농공단지4길 2 (달천동  동일),2025-11-26
북구,재원,조시덕,052-286-8804,일반용 전기 조명장치 제조업 외 9 종,울산광역시 북구 효산1길 52 (효문동),2025-11-26
북구,재원산업,이장근,052-296-3690,그 외 기타 일반 목적용 기계 제조업,울산광역시 북구 농공단지2길 32-8 (달천동)  ,2025-11-26
북구,재원파워텍(주),조시덕,052-286-8804,일반용 전기 조명장치 제조업 외 9 종,울산광역시 북구 효산1길 52 (효문동),2025-11-26
북구,재현산업기계,이명섭,,기타 가공 공작기계 제조업,울산광역시 북구 안시례길 12 (시례동),2025-11-26
북구,전진산업㈜,송인철,052-246-1056,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업5길 10 (매곡동  (주)지산디엔엘),2025-11-26
북구,정도정공,정희규,,기타 가공 공작기계 제조업,울산광역시 북구 성혜2길 16 (시례동),2025-11-26
북구,정명산업(주),황보환,052-294-8661,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 64 (매곡동),2025-11-26
북구,정명산업(주),황보환,052-294-8661,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업3길 13 (매곡동  진웅MS(주)),2025-11-26
북구,정명산업㈜,황보 환,052-294-8661,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 12 (효문동),2025-11-26
북구,정명산업㈜,황보 환,052-294-8661,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 14 (효문동),2025-11-26
북구,정보이엔지,김근영,052-288-9351,그 외 기타 전기장비 제조업,울산광역시 북구 산성로 40  지식산업센터 722호 (효문동),2025-11-26
북구,정성테크,박정원,,절삭 가공 및 유사 처리업,울산광역시 북구 성혜1길 40-10 (시례동),2025-11-26
