회사명,업종명,생산품,주소,연락처,출처파일
대일공업,자동차용 금속 압형제품 제조업,자동차 부품,"경기도 시흥시 공단1대로 67, 101호, 1나 707 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)현찬,자동차용 금속 압형제품 제조업 외 1 종,자동차부품,"경기도 시흥시 마유로132번길 115, 시화단지 3라 403-2호 103 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
동양산업,철도차량 부품 및 관련 장치물 제조업 외 21 종,"철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트, 철도차량부품 및 관련장치,트럭쇼바,제동기,회전기,산업용빔엔진샤프트","경기도 시흥시 공단1대로 140, 101동 (2다 202-1호)(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)아피스,공기 조화장치 제조업,"에어컨부품,열교환기부품","경기도 시흥시 공단1대로 341,  (정왕동) 1동 4층 410호",,경기도 시흥시_공장등록현황_20250618.csv
주식회사경보전자,그 외 기타 전자부품 제조업,신호변환기(인터페이스카드),"경기도 시흥시 마유로32번길 103, 4층 일부 [시화산단  3바 414호](정왕동, 경보기전(주))",,경기도 시흥시_공장등록현황_20250618.csv
(주)경보기전,그 외 기타 전자부품 제조업 외 1 종,"전자접속카드, 공정제어장비","경기도 시흥시 마유로32번길 103,  시화단지 3바 414호 2193-13 3바 414호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)하엠,기타 전기 변환장치 제조업 외 3 종,"TV부품, Heat Sink 충전기","경기도 시흥시 공단1대로 133, 시화산단 2나 708호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
TK레이저,절삭가공 및 유사처리업 외 5 종,기계부품,"경기도 시흥시 마유로144번길 83, (1284-5/3라 306) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)다임코,자동차 엔진용 신품 부품 제조업 외 4 종,자동차엔진용 부품,"경기도 시흥시 공단3대로 263, 3바 909 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
정도산업,반도체 제조용 기계 제조업,반도체장비 부품제조,"경기도 시흥시 마유로42번길 44, 3바 213 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)고도프라텍,폴리스티렌 발포 성형제품 제조업 외 1 종,전자부품,"경기도 시흥시 공단2대로 150, 시화단지 2바 202호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
선진엔지니어링,그 외 기타 일반목적용 기계 제조업,기계부품,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 3층 309호",,경기도 시흥시_공장등록현황_20250618.csv
(주)현대정밀산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"경기도 시흥시 공단1대로379번안길 49-4, (1294-1, 4나 302) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)세명테크,의료용 가구 제조업,"의료용 가구 및 부품, 통신, 전자부품, LED HOUSING","경기도 시흥시 옥구천서로93번길 12, 시화단지 1마409 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대영정밀,자동차 엔진용 신품 부품 제조업 외 1 종,자동차부품,"경기도 시흥시 공단1대로260번안길 41, 시화단지 3다 611호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
신창산기,펄프 및 종이 가공용 기계 제조업,지지기계부품,"경기도 시흥시 마유로20번길 35, 3바 712 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
주원테크,절삭가공 및 유사처리업,산업기계부품,"경기도 시흥시 소망공원로 172, 2라 201호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
명진정공,금속 절삭기계 제조업 외 1 종,"선반기계부품, 프레스기계부품 등","경기도 시흥시 공단1대로 30, 1다 201 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
성화테크,금속 절삭기계 제조업 외 1 종,"선반기계, 프레스기계 부품","경기도 시흥시 공단1대로 30, 1다 201 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
광성에스앤피(주),금속탱크 및 저장용기 제조업 외 2 종,제어반,"경기도 시흥시 공단1대로 341,  (정왕동) 1동 7층 719호",,경기도 시흥시_공장등록현황_20250618.csv
(주)이엑스피,유압기기 제조업,부품 임가공,"경기도 시흥시 마유로92번길 47, 정왕동 1374-8 (3마 209) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
제일콜렛트,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,기계부품,"경기도 시흥시 군자천로131번길 33, 2라 505 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
에스앤테크,액체 펌프 제조업,비데용펌프 부품,"경기도 시흥시 마유로118번길 11, 3라 814호(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
유비텍,절삭가공 및 유사처리업 외 1 종,산업기계부품,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 5층 513호",,경기도 시흥시_공장등록현황_20250618.csv
(주)피에스피,절삭가공 및 유사처리업 외 1 종,산업기계부품,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 5층 513호",,경기도 시흥시_공장등록현황_20250618.csv
에스아텍(주),자동차 차체용 신품 부품 제조업,자동차 지그용 핀,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) A동 4층 402호",,경기도 시흥시_공장등록현황_20250618.csv
필테크,절삭가공 및 유사처리업,"반도체부품, 정밀금형, 자동차부품","경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 3층 321호",,경기도 시흥시_공장등록현황_20250618.csv
해성ENG,절삭가공 및 유사처리업 외 1 종,산업기계부품,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) A동 2층 207호",,경기도 시흥시_공장등록현황_20250618.csv
(주)학이산업,그 외 기타 전자부품 제조업,"무전기 모듈부품, 통신부품","경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) A동 8층 802호",,경기도 시흥시_공장등록현황_20250618.csv
(주)늘솜,전기경보 및 신호장치 제조업 외 3 종,어린이 보호차량 안전장치,경기도 시흥시 목감우회로114번길 38 (목감동),,경기도 시흥시_공장등록현황_20250618.csv
(주)보성전자,그 외 기타 전자부품 제조업 외 1 종,컨넥터류,"경기도 시흥시 목감초등길 14-9 (조남동, 보성전자)",,경기도 시흥시_공장등록현황_20250618.csv
정수기업,자동차용 신품 조향장치 및 현가 장치 제조업,자동차 부품,"경기도 시흥시 경제로 230, 3마 101 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
신광자동차정비,비주거용 건물 임대업,임대업,"경기도 시흥시 마유로238번길 10, 시화산단 3나 801-1호 지원시설(차량정비시설) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
엠제이글로벌(주),전동기 및 발전기 제조업 외 4 종,"발전기, 전기자동차용충전장치","경기도 시흥시 마유로144번길 15, 3라108 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
새로테크,그 외 기타 전자부품 제조업 외 1 종,핸드폰부품,"경기도 시흥시 피울길 218-2 (산현동, 새로테크)",,경기도 시흥시_공장등록현황_20250618.csv
에스앤티경기기계(주),철도차량 부품 및 관련 장치물 제조업,철도차량 제동장치,"경기도 시흥시 공단1대로131번길 25, 3층(1255-6, 2나 107) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
부영정밀,절삭가공 및 유사처리업,자동차부품,"경기도 시흥시 공단1대로195번길 42, 2나 401-4호 102동 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
서오산업,절삭가공 및 유사처리업,발전소 기계부품,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 2층 208호",,경기도 시흥시_공장등록현황_20250618.csv
블루코어(주),주형 및 금형 제조업,금형부품제작,"경기도 시흥시 엠티브이28로20번길 19, 시화MTV 1사 405호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)두리,기기용 자동측정 및 제어장치 제조업 외 2 종,"자동제어판넬, 공기조화기, 인버터판넬",경기도 시흥시 새우개2길 28 (포동),,경기도 시흥시_공장등록현황_20250618.csv
스타월드공업(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차용 가스케트,"경기도 시흥시 옥구천서로81번길 20, 시화단지 1마 426호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)지앤테크,그 외 기타 전자부품 제조업,전자부품,"경기도 시흥시 엠티브이25로20번길 3, 시화MTV 3사 510호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
에스티씨(주),전자축전기 제조업,축전지 부분품,"경기도 시흥시 산기대학로 330, (정왕동, 동양타워지식산업센터) 1동 6층 615호",,경기도 시흥시_공장등록현황_20250618.csv
대주산업,자동차 차체용 신품 부품 제조업,자동차부품(차체),"경기도 시흥시 정왕천로 177, 3다 504(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)승리코퍼레이션,그 외 기타 분류 안된 금속 가공 제품 제조업,자동차 지그 부품,"경기도 시흥시 옥구천동로 98, 시흥타원지식산업센터 A동 105호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
세미콘오토시스템,금속 절삭기계 제조업,고속정밀가공기,"경기도 시흥시 공단1대로259번길 47, 시화산단 3나 104-1호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
누리비젼,전자부품 실장기판 제조업,"전자부품, 실장기판",경기도 시흥시 매화산단3길 67 (매화동) A1-5,,경기도 시흥시_공장등록현황_20250618.csv
누리비젼,그 외 기타 전자부품 제조업 외 2 종,pcb전자부품,경기도 시흥시 포도원로116번길 11 (신천동),,경기도 시흥시_공장등록현황_20250618.csv
(주)퍼스트인코리아,전구 및 램프 제조업 외 4 종,"조명장치, led등기구","경기도 시흥시 매화1로 32, 비1호 (매화동, 재영빌딩)",,경기도 시흥시_공장등록현황_20250618.csv
삼보일렉트로메카닉스(주),"탭, 밸브 및 유사장치 제조업",밸브부품,경기도 시흥시 매화산단로 28 (도창동),,경기도 시흥시_공장등록현황_20250618.csv
삼보하이텍,"탭, 밸브 및 유사장치 제조업",밸브 부품,경기도 시흥시 매화산단로 28 (도창동),,경기도 시흥시_공장등록현황_20250618.csv
태성전자,그 외 기타 전자부품 제조업,휴대폰 부품,"경기도 시흥시 매화산단로 139, A3-10(매화동)",,경기도 시흥시_공장등록현황_20250618.csv
YOU테크,절삭가공 및 유사처리업,금형부품,"경기도 시흥시 소망공원로 323, (정왕동, 보성스퀘어원지식산업센터) 1동 3층 308호",,경기도 시흥시_공장등록현황_20250618.csv
대성와이어,절삭가공 및 유사처리업,기계부품 등,"경기도 시흥시 정왕천로 197, A동 3층 327 (정왕동, 동우디지털파크(정왕천서로 150))",,경기도 시흥시_공장등록현황_20250618.csv
다성기공,그 외 기타 분류 안된 금속 가공 제품 제조업,프레스 금형부품,경기도 시흥시 미산로143번길 30 (미산동),,경기도 시흥시_공장등록현황_20250618.csv
대화이엔지(주),배전반 및 전기 자동제어반 제조업,"수배전반, MCC, 분전만","경기도 시흥시 소망공원로 40, 제 101호, 제201호, 제301호, 제에이01호(정왕동, 에이비씨상사(주))",,경기도 시흥시_공장등록현황_20250618.csv
GM테크,절삭가공 및 유사처리업,기계부품 등,"경기도 시흥시 정왕천로 197, A동 2층 209 (정왕동, 동우디지털파크(정왕천서로 150))",,경기도 시흥시_공장등록현황_20250618.csv
수성금속(주),도금업,전기부품,"경기도 시흥시 군자천로131번길 16, 2라 302호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
동신테크원,자동차 엔진용 신품 부품 제조업 외 1 종,자동차엔진부품,"경기도 시흥시 마유로20번길 12, 시화단지 3바 809호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
건국정밀,주형 및 금형 제조업,금형부품,"경기도 시흥시 마유로132번길 38, 시화산단 3라 702호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
와이케이오토테크,절삭가공 및 유사처리업 외 1 종,"금속가공, 금형가공 외","경기도 시흥시 마유로32번길 84, 3바 605호(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)엠씨솔라,절삭가공 및 유사처리업,중장비부품,"경기도 시흥시 소망공원로 141, 2다710-3 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)대성정밀기계,자동차용 금속 압형제품 제조업 외 1 종,금형 압형제품,"경기도 시흥시 협력로 249, 시화단지 1나303 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
신우정밀,그 외 기타 금속가공업,금형부품,"경기도 시흥시 마유로10번길 33, 대영테크윈 나동, 시화산단 3바 730호(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
태성,그 외 기타 1차 철강 제조업,"스크린도어 골조, 도어부품","경기도 시흥시 경기과기대로 95,  3마 206호(정왕동, 주식회사동안산기)",,경기도 시흥시_공장등록현황_20250618.csv
우리정공(주),절삭가공 및 유사처리업,자동차부품,"경기도 시흥시 경제로 70, 1마 304 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)태양에스티 시화공단지점,그 외 기타 1차 철강 제조업 외 3 종,"기계 및 자동차부품,금속패널","경기도 시흥시 마유로 62, 3마 817-3 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
하이테크노(주),그 외 기타 일반목적용 기계 제조업 외 2 종,"토션 댐퍼, 시험장비, 수송기계용 구동장치 부품","경기도 시흥시 공단1대로28번길 39, 1239-7번지, 1다 705-1 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
제이앤제이테크,금속 절삭기계 제조업 외 1 종,기계부품가공,"경기도 시흥시 마유로20번길 2, 3바 808 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대보공업,자동차용 신품 동력전달장치 제조업 외 4 종,"금형부품(CARRIER류,GEAR류 가공)","경기도 시흥시 마유로132번길 115, 시화단지 3라 403-2호 106호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)도아테크,반도체 제조용 기계 제조업 외 1 종,반도체장비,"경기도 시흥시 시화벤처로 246, 시화MTV 2사 903호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)미래엔지니어링,금속 절삭기계 제조업 외 1 종,"자동화기계및자동차용접장치,제어반","경기도 시흥시 공단2대로 233, 3마 817-5 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)올텍솔루션,그 외 기타 전자부품 제조업 외 4 종,"키오스크, 디지털디스플레이, 전시 및 광고용 조명장치, 키오스크, 디지털디스플레이, 키오스크, 디지털디스플레이, 영상 기기","경기도 시흥시 경기과기대로 170, 3다 613호(104동) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
세윤세라믹,절삭가공 및 유사처리업,반도체부품,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 7층 707호",,경기도 시흥시_공장등록현황_20250618.csv
(주)세윤세라믹,절삭가공 및 유사처리업,반도체부품,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 7층 707호",,경기도 시흥시_공장등록현황_20250618.csv
경영정밀,절삭가공 및 유사처리업,주차기 부품,"경기도 시흥시 경제로 342, 3마 406 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
한국오토크레인(주),기타 물품 취급장비 제조업,크레인,"경기도 시흥시 군자천로237번길 68, (1260-6, 2나 207) (정왕동, (주)서울선제공업)",,경기도 시흥시_공장등록현황_20250618.csv
(주)무쏘파워컴퍼니,자동차용 금속 압형제품 제조업,체인,"경기도 시흥시 공단2대로256번길 30, 3바 805호(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
주영산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"경기도 시흥시 옥구천서로9번길 16, 1바406 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
태영인덕션,그 외 기타 특수목적용 기계 제조업 외 1 종,인덕션기기,"경기도 시흥시 공단2대로190번길 19, [2바 405호] (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)씨엔에프,액체 여과기 제조업,"액체여과기, 공조기계부품 외 ","경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 5층 504호",,경기도 시흥시_공장등록현황_20250618.csv
엠에스테크,그 외 자동차용 신품 부품 제조업 외 3 종,JIG 및 자동화기계,"경기도 시흥시 공단1대로 65, 시화단지 1나 707-3호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대성기공(주),절삭가공 및 유사처리업,금형부품 등,"경기도 시흥시 마유로32번길 83, 3바 316 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대성기공,절삭가공 및 유사처리업,금형부품 등,"경기도 시흥시 마유로32번길 83, 3바 316호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)오토씨에프티,일반철물 제조업 외 1 종,산업용 특수바퀴 및 기계부품,"경기도 시흥시 경기과기대로 181, 1275-6 3다 707호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
용신테크,절삭가공 및 유사처리업,기계부품,"경기도 시흥시 정왕천로 197, A동 4층 422호 (정왕동, 동우디지털파크(정왕천서로 150))",,경기도 시흥시_공장등록현황_20250618.csv
우진전장,자동차용 신품 전기장치 제조업 외 1 종,하네스(전기배선),경기도 시흥시 마유로238번길 113 (정왕동) 3나 406,,경기도 시흥시_공장등록현황_20250618.csv
선민산업,방송장비 제조업,통신장비 자동화부품,"경기도 시흥시 옥구천서로 77,  시화단지 1마 505호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
에이스알테크,그 외 기타 전자부품 제조업,전기 전자 부품 알루미늄 가공,"경기도 시흥시 군자천로9번길 37, [정왕동 2204-2 2바 1002-1] (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
유영열처리,금속 열처리업,기계부품,"경기도 시흥시 마유로186번길 40, 3다 702호(정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)한국툴모니터링,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",툴모니터(검출기 시스템),"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 7층 709호",,경기도 시흥시_공장등록현황_20250618.csv
(주)건하인스텍,그 외 기타 플라스틱 제품 제조업 외 2 종,"기계 운송장비 조립용 플라스틱 제품, 자동차용 플라스틱 전기전자 부품, 일반용 전기조명장치 부품","경기도 시흥시 옥구천서로237번길 70, 정왕동 1242-6, 시화단지 1나 307 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
원우정공(제2공장),반도체 제조용 기계 제조업,반도체제조기계부품,"경기도 시흥시 공단3대로 345, 3바 1012호(정왕동, 원우정공2공장)",,경기도 시흥시_공장등록현황_20250618.csv
(주)대한엠에프,절삭가공 및 유사처리업 외 7 종,켄베이어 및 관련부품 외 ,"경기도 시흥시 군자천로237번길 15, 2나501-7 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
광성,절삭가공 및 유사처리업,솔다링기계부품,"경기도 시흥시 정왕천로 197, (정왕동, 동우디지털파크) B동 2층 223호",,경기도 시흥시_공장등록현황_20250618.csv
대아기공,절삭가공 및 유사처리업,산업기계부품,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 3층 310호",,경기도 시흥시_공장등록현황_20250618.csv
금성E&T,그 외 기타 전기장비 제조업,전기부품,"경기도 시흥시 마유로20번길 44, 3바 716 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)성우에이텍,자동차용 금속 압형제품 제조업,back plate,"경기도 시흥시 공단3대로 187, 2204-16, 2바 1005-1호 (정왕동) (총 2 필지) 외 1필지",,경기도 시흥시_공장등록현황_20250618.csv
아이피에스,배전반 및 전기 자동제어반 제조업,자동화부품,"경기도 시흥시 공단1대로 341,  (정왕동) 1동 6층 620호",,경기도 시흥시_공장등록현황_20250618.csv
대양프라텍(주),도금업,자동차부품 도금,"경기도 시흥시 소망공원로 188, 2라 203, 103동 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대양프라텍(주),도금업,자동차부품,"경기도 시흥시 소망공원로 188, 시화공단 2라 203호 110동 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)나노자동제어,배전반 및 전기 자동제어반 제조업,전기자동제어반,"경기도 시흥시 공단2대로318번길 3, 3바 401 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)현지산업,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품,건축용판넬","경기도 시흥시 군자천로185번길 35, 시화단지 2다 601-1호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)금장,절삭가공 및 유사처리업 외 4 종,"자동차부품가공, 직각자, 베어링","경기도 시흥시 군자천로21번길 66, 2바 707 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)세하,절삭가공 및 유사처리업 외 1 종,"자동차부품, 자동화기계부품","경기도 시흥시 군자천로21번길 66, 2바 707 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)동진엠아이,그 외 기타 1차 철강 제조업 외 2 종,"H-BEAM,금속 냉간(열간) 압연기 등, 철도차량 및 부품제조, 철구조물 플랜트",경기도 시흥시 군자천로81번길 31 (정왕동) 2마 602호 2마 602호,,경기도 시흥시_공장등록현황_20250618.csv
(주)플러스알테크,그 외 기타 전자부품 제조업 외 4 종,히트씽크 등,"경기도 시흥시 군자천로9번길 66, 2바 717 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)다모아기업,주형 및 금형 제조업,케이블트레이 부품,"경기도 시흥시 공단1대로 270, 시화단지 3다 201-2호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)에스엠경금속,"알루미늄 압연, 압출 및 연신제품 제조업","알루미늄 방연판, 특장차 부품","경기도 시흥시 협력로 180, 1다 601 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
보림E.N.G,그 외 기타 금속가공업 외 1 종,부품임가공,"경기도 시흥시 군자천로185번길 28,  시화산단 2다 306호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
일도정밀,절삭가공 및 유사처리업,기계부품가공,"경기도 시흥시 소망공원로 283, 시화산단 3다 717-1호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)티엠아이코리아,자동차용 신품 조향장치 및 현가 장치 제조업,자동차부품,"경기도 시흥시 마유로144번길 90, 1285-4 3라319 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
디더블유메탈(주),기어 및 동력전달장치 제조업 외 1 종,트롤리 콘베어부품,"경기도 시흥시 마유로20번길 52, 2187-6 3바718 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
기가테크,자동차 엔진용 신품 부품 제조업,자동차부품,"경기도 시흥시 옥구천동로 98, 시흥타원지식산업센터 H동 105호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
코렌(주),자동차용 금속 압형제품 제조업,건축자제 스프링쿨러,"경기도 시흥시 소망공원로 323, (정왕동, 보성스퀘어원지식산업센터) 1동 3층 320호",,경기도 시흥시_공장등록현황_20250618.csv
대명하이텍,그 외 자동차용 신품 부품 제조업 외 5 종,자동차부품(소음기)외,"경기도 시흥시 공단1대로379번길 34, 1293-8, 4나209 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
대흥산업,사무용 기계 및 장비 제조업,사무기기부품,"경기도 시흥시 마유로20번길 25, 시화단지 3바 805호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
봉원테크 주식회사,볼트 및 너트류 제조업 외 4 종,"기어,샤프트,핸드폰부품","경기도 시흥시 공단1대로260번길 141, 3마 717 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
슬라이드코리아,자동차용 금속 압형제품 제조업,"슬라이드 레일, 스피드가이드",경기도 시흥시 매화산단1길 12 (도창동) A13-4,,경기도 시흥시_공장등록현황_20250618.csv
(주)삼정폼텍,그 외 기타 특수목적용 기계 제조업,기계부품가공,"경기도 시흥시 공단1대로 211, 2나 503-2 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)케이티에스,"탭, 밸브 및 유사장치 제조업",밸브,"경기도 시흥시 공단1대로 341,  (정왕동) 1동 3층 305호",,경기도 시흥시_공장등록현황_20250618.csv
(주)신한플라스틱,운송장비 조립용 플라스틱제품 제조업,자동차부품용 플라스틱 사출품,"경기도 시흥시 군자천로185번길 9, 1267-1, 104동호 (2다 502) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
신한,운송장비 조립용 플라스틱제품 제조업 외 1 종,자동차부품,"경기도 시흥시 군자천로185번길 9, [정왕동 1267-1, 2다 502] (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)신한플라스틱,운송장비 조립용 플라스틱제품 제조업 외 1 종,자동차부품,"경기도 시흥시 군자천로185번길 9, 109호 시화단지 2다 502호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)에스씨엠,그 외 기타 전자부품 제조업 외 1 종,필름,"경기도 시흥시 정왕동 1289-5,6번지 3나 505-2,3호 코포모테크노센터Ⅱ 511호",,경기도 시흥시_공장등록현황_20250618.csv
광림정공,그 외 기타 전자부품 제조업 외 1 종,전자부품(중계기 부품),"경기도 시흥시 군자천로81번길 32 (정왕동) 제102호, 2마 609",,경기도 시흥시_공장등록현황_20250618.csv
현대실업,운송장비 조립용 플라스틱제품 제조업 외 2 종,"백미러,부품","경기도 시흥시 옥구천서로93번길 41, 시화단지 1마 310호 (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
(주)재이앤재이시스템,그 외 기타 일반목적용 기계 제조업,기계부품,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 7층 702호",,경기도 시흥시_공장등록현황_20250618.csv
디케이테크,절삭가공 및 유사처리업 외 3 종,"자동차 부품,심플레이트,볼트,플랜지","경기도 시흥시 공단1대로 341,  (정왕동) 1동 2층 220호",,경기도 시흥시_공장등록현황_20250618.csv
우리기계,절삭가공 및 유사처리업,"롤, 기계부품, 잘전기부품 등","경기도 시흥시 공단1대로 203, (C동, 1365-16, 2나503-4) (정왕동)",,경기도 시흥시_공장등록현황_20250618.csv
