회사명,업종명,생산품,주소,연락처,출처파일
에스티에스(주),"물질 검사, 측정 및 분석기구 제조업 외 7 종",,"전라북도 군산시 동장산2길 6,  (재)전북자동차부품산업혁신센터 118호 (소룡동)",,전북특별자치도_공장현황_20170421.csv
(주)서울정밀,자동차용 동력전달장치 제조업,,"전라북도 군산시 서해로 223 (소룡동, (주)서울정밀)",,전북특별자치도_공장현황_20170421.csv
(주)일성테크,그외 기타 자동차 부품 제조업 외 2 종,,전라북도 군산시 산단남북로 84 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)태원아이앤씨,그외 기타 자동차 부품 제조업,,전라북도 군산시 외항로 1111 (오식도동),,전북특별자치도_공장현황_20170421.csv
(유)한빛페이퍼,펄프 제조업,,전라북도 군산시 옥산면 산성로 58-3 (자동차 부품),,전북특별자치도_공장현황_20170421.csv
(주)미래테크 코퍼레이션,기타 구조용 금속제품 제조업,,"전라북도 군산시 산단남북로 169, 친환경자동차R&D센터 3층 7-02호 (오식도동)",,전북특별자치도_공장현황_20170421.csv
(주)코비즈니스닷컴,기타자동차부품제조업,,"전라북도 익산시 동서로 456 (어양동, (주)코비즈니스)",,전북특별자치도_공장현황_20170421.csv
(주)텝스,자동차 차체용 부품 제조업 외 2 종,,전라북도 익산시 왕궁면 궁성로 418,,전북특별자치도_공장현황_20170421.csv
대한정공,그외 기타 자동차 부품 제조업,,전라북도 익산시 왕궁면 호남로 245 (총 3 필지),,전북특별자치도_공장현황_20170421.csv
(주)정연내장,자동차 차체용 부품 제조업 외 1 종,,전라북도 익산시 석암로9길 120 (석암동),,전북특별자치도_공장현황_20170421.csv
(주)한스테크,그외 기타 자동차 부품 제조업 외 2 종,,전라북도 익산시 춘포면 증보들길 302-55 (총 4 필지),,전북특별자치도_공장현황_20170421.csv
동우산업,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로1길 33 (용제동, (주)세원합성)",,전북특별자치도_공장현황_20170421.csv
(주)케이엠오토텍,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로3길 79 (팔봉동, 한성테크(주))",,전북특별자치도_공장현황_20170421.csv
(주)아이앤엑스텍,그외 기타 전자부품 제조업,,전라북도 정읍시 북면 3산단3길 67,,전북특별자치도_공장현황_20170421.csv
(주)삼현이엔지,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 남원시 광치산업1길 20-15 (광치동),,전북특별자치도_공장현황_20170421.csv
주식회사 상봉모터스,자동차 엔진용 부품 제조업 외 2 종,,"전라북도 김제시 순동산단1길 28-35 (순동, ESSK)",,전북특별자치도_공장현황_20170421.csv
지엠티,그외 기타 자동차 부품 제조업,,"전라북도 김제시 만경읍 대동공단1길 41,  만경,대동 1149번지",,전북특별자치도_공장현황_20170421.csv
창운전기 주식회사,자동차용 전기장치 제조업,,전라북도 김제시 백구면 반월리 751번지,,전북특별자치도_공장현황_20170421.csv
혜승테크,자동차 엔진용 부품 제조업 외 15 종,,전라북도 완주군 봉동읍 둔산1로 18-15 (삼호정밀),,전북특별자치도_공장현황_20170421.csv
신평산업(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 우동로 29,,전북특별자치도_공장현황_20170421.csv
(주)승광,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 우동로 72,,전북특별자치도_공장현황_20170421.csv
(주)인,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 테크노밸리로 534,,전북특별자치도_공장현황_20170421.csv
금동정밀,그외 기타 자동차 부품 제조업,,"전라북도 익산시 이목상길 32-2 (목천동, 주택)",,전북특별자치도_공장현황_20170421.csv
(주)세원합성,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 익산시 석암로1길 33 (용제동, (주)세원합성)",,전북특별자치도_공장현황_20170421.csv
(주)세스트,그외 기타 전자부품 제조업,,"전라북도 정읍시 2산단2길 16 (하북동, ㈜세신전자)",,전북특별자치도_공장현황_20170421.csv
주식회사 엔아이비,그외 기타 자동차 부품 제조업,,전라북도 전주시덕진구 팔복동2가 750번지 첨단벤처단지8동,,전북특별자치도_공장현황_20170421.csv
에스제이(주),전자부품 실장기판 제조업 외 6 종,,전라북도 전주시 완산구 원신덕길 85 (용복동),,전북특별자치도_공장현황_20170421.csv
(주)데크 전주공장,항공기용 부품 제조업,,전라북도 전주시덕진구 팔복동2가 638-2번지 첨단산업단지벤처2동,,전북특별자치도_공장현황_20170421.csv
피에스알쇽업쇼바 주식회사,그외 기타 자동차 부품 제조업,,전라북도 전주시 덕진구 신복2길 8-2 (팔복동1가),,전북특별자치도_공장현황_20170421.csv
(주)비티엑스코리아,그외 기타 자동차 부품 제조업,,전라북도 군산시 소룡동번지 1641-2번지 외 1필지,,전북특별자치도_공장현황_20170421.csv
(주)원진다이캐스팅,그외 기타 자동차 부품 제조업,,"전라북도 군산시 산단남북로 154-14 (오식도동, (주)원진다이캐스팅)",,전북특별자치도_공장현황_20170421.csv
켐인텍(주),그외 기타 자동차 부품 제조업,,"전라북도 군산시 가도로 149-14 (오식도동, ㈜컴인텍)",,전북특별자치도_공장현황_20170421.csv
(유)정인테크,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 무역로 115 (오식도동, (유)정인테크)",,전북특별자치도_공장현황_20170421.csv
군산중기부품공업,토목공사 및 유사용 기계장비 제조업,,"전라북도 군산시 공항로 346-60 (산북동, 군산공업)",,전북특별자치도_공장현황_20170421.csv
(주)티앤지,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 익산시 선화로 444-11 (신흥동, (주)한국센트랄) (총 2 필지)",,전북특별자치도_공장현황_20170421.csv
(유)대산산업,그외 기타 자동차 부품 제조업,,전라북도 익산시 웅포면 송천로 44 (대산산업),,전북특별자치도_공장현황_20170421.csv
G H TECH,자동차 차체용 부품 제조업,,"전라북도 익산시 석암로7길 119 (팔봉동, (주)정연내장)",,전북특별자치도_공장현황_20170421.csv
(주)세명테크,자동차용 동력전달장치 제조업,,전라북도 익산시 팔봉동 897-10번지,,전북특별자치도_공장현황_20170421.csv
정읍자동차보링공업사,그외 기타 자동차 부품 제조업,,전라북도 정읍시 2산단1길 67 (하북동),,전북특별자치도_공장현황_20170421.csv
주식회사 알룩스,그외 기타 자동차 부품 제조업,,전라북도 김제시 순동산단1길 73 (순동),,전북특별자치도_공장현황_20170421.csv
주식회사 일강,자동차용 동력전달장치 제조업 외 1 종,,전라북도 김제시 백산면 백석로 344,,전북특별자치도_공장현황_20170421.csv
(주)화신,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단5로 121 ((주)화신),,전북특별자치도_공장현황_20170421.csv
영동기업,자동차 차체용 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 완주산단2로 273,,전북특별자치도_공장현황_20170421.csv
(주)에이에스에이 전주공장,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단8로 45,,전북특별자치도_공장현황_20170421.csv
(주)정진,기타자동차부품제조업,,전라북도 익산시 오산면 번영로 1799 (대성강화판지),,전북특별자치도_공장현황_20170421.csv
현대자동차(주) 전주공장,승용차 및 기타 여객용 자동차 제조업 외 2 종,,전라북도 완주군 봉동읍 완주산단5로 163 (현대자동차),,전북특별자치도_공장현황_20170421.csv
알앤더스(주),자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단5로 312 (봉동읍),,전북특별자치도_공장현황_20170421.csv
(주)송산기공,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 무관길 3,,전북특별자치도_공장현황_20170421.csv
부안자동차중기보링공업사,토목공사 및 유사용 기계장비 제조업,,전라북도 부안군 행안면 염소로 109 (부안보링) (총 3 필지),,전북특별자치도_공장현황_20170421.csv
(주)엔에스메탈,자동차 차체용 부품 제조업 외 1 종,,전라북도 군산시 서수면 용천로 334-12 (㈜NS오토텍),,전북특별자치도_공장현황_20170421.csv
천일엔지니어링(주),그외 기타 자동차 부품 제조업,,"전라북도 군산시 동장산2길 21 (소룡동, 천일엔지니어링)",,전북특별자치도_공장현황_20170421.csv
디젠스(주)군산공장,그외 기타 자동차 부품 제조업,,"전라북도 군산시 성산면 동군산로 136-3,  외 1필지",,전북특별자치도_공장현황_20170421.csv
남양테크(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 군산시 가도로 147 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)코스텍,그외 기타 자동차 부품 제조업 외 2 종,,"전라북도 군산시 군산산단로 46 (오식도동, 주식회사코스텍)",,전북특별자치도_공장현황_20170421.csv
아이원,자동차 차체용 부품 제조업,,전라북도 군산시 오식도동 871-4 번지,,전북특별자치도_공장현황_20170421.csv
켐인텍(주),그외 기타 자동차 부품 제조업,,"전라북도 군산시 가도로 149-17,  오식도동 859-6 (오식도동)",,전북특별자치도_공장현황_20170421.csv
(유)대산산업,그외 기타 자동차 부품 제조업,,전라북도 군산시 중가도길 24 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)대정,자동차 차체용 부품 제조업,,전라북도 군산시 산단남북로 158 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)지에스엠,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 군산시 동장산로 105-9 (소룡동),,전북특별자치도_공장현황_20170421.csv
성준산업,그외 기타 자동차 부품 제조업,,전라북도 군산시 외항로 728 (소룡동),,전북특별자치도_공장현황_20170421.csv
심우테크,그외기타전자부품제조업,,"전라북도 익산시 약촌로8길 37 (어양동, 광전자(주)제6공장)",,전북특별자치도_공장현황_20170421.csv
(주)기원전자,그외 기타 자동차 부품 제조업 외 2 종,,"전라북도 익산시 보석로6길 109 (신흥동, (주)기원전자)",,전북특별자치도_공장현황_20170421.csv
(주)서연인테크,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로17길 131 (팔봉동, (주)한일내장)",,전북특별자치도_공장현황_20170421.csv
(주)엘케이전자,그외기타전자부품제조업,,전라북도 익산시 약촌로8길 20-23 (영등동),,전북특별자치도_공장현황_20170421.csv
우신산업(주) 왕궁지점,그외 기타 자동차 부품 제조업,,전라북도 익산시 왕궁면 왕궁로 606 (㈜삼아실크),,전북특별자치도_공장현황_20170421.csv
주식회사 보현,그외 기타 자동차 부품 제조업,,"전라북도 익산시 서동로42길 67 (용제동, (주)보현)",,전북특별자치도_공장현황_20170421.csv
이수산업(주),그외 기타 자동차 부품 제조업,,"전라북도 익산시 약촌로8길 20-23, 집합건축물 1호동 101호, 102호, 202호/2호동 101호/3호동 101호, 102호, 104호, 지하101호 (영등동)",,전북특별자치도_공장현황_20170421.csv
호남케미칼,자동차 차체용 부품 제조업,,전라북도 익산시 서동로38길 16 (금강동) (총 2 필지),,전북특별자치도_공장현황_20170421.csv
(주)칼링크,그외 기타 자동차 부품 제조업,,"전라북도 김제시 순동산단1길 37 (순동, 진원메텍㈜)",,전북특별자치도_공장현황_20170421.csv
주식회사 명신테크,그외 기타 자동차 부품 제조업,,"전라북도 김제시 월촌공단길 66 (연정동, ㈜하이랜드)",,전북특별자치도_공장현황_20170421.csv
(유)비알엠,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 과학로 935 (BRM),,전북특별자치도_공장현황_20170421.csv
(주)라이코,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 완주산단6로 158 ((주)라이코),,전북특별자치도_공장현황_20170421.csv
(유)에이엠산업,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단8로 83 ((유한)풍정),,전북특별자치도_공장현황_20170421.csv
미래정공유한회사,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단6로 18 (미래정공),,전북특별자치도_공장현황_20170421.csv
장인기업,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단1로 99 (성협공업),,전북특별자치도_공장현황_20170421.csv
와이엠이엔지,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 비봉면 대치로 42,,전북특별자치도_공장현황_20170421.csv
다수정밀,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단6로 18 (미래정공),,전북특별자치도_공장현황_20170421.csv
(주)대유글로벌 전주지점,그외 기타 자동차 부품 제조업 외 5 종,,전라북도 완주군 봉동읍 완주산단4로 133,,전북특별자치도_공장현황_20170421.csv
(주)만도,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로17길 109,  (지방산업단지내) (팔봉동)",,전북특별자치도_공장현황_20170421.csv
(주)대용,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 익산시 석암로7길 39,  (지방산업단지내) (팔봉동)",,전북특별자치도_공장현황_20170421.csv
(주)나노,그외 기타 전자부품 제조업,,"전라북도 전주시 완산구 천잠로 235, 봉사관 3415호 (효자동2가, 전주비전대학)",,전북특별자치도_공장현황_20170421.csv
(유)서광종합자동차공업사,토목공사 및 유사용 기계장비 제조업,,전라북도 전주시 덕진구 원만성로 37-4 (팔복동3가),,전북특별자치도_공장현황_20170421.csv
(주)우진정공,그외 기타 자동차 부품 제조업,,전라북도 군산시 소룡동번지 1643-3번지,,전북특별자치도_공장현황_20170421.csv
(주)삼우테크 군산지점,그외 기타 자동차 부품 제조업,,전라북도 군산시 소룡동번지 1596-8번지,,전북특별자치도_공장현황_20170421.csv
우성정밀공업사,자동차 차체용 부품 제조업 외 1 종,,"전라북도 군산시 옥구읍 광월길 10, (우성정밀공업사)",,전북특별자치도_공장현황_20170421.csv
(주)진흥주물,자동차 엔진용 부품 제조업 외 1 종,,전라북도 군산시 가도로 56 (오식도동),,전북특별자치도_공장현황_20170421.csv
유신정밀공업(주),그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 산단남북로 110 (오식도동, 유신정밀공업(주))",,전북특별자치도_공장현황_20170421.csv
(주)원진에이티,그외 기타 자동차 부품 제조업,,전라북도 군산시 외항로 991 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)지디엔,자동차 차체용 부품 제조업,,전라북도 군산시 자유로 15-32 (소룡동),,전북특별자치도_공장현황_20170421.csv
대영테크,자동차 차체용 부품 제조업,,전라북도 군산시 임피면 축산리 611-1번지,,전북특별자치도_공장현황_20170421.csv
해양산업(주)팔봉지점,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로11길 165 (팔봉동, (주)원광제약)",,전북특별자치도_공장현황_20170421.csv
(주)태광,자동차 차체용 부품 제조업 외 2 종,,"전라북도 익산시 선화로 470-22 (신흥동, ㈜태광)",,전북특별자치도_공장현황_20170421.csv
주식회사 운광,자동차 차체용 부품 제조업,,전라북도 익산시 성당면 간지평길 103,,전북특별자치도_공장현황_20170421.csv
한국야스나가(주),자동차 엔진용 부품 제조업,,전라북도 익산시 삼기면 오룡리 1273번지,,전북특별자치도_공장현황_20170421.csv
(주)제이피엠,기타자동차부품제조업 외 1 종,,전라북도 김제시 만경읍 대동공단1길 55 (㈜제이피엠),,전북특별자치도_공장현황_20170421.csv
명보기업(주),그외 기타 자동차 부품 제조업,,"전라북도 김제시 봉황공단1길 61 (월성동, (유)세웅) (총 3 필지)",,전북특별자치도_공장현황_20170421.csv
(주)대유글로벌 전주지점,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 완주산단2로 251 (총 2 필지),,전북특별자치도_공장현황_20170421.csv
한호기술(주),자전거 및 환자용 차량 제조업,,전라북도 완주군 봉동읍 테크노밸리로 485,,전북특별자치도_공장현황_20170421.csv
(유)대원이엔씨,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단4로 133,,전북특별자치도_공장현황_20170421.csv
두얼메카닉스(주),그외 기타 전자부품 제조업,,전라북도 정읍시 고부면 고부농단길 12-15 (㈜두얼메카트로닉스),,전북특별자치도_공장현황_20170421.csv
유한회사 그린이앤지,그외 기타 자동차 부품 제조업,,전라북도 김제시 용지면 용지로 139 (재복기공㈜),,전북특별자치도_공장현황_20170421.csv
(주)티엠시,자동차 엔진용 부품 제조업 외 3 종,,전라북도 전주시 덕진구 상리2길 13 (팔복동2가),,전북특별자치도_공장현황_20170421.csv
평화레이져,자동차 차체용 부품 제조업 외 3 종,,전라북도 전주시 덕진구 구렛들3길 36 (팔복동1가),,전북특별자치도_공장현황_20170421.csv
(주)플렉스폼코리아,그외 기타 자동차 부품 제조업,,"전라북도 전주시 덕진구 서귀로 77 (팔복동3가, 가온전선(주))",,전북특별자치도_공장현황_20170421.csv
삼우중공업(주)군산공장,자동차 차체용 부품 제조업,,전라북도 군산시 소룡동번지 1597-2번지,,전북특별자치도_공장현황_20170421.csv
(주)에이치앤에스,그외 기타 전자부품 제조업,,전라북도 군산시 성산면 고봉3길 58-24,,전북특별자치도_공장현황_20170421.csv
삼보기계,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 오식도동 833-6,15번지",,전북특별자치도_공장현황_20170421.csv
(주)대성정밀,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 군산시 중가도길 56 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)큐엔텍,그외 기타 자동차 부품 제조업,,전라북도 군산시 산단남북로 30 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)아이에스테크,자동차 차체용 부품 제조업 외 2 종,,"전라북도 군산시 외항로 750 (소룡동, 아이에스테크)",,전북특별자치도_공장현황_20170421.csv
(주)탑트론,그외기타전자부품제조업,,전라북도 익산시 영등동 191-7번지 표준공장 1호동,,전북특별자치도_공장현황_20170421.csv
디엠테크,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 익산시 서동로 589-12 (팔봉동, 태산ENG제2공장)",,전북특별자치도_공장현황_20170421.csv
남부테크,그외 기타 자동차 부품 제조업,,"전라북도 익산시 평동로 904-5 (금강동, 주택)",,전북특별자치도_공장현황_20170421.csv
(주)에스앤비,그외 기타 자동차 부품 제조업,,"전라북도 익산시 왕궁면 왕궁농공단지길 46,  (왕궁농공단지)",,전북특별자치도_공장현황_20170421.csv
(주)알룩스,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 김제시 서흥공단2길 56 (흥사동, ㈜알룩스)",,전북특별자치도_공장현황_20170421.csv
평안정공 주식회사,그외 기타 자동차 부품 제조업,,전라북도 김제시 백산면 지평선산단4길 20,,전북특별자치도_공장현황_20170421.csv
삼동허브(주) 김제공장,그외 기타 자동차 부품 제조업,,전라북도 김제시 백산면 지평선산단2길 125,,전북특별자치도_공장현황_20170421.csv
(유)지에스더블유,자동차 차체용 부품 제조업,,전라북도 김제시 순동산단길 74 (순동),,전북특별자치도_공장현황_20170421.csv
(주)한호 제2공장,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단2로 135 ((주)한호),,전북특별자치도_공장현황_20170421.csv
아봉금속공업(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 완주산단4로 99,,전북특별자치도_공장현황_20170421.csv
진성산업기계(주)제1공장,자동차 차체용 부품 제조업,,전라북도 익산시 왕궁면 제석사지로 349,,전북특별자치도_공장현황_20170421.csv
태*기계(주),자동차 엔진용 부품 제조업 외 1 종,,"전라북도 전주시 덕진구 비석날로 54 (여의동, 태*기계(주))",,전북특별자치도_공장현황_20170421.csv
(주)아이기스,그외 기타 자동차 부품 제조업,,"전라북도 전주시 덕진구 반룡로 110, 알앤디집적화동 103호 (팔복동2가)",,전북특별자치도_공장현황_20170421.csv
주식회사 엔아이비,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 전주시 덕진구 팔복로 251-21 (여의동) (총 3 필지),,전북특별자치도_공장현황_20170421.csv
근영하이테크,자동차 차체용 부품 제조업 외 2 종,,전라북도 전주시 덕진구 반룡로 77 (팔복동2가),,전북특별자치도_공장현황_20170421.csv
유한회사 하이엔진,그외 기타 자동차 부품 제조업,,전라북도 전주시 덕진구 초포다리로 18 (호성동1가),,전북특별자치도_공장현황_20170421.csv
(주)엘티씨,항공기용 부품 제조업 외 10 종,,전라북도 전주시 덕진구 팔복로 220 (팔복동2가),,전북특별자치도_공장현황_20170421.csv
(주)씨앤에프,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 전주시 덕진구 유상로 31-4, 1층 102호,시험생산동 (팔복동2가)",,전북특별자치도_공장현황_20170421.csv
콘티테크플루이드코리아(유),자동차 엔진용 부품 제조업 외 1 종,,전라북도 전주시 덕진구 구렛들1길 14 (팔복동1가),,전북특별자치도_공장현황_20170421.csv
(주)오토젠,금속단조제품 제조업,,"전라북도 군산시 외항로 598 (소룡동, 오토젠)",,전북특별자치도_공장현황_20170421.csv
(주)디오테크,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 동가도길 28 (오식도동, 디오테크)",,전북특별자치도_공장현황_20170421.csv
(주)아이텍,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 군산시 오식도동 867-2번지,,전북특별자치도_공장현황_20170421.csv
(주)오스템 군산공장,그외 기타 자동차 부품 제조업,,"전라북도 군산시 동장산1길 44 (소룡동, (주)오스템)",,전북특별자치도_공장현황_20170421.csv
(주)제이피씨오토모티브,기계장비 조립용 플라스틱제품 제조업,,전라북도 군산시 산단동서로 80-23 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)화성메가텍,자동차 차체용 부품 제조업,,전라북도 군산시 오식도동 878-3번지,,전북특별자치도_공장현황_20170421.csv
한양철강(주),그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로 71 (용제동, (주)한양철강)",,전북특별자치도_공장현황_20170421.csv
삼정엔지니어링,자동차용 동력전달장치 제조업 외 1 종,,"전라북도 익산시 석암로3길 148,  (지방산업단지내) (팔봉동)",,전북특별자치도_공장현황_20170421.csv
세정산업,그외 기타 자동차 부품 제조업,,전라북도 익산시 금마면 미륵사지로4길 32 (세정산업),,전북특별자치도_공장현황_20170421.csv
해양산업(주),자동차 차체용 부품 제조업,,"전라북도 익산시 서동로 676,  (지방산업단지내) (팔봉동) (총 2 필지)",,전북특별자치도_공장현황_20170421.csv
(주)세종기전,전자부품 실장기판 제조업 외 1 종,,"전라북도 익산시 석암로7길 113 (팔봉동, 팬코)",,전북특별자치도_공장현황_20170421.csv
미주특장자동차,차체 및 특장차 제조업,,전라북도 익산시 왕궁면 왕궁로 259,,전북특별자치도_공장현황_20170421.csv
두성에스비텍(주),그외 기타 자동차 부품 제조업,,"전라북도 정읍시 북면 3산단3길 85, 두성에스비텍(주)",,전북특별자치도_공장현황_20170421.csv
(주)피앤피,그외 기타 전자부품 제조업,,전라북도 정읍시 북면 북면공단2길 85-5 (유니테크),,전북특별자치도_공장현황_20170421.csv
칼리코,그외 기타 고무제품 제조업 외 1 종,,"전라북도 김제시 아리랑로 1991 (상동동, 대원오토(유))",,전북특별자치도_공장현황_20170421.csv
(주)대승,기타자동차부품제조업,,"전라북도 김제시 서흥공단2길 81 (흥사동, 경원산업) (총 2 필지)",,전북특별자치도_공장현황_20170421.csv
대림씨앤씨주식회사,자동차 엔진용 부품 제조업,,전라북도 완주군 봉동읍 과학로 921 (대림기업),,전북특별자치도_공장현황_20170421.csv
삼호정밀,자동차 엔진용 부품 제조업 외 33 종,,전라북도 완주군 봉동읍 둔산1로 18-15 (삼호정밀),,전북특별자치도_공장현황_20170421.csv
대주코레스(주),자동차 차체용 부품 제조업 외 3 종,,"전라북도 완주군 봉동읍 완주산단4로 99,  완주산업단지",,전북특별자치도_공장현황_20170421.csv
(주)이엠테크,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 완주산단8로 87,,전북특별자치도_공장현황_20170421.csv
기홍,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단6로 189,,전북특별자치도_공장현황_20170421.csv
(주)보광,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단6로 118,,전북특별자치도_공장현황_20170421.csv
(주)케이아이티,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 테크노밸리2로 96,,전북특별자치도_공장현황_20170421.csv
율천공업(주),그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 우동로 37,,전북특별자치도_공장현황_20170421.csv
(주)다산엠티,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 완주군 봉동읍 테크노밸리로 445,,전북특별자치도_공장현황_20170421.csv
코비코테크(주),자동차 차체용 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 테크노밸리1로 35,,전북특별자치도_공장현황_20170421.csv
(주)에이치엔엠이엔지,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 완주산단1로 295,,전북특별자치도_공장현황_20170421.csv
(주)라이코,자동차 차체용 부품 제조업 외 4 종,,"전라북도 남원시 광치농공1길 17-14, 광치1농공단지 (광치동)",,전북특별자치도_공장현황_20170421.csv
성보산업(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 익산시 여산면 가람로 52-17 (성보산업),,전북특별자치도_공장현황_20170421.csv
금강기계공업사,설치용 금속탱크 및 저장용기 제조업,,전라북도 익산시 오산면 광양길 98-10 (그린자동차공업사),,전북특별자치도_공장현황_20170421.csv
대우전자부품(주),그외 기타 전자부품 제조업 외 3 종,,전라북도 정읍시 공단2길 3 (망제동),,전북특별자치도_공장현황_20170421.csv
황성공업주식회사,자동차 차체용 부품 제조업,,전라북도 김제시 백구면 번영로 2640-37 (황성 공업주식회사),,전북특별자치도_공장현황_20170421.csv
부영철강(주) 2공장,자동차 차체용 부품 제조업 외 2 종,,전라북도 전주시 덕진구 신복로 18-13 (팔복동1가),,전북특별자치도_공장현황_20170421.csv
(주)청우,그외 기타 자동차 부품 제조업,,전라북도 군산시 소룡동번지 1640-3번지,,전북특별자치도_공장현황_20170421.csv
(주)광진기계,그외 기타 자동차 부품 제조업,,"전라북도 군산시 서해로 225 (소룡동, (주)광진기계)",,전북특별자치도_공장현황_20170421.csv
(주)대동오토플러스,그외 기타 자동차 부품 제조업,,"전라북도 군산시 중가도길 111 (오식도동, ㈜대동오토플러스)",,전북특별자치도_공장현황_20170421.csv
에이치에스리미테크(주),기타자동차부품제조업,,"전라북도 군산시 자유무역2길 15 (오식도동, DAT SYSTEM)",,전북특별자치도_공장현황_20170421.csv
(주)대정,자동차 차체용 부품 제조업 외 2 종,,전라북도 군산시 자유로 15-15 (소룡동),,전북특별자치도_공장현황_20170421.csv
삼성공업(주) 군산2공장,자동차 차체용 부품 제조업 외 1 종,,전라북도 군산시 중가도길 57 (오식도동),,전북특별자치도_공장현황_20170421.csv
모빌텍(주),자동차 차체용 부품 제조업,,"전라북도 군산시 산단동서로 170 (오식도동, 모빌텍)",,전북특별자치도_공장현황_20170421.csv
(주)지에스엠,주형 및 금형 제조업,,"전라북도 군산시 산단로 42,  (재)전북자동차기술원 금형프라쟈 202호 (오식도동)",,전북특별자치도_공장현황_20170421.csv
(주)아이에스테크,그외 기타 자동차 부품 제조업 외 2 종,,전라북도 군산시 산단남북로 84 (오식도동),,전북특별자치도_공장현황_20170421.csv
(유)신우테크,그외 기타 자동차 부품 제조업,,전라북도 군산시 산단남북로 154-19 (오식도동),,전북특별자치도_공장현황_20170421.csv
창성산업,그외 기타 자동차 부품 제조업,,전라북도 군산시 외항로 728 (소룡동),,전북특별자치도_공장현황_20170421.csv
덕신정공,그외 기타 자동차 부품 제조업,,전라북도 익산시 황등면 후정3길 14 (주택),,전북특별자치도_공장현황_20170421.csv
중앙기업,그외 기타 자동차 부품 제조업,,"전라북도 익산시 약촌로8길 86 (어양동, ㈜경호골프)",,전북특별자치도_공장현황_20170421.csv
(유)정안케이블,기타 절연선 및 케이블 제조업,,"전라북도 익산시 석암로7길 129 (팔봉동, 우진자동차(주))",,전북특별자치도_공장현황_20170421.csv
(주)용산,그외 기타 자동차 부품 제조업,,전라북도 익산시 석암로1길 63-13 (용제동),,전북특별자치도_공장현황_20170421.csv
