순번,시도,시군구,회사명,소재지도로명주소,소재지지번주소,우편번호,사업자등록번호,전화번호,데이터기준일자
328,경상북도,고령군,에스엘(SL)플랜트,경상북도 고령군 성산면 오곡길 15,경상북도 고령군 성산면 오곡리 478-1,40117,110-36-75388,054-956-5922,2026-01-02
329,경상북도,고령군,에이치에스씨,경상북도 고령군 다산면 벌지로 226-37,경상북도 고령군 다산면 벌지리 462,40112,503-23-91085,,2026-01-02
330,경상북도,고령군,에이치제이테크(주),경상북도 고령군 쌍림면 칠등길 27-3,경상북도 고령군 쌍림면 고곡리 153-2,40159,510-81-31784,054-714-1150,2026-01-02
331,경상북도,고령군,엔프로소재기술,경상북도 고령군 성산면 신기길 85-15,경상북도 고령군 성산면 용소리 459,40114,504-15-55054,054-954-0543,2026-01-02
332,경상북도,고령군,엠스푸드(주),경상북도 고령군 쌍림면 영서로 3380,경상북도 고령군 쌍림면 송림리 38-110,40164,503-81-92783,054-954-9300,2026-01-02
333,경상북도,고령군,영남산업(주),경상북도 고령군 성산면 성산로 426,경상북도 고령군 성산면 사부리 371,40120,503-81-36312,054-954-4747,2026-01-02
334,경상북도,고령군,영성섬유,경상북도 고령군 개진면 개경포로 281,경상북도 고령군 개진면 직리 388,40146,514-30-74968,054-955-1321,2026-01-02
335,경상북도,고령군,영양종합식품,경상북도 고령군 개진면 개경포로 1316,경상북도 고령군 개진면 부리 376-1,40150,503-16-65522,054-954-0203,2026-01-02
336,경상북도,고령군,영웅텍스,경상북도 고령군 쌍림면 쌍림공단길 20,경상북도 고령군 쌍림면 고곡리 199-7,40159,112-18-51879,054-954-9540,2026-01-02
337,경상북도,고령군,(주)영인테크,경상북도 고령군 성산면 성암로 86-18,경상북도 고령군 성산면 박곡리 673-1,40150,366-81-02509,054-954-6267,2026-01-02
338,경상북도,고령군,영일침구,경상북도 고령군 개진면 치산길 65-7,경상북도 고령군 개진면 인안리 233,40150,514-22-20619,054-954-6117,2026-01-02
339,경상북도,고령군,영진송풍기,경상북도 고령군 성산면 개경포로 2088,경상북도 고령군 성산면 삼대리 183-1 ,40117,504-33-67059,053-784-8882,2026-01-02
340,경상북도,고령군,예천축산,경상북도 고령군 다산면 성암로 537-10,경상북도 고령군 다산면 송곡리 2004,40113,271-93-00701,054-954-2858,2026-01-02
341,경상북도,고령군,오성목재,경상북도 고령군 개진면 개경포로 177 ,경상북도 고령군 개진면 직리 783-1,40146,503-15-57078,054-956-2269,2026-01-02
342,경상북도,고령군,옥산영농조합법인,경상북도 고령군 개진면 옥섬길 46,경상북도 고령군 개진면 옥산리 263-1,40149,503-81-29280,054-954-2525,2026-01-02
343,경상북도,고령군,옥포산업,경상북도 고령군 개진면 송천길 31,경상북도 고령군 개진면 직리 183,40146,514-17-96551,054-955-8051,2026-01-02
344,경상북도,고령군,용성산업,경상북도 고령군 개진면 개경포로 1353-12,경상북도 고령군 개진면 부리 357,40150,503-15-96765,054-954-3104,2026-01-02
345,경상북도,고령군,용진기계목형,경상북도 고령군 성산면 개경포로 2150 ,경상북도 고령군 성산면 득성리 120-1 ,40116,504-06-84805,054-956-0956,2026-01-02
346,경상북도,고령군,우림포장공업사,경상북도 고령군 개진면 양전길 63-6,경상북도 고령군 개진면 반운리 105-3,40145,514-02-22642,054-955-3500,2026-01-02
347,경상북도,고령군,우신정공,경상북도 고령군 다산면 나선로 385,경상북도 고령군 다산면 나정리 792,40112,514-24-71470,054-954-0816,2026-01-02
348,경상북도,고령군,우영테크,경상북도 고령군 다산면 다산산단로 176,경상북도 고령군 다산면 송곡리 1759,40112,514-26-37587,054-954-0885,2026-01-02
349,경상북도,고령군,우일공업사,경상북도 고령군 다산면 좌학길 60,경상북도 고령군 다산면 상곡리 159-2,40108,514-15-85856,054-956-7669,2026-01-02
350,경상북도,고령군,우정TEX,경상북도 고령군 성산면 고탄공단길 30,경상북도 고령군 성산면 고탄리 671-3,40118,513-04-84090,,2026-01-02
351,경상북도,고령군,우정프레임,경상북도 고령군 개진면 개진산단길 40-40  ,경상북도 고령군 개진면 양전리 290 ,40145,615-11-77796,054-956-6690,2026-01-02
352,경상북도,고령군,우진석재,경상북도 고령군 다산면 석재단지길 23  ,경상북도 고령군 다산면 나정리 714-15 ,40112,502-03-23951,053-623-5005,2026-01-02
353,경상북도,고령군,우진섬유,경상북도 고령군 다산면 다산중앙길 113-7,경상북도 고령군 다산면 상곡리 263,40106,514-12-48355,054-954-8999,2026-01-02
354,경상북도,고령군,원오금속,경상북도 고령군 개진면 반운공단길 8,경상북도 고령군 개진면 반운리 146,40145,504-19-57026,,2026-01-02
355,경상북도,고령군,원진산업,경상북도 고령군 대가야읍 장기공단1길 48-12,경상북도 고령군 대가야읍 장기리 293,40142,520-26-01051,054-954-3352,2026-01-02
356,경상북도,고령군,월드워터,경상북도 고령군 성산면 상용로 24-9,경상북도 고령군 성산면 박곡리 583-3,40115,708-14-00682,,2026-01-02
357,경상북도,고령군,월배침구,경상북도 고령군 다산면 상곡1길 21-6,경상북도 고령군 다산면 상곡리 161-5,40108,514-04-55870,054-956-7799,2026-01-02
358,경상북도,고령군,윈솔,경상북도 고령군 개진면 개경포로 1403-4,경상북도 고령군 개진면 부리 172-2,40150,878-57-00386,054-954-0610,2026-01-02
359,경상북도,고령군,유림산업,경상북도 고령군 성산면 성산로 828  ,경상북도 고령군 성산면 기족리 800 ,40118,514-02-86030,054-954-8877,2026-01-02
360,경상북도,고령군,유림산업,경상북도 고령군 개진면 치산길 108,경상북도 고령군 개진면 직리 196,40450,539-64-00024,,2026-01-02
361,경상북도,고령군,유성철망 개비온산업,경상북도 고령군 성산면 성산로 776-17,경상북도 고령군 성산면 기족리 527,40119,514-07-56564,054-956-7700,2026-01-02
362,경상북도,고령군,유영종합포장,경상북도 고령군 개진면 송천길 55,경상북도 고령군 개진면 직리 137,40146,514-31-68444,054-956-0234,2026-01-02
363,경상북도,고령군,유일아이앤디,경상북도 고령군 개진면 독실길 131,경상북도 고령군 개진면 부리 441-2,40150,514-19-05113,053-636-7473,2026-01-02
364,경상북도,고령군,유일화학,경상북도 고령군 개진면 양전공단길 30,경상북도 고령군 개진면 양전리 770-1,40145,504-20-67442,054-956-3232,2026-01-02
365,경상북도,고령군,유정호스산업,경상북도 고령군 개진면 개진산단길 40-44,경상북도 고령군 개진면 양전리 290-1,40145,503-24-36736,054-956-0710,2026-01-02
366,경상북도,고령군,유진산업,경상북도 고령군 쌍림면 방아실길 33 ,경상북도 고령군 쌍림면 안림리 726 ,40160,503-21-97751,054-956-0824,2026-01-02
367,경상북도,고령군,유진산업사,경상북도 고령군 개진면 개경포로 402  ,경상북도 고령군 개진면 직리 308-2 ,40146,503-34-60517,054-956-0130,2026-01-02
368,경상북도,고령군,유진테크,경상북도 고령군 개진면 개경포로 1060-5  ,경상북도 고령군 개진면 옥산리 209-1 ,40149,608-07-19281,054-954-0412,2026-01-02
369,경상북도,고령군,유한섬유,경상북도 고령군 성산면 성산로 752 ,경상북도 고령군 성산면 기족리 447 ,40119,514-11-46419,054-956-2667,2026-01-02
370,경상북도,고령군,윤성산업(주),경상북도 고령군 대가야읍 회천로 252,경상북도 고령군 대가야읍 내곡리 1142,40134,514-81-19477,053-637-0057,2026-01-02
371,경상북도,고령군,윤성폴리머,경상북도 고령군 대가야읍 회천로 276,경상북도 고령군 대가야읍 내곡리 1147-1,40134,514-31-68236,054-956-4656,2026-01-02
372,경상북도,고령군,은성산업,경상북도 고령군 대가야읍 장기공단1길 84,경상북도 고령군 대가야읍 장기리 303-6,40142,503-07-57258,054-955-7502,2026-01-02
373,경상북도,고령군,은성하이테크,경상북도 고령군 다산면 상곡길 78,경상북도 고령군 다산면 상곡리 79-1,40107,503-15-27837,054-955-8963,2026-01-02
374,경상북도,고령군,은진전장,경상북도 고령군 다산면 상곡3길 23,경상북도 고령군 다산면 상곡리 451-8,40108,514-05-47080,054-956-3537,2026-01-02
375,경상북도,고령군,은혜산업,경상북도 고령군 개진면 개경포로 1353-47,경상북도 고령군 개진면 부리 329,40150,119-30-70689,,2026-01-02
376,경상북도,고령군,이레팩,경상북도 고령군 개진면 개경포로 508-10,경상북도 고령군 개진면 개포리 525,40147,503-24-88821,,2026-01-02
377,경상북도,고령군,이인산업,경상북도 고령군 성산면 성산로 990-14,경상북도 고령군 성산면 득성리 155,40116,514-25-94349,054-954-6152,2026-01-02
378,경상북도,고령군,일산유체기계,경상북도 고령군 다산면 성암로 538-11,경상북도 고령군 다산면 송곡리 2083,40113,501-01-80595,053-561-1336,2026-01-02
379,경상북도,고령군,일신하이폴리(주)고령지점,경상북도 고령군 개진면 회천로 305 ,경상북도 고령군 개진면 반운리 741 ,40144,503-85-08003,054-955-7400,2026-01-02
380,경상북도,고령군,일신화학,경상북도 고령군 대가야읍 장기공단1길 80,경상북도 고령군 대가야읍 장기리 303-5,40142,503-33-93699,054-955-7611,2026-01-02
381,경상북도,고령군,일진정밀사(IJPCO),경상북도 고령군 쌍림면 쌍림공단길 41,경상북도 고령군 쌍림면 고곡리 199-35,40159,503-23-98583,054-955-1663,2026-01-02
382,경상북도,고령군,일진진공사,경상북도 고령군 성산면 도룡길 91 ,경상북도 고령군 성산면 사부리 475 ,40120,504-07-74449,053-352-0214,2026-01-02
383,경상북도,고령군,일창산업,경상북도 고령군 성산면 운성로 750-16,경상북도 고령군 성산면 고탄리 598-1,40118,514-30-63082,054-955-3691,2026-01-02
384,경상북도,고령군,정보TEX,경상북도 고령군 성산면 신기길 85-11,경상북도 고령군 성산면 용소리 457,40114,504-16-26541,054-954-1014,2026-01-02
385,경상북도,고령군,정원산업,경상북도 고령군 개진면 치산길 17-5,경상북도 고령군 개진면 인안리 253,40150,514-05-45059,054-954-0359,2026-01-02
386,경상북도,고령군,정주화섬,경상북도 고령군 개진면 개진산단길 40-21 ,경상북도 고령군 개진면 양전리 308,40145,514-25-08504,054-954-9674,2026-01-02
387,경상북도,고령군,제원테크,경상북도 고령군 다산면 벌지로 248-5,경상북도 고령군 다산면 벌지리 418-1,40112,503-25-50924,054-726-0053,2026-01-02
388,경상북도,고령군,제일기계,경상북도 고령군 성산면 개경포로 2132-8,경상북도 고령군 성산면 득성리 132-5 ,40116,504-08-38061,054-955-3733,2026-01-02
389,경상북도,고령군,제일테크,경상북도 고령군 개진면 치산길 128-23,경상북도 고령군 개진면 인안리 108-1,40150,503-24-53147,054-954-1940,2026-01-02
390,경상북도,고령군,제일테크,경상북도 고령군 성산면 신기길 69-5 ,경상북도 고령군 성산면 용소리 402 ,40114,694-16-00354,,2026-01-02
391,경상북도,고령군,조은산업,경상북도 고령군 다산면 나선로 415-1,경상북도 고령군 다산면 나정리 810-5,40112,613-64-00114,,2026-01-02
392,경상북도,고령군,조흥지관공업사,경상북도 고령군 성산면 개경포로 2091-6,경상북도 고령군 성산면 삼대리 177-1,40117,504-15-65630,053-633-3669,2026-01-02
393,경상북도,고령군,종이나라,경상북도 고령군 개진면 가암길 50,경상북도 고령군 개진면 부리 428,40150,514-06-89807,054-954-6169,2026-01-02
394,경상북도,고령군,주성CORE,경상북도 고령군 성산면 운성로 676-3,경상북도 고령군 성산면 고탄리 581,40118,503-21-73313,054-956-9833,2026-01-02
395,경상북도,고령군,(주)가야인더스트리,경상북도 고령군 대가야읍 장기공단2길 32-12,경상북도 고령군 대가야읍 고아리 214-3,40142,291-87-01135,054-954-9335,2026-01-02
396,경상북도,고령군,(주)고령축산,경상북도 고령군 다산면 성암로 568,경상북도 고령군 다산면 송곡리 757-1,40113,671-81-03166,054-954-4331,2026-01-02
397,경상북도,고령군,(주)곡천조경,경상북도 고령군 성산면 성산로 472,경상북도 고령군 성산면 사부리 327-4,40152,503-81-83800,054-955-2848,2026-01-02
398,경상북도,고령군,(주)글로벌텍,경상북도 고령군 개진면 개경포로 442,경상북도 고령군 개진면 개포리 718,40147,441-81-02362,054-954-0522,2026-01-02
399,경상북도,고령군,(주)금용,경상북도 고령군 성산면 운성로 757,경상북도 고령군 성산면 고탄리 161,40118,370-87-00161,054-955-6565,2026-01-02
400,경상북도,고령군,(주)나우모터스,경상북도 고령군 성산면 성암로 174 ,경상북도 고령군 성산면 박곡리 352-5,40115,124-87-57979,054-956-5655,2026-01-02
401,경상북도,고령군,(주)대경세이프티,경상북도 고령군 성산면 개경포로 2091 ,경상북도 고령군 성산면 삼대리 175-1 ,40117,605-87-00669,054-954-5332,2026-01-02
402,경상북도,고령군,(주)동양,경상북도 고령군 쌍림면 쌍림공단길 86,경상북도 고령군 쌍림면 고곡리 199-41,40159,511-88-01147,054-956-3605,2026-01-02
403,경상북도,고령군,(주)디딤이엔지,경상북도 고령군 쌍림면 쌍림공단길 78,경상북도 고령군 쌍림면 고곡리 215-4,40159,503-86-09727,054-956-9070,2026-01-02
404,경상북도,고령군,(주)메이드디자인,경상북도 고령군 다산면 차남길 34-4,경상북도 고령군 다산면 월성리 189-3,40112,711-88-00957,054-956-4545,2026-01-02
405,경상북도,고령군,(주)범양포장,경상북도 고령군 성산면 성산로 652-4 ,경상북도 고령군 성산면 기산리 423 ,40119,503-81-97906,054-954-4990,2026-01-02
406,경상북도,고령군,(주)부강레일테크,경상북도 고령군 성산면 안어실길 58,경상북도 고령군 성산면 어곡리 335,40118,230-81-12877,054-956-6361,2026-01-02
407,경상북도,고령군,(주)부국,경상북도 고령군 개진면 반운공단길 5,경상북도 고령군 개진면 반운리 174-2,40145,374-87-02477,,2026-01-02
408,경상북도,고령군,(주)비앤디,경상북도 고령군 쌍림면 쌍림공단길 52,경상북도 고령군 쌍림면 고곡리 199-47,40159,584-88-02275,054-956-0590,2026-01-02
409,경상북도,고령군,(주)삼흥,경상북도 고령군 개진면 반운공단길 27,경상북도 고령군 개진면 반운리 111,40144,277-87-00071,054-956-9400,2026-01-02
410,경상북도,고령군,(주)상북알엠씨,경상북도 고령군 성산면 성암로 86-43,경상북도 고령군 성산면 박곡리 409-17,40115,777-87-02579,054-906-7777,2026-01-02
411,경상북도,고령군,(주)성암산업,경상북도 고령군 성산면 운성로 643-18,경상북도 고령군 성산면 고탄리 518,40118,514-81-89541,054-956-7693,2026-01-02
412,경상북도,고령군,(주)세영,경상북도 고령군 쌍림면 영서로 3372-26,경상북도 고령군 쌍림면 송림리 36-3,40164,503-81-61295,054-956-7601,2026-01-02
413,경상북도,고령군,(주)세원그린,경상북도 고령군 성산면 싯질길 115-16 ,경상북도 고령군 성산면 사부리 605 ,40120,149-87-02212,,2026-01-02
414,경상북도,고령군,(주)수호산업,경상북도 고령군 성산면 성산로 882-7,경상북도 고령군 성산면 어곡리 259,40118,515-86-02858,,2026-01-02
415,경상북도,고령군,(주)씨켐,경상북도 고령군 개진면 개진산단길 40-47,경상북도 고령군 개진면 양전리 293,40145,449-88-02593,054-956-8841,2026-01-02
416,경상북도,고령군,(주)에스엘비메탈,경상북도 고령군 개진면 독실길 131-7,경상북도 고령군 개진면 부리 441-5,40150,520-81-00463,054-954-9978,2026-01-02
417,경상북도,고령군,(주)엑세스바이오코리아,경상북도 고령군 쌍림면 쌍림공단길 75,경상북도 고령군 쌍림면 고곡리 220-37,40159,142-87-00493,054-906-9810,2026-01-02
418,경상북도,고령군,(주)이플,경상북도 고령군 성산면 개경포로 2086-8,경상북도 고령군 성산면 삼대리 184,40117,217-87-02515,,2026-01-02
419,경상북도,고령군,(주)전진산업,경상북도 고령군 성산면 봉곡길 70,경상북도 고령군 성산면 고탄리 33,40118,860-81-02767,054-956-1111,2026-01-02
420,경상북도,고령군,(주)제이비씨,경상북도 고령군 대가야읍 회천로 273,경상북도 고령군 대가야읍 장기리 560,40134,606-86-08366,051-311-8442,2026-01-02
421,경상북도,고령군,(주)주명,경상북도 고령군 성산면 상용로 271 ,경상북도 고령군 성산면 용소리 308-1 ,40114,661-88-00012,070-8236-6167,2026-01-02
422,경상북도,고령군,(주)준우테크,경상북도 고령군 개진면 개경포로 531,경상북도 고령군 개진면 개포리 175,40147,503-81-56910,054-954-0840,2026-01-02
423,경상북도,고령군,(주)지원포장,경상북도 고령군 성산면 성산로 828,경상북도 고령군 성산면 기족리 800,40150,561-86-01736,054-954-4628,2026-01-02
424,경상북도,고령군,(주)천지천우,경상북도 고령군 다산면 성암로 566,경상북도 고령군 다산면 송곡리 787,40113,126-87-00074,054-927-5003,2026-01-02
425,경상북도,고령군,(주)케이비스틸,경상북도 고령군 개진면 봉동길 81,경상북도 고령군 개진면 구곡리 136,40148,503-86-07976,,2026-01-02
426,경상북도,고령군,(주)태산개발,경상북도 고령군 다산면 성암로 757,경상북도 고령군 다산면 송곡리 100-1,40113,561-87-02237,054-954-0156,2026-01-02
427,경상북도,고령군,(주)테크원,경상북도 고령군 성산면 성산로 930-9,경상북도 고령군 성산면 어곡리 1-20,40117,738-88-01835,054-956-6348,2026-01-02
428,경상북도,고령군,(주)폴리크린,경상북도 고령군 개진면 개경포로 1403-7,경상북도 고령군 개진면 부리 171-2,40150,311-86-01562,053-611-3828,2026-01-02
429,경상북도,고령군,(주)한국화섬(고령지점),경상북도 고령군 성산면 성산로 776-18,경상북도 고령군 성산면 기족리 470,40119,209-85-25677,054-954-8894,2026-01-02
430,경상북도,고령군,(주)광명프라텍,경상북도 고령군 다산면 나정길 13,경상북도 고령군 다산면 나정리 391,40112,503-86-03290,054-955-7601,2026-01-02
431,경상북도,고령군,(주)제일,경상북도 고령군 성산면 지리골길 25,경상북도 고령군 성산면 삼대리 369,40117,615-81-08496,054-954-9131,2026-01-02
432,경상북도,고령군,(주)케이와이환경,경상북도 고령군 다산면 나선로 365-43,경상북도 고령군 다산면 나정리 1068-2 ,40112,503-86-05788,054-956-0102,2026-01-02
433,경상북도,고령군,주원산업,경상북도 고령군 성산면 성산로 652-8,경상북도 고령군 성산면 기산리 422,40119,219-68-00109,054-956-8679,2026-01-02
434,경상북도,고령군,진성산업,경상북도 고령군 성산면 안어실길 98-8,경상북도 고령군 성산면 어곡리 392-2,40118,514-20-97958,,2026-01-02
435,경상북도,고령군,진월산업,경상북도 고령군 쌍림면 영서로 3387,경상북도 고령군 쌍림면 송림리 40-61,40164,514-26-72740,054-954-0213,2026-01-02
436,경상북도,고령군,진은섬유,경상북도 고령군 쌍림면 영서로 3249-27 ,경상북도 고령군 쌍림면 송림리 419-1 ,40164,503-35-64392,054-955-3441,2026-01-02
437,경상북도,고령군,참농꾼,경상북도 고령군 쌍림면 안림천길 163,경상북도 고령군 쌍림면 안림리 385-6,40160,503-25-43796,,2026-01-02
438,경상북도,고령군,창성산업,경상북도 고령군 개진면 개경포로 443,경상북도 고령군 개진면 개포리 711,40147,503-16-88923,054-954-3376,2026-01-02
439,경상북도,고령군,천마산업,경상북도 고령군 성산면 개경포로 2086-7,경상북도 고령군 성산면 삼대리 172,40117,"	514-23-62538",054-956-7760,2026-01-02
440,경상북도,고령군,천우토탈,경상북도 고령군 쌍림면 칠등길 14,경상북도 고령군 쌍림면 고곡리 166,40159,352-60-00017,054-956-9566,2026-01-02
441,경상북도,고령군,천일에스에프,경상북도 고령군 성산면 운성로 750-23,경상북도 고령군 성산면 고탄리 605-1,40118,737-19-00119,054-956-1030,2026-01-02
442,경상북도,고령군,첨단산업사,경상북도 고령군 다산면 다산로 181-16,경상북도 고령군 다산면 월성리 1286-12,40111,504-01-99787,053-355-3464,2026-01-02
443,경상북도,고령군,청산실업,경상북도 고령군 개진면 성산로 269-9,경상북도 고령군 개진면 양전리 42-6,40145,503-09-97161,054-955-6965,2026-01-02
444,경상북도,고령군,청우산업,경상북도 고령군 개진면 반운공단길 21,경상북도 고령군 개진면 반운리 180,40145,504-01-43662,054-956-2702,2026-01-02
445,경상북도,고령군,청우화섬,경상북도 고령군 대가야읍 덕경길 32,경상북도 고령군 대가야읍 지산리 905-6,40139,503-18-48022,054-954-3898,2026-01-02
446,경상북도,고령군,청호산업,경상북도 고령군 성산면 고탄공단길 22-5  ,경상북도 고령군 성산면 고탄리 653 ,40118,503-11-83807,054-954-9245,2026-01-02
447,경상북도,고령군,카라반스테이션,경상북도 고령군 성산면 운성로 811,경상북도 고령군 성산면 고탄리 107,40118,329-08-00493,054-954-8717,2026-01-02
448,경상북도,고령군,케이에이치넷케미칼(주),경상북도 고령군 개진면 반운공단길 14,경상북도 고령군 개진면 반운리 140,40145,503-81-87335,,2026-01-02
449,경상북도,고령군,케이엠리트레드,경상북도 고령군 개진면 개경포로 1353-40,경상북도 고령군 개진면 부리 327,40150,514-13-36588,054-956-3318,2026-01-02
450,경상북도,고령군,클리미트,경상북도 고령군 개진면 개경포로 508-12,경상북도 고령군 개진면 개포리 527,40147,760-04-01638,054-956-1230,2026-01-02
451,경상북도,고령군,태광유직공업사,경상북도 고령군 쌍림면 죽성길 16,경상북도 고령군 쌍림면 고곡리 854-1,40159,503-39-97436,054-955-0700,2026-01-02
452,경상북도,고령군,태성,경상북도 고령군 성산면 운성로 757,경상북도 고령군 성산면 고탄리 161,40118,407-07-28756,053-586-6863,2026-01-02
453,경상북도,고령군,태양,경상북도 고령군 개진면 옥섬길 2,경상북도 고령군 개진면 옥산리 241-1,40149,503-23-95567,054-956-0054,2026-01-02
454,경상북도,고령군,태영기계공업사,경상북도 고령군 개진면 양전공단길 36,경상북도 고령군 개진면 양전리 786,40145,504-06-64395,054-956-1800,2026-01-02
455,경상북도,고령군,태영산업,경상북도 고령군 다산면 나선로 434 ,경상북도 고령군 다산면 나정리 835 ,40112,761-49-00045,,2026-01-02
456,경상북도,고령군,태영섬유,경상북도 고령군 성산면 고탄공단길 18,경상북도 고령군 성산면 고탄리 666-2,40118,514-30-69131,054-954-6611,2026-01-02
457,경상북도,고령군,태평산업,경상북도 고령군 대가야읍 회천로 269,경상북도 고령군 대가야읍 장기리 559,40134,503-34-61516,054-956-1846,2026-01-02
458,경상북도,고령군,태화산업,경상북도 고령군 개진면 개경포로 1353-30,경상북도 고령군 개진면 부리 324,40150,503-18-94055,054-954-7111,2026-01-02
459,경상북도,고령군,텍스코,경상북도 고령군 쌍림면 쌍림공단길 112,경상북도 고령군 쌍림면 고곡리 199-21,40159,503-21-35279,054-956-1133,2026-01-02
460,경상북도,고령군,트리니티오토파츠(주),경상북도 고령군 개진면 개경포로 469-15,경상북도 고령군 개진면 개포리 684-10,40147,478-81-00731,054-956-1033,2026-01-02
461,경상북도,고령군,팀버가든,경상북도 고령군 성산면 성산로 764 ,경상북도 고령군 성산면 기족리 450 ,40119,503-22-57019,054-955-8885,2026-01-02
462,경상북도,고령군,판암애드(주),경상북도 고령군 다산면 성암로 708,경상북도 고령군 다산면 송곡리 199-1,40113,108-81-76399,054-954-2172,2026-01-02
463,경상북도,고령군,퍼펙트코퍼레이션,경상북도 고령군 대가야읍 시실길 123,경상북도 고령군 대가야읍 내곡리 1086-132,40143,502-18-10289,054-956-8383,2026-01-02
464,경상북도,고령군,퓨처스테크날러지,경상북도 고령군 다산면 성암로 615-43,경상북도 고령군 다산면 송곡리 566,40113,503-21-49375,054-955-9464,2026-01-02
465,경상북도,고령군,하나로엔지니어링,경상북도 고령군 개진면 양전길 49,경상북도 고령군 개진면 반운리 154-1,40145,504-18-25401,054-956-9314,2026-01-02
466,경상북도,고령군,하람산업,경상북도 고령군 다산면 나선로 254-31,경상북도 고령군 다산면 나정리 196,40112,503-23-38004,054-956-4443,2026-01-02
467,경상북도,고령군,하영산업기계,경상북도 고령군 성산면 개경포로 1731,경상북도 고령군 성산면 오곡리 474-1,40117,504-19-46664,054-954-2411,2026-01-02
468,경상북도,고령군,하은테크,경상북도 고령군 개진면 개경포로 1509-1,경상북도 고령군 개진면 생리 213,40150,504-09-20627,,2026-01-02
469,경상북도,고령군,하진텍스,경상북도 고령군 쌍림면 쌍림공단길 114,경상북도 고령군 쌍림면 고곡리 199-6,40159,503-21-31142,053-615-5591,2026-01-02
470,경상북도,고령군,한국레미콘(주),경상북도 고령군 성산면 성산로 822,경상북도 고령군 성산면 기족리 793-1,40118,117-85-28924,054-954-5011,2026-01-02
471,경상북도,고령군,한도산업,경상북도 고령군 다산면 평리6길 13 ,경상북도 고령군 다산면 곽촌리 131-4  ,40104,503-21-86031,054-956-0860,2026-01-02
472,경상북도,고령군,한성금속,경상북도 고령군 쌍림면 쌍쌍로 465 ,경상북도 고령군 쌍림면 신곡리 743-1 ,40162,756-05-00656,054-955-3020,2026-01-02
473,경상북도,고령군,한성정밀강관(주),경상북도 고령군 대가야읍 회천로 273,경상북도 고령군 대가야읍 장기리 560,40134,503-81-29785,054-955-8334,2026-01-02
474,경상북도,고령군,한성하이텍,경상북도 고령군 개진면 개경포로 1509-3,경상북도 고령군 개진면 생리 213-1,40150,514-05-78939,054-956-5697,2026-01-02
475,경상북도,고령군,한아름영농조합법인,경상북도 고령군 개진면 개진산단길 78,경상북도 고령군 개진면 신안리 9,40145,503-81-61811,054-956-7171,2026-01-02
476,경상북도,고령군,한영중자,경상북도 고령군 성산면 개경포로 1869,경상북도 고령군 성산면 오곡리 127,40117,553-09-01108,054-956-0773,2026-01-02
477,경상북도,고령군,한일 D&S,경상북도 고령군 성산면 삼대길 35-16,경상북도 고령군 성산면 삼대리 397-12,40117,514-24-49978,054-956-5220,2026-01-02
478,경상북도,고령군,한일정공,경상북도 고령군 다산면 상곡길 76-8,경상북도 고령군 다산면 상곡리 148-2,40107,504-02-42675,054-956-4631,2026-01-02
479,경상북도,고령군,한일침구,경상북도 고령군 다산면 상곡2길 19,경상북도 고령군 다산면 상곡리 161-6,40108,503-47-64809,054-956-7023,2026-01-02
480,경상북도,고령군,한창텍스타일,경상북도 고령군 개진면 반운3길 4,경상북도 고령군 개진면 반운리 333-2,40145,301-37-63734,054-956-2426,2026-01-02
481,경상북도,고령군,한창화섬,경상북도 고령군 성산면 고탄공단길 34,경상북도 고령군 성산면 고탄리 671-2,40118,514-02-23826,054-956-2426,2026-01-02
482,경상북도,고령군,합동석물,경상북도 고령군 다산면 석재단지길 41 ,경상북도 고령군 다산면 나정리 714-10 ,40112,503-34-63023,054-955-8200,2026-01-02
483,경상북도,고령군,합동파렛트,경상북도 고령군 개진면 개경포로 517,경상북도 고령군 개진면 개포리 167-6,40147,514-11-74410,053-213-1099,2026-01-02
484,경상북도,고령군,해서중자,경상북도 고령군 다산면 나선로 365-39,경상북도 고령군 다산면 나정리 1068-4,40112,503-15-28840,054-956-3150,2026-01-02
485,경상북도,고령군,해성섬유,경상북도 고령군 성산면 운성로 776,경상북도 고령군 성산면 고탄리 126,40118,504-04-44207,,2026-01-02
486,경상북도,고령군,현대라인,경상북도 고령군 다산면 다산중앙길 113-3,경상북도 고령군 다산면 상곡리 263-8,40106,503-16-98208,,2026-01-02
487,경상북도,고령군,형옥사,경상북도 고령군 개진면 개경포로 1482,경상북도 고령군 개진면 생리 184-2,40150,503-34-60803,054-954-9000,2026-01-02
488,경상북도,고령군,홍익산업,경상북도 고령군 대가야읍 장기공단1길 52,경상북도 고령군 대가야읍 장기리 92-18,40142,503-33-92778,055-374-0333,2026-01-02
489,경상북도,고령군,홍익아트세라믹,경상북도 고령군 쌍림면 송림2길 54-16,경상북도 고령군 쌍림면 송림리 52,40164,503-02-99990,054-955-1534,2026-01-02
490,경상북도,고령군,홍제산업,경상북도 고령군 개진면 개경포로 1509-6,경상북도 고령군 개진면 생리 226,40150,503-09-40557,054-954-3647,2026-01-02
491,경상북도,고령군,화랑명과(주),경상북도 고령군 쌍림면 칠등길 27-13,경상북도 고령군 쌍림면 고곡리 154-10,40159,462-87-02643,054-956-7314,2026-01-02
492,경상북도,고령군,화성농자재,경상북도 고령군 성산면 개경포로 2086-7,경상북도 고령군 성산면 삼대리 172,40117,514-23-49326,054-956-3576,2026-01-02
