업체명,업종구분,소재지,전화번호,팩스번호
농업회사법인 주식회사 예천청결고추,식품제조가공업,경상북도 예천군 용문면 유용로 803,054-655-3003,
예천 두레원,식품제조가공업,경상북도 예천군 지보면 지보로 175-23,054-655-3246,
장애인보호작업장 한결,식품제조가공업,경상북도 예천군 예천읍 경서로 2462-78,054-655-4433,
영남식품,식품제조가공업,경상북도 예천군 효자로 118,054-655-6695,
예천보호작업장,식품제조가공업,경상북도 예천군 개포면 용개로 702-37(예천보호작업장 나동),054-655-9948,
시골이야기푸드,식품제조가공업,경상북도 예천군 은풍면 은풍로 381,054-655-2862,
장유원영농조합법인,식품제조가공업,경상북도 예천군 보문면 미호길 59,054-655-7770,
늘미마을 된장은행,식품제조가공업,경상북도 봉화군 법전면 눌산길 85,054-672-0990,
청량산 남원농산,식품제조가공업,경상북도 봉화군 명호면 남애길 217-19,054-672-1416,
영농조합법인 전통명가발우,식품제조가공업,경상북도 봉화군 춘양면 남산편1길 18-138,054-672-2869,
봉화군조합공동사업법인,식품제조가공업,경상북도 봉화군 봉화읍 농업인길 104,054-672-4284,
농업회사법인(주)원애그,식품제조가공업,경상북도 봉화군 봉화읍 음평길 137,054-672-7645,
봉화청량산김치 농업회사법인(주),식품제조가공업,경상북도 봉화군 봉화읍 농업인길 86-39,054-672-8642,
새늘담,식품제조가공업,경상북도 봉화군 법전면 눌산길 22-86,054-672-2823,
국화농원국태,식품제조가공업,경상북도 봉화군 명재로 619-5,054-672-7537,
봉화발효식품,식품제조가공업,경상북도 봉화군 소백로 4347-1,054-672-7589,
영어조합법인 봉화은어,식품제조가공업,경상북도 봉화군 봉성면 다덕로 480-64,054-672-8778,
창평영농조합법인,식품제조가공업,경상북도 봉화군 봉성면 다덕로 629,054-672-9224,
산중사람,식품제조가공업,경상북도 봉화군 춘양로 1547-21,054-673-4191,
농업회사법인(주)천수농산,식품제조가공업,경상북도 봉화군 소천면 열람이길 469,054-673-4359,
봉화발효마을,식품제조가공업,경상북도 봉화군 춘양면 서벽길 53-7,054-673-5535,
약초를사랑한 짱아줌마,식품제조가공업,경상북도 봉화군 상운면 하눌로 12-70,054-673-5678,
농업회사법인(주) 파인베리,식품제조가공업,경상북도 봉화군 법전면 다덕로 1151,054-673-7988,
청량애,식품제조가공업,경상북도 봉화군 재산면 재산로 361-21,054-673-8926,
솔지원,식품제조가공업,경상북도 봉화군 봉화읍 농업인길 86-49,054-673-9700,
봉화메주,식품제조가공업,경상북도 봉화군 물야면 뒷결길 29,054-673-6935,
영베이커리,식품제조가공업,경상북도 봉화군 봉화읍 1농공단지길 73,054-673-7367,
문수농장,식품제조가공업,경상북도 봉화군 물야면 월계길 221,054-673-7832,
케이 진생 바이오 농업회사법인 주식회사,식품제조가공업,경상북도 봉화군 봉화읍 봉화로 780,054-674-0664,
덕수장,식품제조가공업,경상북도 봉화군 재산면 소내골길 32-4,054-674-0850,
하눌보호작업장,식품제조가공업,경상북도 봉화군 상운면 이동길 5,054-674-1355,
농업회사법인 파인바이오주식회사,식품제조가공업,경상북도 봉화군 봉성면 동양길 8,054-674-2393,
태경영농조합법인 솔메된장,식품제조가공업,경상북도 봉화군 춘양로 766,054-674-2828,
농업회사법인솔안누리(주),식품제조가공업,경상북도 봉화군 소천면 남회룡로 777(소천초등학교 남회룡분교),054-674-3993,
봉화곤충호텔 농업회사법인(주),식품제조가공업,경상북도 봉화군 법전면 풍정길 248,054-674-0941,
송다,식품제조가공업,경상북도 봉화군 명재로 332-108,054-674-1077,
봉화단무지,식품제조가공업,경상북도 봉화군 봉화읍 1농공단지길 82,054-674-1211,
네이처세븐,식품제조가공업,경상북도 봉화군 봉화읍 1농공단지길 44,054-679-3600,
봉화군 농산물가공기술지원관,식품제조가공업,경상북도 봉화군 봉성면 농업인길 47-2(봉화군 농산물 가공기술지원관),054-679-6872,
영양군농업기술센터,식품제조가공업,경상북도 영양군 영양읍 현동1길 40-6(농산물가공지원센터),054-680-5232,
참자연마을 영농조합법인,식품제조가공업,경상북도 영양군 일월면 주실1길 71,054-682-0601,
영양고추생산유통영농조합법인,식품제조가공업,경상북도 영양군 청기면 청기로 1069-28,054-682-0711,
영양농협가공사업소,식품제조가공업,경상북도 영양군 영양읍 영양창수로 136-7,054-682-2004,
두아(DUA) F&S,식품제조가공업,경상북도 영양군 영양읍 중앙로 307,054-682-2555,
천마자연식품,식품제조가공업,경상북도 영양군 석보면 화무로 273,054-682-3152,
영양산마을,식품제조가공업,경상북도 영양군 입암면 청기로 246,054-682-3963,
두들장류식품,식품제조가공업,경상북도 영양군 주사길 22,054-682-5522,
영양우리식품,식품제조가공업,경상북도 영양군 청기면 상청리 280,054-682-6578,
우리식품,식품제조가공업,경상북도 영양군 청기로 579,054-682-6578,
농업회사법인 주식회사 영양명가식품,식품제조가공업,경상북도 영양군 곡강길 11-3,054-682-7009,
(주)선나힐링그룹,식품제조가공업,경상북도 영양군 수비면 낙동정맥로 2632-66,054-682-8145,
79서부리,식품제조가공업,경상북도 영양군 영양읍 동서대로 70,054-683-1779,
봉의곡 유성길 천마식품,식품제조가공업,경상북도 영양군 석보면 하삼의길 235,054-683-0174,
우리두부 식품,식품제조가공업,경상북도 영양군 동서대로 62,054-683-1884,
영양유통,식품제조가공업,경상북도 영양군 영양읍 중앙로 181,054-683-2999,
일월산 식품,식품제조가공업,경상북도 영양군 영양읍 석영로 1356,054-683-3252,
남영양농협가공사업소,식품제조가공업,경상북도 영양군 입암면 다리골길 29,054-683-4421,
주식회사다산식품,식품제조가공업,경상북도 영양군 중앙로 43,054-683-5020,
한스바이오,식품제조가공업,경상북도 영양군 상원로 344,054-683-8300,
주식회사 시아스 영양공장,식품제조가공업,경상북도 영양군 입암면 청기로 367-26,054-683-9666,
영양고추유통공사,식품제조가공업,경상북도 영양군 일월면 재일로 2050,054-683-9979,
(주)베리랜드,식품제조가공업,경상북도 경주시 양남면 다래길 15,054-701-1255,
주식회사 내츄럴엔,식품제조가공업,경상북도 영천시 금호읍 금창로 208-60,054-726-2206,
향기제작소,식품제조가공업,경상북도 포항시 북구 양덕로30번길 33(1층 양덕동),054-727-4620,
주식회사 푸드명가,식품제조가공업,경상북도 포항시 남구 연일읍 철강로141번길 15(A동),054-727-0024,
어업회사법인 오바다푸드 팩토리(주),식품제조가공업,경상북도 영덕군 축산면 염장2길 7-90,054-732-3799,
농업회사법인 미스터돌 주식회사,식품제조가공업,경상북도 영덕군 창수면 창수길 132-1,054-732-6483,
부경식품,식품제조가공업,경상북도 영덕군 신안1길 78,054-732-1430,
햅쌀로 만든 시골한과,식품제조가공업,경상북도 영덕군 병곡면 거무역길 59-1,054-732-2390,
영해식품,식품제조가공업,경상북도 영덕군 벌영1길 40-2,054-732-4054,
영덕각실조청,식품제조가공업,경상북도 영덕군 각리1길 6,054-732-5582,
영덕밥식해,식품제조가공업,경상북도 영덕군 강구면 직천길 78,054-732-6721,
연 즉석두부,식품제조가공업,경상북도 영덕군 영해면 성내리 468-1 (5/7),054-732-7626,
(주)다오넥스,식품제조가공업,경상북도 영덕군 강구면 번영길 29,054-732-7914,
(주)세웅수산,식품제조가공업,경상북도 영덕군 강구면 강영로 84,054-732-8131,
海人水産(해인수산),식품제조가공업,경상북도 영덕군 강구면 번영길 35-8,054-732-8855,
한빛농장,식품제조가공업,경상북도 영덕군 창수면 인량길 278,054-733-1432,
이화순장아찌,식품제조가공업,경상북도 영덕군 남정면 남정중화길 50,054-733-5111,
주식회사 더동쪽바다가는길,식품제조가공업,경상북도 영덕군 강구면 금호샛길 115-10,054-733-6994,
농업회사법인주식회사 솔발재,식품제조가공업,경상북도 영덕군 지품면 묵방1길 143,054-733-8887,
고든통상(주) 강구공장,식품제조가공업,경상북도 영덕군 금호샛길 37-63,054-733-1133,
대호수산(주),식품제조가공업,경상북도 영덕군 강구면 강영로 108,054-733-2192,
민속죽염,식품제조가공업,경상북도 영덕군 속곡길 381-4,054-733-3472,
명진식품,식품제조가공업,경상북도 영덕군 강구면 강영로 140,054-733-4004,
한성식품,식품제조가공업,경상북도 영덕군 남정면 동해대로 3735-9,054-733-5365,
고든통상(주),식품제조가공업,경상북도 영덕군 신공업단지길 56,054-733-6902,
주)정승식품,식품제조가공업,경상북도 영덕군 축산면 축산항초교길 24,054-733-8575,
홍일식품 2공장,식품제조가공업,경상북도 영덕군 강구면 금호샛길 70,054-734-7571,
팔각산친환경절임배추영농조합법인,식품제조가공업,경상북도 영덕군 달산면 인곡1길 40,054-734-7588,
(주) 더동진,식품제조가공업,경상북도 영덕군 강구면 금호샛길 115-30,054-734-7686,
영덕두부공장,식품제조가공업,경상북도 영덕군 우곡길 9-8,054-734-2828,
칠보식품,식품제조가공업,경상북도 영덕군 창수면 인천리 157-1,054-734-3428,
(주)신화,식품제조가공업,경상북도 영덕군 금호샛길 37,054-734-4673,
동운상사,식품제조가공업,경상북도 영덕군 강구면 강영로 105,054-734-4868,
수성수산,식품제조가공업,경상북도 영덕군 축산면 축산항2길 53,054-734-5250,
대왕 수산식품,식품제조가공업,경상북도 영덕군 축산면 축산항초교길 19,054-734-5447,
영덕식품(주),식품제조가공업,경상북도 영덕군 강구면 강영로 110,054-734-5851,
코오롱 호텔,식품제조가공업,경상북도 경주시 불국로 289-17(마동),054-740-5302,
백초향TEA&FOOD,식품제조가공업,경상북도 경주시 양남면 양남로 289,054-741-2222,
엠푸드(Mfood),식품제조가공업,경상북도 경주시 현곡면 용담정길 12-38,054-741-2322,
단석가,식품제조가공업,경상북도 경주시 보문로 441(104호 신평동),054-741-7520,
수연당제과,식품제조가공업,경상북도 경주시 원화로 252-1(황오동),054-742-1501,
하늘터밭,식품제조가공업,경상북도 경주시 내남면 수통골길 118-6,054-742-4002,
남양유업주식회사 경주공장,식품제조가공업,경상북도 경주시 산업로 4443-7(용강동),054-742-5011,
영동물산,식품제조가공업,경상북도 경주시 공단로69번길 8(황성동),054-742-6177,
다미식품,식품제조가공업,경상북도 경주시 양정로324번길 15(용강동),054-743-3669,
호궁식품,식품제조가공업,경상북도 경주시 백율로76번길 23(동천동),054-743-8088,
기영식품,식품제조가공업,경상북도 경주시 감포읍 감포로 288-3,054-744-3960,
아람식품2공장,식품제조가공업,경상북도 경주시 감포읍 전촌전동길 27,054-744-3989,
(주)다윈푸드,식품제조가공업,경상북도 경주시 내남면 월산길 69,054-744-1567,
소풀들 식품,식품제조가공업,경상북도 경주시 감포읍 전동안길 16,054-744-2564,
기산식품,식품제조가공업,경상북도 경주시 감포읍 사무골길 32,054-744-3124,
신감포식품,식품제조가공업,경상북도 경주시 감포읍 감포로 330,054-744-3172,
제일식품,식품제조가공업,경상북도 경주시 감포읍 감포로10길 14-4,054-744-3232,
우주식품,식품제조가공업,경상북도 경주시 감포읍 감포로10길 16,054-744-3368,
북촌식품,식품제조가공업,경상북도 경주시 감포읍 감포로 310-1,054-744-3398,
천연식품,식품제조가공업,경상북도 경주시 감포읍 동해안로 2050,054-744-3536,
경주시수산업협동조합,식품제조가공업,경상북도 경주시 감포읍 감포항구길 28-10(수산물 산지거점 유통센터 2층),054-744-3736,
아람식품,식품제조가공업,경상북도 경주시 감포읍 전동안길 6,054-744-3989,
해노식품,식품제조가공업,경상북도 경주시 감포읍 동해안로 1957-21,054-744-5750,
백암전통차,식품제조가공업,경상북도 경주시 천북면 목실길 40-1,054-745-2075,
정통찰보리빵,식품제조가공업,경상북도 경주시 화랑로69번길 9-2(서부동),054-745-7484,
경주한과,식품제조가공업,경상북도 경주시 양북면 어일3길 11-7,054-745-7741,
예가미푸드,식품제조가공업,경상북도 경주시 현곡면 용담로 583-35,054-745-8595,
유호식품,식품제조가공업,경상북도 경주시 현곡면 나원2길 24,054-745-2463,
영진식품,식품제조가공업,경상북도 경주시 초당길 117(동천동),054-745-4371,
주)경주제과,식품제조가공업,경상북도 경주시 충효녹지길 138-3(충효동),054-746-0070,
삼미식품,식품제조가공업,경상북도 경주시 감포읍 감포로 262,054-746-0567,
박달식품,식품제조가공업,경상북도 경주시 내남면 박달리 945,054-746-1944,
(주)태화식품,식품제조가공업,경상북도 경주시 외동읍 영지로 302-9,054-746-4210,
유포식품,식품제조가공업,경상북도 경주시 감포읍 감포로 329-25,054-746-5333,
웃음이피어나는 식품,식품제조가공업,경상북도 경주시 내남면 상신양지길 27-2,054-746-7716,
강동젓갈,식품제조가공업,경상북도 경주시 감포읍 감포로 310-3,054-746-7962,
배반유과,식품제조가공업,경상북도 경주시 장재길 45(배반동),054-748-0117,
새벌참기름,식품제조가공업,경상북도 경주시 능원안길 6-29(도지동),054-748-1233,
경주시니어클럽 착한손맛,식품제조가공업,경상북도 경주시 북성로 126(성동동),054-748-6070,
슈만과클라라,식품제조가공업,경상북도 경주시 한빛길36번길 36-1(성건동),054-749-9449,
주)에스엔시커피,식품제조가공업,경상북도 경주시 한빛길36번길 36(성건동),054-749-9449,
황남빵,식품제조가공업,경상북도 경주시 계림로 76-3(황오동),054-749-7000,
(주)오드,식품제조가공업,경상북도 경주시 건천읍 건천4길 7-1,054-751-2360,
주)천년미인,식품제조가공업,경상북도 경주시 건천읍 선동길 67-3,054-751-2360,
영농조합법인 박달농장,식품제조가공업,경상북도 경주시 내남면 고사리길 322,054-751-3777,
아화제면(경주아화전통국수),식품제조가공업,경상북도 경주시 용담로54번길 17-19(황성동),054-751-1071,
동산식품제2공장,식품제조가공업,경상북도 경주시 서면 아화4길 58,054-751-1939,
건천식품,식품제조가공업,경상북도 경주시 건천읍 건천시장1길 10-2,054-751-2317,
신경주농협 경제사업장(간),식품제조가공업,경상북도 경주시 건천읍 내서로 959-59,054-751-4072,
감산다향,식품제조가공업,경상북도 경주시 산내면 단석로 1140,054-751-5574,
신경주빵,식품제조가공업,경상북도 경주시 대경로 4422(광명동),054-751-6529,
대유식품,식품제조가공업,경상북도 경주시 건천읍 건천4길 11-12,054-751-7314,
도마에프앤비주식회사,식품제조가공업,경상북도 경주시 강동면 천강로 920-36,054-761-9991,
해뜰종합식품,식품제조가공업,경상북도 경주시 안강읍 대동길 91-10,054-762-1784,
주식회사 다산기업,식품제조가공업,경상북도 경주시 안강읍 안현로 2098,054-762-2333,
대구농산(주) 강동지점,식품제조가공업,경상북도 경주시 강동면 새마을로 982-3(정미소),054-762-9345,
(주)제선당,식품제조가공업,경상북도 경주시 서면 부운율전길 23-4,054-762-9596,
제일바이오텍,식품제조가공업,경상북도 경주시 안강읍 안현로 1380,054-762-1833,
(주)사옹원,식품제조가공업,경상북도 경주시 안강읍 안현로 511,054-762-9411,
금도식품,식품제조가공업,경상북도 경주시 강동면 현풍길 325-21,054-763-4540,
(주)젠셀,식품제조가공업,경상북도 경주시 충효8길 15-1(충효동),054-771-1552,
삼흥식품,식품제조가공업,경상북도 경주시 석장3길 33-2(석장동),054-771-3396,
자운다원,식품제조가공업,경상북도 경주시 동문로 87(2층 성건동),054-771-4111,
계림알지식품,식품제조가공업,경상북도 경주시 건천읍 용명공단길 173-84,054-772-0425,
주)세진에프앤씨,식품제조가공업,경상북도 경주시 북군2길 12-9(북군동),054-772-2791,
경주양잠영농조합,식품제조가공업,경상북도 경주시 대안길65번길 12(동천동),054-772-3584,
경주합동두부,식품제조가공업,경상북도 경주시 동문로73번길 28(성건동),054-772-3204,
태양식품 경주국수,식품제조가공업,경상북도 경주시 양정로 144-14(성동동),054-772-8431,
초당된장,식품제조가공업,경상북도 경주시 건천읍 금척상리길 68-1,054-773-2451,
향정원,식품제조가공업,경상북도 경주시 천북면 천강로 140-16,054-774-2026,
두리씨엔에스,식품제조가공업,경상북도 경주시 천북면 서평길 27-24(두리제관㈜),054-774-3400,
주)운정,식품제조가공업,경상북도 경주시 현곡면 안현로 358-7,054-774-5360,
삼화식품,식품제조가공업,경상북도 경주시 천북면 신당길 175,054-774-8484,
동산식품,식품제조가공업,경상북도 경주시 천북면 동산덕산길 3-3,054-774-0039,
오사리식품,식품제조가공업,경상북도 칠곡군 송정도당길 78,054-775-0958,
농업회사법인유기농동원농장유한회사,식품제조가공업,경상북도 경주시 외동읍 말방길 137-30,054-775-2166,
주식회사 담은식품,식품제조가공업,경상북도 경주시 천북면 옥동길 5,054-775-9999,
우리식품,식품제조가공업,"경상북도 경주시 동문로 14(성동동,A동 106호)",054-775-2268,
월내식품,식품제조가공업,경상북도 경주시 감포읍 감포로 329-20,054-775-2670,
서가,식품제조가공업,경상북도 경주시 외동읍 전곡길 39,054-775-4949,
신애식품,식품제조가공업,경상북도 경주시 양정로251번길 13(동천동),054-775-5277,
유포식품 2공장,식품제조가공업,경상북도 경주시 감포읍 감포로 310-4,054-775-5869,
용궁식품,식품제조가공업,경상북도 경주시 구매1길 45(시래동),054-775-6740,
주식회사미정,식품제조가공업,경상북도 경주시 현곡면 안현로 358-7(주미정),054-775-7733,
주)그린케어 차서레시피,식품제조가공업,경상북도 경주시 현곡면 금장5길 34-15(126동 303호),054-776-3737,
세왕,식품제조가공업,경상북도 경주시 충효녹지길 26-3(충효동),054-776-1094,
신형섭커피,식품제조가공업,경상북도 경주시 충현로 13(충효동),054-776-4948,
강동젓갈2공장,식품제조가공업,경상북도 경주시 감포읍 감포로10길 36,054-776-6913,
주식회사 가베담,식품제조가공업,경상북도 경주시 외동읍 입실로3길 7,054-776-9994,
왕산농원,식품제조가공업,경상북도 경주시 금성로368번길 59(성건동),054-777-0767,
유포식품 3공장,식품제조가공업,경상북도 경주시 외동읍 영지로 159-44,054-777-1662,
(재)환동해산업연구원,식품제조가공업,경상북도 울진군 죽변면 해양과학길 22,054-780-3400,
솔담콩 영농조합법인,식품제조가공업,경상북도 울진군 매화면 신흥길 208,054-781-0450,
세상매실,식품제조가공업,경상북도 울진군 북면 울진북로 1965-2,054-781-3184,
청해식품,식품제조가공업,경상북도 울진군 죽변면 매정1길 80,054-781-5800,
주식회사 아리바이오,식품제조가공업,경상북도 울진군 죽변면 해양과학길 22(재환동해산업연구원 105호),054-781-0020,
울진참식품,식품제조가공업,경상북도 울진군 북면 남산길 150-40,054-782-0518,
울진군산림조합,식품제조가공업,경상북도 울진군 울진읍 울진북로 779-23,054-782-2249,
고초령식품,식품제조가공업,경상북도 울진군 매화면 갈면대평길 7-1,054-782-7970,
산골에 꿈 영농조합법인,식품제조가공업,경상북도 울진군 금강송면 남회룡로 1509-3,054-782-8612,
방주명가영농조합법인,식품제조가공업,경상북도 울진군 금강송면 쌍전2길 64-17,054-782-8612,
유한회사 야생초,식품제조가공업,경상북도 울진군 울진읍 호월1길 172,054-783-1561,
왕비천 하늘,식품제조가공업,경상북도 울진군 근남면 왕피천로 324,054-783-7837,
영농조합법인 울진농원,식품제조가공업,경상북도 울진군 근남면 매오길 146,054-783-0052,
하늘마음농장,식품제조가공업,경상북도 울진군 쌍전2길 296-15,054-783-3326,
민속식품,식품제조가공업,경상북도 울진군 공세항길 19-3,054-783-4432,
농업회사법인 (유)한농마을,식품제조가공업,경상북도 울진군 금강송면 왕피길 56,054-783-7156,
다약정,식품제조가공업,경상북도 울진군 울진읍 호월4길 106-4,054-783-8060,
농업회사법인 대성 주식회사,식품제조가공업,경상북도 울진군 매화면 동해대로 2847,054-787-0433,
홍익농수산,식품제조가공업,경상북도 울진군 평해읍 박실길 37,054-787-0655,
대정수산(주),식품제조가공업,경상북도 울진군 평해읍 울진대게로 641(대정수산),054-787-0884,
주신수산식품(주),식품제조가공업,경상북도 울진군 후포면 울진대게로 201,054-787-1171,
주식회사 목양에프원,식품제조가공업,경상북도 울진군 후포면 중밤터2길 43-7,054-787-2248,
칠상수산,식품제조가공업,경상북도 울진군 후포면 금음리 112-2,054-787-0032,
대정수산 (주),식품제조가공업,경상북도 울진군 평해읍 울진대게로 645,054-787-0884,
삼홍실업(주),식품제조가공업,경상북도 울진군 후포면 울진대게로 225,054-787-1101,
대후기업(주),식품제조가공업,경상북도 울진군 후포면 동해대로 318,054-787-1661,
(주)세왕식품,식품제조가공업,경상북도 울진군 평해읍 박실길 32,054-787-3691,
(주)미식수산,식품제조가공업,경상북도 울진군 후포면 반소골길 43,054-787-4051,
해웅S&F,식품제조가공업,경상북도 울진군 기성면 기성2길 11,054-788-0070,
(주)하람씨푸드,식품제조가공업,경상북도 울진군 평해읍 평오곡길 51-105,054-788-1007,
디유푸드(주),식품제조가공업,경상북도 울진군 평해읍 평오곡길 51-172,054-788-1422,
농업회사법인 한국농산 합자회사,식품제조가공업,경상북도 울진군 평해읍 평오곡길 51-173,054-788-5188,
서울식품,식품제조가공업,경상북도 울진군 후포면 후포삼율로 20-7,054-788-2314,
울릉군농업기술센터 농산물가공지원센터,식품제조가공업,경상북도 울릉군 서면 남서길 25-72,054-790-6356,
자연인농장,식품제조가공업,경상북도 울릉군 북면 현포1길 19-2,054-791-2060,
봉래상회,식품제조가공업,경상북도 울릉군 울릉읍 봉래길 85-12,054-791-2418,
울릉도참섬지기 주식회사,식품제조가공업,경상북도 울릉군 서면 남양5길 87,054-791-5164,
은빛식품,식품제조가공업,경상북도 울릉군 태하길 174,054-791-5351,
민아식품,식품제조가공업,경상북도 울릉군 천부2길 22,054-791-5578,
늘푸른식품,식품제조가공업,경상북도 울릉군 북면 나리1길 63-2,054-791-8181,
울릉도원영농조합법인,식품제조가공업,경상북도 울릉군 서면 울릉순환로 2148,054-791-8300,
농업회사법인 주식회사 울릉산림농산,식품제조가공업,경상북도 울릉군 서면 울릉순환로 2147-51,054-791-9301,
울릉도 자연식품,식품제조가공업,경상북도 울릉군 저동3길 31-12,054-791-0374,
웰컴울릉,식품제조가공업,경상북도 울릉군 서면 남서길 8-30,054-791-0903,
신흥식품,식품제조가공업,경상북도 울릉군 학포길 185-24,054-791-1278,
지일식품,식품제조가공업,경상북도 울릉군 울릉순환로 1072,054-791-1336,
해산촌,식품제조가공업,경상북도 울릉군 옥천길 148-12,054-791-1467,
(주)큐비엠,식품제조가공업,경상북도 울릉군 북면 울릉순환로 2614,054-791-1595,
울릉도청정자연식품,식품제조가공업,경상북도 울릉군 도동길 114,054-79-1206,
울릉제일식품,식품제조가공업,경상북도 울릉군 남서길 75-73,054-791-2409,
울릉군산림조합,식품제조가공업,경상북도 울릉군 울릉읍 봉래길 250,054-791-2550,
제일두부공장,식품제조가공업,경상북도 울릉군 울릉읍 도동3길 11-1,054-791-2654,
울릉청정,식품제조가공업,경상북도 울릉군 서달길 253,054-791-3604,
녹색농원,식품제조가공업,경상북도 울릉군 천부1길 37,054-791-4475,
울릉도서면식품,식품제조가공업,경상북도 울릉군 서면 남서길 25-41,054-791-5159,
울릉식품,식품제조가공업,경상북도 울릉군 서면 남양5길 87,054-791-5164,
은혜농장,식품제조가공업,경상북도 울릉군 태하령길 1036-239,054-791-5529,
명재식품,식품제조가공업,경상북도 울릉군 서면 태하1길 47,054-791-5541,
울릉현포자연식품,식품제조가공업,경상북도 울릉군 북면 현포길 31,054-791-5561,
오복식품,식품제조가공업,경상북도 울릉군 태하1길 24,054-791-5571,
죽도식품,식품제조가공업,경상북도 울릉군 남양2길 16,054-791-5627,
나리촌식품,식품제조가공업,경상북도 울릉군 나리1길 31-115,054-791-6082,
울릉도호박엿공장,식품제조가공업,경상북도 울릉군 약수터길 33,054-791-6812,
성산농원,식품제조가공업,경상북도 울릉군 서면 서달길 214-25,054-791-6845,
장가네농산,식품제조가공업,경상북도 울릉군 저동1길 115,054-791-7050,
울릉군수산업협동조합냉동공장,식품제조가공업,경상북도 울릉군 울릉읍 봉래1길 19-42,054-791-8012,
(주)울릉심층수,식품제조가공업,경상북도 울릉군 서면 울릉순환로 2147-67,054-791-8812,
울릉산채영농조합,식품제조가공업,경상북도 울릉군 울릉순환로 2411,054-791-8991,
주식회사 진성바이오,식품제조가공업,경상북도 칠곡군 동명면 동명팔거천3길 13(15),054-800-7088,
(주)비비프렌드,식품제조가공업,경상북도 칠곡군 왜관읍 2산업단지1길 173-20,054-800-8088,
(주)진성바이오지점,식품제조가공업,경상북도 칠곡군 동명면 동명팔거천3길 19,054-800-7088,
도향식품,식품제조가공업,경상북도 안동시 일직면 일직점곡로 121,054-821-0074,
(주)마이팜 농업회사법인,식품제조가공업,경상북도 안동시 풍천면 풍요로 7-9(1층),054-821-1007,
(주)컴앤컴(Com&Com) 임하지점,식품제조가공업,경상북도 안동시 임하면 임하길 171,054-821-1501,
영농조합법인 안동엿기름,식품제조가공업,경상북도 안동시 마들길 303-11(용상동),054-821-1600,
영농조합법인 안동엿기름(푸른들농산),식품제조가공업,경상북도 안동시 거북골길 151(나동 정상동),054-821-1600,
농업회사법인 주식회사 호민,식품제조가공업,경상북도 안동시 풍천면 밀골길 17-1(1동),054-821-4200,
농부의 선물,식품제조가공업,경상북도 안동시 길안면 웃장터길 91-38,054-821-5511,
다다웰빙식품,식품제조가공업,경상북도 안동시 경동로 1542(송천동),054-822-0885,
농업회사법인 주식회사 더끌림,식품제조가공업,경상북도 안동시 길안면 웃장터길 91-36,054-822-4931,
대왕식품,식품제조가공업,경상북도 안동시 길안면 충효로 2288-3,054-822-6006,
가온,식품제조가공업,경상북도 안동시 길안면 충효로 2314,054-822-7020,
(주)류충현약용버섯,식품제조가공업,경상북도 안동시 임하면 충효로 2520,054-822-7535,
안동옛맛된장주식회사,식품제조가공업,경상북도 안동시 임하면 금소1길 2-15,054-822-0035,
안동명과,식품제조가공업,경상북도 안동시 길안면 창리길 67,054-822-2298,
(주)약선푸드 농업회사법인,식품제조가공업,경상북도 안동시 경동로 1306(송천동),054-822-3340,
보경농산,식품제조가공업,경상북도 안동시 남선면 충효로 3738-6,054-822-3388,
일월푸디스,식품제조가공업,경상북도 안동시 송천길 33(송천동),054-822-4020,
안동농협 더햇식품사업소,식품제조가공업,"경상북도 안동시 송천길 5(농업협동조합 가동 1,2층 송천동)",054-823-0008,
안동농협더햇식품사업소,식품제조가공업,경상북도 안동시 송천길 5(농업협동조합 1층 송천동),054-823-0008,
안동식혜 영농조합법인,식품제조가공업,경상북도 안동시 송천길 123(송천동),054-823-0117,
인계복지 영농조합법인,식품제조가공업,경상북도 안동시 예안면 솔골길 129,054-823-0735,
농업회사법인(주) 안동애FNH,식품제조가공업,경상북도 안동시 임하면 충효로 3353,054-823-1001,
힐링푸드,식품제조가공업,경상북도 안동시 태사길 14-5(삼산동),054-823-1004,
농정식품,식품제조가공업,경상북도 안동시 길안면 의성길안로 2559,054-823-3321,
산숲,식품제조가공업,경상북도 안동시 남선면 충효로 3929,054-823-3333,
"동구상사, 비오는날의오후(B5 COFFEE)",식품제조가공업,경상북도 안동시 전거리2길 27(1층 용상동),054-823-5479,
농업회사법인(주) 88 종합식품,식품제조가공업,경상북도 안동시 아늑길 212(정하동),054-823-6060,
재단법인 경북바이오산업연구원,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 5,054-823-6901,
해피사과,식품제조가공업,경상북도 안동시 임하면 나천들길 34(3동),054-823-8859,
주식회사 청명,식품제조가공업,경상북도 안동시 길안면 충효로 2230-1,054-823-9600,
(주)안동맛자반,식품제조가공업,경상북도 안동시 마들7길 19(용상동),054-823-0026,
동안동농협프레시푸드센터,식품제조가공업,경상북도 안동시 길안면 충효로 2210(1층),054-823-5508,
담아본 영농조합법인,식품제조가공업,경상북도 의성군 금성면 동부로 2305,054-832-3877,
의성농협유통사업소,식품제조가공업,경상북도 의성군 의성읍 경북대로 5690-50,054-832-9561,
의성농산영농조합법인,식품제조가공업,경상북도 의성군 의성읍 비봉길 376,054-832-2829,
가을빛고운 의성 장마실,식품제조가공업,경상북도 의성군 가음면 현리낙전길 70,054-832-5557,
우리홍화인영농조합법인,식품제조가공업,경상북도 의성군 경북대로 5502-17,054-832-5761,
우일농산영농조합법인,식품제조가공업,경상북도 의성군 의성읍 경북대로 5690-36,054-832-5893,
