업체명,전화번호,본사 소재지(도로명),산업분류,주생산품
㈜신지,054-465-5737,경상북도 구미시 1공단로 212 한라시그마밸리 812호,27199,회로설계
㈜신풍,054-461-1677,경상북도 구미시 1공단로 7길 51,22299,플라스틱 사출 농기계부품
㈜신화상사,054-464-8811,경상북도 구미시 1공단로 6길 103-35,14419,목장갑
㈜신흥,054-461-4491,경상북도 구미시 1공단로 86-55,13213,교직물
㈜심성테크,054-464-9919,경상북도 구미시 1공단로 86-45,29294,전자부품지그
㈜씨아이에스앤에스,054-461-7409,경상북도 구미시 수출대로 9길 26-31 ,26222,자동화기계 
㈜씨알디,054-465-4040,경상북도 구미시 대학로 61 산학협력관 72,23325,콘크리트빔
㈜씨에스엠,054-604-9861,경상북도 구미시 수출대로 161,26299,알루미나세라믹
㈜씨에스티,054-462-3197,경상북도 구미시 1공단로10길94,26299,진공증착필름
㈜씨엔씨테크,054-471-7724,경상북도 구미시 임수동9209 공구상가5-320,29199,산업용컴퓨터
㈜씨엔에프케이,043-213-7211,경상북도 구미시 산동읍 첨단기업7로 122-11,20499,대전방지코팅액
㈜씨엔텍,054-463-3562,경상북도 구미시 1공단로10길134,23999,부직포코팅
㈜씨워즈,054-456-6500,경상북도 구미시 송원동로 58-3 3층 (원평동 삼원빌딩),18119,책자
㈜아리아,054-463-5314,경상북도 구미시 비산으로 156,33202,전자오르간 제조
㈜아바텍,054-710-5000,대구광역시 달서구 달서대로 85길 100,23119,LCD Class 
㈜아성테크,054-474-9734,경상북도 구미시 산동읍 첨단기업7로 98-11,29171,진공용 히타
도레이첨단소재㈜ 5공장,054-479-6114,서울특별시 강서구 마곡동로10길 7 한국도레이 R&D센터,13992,부직포
㈜아원,054-467-1300,경상북도 구미시 산호대로 131,26129,군수용 전자통신장비부품
㈜아이리스테크,,경상북도 구미시 산호대로 116-64,29163,자동화컨베이어
㈜아이메카,,경상북도 구미시 산호대로 154-62 C동 (공단동),29299,반도체
㈜아이비스,054-473-4367,경상북도 구미시 산동읍 첨단기업4로 25-15,29222,자동화장비
㈜아이에스티코리아1공장,054-461-6608,경상북도 구미시 1승단로 2길 17,29120,핫드레스
㈜아이엔티텍,054-472-2372,경상북도 구미시 산동읍 첨단기업로 127-49,26299,전자전기사출물
㈜아이티로그,054-478-8641,경상북도 구미시 1공단로212한라시그마벨리 1004호,26299,소프트웨어개발
㈜아이티오엠,,경상북도 구미시 수출대로3길 69-45,27309,열화상카메라(소방용)
㈜아쿠아테크,054-473-5451,경상북도 구미시 산동읍 성수1길 23(구미시 3단지 진미동),29175,Di system
㈜아프로테크,054-465-0620,경상북도 구미시 1공단로 4길 141-30,29294,산업설비 기계부품
㈜알에스이,054-716-2110,경상북도 구미시 1공단로7길 58-10 (공단동),26129,반도체 회로기판
㈜양우,054-462-0300,경상북도 구미시 1공단로 4길 141-121,26299,TV부품(IR KEY)
㈜에스비디메디칼,054-462-9706,경상북도 구미시 산호대로 119,27199,수액세트
㈜에스아이티,,경상북도 구미시 1공단로 6길 181-22,26299,기계부품가공
㈜에스엔테크,054-461-6177,경상북도 구미시 1공단로 7길 86-18,13999,산업자재용직물(원사)
㈜에스엘티,02-1522-8869,"경상북도 구미시 1공단로 212, 한라시그마 밸리 301호",28909,태양광설비
㈜에스엠,054-475-4713,경상북도 구미시 옥계2공단로 3길 21(구포동),20202,화학코팅액
㈜에스엠디에스피,054-451-5761,경상북도 구미시 1공단로 6길 13-14,26299,휴대폰액정 테스트기
㈜에스엠테크코리아,054-461-5201,경상북도 구미시 1공단로 2길 23,29299,정밀가공품
㈜에스이알텍,054-465-3656,경상북도 구미시 비산으로 5안길 23,22299,실리콘고무제품
㈜에스이에이,054-972-6582,경상북도 구미시 4공단로 7길 23-27(연구소포함),28119,텍스쳐링장비
㈜에스티아이,053-716-1851,대구광역시 달성군 다사읍 세천로 7길 39,29150,광모재설비
㈜에이디켐,070-7090-4248,경상북도 구미시 수출대로169-21,13999,제정극세사매트
㈜에이스힌지텍,054-463-6160,경기도 부천시 오정로 183-13,17129,힌지
㈜에이씨에스,054-472-2058,경상북도 구미시 장천면 학신로 73,28123,태양고아발전장치
㈜에이에쓰씨,054-461-1718,경상북도 구미시 1공단로 6길 65-14,29223,자동화기계 트렌스퍼
㈜에이엠텍,070-4010-5424,경상북도 구미시 1공단로 6길 39-2,22291,점착테이프
㈜에이원이엔씨,054-463-8856,경상북도 구미시 1공단로5길 24-5,25112,판넬건축공사
㈜에이치 엔 이,054-462-9422,경상북도 구미시 1공단로 6길 103-61,26299,TV 전자부품
㈜에이치앰레이저,054-462-2872,경상북도 구미시 수출대로 3길 68-41,16299,금형
㈜에이치에스해성,054-461-7501,경상북도 구미시 수출대로 5길 50-21,28111,발전기전원공급장치
㈜에이티엠코리아,054-476-0878,경상북도 구미시 대학로 61 금오공과대학교 이오스관 221호,20499,디스플레이부품
㈜에코숨,054-471-4491,경상북도 구미시 구미대로350-27경북산학융합지구 구미기업연구관211호,14499,근무복
㈜엔비코어,054-461-4555,경상북도 구미시 1공단로 6길53-27,20499,폐수처리약품
㈜엔이에스,054-461-6655,경상북도 구미시 산호대로 142-46,26299,광학렌즈
㈜엔피케이,054-479-7348,경상북도 구미시 옥계2공단로5길 7,20203,"컴파운드, 마스터배치"
㈜엘디아이테크,054-463-8201,경상북도 구미시 1공단로 7길 5,26211,핸드폰 LCD및 부품
㈜엘디케이,054-475-8481,경상북도 구미시 4공단로 7길 23-23(구포동),29272,디스플레이 자동차정비
디아이지에어가스㈜,054-478-8812,서울특별시 구로구 경인로 662 디큐브시티12층,20121,질소
㈜엘에스이엔지,054-473-2391,경상북도 구미시 장천면 강동로 289,26299,제어반
㈜엘엠티,054-462-6476,경상북도 구미시 1공단로 6길 39-35,29199,자동화기기
㈜엘원,054-461-7201,경상북도 구미시 1공단로 86-39,18119,라벨
㈜엠모드,070-8873-3505,경상북도 구미시 임수로 30,26299,smt 임가공
㈜엠시스,054-475-0070,경상북도 구미시 첨단기업로 127-28,29199,자동화장비
㈜열방1공장,054-405-5556,경상북도 구미시 수출대로 9길 68-35,26299,전자부품
㈜영인테크,054-462-7950,경상북도 구미시 3공단3로 118-16,29271,반도체장비(산업용전자장비수리 및 개발)
㈜영일정밀,054-461-8677,경상북도 구미시 임수로 30,29294,소형정밀금형
㈜영진아스텍,054-464-8934,경상북도 구미시 1공단로 6길 103-36,26299,ETCHING
㈜영진아스텍2공장,054-464-4050,경상북도 구미시 1공단로 6길 103-36,26299,메탈마스크
㈜영창,054-463-8480,경상북도 구미시 산호대로 104-110,17124,합성수지류(재생원료)
㈜예봉미크론,054-473-5182,경상북도 구미시 4공단로 7길 23-39,29295,반도체 장비
㈜예스팩,054-475-8384,경상북도 구미시 장천면 신장2길 44,17211,골판지상자
㈜예일테크,054-480-3806,경상북도 구미시 고아읍 농공단지길 36-3,25913,"ATM 기기, 전자부품"
㈜오리엔트 정공,054-473-7200,경상북도 구미시 수출대로9길26-5,30331,자동차동력전달장치
㈜오리엔트 정공,054-473-7200,경상북도 구미시 수출대로9길26-5,30310,clp
㈜오성전자,054-468-7223,부산광역시 동래구 금강공원로 13-1,22249,리모콘
㈜오성티에스엘,054-482-8833,경상북도 구미시 고아읍 원대로 21안길 13-5,26299,리모콘
㈜오알켐,054-476-8911,경기도 안산시 단원구 시화벤처로 705,20119,SD-210
㈜오일전자통신,,경상북도 구미시 고아읍 포아로 980-14,26422,휴대폰조립
㈜옥토랄코리아,054-971-7757,경상북도 구미시 산호대로 354-44 3동,30320,자동차보수도장
㈜온페이스에스디씨 제1공장,,경상북도 구미시 수출대로 225(구미),28421,헤드램프
㈜와이지테크,,경상북도 구미시 산호대로 130-76,29299,마스크플라 금형
㈜용진포춘,054-464-8988,경상북도 구미시 1공단로 86-71,20129,세정제
㈜우성하이테크(본사),054-603-5700,경상북도 구미시 산호대로 104-63,29224,자동차부품(도어락)
㈜우솔,054-975-0908,경상북도 구미시 1공단로 217-1(공단로),29272,디스플레이 터치 Glass 생산설비 제작 실시
㈜우승코리아,054-461-8272,경상북도 구미시 1공단로 5길 14-6,10620,기타엿
㈜우신하이텍,054-465-0833,경상북도 구미시 1공단로 7길 58-28,29299,자동화기계지그
㈜울랜드,054-463-0250,경상북도 구미시 1공단로 6길 151-37,13993,소모사실
주원ENG,,경상북도 구미시 수출대로 7길 68-11,26299,부품가공지그
㈜원바이오젠,054-462-7965,경상북도 구미시 1공단로 5길 56,27199,습윤드레싱
㈜원우,054-482-7773,경상북도 구미시 선산읍 김선로 600-16,23325,콘트리트볼트거푸집
㈜원익 구미지점,054-472-8201,경기도 성남시 분당구 판교로 255번길20원익빌딩7층,26110,HIC
㈜월덱스,054-710-2303,경상북도 구미시 4공단로 7길 53-77,26120,실리콘
㈜월드비젼,054-482-1060,경상북도 구미시 3공단3로 228,26299,기능성 방막코팅
㈜월드하이텍,054-461-0268,경상북도 구미시 수출대로1길50 2층,28909,비데용리모컨
㈜위너스 하이테크,054-463-8511,경상북도 구미시 1공단로 5길48,29271,lcd반도체장비
㈜위드,054-472-1905,경상북도 구미시 수출대로9길 26-24,27199,자동화장비(용접기)
㈜위드메디컬,054-472-1905,경상북도 구미시 수출대로9길 26-24,27199,내시경처치구
㈜위드컴퍼니,054-471-7001,경상북도 구미시 수출대로 161,29272,반도체 장비제작
㈜위드테크,054-462-0324,경상북도 구미시 수출대로 152 423호,27215,자동화기계
㈜위드텍,054-461-3614,경상북도 구미시 1공단로 153,26211,LED BAR
㈜윈테크놀러지,054-462-1339,경상북도 구미시 산동읍 첨단기업5로 78-16,26299,기계부품
㈜윌테크,054-476-6601,경상북도 구미시 산동읍 첨단기업1로 82-11,29299,자동화 장비
㈜유니몰드,054-465-0617,경상북도 구미시 수출대로7길50-8,29294,핸드폰금형및주형
㈜유니코닝소재,054-461-9981,경상북도 구미시 1공단로 4길 26-15,28302,"광케이블선 부자재(코팅그라스,카본코팅)"
㈜유니크테크노,054-475-0441,경상북도 구미시 산호대로 145,26299,휴대폰지그
㈜유니플라즈마,054-476-5659,경상북도 구미시 산호대로 142-25,28909,디스플레이 설비
㈜유비솔,054-476-6631,경상북도 구미시 산동읍 첨단기업7로 98-12,26219,소프트웨어
㈜유지텍,054-472-7561,경상북도 구미시 1공단로 2길 32(공단동),29294,자동화라인
㈜유토시스,054-473-8122,경상북도 구미시 해평면 도신로 162-32,29272,FPD재료및 장비
㈜유티에스,,경상북도 구미시 산동읍 첨단기업2로 37-9,거절,거절
㈜유한테크,054-473-0885,경상북도 구미시 4공단로 329(금전동),25929,기계부품
㈜육일씨엔에쓰,054-711-6109,서울특별시 영등포구 경인로 775 에이스 하이테크시티 2동 2001호,26299,휴대폰커버글래스 일부공정
㈜윤동,070-4946-3357,경상북도 구미시 산동면 봉산리 1129,20493,난연액
㈜윤이엔지,054-473-9171,경상북도 구미시 산동읍 첨단기업 3로 54-7,25924,자동차부품
주은산업,054-472-6490,경상북도 구미시 장천면 상림3길 77-3,20203,재생수지
㈜은성피엔피,054-463-6530,경상북도 구미시 고아읍 농공단지길 36-29,17211,박스인쇄
㈜을화,054-463-8387,대구광역시 서구 서대구광역시로 63길 1,13229,섬유
㈜이노닉스,054-458-4000,경상북도 구미시 1공단로 6길 106,26299,전자부품
㈜이노소재,054-471-3004,경상북도 구미시 장천면 상림3길 77-10,23199,실리카
㈜이디티,054-604-4262,"경기도 안양시 동안구 학의로 268,410호",26329,PCB보드
㈜이엠맵정보,054-475-4431,경상북도 구미시 삼일로 수빌딩4 5층,26299,시스템구축(컴퓨터주변기기)
㈜이원시스템,054-464-4864,경상북도 구미시 수출대로1길50 ,33100,열충격기
㈜이지네트워크,070-7770-5400,경상북도 구미시 1공단로 6길 53-26,26429,통신장비부품
㈜이코니(본사),054-470-5200,경상북도 구미시 3공단로 2로 127,26299,TFD LCD글라스
㈜이코니2공장,054-470-5225,경상북도 구미시 3공단 2로 127,25924,"LCD, UTG, AG"
㈜이포스,054-462-6222,충청남도 천안시 서북구 직산엄 직산로136,29271,기게부품
㈜인당,054-463-1188,경상북도 구미시 산호대로 50,30400,브레이크라이닝
㈜인스컴,054-462-0981,경상북도 구미시 산호대로 154-32,26429,휴대폰카메라
㈜인스턴,054-462-8441,경상북도 구미시 4공단로 7길 23-7,29169,자동적재창고
㈜인터크린,054-474-8334,경상북도 구미시 인동 20길 17-1,26174,필터완제품
㈜일신테크,054-465-3110,경상북도 구미시 1공단로 7길 44,26299,휴대폰케이스가공
㈜장원,054-470-9679,경상북도 구미시 3공단2로 108(시미동) 효성 내,13104,원사가공
㈜재경테크,054-461-4649,경상북도 구미시 산동읍 첨단기업 5로 109-55,26299,신관배터리
㈜재세,054-464-6277,경상북도 구미시 1공단로 7길 43(215-4),20129,요오드칼륨
㈜정광테크(2공장),054-475-5967,경상북도 구미시 옥계2공단로 179-54(구포동),23199,석영유리가공
㈜정산,054-481-7331,경상북도 구미시 고아읍 항곡7길 9번지,28119,트랜스
㈜정호,054-463-5132,경상북도 구미시 1공단로 6길 13-17,13229,폴리에스텔직물
㈜정화엔지니이링,054-461-0485,경상북도 구미시 산호대로 142-91,26299,방산관련품
㈜제욱,054-474-6194,"경상북도 구미시 옥계2공단로5길 8, 마동(구포동)",22212,포장재
㈜제이앤엘테크,054-471-7611,경기도 안산시 단원구 별망로 152,25923,금형부품코팅(DS코팅표면처리)
㈜제이에스,054-471-0727,경상북도 구미시 4공단로 185(구포동),29163,자동화기계장치
㈜제이에스테크,054-476-8267,경상북도 구미시 1공단로 6길 151-15,30332,자동차 플라스틱 헤드램프
㈜제이에이치 산업,054-463-3421,경상북도 구미시 산호대로 335-5,22251,스치로품
㈜제이원,054-465-8741,경상북도 구미시 1공단로 212 한라시그마밸리 221호,26299,CCTV 무인 철벽시스템
㈜제이테크놀러지,054-460-6553,경상북도 구미시 산호대로 137,26429,하이패스기
㈜제일엔프라,054-473-5321,경상북도 구미시 산호대로 142-89,22249,합성수지절단가공
㈜조일강업,054-475-5544,경상북도 구미시 산동읍 신당리 구미 제 4단지 6-3블록 2롯트,24199,철골자재
㈜주공리텍,054-474-6146,경상북도 구미시 장천면 학신로 262,24290,금속필터재생
㈜주성하이텍,,경상북도 구미시 수출대로 7길 68-5,25929,임가공
㈜주안,054-464-3651,경상북도 구미시 산호대로 154-26,30400,자동화기계부품
㈜주영테크,054-473-4647,경상북도 구미시 장천면 학신로 278-9,20203,PVC분말
㈜지그테크,054-461-6476,경상북도 구미시 왕산로 5길 6,22299,전자통신 지그 검사기기제작
㈜지석엔지니어링,054-461-3133,경상북도 구미시 1공단로 6길 39-25,29199,철재드럼
㈜지앤디산업,053-591-1249,대구광역시 달성군 다사읍 세천북로 43,29162,승객용 엘리베이터
㈜지앤씨엔,054-472-6703,경상북도 구미시 산동읍 첨단기업5로 10-6,29271,세라믹
㈜지에스엠,054-465-9005,경상북도 구미시 1공단로 6길 64-23,29199,일반목적기계제조
엘에스알스코㈜,054-716-1453,경상북도 구미시 3공단3로 257,24222,알루미늄 압연
㈜지에이치케이,,경상북도 구미시 1공단로2길10 나동 2층,26299,카메라모듈
㈜지엠 다이컷,054-462-1568,경상북도 구미시 1공단로86-49,26299,자동차부품금형
㈜지엠코리아,054-463-4411,경상북도 구미시 수출대로 149,20129,액화염소
㈜지오화인켐,054-474-1521,경상북도 구미시 첨단기업으로 9(금전동),20499,무공해약품(도금)
㈜지원플러스,,경상북도 구미시 1공단로 4길 26-44,25914,자동차부품
㈜지이,054-471-4312,경상북도 구미시 산호대로 142-12,29199,자동화 물류설비
㈜지케이알,054-482-9870,경상북도 구미시 고아읍 이례로 24-3,30399,MICRO-PHONE
㈜진강자원,054-475-2053,경상북도 구미시 장천면 신장2길 82-7,20203,pe 펠렛
㈜진성아이엔디,054-471-0494,경상북도 구미시 산동읍 첨단기업1로 82-18,29199,항온항습기 공사
㈜진성이엔씨,054-471-8569,경상북도 구미시 고아읍 농공단지길 46,25122,lgd파주 p9ap4 toe 대응환경설비공사
㈜진영 MSC,054-463-0488,경상북도 구미시 산호대로 116-72,29199,태핑기
㈜진웅엔지니어링,054-464-6653,경상북도 구미시 1공단로 2길 27,29223,지그
㈜천고,054-451-4322,경상북도 구미시 고아읍 봉안4길 27,30400,오링
㈜청보산업,054-604-0311,경상북도 구미시 1공단로7길 17,22191,자동차고무호스
㈜칠칠공사,054-465-7704,경상북도 구미시 금오대로 493,24191,페인트
㈜카스트엔지니어링,054-474-6490,경상북도 구미시 인동가산로 311,27212,계측기
㈜컨버텍,054-465-5111,경상북도 구미시 1공단로 212 한라시스마밸리 806호,27309,기계·전기
㈜컴파스시스템(구미지사),054-462-6501,서울특별시 구로구 디지털로 33길 11,27219,룸라이터
㈜케이디에스,054-476-1412,경상북도 구미시 1공단로 10길 73-4,33999,컨버터 자동화설비
㈜케이비씨,054-482-5550,경상북도 구미시 선산서로 165-36 (죽장리),22193,pet병
㈜케이아이티코리아,054-471-7921,경상북도 구미시 수출대로1길50,29261,산업용잉크제마킹기(핸들러)
㈜케이앤피,054-471-7456,경상북도 구미시 3공단3로 66,26224,카메라모듈
㈜케이엠지포터,054-464-0835,경상북도 구미시 1공단로 6길 65-36,20499,연료첨가제
매그나칩반도체(유),054-470-1122,충청북도 청주시 흥덕구 대신로 215,26120,반도체
㈜케이티씨이엔지,054-474-0411,경상북도 구미시 산동읍 첨단기업 5로 78-4,29299,공조DUCT
㈜케이티지PET,054-461-4893,부산광역시 진구 황령대로17번길 30,22232,PET 제조
㈜케이티지구미사업장,054-462-8205,부산광역시 진구 황령대로17번길 30,26129,PHOTO MASK용석영연마
㈜켄블락,054-605-2083,경상북도 구미시 인도동32길 44-11,27193,선글라스
㈜코러싱,070-4333-8688,경상북도 구미시 1공단로 144 구미창업보육센터 103호,28410,태양광조명
㈜코바텍,070-4754-2807,경상북도 구미시 옥계2공단로 179-8 G동(구포동),26299,검사용소켓
㈜코빗,,경상남도 창원시 성산구 완암로 50 SK테크노파크 넥스동 510호,28909,소프트웨어 개발
㈜코셈,,경상북도 구미시 1공단로121,29169,반도체제조용기계
㈜코시스텍,054-462-5571,경상북도 구미시 수출대로 7길 90-1,27212,시험장비
㈜코아센텍,054-451-9652,경상북도 구미시 고아읍 포아로 891,33999,고체연료
㈜코트라움,054-461-4491,대구광역시 서구 평리로21길 20,13229,산업용섬유
㈜코파스,054-471-6833,경기도 군포시 금정동 689-6 한림벤처 B/D7층,29229,볼트
㈜큐렉스,054-462-0438,경상북도 구미시 구포동644-8 에스비테크 씨동,27212,자동화설비
㈜크리셈,,경상북도 구미시 산동읍 첨단기업5로 139-46,26129,RFID 태그
㈜크린랜드 팜,054-471-9770,경상북도 구미시 산호대로 377,20312,비료생산
㈜크린랜드티앤씨,054-471-9770,경상북도 구미시 옥계2공단로 1길 5-1 (구포동),20321,살균제
㈜클레스트라 하우저만,054-472-6761,"서울특별시 마포구 상암산로 34, 11F(상암동)",25119,조립식 철재 카막이
㈜탑런테크,054-472-4994,경상북도 구미시 옥계2공단로 46-14,22291,플라스틱 사출
㈜탑머티리얼즈(본사),054-461-9277,경상북도 구미시 낙동강변로 289-11,24199,인듐메탈
㈜탑이엔씨,054-462-1190,경상북도 구미시 수출대로1길50 2층,29193,소화기
㈜태경아이티,054-458-6566,"경상북도 구미시 야은로 299, 송현빌딩 1층",26429,방송장비
㈜태광소재,054-463-5933,경상북도 구미시 1공단로 6길 183,28902,전기전열판
㈜태극이엔텍,054-476-8055,경기도 파주시 탄현면 원롱산로 451번길 30,29176,진공펌프
㈜태산테크,054-464-7780,경상북도 구미시 수출대로 9길 26-38,26329,컴퓨터모니터
㈜태성,,경상북도 구미시 1공단로 4길 141-52,21300,의료용품및 기타의약관련제조
㈜태성디티,054-464-8163,경상북도 구미시 1공단로 6길 53-12,27216,자동화설비
㈜태양레이저,054-476-8666,경상북도 구미시 산동읍 첨단기업 3로 54-7 10동 4호,29180,현금인출기 부품
㈜태영PS,054-461-8153,경상북도 구미시 1공단로 5길 24-2,30399,자동차 부품(베이스 손잡이)
㈜태우이엠피,054-461-1704,경상북도 구미시 수출대로 149,26299,EM가스켓
㈜태진A&T,054-712-3313,경상북도 구미시 3공단1로 112-7,30399,스포일러
㈜테크원,054-462-0276,경상북도 구미시 수출대로 161,29299,자동화기계부품
㈜테크폴리머,054-473-6781,경상북도 구미시 장천면 상림3길 91,24153,가공및재생플라스틱원료
㈜템텍,054-474-2234,경상북도 구미시 옥계2공단로 1길 11(구포동),28111,전동기
㈜토종환경,054-471-4700,경상북도 구미시 산동읍 성림길 52,33999,재활용 골재 파쇄
㈜트라이팩,054-476-9901,경상북도 구미시 해평면 가동로 2533 (2021년 12월 이전),16299,목재파레트
㈜트리시스,054-715-7100,경상북도 구미시 산동읍 첨단기업4로 25-3,거절,거절
㈜티디알테크놀러지,,경기도 성남시 분당구 정자대로295 C617호,27199,디스플레이 검사기 조립
㈜티씨에스,,경상북도 구미시 1공단로 6길 39-24,26299,전자부품가공
㈜티앤에프,054-461-0396,경상북도 구미시 1공단로 2길 4,26299,oscillator
㈜티엠티솔루션,054-461-8994,경상북도 구미시 산호대로 142-33,29299,모바일지그
㈜티오피,054-461-1088,경상북도 구미시 수출대로 249 4-1동,29271,반도체 자동화기계설비
㈜남선알미늄구미공장,054-460-0320,대구광역시 달성군 논공읍 논공중앙로 288,24222,알루미늄 샷시
㈜파인테크,054-463-7511,경상북도 구미시 1공단로 10길 91-1(공산동)3-2동,26299,휴대폰 플라스틱사출
㈜남선알미늄자동차사업부문,054-467-6234,대구광역시 달성군 논공읍 논공중앙로 288,30400,승용차범퍼
㈜퍼스트코어,054-462-9786,경상북도 구미시 1공단로 6길 64-23,26299,메탈마스크
㈜포유,054-462-3799,경상북도 구미시 1공단로 212 한라시그마밸리 307,26299,전자부품
㈜폴리머테크,054-472-0431,경상북도 구미시 장천면 신장6길 42-5,22299,플라스틱
㈜퓨리셀,,경상북도 구미시 1공단로212한라시그마밸리 615,29174,수처리설비 필터
㈜퓨전이앤씨,054-461-7117,경상북도 구미시 3공단 3로 118-5,29280,특수차량제작
㈜피아이엘테크,,경상북도 구미시 1공단로 212 한라시그마밸리 3058,29299,마스크기계
㈜피앤큐텍,054-465-4509,경상북도 구미시 수출대로7길26-21,26429,핸드폰금형
㈜피에스소프트,054-461-8248,"경상북도 구미시 구미대로 350-27, 모바일 융합기술센터 419호",26299,모바일 소프트웨어 검증
㈜피엔에프,054-475-7179,경상북도 구미시 1공단로 6길 13-3,29299,자동화기계
성안합섬㈜,054-460-0121,경상북도 구미시 남구미로 29,13211,폴리에스터원사
㈜피엠티,,경상북도 구미시 수출대로 9길 26-28,26299,TV부품
㈜피케이티,054-474-3011,서울특별시 금천구 가산동 481-11 대륭테크노타운 8차 912호,29299,IWAKI
아주스틸㈜ 1공장,054-714-3006,경상북도 구미시 산동읍 4공단로 321,26310,가전부품
㈜필맥스,054-468-4852,경상북도 구미시 산호대로 170,22212,플라스틱 필름시트
㈜하나로 T&S,,경기도 수원시 영동구 광교로 105,26224,핸드폰사출 포장 
㈜하송공조,054-461-5803,경상북도 구미시 산동읍 성수4길 11,25112,공기조화장치
㈜하이맥,070-8830-2346,경상북도 구미시 임은길 55-35,33303,수도검침기
㈜하이엠,054-462-4332,경상북도 구미시 수출대로 161-23,26321,CNC가공
㈜하이원,054-461-8753,경상북도 구미시 산호대로 116-72,29272,디스플레이제조 세정장비
㈜하인스,054-471-7936,경상북도 구미시 산호대로 154-52,22212,보호필름
㈜한국라티스,054-465-2805,경상북도 구미시 1공단로 6길 1750,20202,Opaque polymer
㈜한국수출포장,054-715-1400,경상북도 구미시 장천면 여남1길 19-6,16232,목재수출포장
㈜한국이엠,054-463-7919,경상북도 구미시 수출대로 7길 92,22291,산업용테이프
㈜한국이포(본사),054-461-6180,경상북도 구미시 1공단로 6길 49,22251,스티로폼포장 완충제
㈜한국이포1공장,054-461-6080,경상북도 구미시 1공단로 6길 49,22250,스티로폼포장 완충제
㈜한맥,054-474-1627,경상북도 구미시 임수로 30-20,26299,LCD 반도체장비 부품
㈜한성정공,054-474-0970,경상북도 구미시 해평면 월호3길 51,26299,메탈베이스
㈜한송 네오텍,054-462-9930,경상북도 구미시 1공단로7길 36-1,29229,전기차부품
㈜한신플랜트,054-475-7770,경상북도 구미시 장천면 한천길 154-15,22299,케미칼탱크
㈜한울엠에스텍,054-462-7960,경상북도 구미시 1공단로 6길 102호,30320,자동차매트
㈜한일엔지니어링,,경상북도 구미시 1공단로 6길 103-91,29299,기계설비제작
㈜한일테크,054-465-4408,경상북도 구미시 1공단로 86-20,22211,"버스,트럭 air spring"
㈜합성양행,054-462-1100,경상북도 구미시 1공단로 6길 153,20499,점착제
㈜해말금,054-444-5347,경상북도 구미시 봉곡북로 5길 29-6,10129,양념돼지막창
㈜해성케미칼,054-471-2828,경상북도 구미시 장천면 신장2길 42,20202,합성수지원료도매
㈜해성합섬,054-462-4750,대구광역시 달서구 논공읍 북리 1-29,13104,화학섬유PSF
㈜헌터더글라스코리아,054-471-5927,"서울특별시 서초구 방배중앙로 180, 3층",13999,블라인드
㈜현대수지,054-465-9898,경상북도 구미시 비산로 7길 3,22299,합성수지가공
㈜현동테크,,"경상북도 구미시 1공단로 4길, 141-111",26299,전자제품 도장(스프레이)
㈜혜성EIM,,경상북도 구미시 수출대로 3길 68-41,22249,사출압축성형
㈜호이스,054-472-4788,경상북도 구미시 첨단기업1로 17 전자정보기술원 국산화지원센터 205,13999,친환경합성피혁
㈜화인플라텍,054-475-0136,경상북도 김천시 어모면 산업단지로 227,26299,전자부품
㈜에스엠벡셀,054-480-0111,경상북도 구미시 산호대로 168,28202,일차전지
㈜휴먼텍,054-441-4575,경상북도 구미시 고아읍 선산대로 729,24132,가로등주(금속)
㈜휴코벡,054-462-5757,경상북도 구미시 1공단로 6길 65-32,29271,반도체디스플레이
준 엔프라,,경상북도 구미시 장천면 장군로 216-62,20203,PC
중수테크,054-461-2480,경상북도 구미시 산호대로 116-3,25929,베터리케이스
중원푸드,054-481-1186,경상북도 구미시 고아읍 오로6길 37,10799,살균전란(달걀)
지디이(G.D.E),070-7781-8274,경상북도 구미시 산동읍 강동로 677 1층,26322,cctv모니터
지상뉴매틱(주) 공장,054-471-0266,경상북도 구미시 비산으로 33,32019,clean booth
지성FA,054-471-7555,경상북도 구미시 공단동 수출대로217-11,25924,평판디스플레이 장비(기계부품)
지에스(GS)테크,054-482-7095,경상북도 구미시 고아읍 선산대로 1146,27199,자동차 전자부품(계측기 관련)
지에스테크,,경상북도 구미시 수출대로9길 68-32 ,26299,필름재단
지에스테크,054-464-9919,경상북도 구미시 1공단로 6길 53-39,29294,"주형, 금형제조"
지에이치티,,"경상북도 구미시 3공단 2로 238 (진평동, LS전선 내)",30399,자동차용 고무호스
지에프텍㈜구미지점,062-973-1870,광주광역시 북구 첨단벤처로 16번길 33,26112,복합 집적회로
지엔이,054-471-9195,경상북도 구미시 해평이면 오상4길 8,28909,전자부품조립
지엔티,054-473-4344,경상북도 구미시 3공단 3로 66(시미동),25259,반도체정밀금형
지엔티 시스템,,경상북도 구미시 산호대로 377 106호,28123,제어판넬(휴대폰)
지오데코,054-462-3318,경상북도 구미시 1공단로 6길 151-45,25923,블랙박스커버
지오서브랜드(주),054-457-0184,경상북도 구미시 1공단로 212 한라시그마밸리 810호,29119,코이어 로프
지오시스텍,054-462-0877,경상북도 구미시 산호대로 277 2동 106호,29299,자동화기계제작
지오엠,054-461-5273,경상북도 구미시 1공단로10길128,29294,금형
지우경금속,,경상북도 구미시 1공단로 6길 64-23,25111,샷시
지우텍,054-461-5259,경상북도 구미시 수출대로 147,26299,자자코일
지원산업,054-464-9992,경상북도 구미시 산호대로236,26299,emi테이프
