순번,회사명,주소,전화번호,생산품
583,월드디자인,대구광역시 서구 국채보상로20길 9-15,053-523-3335,제본+ 바인더케이스+ 브라인드
584,현진패키지,대구광역시 서구 문화로3길 31,,칼라 박스
585,삼익프린텍,대구광역시 서구 북비산로6길 19,053-254-7979,자동화 라벨+ 전산라벨+ 각종텍
586,부광이피에스(부광EPS),대구광역시 서구 문화로7길 19,053-526-5400,수출포장+ 골판지 제조+ 운송
587,세영물산,대구광역시 서구 와룡로87길 88-1,053-522-4641,장례용품(목관)
588,가구앤,대구광역시 서구 와룡로90길 12,053-521-9123,가구
589,춘양목형산업,대구광역시 서구 와룡로99길 38,053-521-8625,목형(산업용 모형)
590,기남피앤에스,대구광역시 서구 국채보상로23길 13,053-741-3552,메모지
591,삼오포장,대구광역시 서구 국채보상로23길 13,053-564-1347,골판지+ 골판지상자
592,문성제책,대구광역시 서구 와룡로66안길 19,053-357-8986,책제본
593,유한사,대구광역시 서구 평리로29길 15,053-554-4949,다이어리+ 기타인쇄물
594,천일인쇄소 퀸스로드,대구광역시 서구 평리로29길 26,053-253-9590,인쇄
595,예림인테리어,대구광역시 서구 와룡로70길 27,,씽크대
596,유한포장,대구광역시 서구 와룡로70길 14,053-565-8585,박스 제조
597,미더스 블라인드,대구광역시 서구 와룡로 424,053-551-4800,우드 블라인드
598,신성기업,대구광역시 서구 와룡로73길 27,053-522-0503,위생용품(기저귀 외)
599,태백목재사,대구광역시 서구 평리로21길 5,053-565-4110,목재+ 합판
600,(주)태백네트,대구광역시 서구 평리로21길 7,053-565-4110,합판+ 목재+ MDF+ 석고보드
601,피노키오,대구광역시 서구 와룡로 319,053-566-3831,어린이 원목 가구
602,(주)시온,"대구광역시 서구 와룡로65길 20, 동성DS 123호",053-561-9225,합성수지 외
603,대림섬유,대구광역시 서구 와룡로 385-3 2층,053-256-0881,일회용마스크
604,백두산건축자재,대구광역시 서구 북비산로 12-20,053-764-1222,목자재+단열재
605,대구서구지역자활센터(종이백),"대구광역시 서구 국채보상로 38 201,202,203호B",053-555-4848,종이가방
606,수성부엌가구,"대구광역시 서구 국채보상로6길 15, 주영B동 지하",,씽크대 목재+ 가구
607,태람,대구광역시 서구 국채보상로14길 29-13,053-522-3800,우드 블라인드
608,(주)삼성프린팅솔루션,"대구광역시 서구 와룡로 307, 디센터 423호",053-555-9492,스크린 인쇄업
609,디메이드,"대구광역시 서구 와룡로 307, 디센터 704호",053-351-3120,인쇄 및 시각디자인업
610,눈솔모자,"대구광역시 서구 와룡로 307, 디센터 708호",053-255-0852,판촉물 제조업
611,(SW)홀마켓,"	대구광역시 서구 와룡로90길 61, B2층 202호",,포장완충재
612,(주)대성도어몰딩 알루미늄판매장,대구광역시 서구 문화로23길 38,053-557-8750,알루미늄 판매
613,상원창호,대구광역시 서구 와룡로69길 21,,샷시+ 창호
614,제일하우징,대구광역시 서구 와룡로 73길 57-15,053-561-1412,하이샷시철물
615,보현아크릴,대구광역시 서구 와룡로 498,053-523-0911,아크릴 제조
616,대구아크릴,대구광역시 서구 국채보상로21길 22,053-214-4334,아크릴
617,아신산업,대구광역시 서구 와룡로84길 13-3,053-581-1137,플라스틱 건축기자재
618,일성테크,대구광역시 서구 문화로14길 18,053-551-0323,알루미늄 표면처리
619,하이윈,대구광역시 서구 문화로 28 2층,053-525-8161,블라인드 제조
620,덕성기업,대구광역시 서구 장산로 300,053-556-3344,가스기구 자재
621,주식회사 고려환경,대구광역시 서구 장산로 300,,비철금속
622,태극창호금속,대구광역시 서구 와룡로 366-1 1층,,알루미늄 창호 샷시 제작 및 공사
623,신흥환경금속,대구광역시 서구 평리로35길 65-1,053-552-3124,비철금속 가공
624,(주)경동세라텍,대구광역시 서구 국채보상로14길 32,053-557-6100,세라믹 제품
625,미래산업,대구광역시 서구 와룡로90길 69,053-357-9055,자동차부품
626,진사인테크,대구광역시 서구 북비산로6길 32,053-312-8138,LED간판+ 옥외광고물
627,제일벤딩,대구광역시 서구 와룡로90길 9,053-558-3100,벤딩
628,세진,대구광역시 서구 와룡로90길 18-3,053-564-8828,자동차용품(간이시트 작업)
629,천일메탈,대구광역시 서구 문화로 87,053-568-2025,비철금속+ 알루미늄
630,가야헤드사,대구광역시 서구 국채보상로23길 2-13,053-351-1930,자동차 부품 임가공
631,양지산업,"대구광역시 서구 와룡로72길 32, 101동",053-555-0337,재활용 PET 압축
632,한득앵글산업사,대구광역시 서구 와룡로 381,,사다리 제조
633,현대판넬,대구광역시 서구 국채보상로7길 19,053-555-0462,조립식판넬
634,국제옵티칼(주),대구광역시 서구 평리로21길 23-6,053-553-4466,안경테
635,(주)영신시스템창호,대구광역시 서구 평리로21길 29,053-566-6212,창호
636,미주알미늄유리스텐,대구광역시 서구 와룡로 322,053-563-2375,알루미늄 창호
637,(주)호성금속,대구광역시 서구 와룡로 323,053-561-8431,비철금속+ 철강
638,덕성금속,대구광역시 서구 국채보상로3길 16,053-521-3559,알미늄+ 고철
639,태경세라믹,대구광역시 서구 국채보상로3길 28-1,053-355-2128,섬유기계부품
640,일신플라텍,대구광역시 서구 와룡로83길 10,053-522-6662,플라스틱 제품
641,대구유리산업,대구광역시 서구 와룡로73길 57-16,053-524-4692,폐유리 재활용
642,한일플라스틱,대구광역시 서구 국채보상로5길 7,053-564-9793,보빈 (실대)
643,한독유리제경,대구광역시 서구 국채보상로5길 25,053-555-6204,유리+거울
644,덕성세라믹스,대구광역시 서구 와룡로75길 22,053-583-8188,세라믹
645,서울유리,대구광역시 서구 국채보상로20길 30,,건축 자재+ 유리
646,대광테프론,대구광역시 서구 국채보상로20길 28,053-359-0639,업소용 불판코팅
647,하이윈,대구광역시 서구 문화로 28,053-525-8161,블라인드
648,대흥물산,대구광역시 서구 장산로 328,053-522-3373,김+ 쌀국수+ 누릉지
649,(주)영원플러스,"대구광역시 서구 평리로21길 7, 5층",053-247-8709,콘택트렌즈
650,경동가스텍,대구광역시 서구 와룡로100길 58,053-588-2750,가스
651,경북산소(주),대구광역시 서구 와룡로100길 54,053-562-1614,의료용 산소 외
652,(주)경일케미칼,대구광역시 서구 와룡로98길 45-9,053-562-8076,계면활성제
653,(주)신라엔텍,대구광역시 서구 와룡로87길 24,053-562-1606,정밀화학약품+ 환경연구
654,명문산업,대구광역시 서구 국채보상로21길 26,053-559-4511,자동차부품 도장처리
655,(주)대일유화,대구광역시 서구 와룡로87길 42,053-572-7893,페인트희석제
656,대광케미칼(주),대구광역시 서구 장산로 324,053-721-8856,화공 약품
657,(주)원일화공약품,대구광역시 서구 장산로226,053-563-4747,화공약품
658,보승케미칼,대구광역시 서구 국채보상로3길 28,053-573-6336,계면활성제
659,대성에너지(주)서부지사,대구광역시 서구 와룡로 73길 39,053-606-1401,도시가스
660,사이브론화학,대구광역시 서구 와룡로73길 59,053-551-7326,계면활성제
661,우진플라스틱,대구광역시 서구 와룡로83길 7,053-521-1895,플라스틱 사출
662,대경비닐산업사,대구광역시 서구 와룡로73길 57-10,053-566-1073~4,필름
663,서일테크,대구광역시 서구 국채보상로20길 10-6,053-351-6427,플라스틱 사출(에어컨 부품)
664,영도테크,대구광역시 서구 국채보상로14길 17,053-567-3582,자동차 부품(고무성형)
665,(주)제이앤제이컴퍼니,"대구광역시 서구 와룡로 307, 디센터 705호",070-4123-9716,화장품 제조업
666,(주)티아이어스,대구광역시 서구 국채보상로19길 16,053-604-5900,마스크
667,서온,대구광역시 서구 문화로 19길 34,053-563-3002,커튼 및 침구
668,청록침장,대구광역시 서구 와룡로 98길 45,053-557-8012,침구
669,제우스 침장,대구광역시 서구 와룡로87길 14,053-561-3370,이불
670,대신비닐,대구광역시 서구 와룡로87길 22,053-565-5051,섬유포장비닐+ 공업용비닐+ opp테이
671,영남부직포상사,대구광역시 서구 와룡로 87길 20,053-523-7300,부직포
672,(주)케이에스디어패럴,대구광역시 서구 국채보상로 23길 2-5,070-8801-8966,의류
673,(주)하이홈,대구광역시 서구 와룡로 447-5,053-557-9069,침구류
674,(주)에이스유니폼,대구광역시 서구 와룡로97길 20,053-555-7453,유니폼+ 작업복 
675,더보스퀘,대구광역시 서구 와룡로90길 63,1544-4251,침구류
676,(주)앨리스,대구광역시 서구 문화로21길 12,,이불
677,(주)대구정현어패럴,대구광역시 서구 와룡로66길 12,053-564-1277,의류
678,카라텍스,대구광역시 서구 평리로35길 5-12,,침구류
679,성경침장,"대구광역시 서구 평리로17길 8, 1층",053-524-2929,침구류
680,(주)세화어패럴,대구광역시 서구 평리로21길 47,053-551-1148,티셔츠
681,홈메이튼,대구광역시 서구 국채보상로5길 13,,커튼
682,꾸미지오,대구광역시 서구 국채보상로 38-9,,이불류
683,(주)한양침장,"대구광역시 서구 국채보상로6길 15, 주영B동 1층",053-710-7882,이불류
684,(주)삼주케이알,대구광역시 서구 문화로21길 31,053-555-2203,침구류
685,대창스텔라베딩,대구광역시 서구 문화로21길 26 (지하),,침구류+ 이불
686,성화텍스,"대구광역시 서구 문화로 19길 17, 1층",053-524-0533,커텐 후가공
687,하나DTP,대구광역시 서구 국채보상로7길 43-10,053-292-4586,원단 날염
688,서정업,대구광역시 서구 문화로17길 21 지하,053-253-9938,이불
689,(주)대창티앤비,"대구광역시 서구 북비산로 120, B동 1층",053-551-7562,침구류+환자복+유니폼 등
690,한솔블라인드,대구광역시 서구 와룡로100길 17,053-427-7845,블라인드
691,명성연사,대구광역시 서구 와룡로100길 28,053-565-6467,연사
692,영우사,대구광역시 서구 와룡로100길 26,,침구류
693,(주)예은글로벌,"대구광역시 서구 북비산로 120, 301호",053-567-2800,근무복+ 간호사복+ 환자복
694,대성미싱,"대구광역시 서구 문화로 17길 32, 2층",,이불
695,(주)생농,대구광역시 서구 와룡로98길 35,053-525-8770,농업용 분무기+ 포장용 보자기
696,한국ITP,대구광역시 서구 문화로19길 25,053-558-0950,의류+ 이불+ 전사
697,(주)경운 텍스타일,대구광역시 서구 국채보상로 7길 42-4,053-527-8450,셔츠 원단
698,한국전사,대구광역시 서구 문화로19길 26,053-558-0950,등산버프+ 목도리
699,제라(주),대구광역시 서구 문화로23길 13,053-556-9700,롤스크린+ 커텐지
700,민지홈패션,대구광역시 서구 문화로19길 32,053-567-3108,이불제조
701,고려산업,대구광역시 서구 문화로23길 14,053-553-4855,메리야스 속지
702,삼호특수가공,대구광역시 서구 국채보상로7길 48,053-554-4520,원단 염색 가공
703,(주)지원물산,대구광역시 서구 문화로23길 14-1,054-974-3331,부직포
704,경동실업,대구광역시 서구 문화로23길 15,053-527-1476,스타킹 염색가공
705,대성텍스타일,대구광역시 서구 문화로 23길 18-1,,커텐지
706,이룸샵,대구광역시 서구 문화로23길 20,053-566-2459,이불 쇼핑몰
707,투투,대구광역시 서구 문화로23길 20,053-566-2459,침구류
708,(주)마루콜렉션,대구광역시 서구 문화로23길 20,053-524-2467,이불+ 패드+ 베개
709,평화연사,대구광역시 서구 와룡로100길 53,053-562-4059,재봉실
710,(주)명화산업,대구광역시 서구 국채보상로7길 50,053-553-1318,원단 임가공
711,영남염직,대구광역시 서구 와룡로98길 15,053-526-9263,원단 염색
712,서진텍스타일(주),대구광역시 서구 국채보상로7길 52,053-559-6925,교직물
713,청송섬유,대구광역시 서구 와룡로100길 53,053-561-7613,원단 광택
714,대봉,대구광역시 서구 와룡로 100길 53,,이불
715,세현,"대구광역시 서구 와룡로87길 6, 206호",053-525-5571,섬유 도소매+ 제조
716,화승섬유,"대구광역시 서구 와룡로87길 6, 207호",053-521-6905,섬유
717,(주)구띠,대구광역시 서구 문화로21길 10,053-562-4933,섬유+ 직물검사+ 정포임가공
718,승화섬유,대구광역시 서구 국채보상로 109,053-523-4955,나일론(임가공)
719,대구경북 장갑공업 협동조합,대구광역시 서구 와룡로 439-11 2층,053-555-5400,면사
720,(주)대창무역,대구광역시 서구 문화로21길 26,053-551-7952,침구류+ 피복
721,대성실업,대구광역시 서구 와룡로98길 45-7,053-568-8711,실(특수사)
722,(주)대창티앤비 1공장,"대구광역시 서구 문화로21길 26, 205호",053-551-7562,침구류+환자복+유니폼 등
723,영남누비,대구광역시 서구 국채보상로 113,053-565-9033,이불+ 침구류
724,예담 침장,대구광역시 서구 와룡로87길 12-6,,침구류제조
725,영화사,대구광역시 서구 국채보상로19길 8,053-564-6157,이불+ 침구류
726,대호침장,대구광역시 서구 와룡로87길 16,053-588-3862,침구류(이불)
727,드림페브릭,대구광역시 서구 국채보상로19길 15,053-261-8425,섬유제품
728,(주)알파메디아 2공장,대구광역시 서구 국채보상로19길 16,053-568-0270,마스크(KF+ 덴탈)
729,주식회사 부건,대구광역시 서구 국채보상로19길 21,053-554-9901,섬유
730,비산자수,대구광역시 서구 국채보상로19길 23,,컴퓨터자수
731,동아DTP,대구광역시 서구 국채보상로19길 23,053-267-4900,디지털 프린트
732,대림텍스,"대구광역시 서구 국채보상로19길 23, 1층",,나염
733,(주)티지텍스타일,대구광역시 서구 국채보상로19길 23,053-573-7767,날염
734,태양사,대구광역시 서구 국채보상로19길 23,,침구류
735,미영섬유,대구광역시 서구 와룡로90길 7,053-554-8943,폴리에스테르+ 염색가공
736,제이플러스,대구광역시 서구 국채보상로21길 7,053-551-2541,섬유 가공
737,경원보루상사,대구광역시 서구 와룡로87길 32,053-269-9969,원단 절단
738,(주)에스에프씨,대구광역시 서구 와룡로87길 12,053-552-6675,여자용 겉옷
739,동진어패럴,대구광역시 서구 국채보상로21길 9,053-556-2078,의류(교복)
740,(주)알파메디아,대구광역시 서구 국채보상로 21길 15,053-568-0271,보건용 마스크(KF+ 덴탈)
741,(주)제이텍스타일,대구광역시 서구 국채보상로21길 17,053-555-2226,가방 소재
742,용성섬유,대구광역시 서구 국채보상로21길 24,053-565-7065,면직물 직조
743,광현특수가공,대구광역시 서구 국채보상로21길 26,053-555-9993,레이온직물 검사+로링
744,한성텍스,"대구광역시 서구 국채보상로23길 7-3, 301호",053-555-7810,원단(임가공)+ 폴리에스테르
745,(주)에스알인터내셔날,"대구광역시 서구 국채보상로23길 7-3, 401호",053-521-5105,섬유(임가공)+ 폴리에스테르
746,보드라미,대구광역시 서구 와룡로84길 5,,침구류
747,명성실업,대구광역시 서구 와룡로84길 13-2,,섬유
748,삼영모직,대구광역시 서구 와룡로 84길 13-2,053-381-3030,모직물 임직
749,(주)텍스원,대구광역시 서구 와룡로84길 15,053-524-3654,폴리에스테르
750,명성레일,대구광역시 서구 와룡로 87길 46,,커텐
751,금송침장,대구광역시 서구 와룡로84길 15,,침구류(임가공)
752,(주)홀삭스,대구광역시 서구 와룡로87길 46-1,,양말
753,와이에이치텍스타일,대구광역시 서구 와룡로 87길 48,,원단
754,지제이텍스타일,대구광역시 서구 국채보상로7길 52,053-242-2117,교직스판 원단
755,공주침장,대구광역시 서구 와룡로 84길 15,,침구류
756,삼익양말,대구광역시 서구 와룡로84길 17,053-558-3391,양말
757,SI직물검사소,"대구광역시 서구 와룡로84길 23, 104호",053-358-7002,섬유검사
758,(주)제이케이씨,"대구광역시 서구 와룡로84길 23, 2층",053-523-4907,폴리에스테르 원단
759,(주)홍인상사,"대구광역시 서구 와룡로84길 23, 204호",053-527-7211,원단 교직
760,동아어패럴,"대구광역시 서구 와룡로84길 23, 202호",053-522-4456,섬유 제조+ 도매
761,쌍마상사,"대구광역시 서구 와룡로84길 23, 203호",053-326-9345,원단(폴리에스테르+ 나일론 외)
762,탑티에프,"대구광역시 서구 와룡로84길 23, 204호",053-563-4658,섬유
763,성진산업사,대구광역시 서구 와룡로84길 25,053-562-5277,전사나염
764,대양세라믹,대구광역시 서구 문화로14길 34,053-558-5215,얀가이드(섬유 부품)
765,경북파일,대구광역시 서구 문화로14길 38,053-563-1235,실염색 가공
766,신대동섬유(주),대구광역시 서구 장산로 292,053-281-2795,커튼+ 블라인드
767,(주)ISI직물검사소,대구광역시 서구 장산로292,053-573-9004,섬유정포+임가공 검사+팩킹
768,(주)에스엠텍스,대구광역시 서구 장산로 298 3층,053-562-5800,원단
769,(주)대경텍 이현공장,대구광역시 서구 장산로 304,053-551-5200,소모직물
770,동양섬유,대구광역시 서구 문화로4길 11,053-567-2186,폴리에스테르 나일론
771,금빛커텐,대구광역시 서구 평리로35길 13-12,053-565-0989,커튼제조업
772,바이오텍 코리아,대구광역시 서구 문화로4길 11,053-527-0670,섬유 원단
773,유진산업,대구광역시 서구 문화로4길 11,053-572-3677,카페트 제조
774,티끌모아,대구광역시 서구 와룡로 70길 42,053-527-9036,의류
775,(주)서진가공,대구광역시 서구 평리로29길 28,053-525-6776,섬유
776,(주)보국텍스,대구광역시 서구 와룡로66길 22,053-551-6090,화섬직물
777,(주)성호하이스트,대구광역시 서구 와룡로72길 33,,침구류(면)
778,천일장갑,대구광역시 서구 와룡로72길 12,053-522-2230,장갑
779,(주)부광에프디,대구광역시 서구 와룡로72길 47,053-571-6006,실염색
780,정화실업(주),대구광역시 서구 평리로33길 12,053-557-0666,스카프+머플러
781,건호텍스타일,대구광역시 서구 와룡로 447-5,,침구류(베개속지+ 이불)
782,도예침장,대구광역시 서구 와룡로72길 37-9 3층,053-755-3961,침구류
783,천프라자,대구광역시 서구 와룡로72길 37-5,,침구류
784,(주)티아이텍스타일,대구광역시 서구 문화로 50,053-566-7500,원단(폴리에스테르)
785,원창텍스,대구광역시 서구 국채보상로 38-15,053-551-6321,커텐
786,라온 LAON,대구광역시 서구 문화로 38-6,,침구누빔
787,오성텍스,대구광역시 서구 와룡로72길 37-2,053-256-1317,한복지
788,묘산지공사,대구광역시 서구 와룡로72길 37-2,053-563-1206,문공지+한지섬유
789,인에프,대구광역시 서구 와룡로72길 37-2 2층,053-571-8690,디지털 전사
790,주식회사 유엔시 인터내셔널,대구광역시 서구 국채보상로 23길 7-3 202호,053-710-5605,섬유
791,대광섬유,대구광역시 서구 평리로35길 84,053-246-2731,폴리에스테르 임가공
792,우진어패럴,대구광역시 서구 와룡로 72길 37-1 2층,,의류봉제
793,침구사랑,대구광역시 서구 당산로69길 16,,이불
794,부광직물,대구광역시 서구 평리로35길 84,053-559-2412,화섬직물(모기장+망사)
795,민지줄누비,대구광역시 서구 평리로35길 90-8,053-551-3744,면+ 폴리 누빔
796,영광침장,대구광역시 서구 평리로35길 90-8,053-553-2682,이불
797,예다나,대구광역시 서구 와룡로72길 37-6 3층,070-4219-6715,침대커버+ 이불
798,탑블라인드,대구광역시 서구 국채보상로 120-4,053-552-1842,블라인드
799,모내뜨,대구광역시 서구 와룡로 72길 37-10 1층,,이불
800,(주)자인 1공장지점,"대구광역시 서구 와룡로72길 37-2, 가동 1층",053-593-8866,한지직물
801,천안누비,대구광역시 서구 와룡로72길 15,053-563-2247,이불
802,일신,대구광역시 서구 와룡로72길 15,,이불
803,삼천리이불,대구광역시 서구 와룡로72길 7,053-573-3582,이불+베개
804,원데코,대구광역시 서구 와룡로 386,053-431-5001,블라인드
805,백산자카드(주),대구광역시 서구 평리로35길 85,053-553-3496,원단 쟈카드(Jacquard)
806,홍단,대구광역시 서구 평리로35길 81,,이불
807,아진섬유,대구광역시 서구 평리로35길 71,053-358-6300,섬유 샘플제작(임가공)
808,화남모소,대구광역시 서구 평리로35길 67,053-553-2646,섬유정리가공(모소가공)
809,(주)동영어패럴,대구광역시 서구 평리로 35길 65-1,053-522-5558,스카프+ 손수건
810,텍스엘,대구광역시 서구 평리로21길 44,053-523-2531,폴리에스테르+ 나일론
811,(주)텍스프라임,"대구광역시 서구 평리로35길 73-8, 301호",053-521-5991,우븐+니트+트리코츠
812,디케이아이(DKI)인스펙션,대구광역시 서구 와룡로72길 37-7,053-522-5571,원단 검사+의류봉제
813,고은침장,대구광역시 서구 와룡로97길 21,053-552-8926,침구류 임가공
814,(주)대성텍스타일,대구광역시 서구 국채보상로 14길 14,053-591-4175,의류용 원단
815,미래재단,대구광역시 서구 와룡로90길 63,053-571-5729,원단 재단
816,(주)비엔아이텍스타일,"대구광역시 서구 국채보상로20길 27, 201호",053-290-8128,면+면교직물
817,인디샘,대구광역시 서구 와룡로99길 23,053-564-5201,섬유샘플+ 책자
818,현대자수,대구광역시 서구 와룡로72길 7,053-527-0563,원단 자수
819,(주)디에스에스텍스타일,대구광역시 서구 문화로3길 14,053-559-7554,날염 가공업
820,가야,대구광역시 서구 문화로 3길 14,053-572-1187,나염 디자인
821,대일다이텍,대구광역시 서구 문화로3길 6,053-564-6511,폴리
822,조은INDUS,대구광역시 서구 북비산로6길 6,053-522-6830,와이셔츠 남성원단
823,보천텍스피아,"대구광역시 서구 와룡로99길 17, 13동 2층",053-555-9511,폴리+ 무역
824,광림재단,"대구광역시 서구 와룡로99길 17, 13동",053-526-9553,레이저롤 재단
825,산새,"대구광역시 서구 와룡로99길 17, 14동",053-565-7942,유아 가방
826,우창정포,"대구광역시 서구 와룡로65길 22, 지하115호",053-527-7179,원단정포
827,레드버드,"대구광역시 서구 와룡로99길 17, 12동",,인견 제조
828,(주)삼용섬유,"대구광역시 서구 와룡로97길 14, 6동",053-556-0341,섬유 원단(폴리감량물)
829,케이엠에스,대구광역시 서구 와룡로65길 28 B301호,,폴리에스테르
830,TEX EYE,대구광역시 서구 와룡로 307,053-521-7287,원단
831,영진전사,대구광역시 서구 문화로7길 29,053-564-0257,나염 전사
832,이현섬유,대구광역시 서구 문화로 7길 23-1,053-524-7040,나일론+ 스판+ 폴리
833,세모수,대구광역시 서구 문화로7길 25,053-525-8489,자수용품
834,디자인낙타,대구광역시 서구 문화로 7길 19,053-571-8882,섬유샘플북+ 인쇄물
835,디에이치 인더스트리 주식회사,대구광역시 서구 와룡로90길 8,053-564-1732,나일론+ 폴리에스테르 직물 코팅
836,모모,대구광역시 서구 와룡로90길 8-5,053-551-1113,침구류
837,신흥섬유,대구광역시 서구 문화로 19,053-565-4477,폴리에스테르 염색가공
838,유림침구,대구광역시 서구 와룡로90길 8-13,,침구류(이불)
839,지큐아이(G.Q.I),대구광역시 서구 문화로3길 21,053-636-4621,섬유 검사+ 포장
840,(주)사라미데코,대구광역시 서구 와룡로90길 13,053-557-1420,커튼 및 유사제품
841,(주)지엘텍스,"대구광역시 서구 문화로3길 15, 3층",053-557-9791,섬유 원단
842,(주)청호패브릭,"대구광역시 서구 문화로3길 15, 3층",053-522-8355,아웃웨어 원단
843,베베빼로,"대구광역시 서구 문화로3길 15, 3층",053-521-8100,반려동물 의류
844,일심섬유,대구광역시 서구 장산로 326,053-567-4427,모직물 직조
845,주식회사 다원디앤아이,대구광역시 서구 장산로 336,053-573-3900,우드블라인드+ 롤스크린
846,(주)에스케이텍스타일,"대구광역시 서구 와룡로 99길 10, 302호",053-422-3999,섬유
847,화성섬유,대구광역시 서구 와룡로90길 8-10,053-563-0363,폴리에스테르 외주
848,남산이불,대구광역시 서구 국채보상로23길 13,,침구류
849,미진산업사,대구광역시 서구 와룡로99길 32,053-563-6924,화섬직(나일론+폴리에스테르 등)
850,(주)경진글로벌,대구광역시 서구 국채보상로23길 7-3,053-521-4600,섬유
851,와이에스아이,대구광역시 서구 국채보상로 109,053-522-8911,섬유 원단 검사
852,창문애아트블라인드,대구광역시 서구 와룡로66길 44,053-525-4096,블라인드
853,우성사,대구광역시 서구 문화로13길 35,,솜+ 침구류(이불)
854,삼현어패럴,대구광역시 서구 문화로17길 20,053-572-0576,태권도복
855,벨로니에,대구광역시 서구 문화로17길 21,053-552-1116,유치원 가방
856,미건섬유,대구광역시 서구 문화로19길 7,,침구류
857,유성사,대구광역시 서구 문화로19길 7,053-522-6211,이불
858,맨투맨,대구광역시 서구 문화로19길 7,,침구류+ 이불
859,지구촌침장,대구광역시 서구 문화로19길 7,053-558-7193,침구류
860,대유섬유,대구광역시 서구 문화로19길 7,053-555-0772,이불+ 카페트(미끄럼방지)
861,동국와인다,"대구광역시 서구 문화로19길 12, 2층",,연사+ 가공사
862,경명섬유,대구광역시 서구 문화로21길 34,053-562-4158,폴리에스테르+ 쟈가드
863,에스엠산업,대구광역시 서구 와룡로66안길 19,,스포츠매트 제조
864,(주)가경에단앤티,"대구광역시 서구 국채보상로23길 7-3, 302호",053-585-0268,섬유
865,(주)에프엔비글로벌,대구광역시 서구 와룡로90길 64,070-8260-5108,침구류
866,동원침장,대구광역시 서구 와룡로90길 15,053-555-4728,이불
867,(주)나경,대구광역시 서구 평리로29길 21,053-581-7101,창호커튼+ 홈케어원단+ 탄소섬유
868,HI검사소,"대구광역시 서구 평리로29길 32, 1층",053-710-2006,원단
869,일터,대구광역시 서구 와룡로62길 24,,침구류
870,엘리스,대구광역시 서구 와룡로70길 27,,봉제 이불
871,(주)KSK,대구광역시 서구 와룡로70길 16-6,053-562-3410,섬유제품전수검사 및 정포
872,(주)경진글로벌,"대구광역시 서구 와룡로66길 5, 석영이엔지 1층",053-521-4600,섬유
873,천일장갑 제2공장,대구광역시 서구 와룡로70길 13,053-522-2230,장갑
874,MJ-DECO,대구광역시 서구 와룡로66길 8,053-556-5300,블라인드
875,재운섬유,대구광역시 서구 와룡로66길 8-1,053-566-5523,의류(티셔츠)
876,티지에스(TGS),"대구광역시 서구 와룡로66길 7-7, 202호",053-524-7213,면교직+화섬
877,우정텍스,대구광역시 서구 와룡로66길 7-6,053-525-5506,폴리에스테르+ 원단
878,동원산업사,대구광역시 서구 와룡로66길 7-4,053-563-1830,섬유기계부품 외주가공
879,성진섬유,대구광역시 서구 와룡로72길 24,053-566-1174,사염(실염색)
880,동원염직(주),대구광역시 서구 와룡로72길 18,053-567-1623~5,면+T/C+섬유염색및가공
881,성화섬유공업사,대구광역시 서구 와룡로70길 41,053-566-8237,의류
882,육일아트,대구광역시 서구 와룡로72길 10,053-521-5370,티셔츠 날염
883,서현실업,대구광역시 서구 와룡로70길 43,053-559-4723,폴리 디지털 프린트
884,광명섬유,대구광역시 서구 와룡로70길45,,자동차 시트
885,신광자수,대구광역시 서구 와룡로70길 45,053-554-3278,원단 자수
886,(주)천우텍스타일,대구광역시 서구 와룡로70길 13,053-521-7752,나일론 장갑
887,(주)수창무역,대구광역시 서구 와룡로66안길 11,053-561-9992,폴리에스테르
888,(주)성재섬유,대구광역시 서구 와룡로66안길 30,053-559-6076~7,면 직물
889,동명섬유,대구광역시 서구 와룡로66안길 5,053-553-3606,염색사(실염색)
890,동화침장,대구광역시 서구 와룡로66길 9,053-562-4022,침구류
891,예우,"대구광역시 서구 와룡로 385-3, 1층",053-382-2764,섬유 프린팅
892,햇살좋은집,대구광역시 서구 와룡로66안길 10,,이불+ 침구류
893,마니아 홈데코,"대구광역시 서구 와룡로66안길 10, 1층",053-626-2650,침구류+수예
894,대림카우스,대구광역시 서구 와룡로70길 35,,티셔츠카라
895,대성직물,대구광역시 서구 와룡로70길 37,053-567-9031,원단(폴리에스테르)
896,우남침장,대구광역시 서구 와룡로70길 40-1,053-555-8501,침구류
897,두창블라인드,대구광역시 서구 와룡로 428-5,053-572-5001,블라인드
898,송화침장,대구광역시 서구 와룡로 434,053-553-9631,침구+소품(차렵+카펫+베개+각종커버)
899,영남천막상사,대구광역시 서구 국채보상로7길 24,053-353-3672,천막
900,동양어닝천막,대구광역시 서구 국채보상로7길 24,053-567-9781,어닝+ 천막
901,제승YK,대구광역시 서구 국채보상로7길 24,053-554-5009,본딩가공원단
902,동아섬유,대구광역시 서구 국채보상로7길 30,053-551-2939,폴리에스테르
903,신진섬유,대구광역시 서구 국채보상로2길 13,053-566-8691,T셔츠+ 체육복+ 생활복
904,신성,대구광역시 서구 장산로 230,,체육복
905,세종텍스타일,대구광역시 서구 문화로14길 10,053-593-7442,직물 임가공+ 원단 도소매
906,(주)신광타올,대구광역시 서구 와룡로69길 6,053-557-9991,타올
907,다인데코,대구광역시 서구 와룡로69길 16,053-563-9229,침구류
908,썬우드블라인드,대구광역시 서구 와룡로69길 20,053-555-0334,커튼+ 블라인드
