회사명,업종명,생산품,주소,연락처,출처파일
디엘아이코리아,그 외 기타 고무제품 제조업 외 2 종,자동차부품,"대구광역시 달서구 성서로36길 30, 2차단지 27B 2L 2차단지 27B 2L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
디엘아이코리아(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차케이블부품,"대구광역시 달서구 성서로36길 30, (2차단지 27B 2L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
디엠티,그 외 기타 금속가공업,자동차금형,대구광역시 북구 검단로31길 56-7 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
디오디테크,금속 주조 및 기타 야금용 기계 제조업 외 1 종,금형부품,"대구광역시 달성군 구지면 달성2차4로 24,  (달성2차단지 22B 2L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
디케이(DK),기타 가공 공작기계 제조업,2차전지 장비 제조,대구광역시 북구 검단동 금호워터폴리스 A12-4,,대구광역시_산업단지 기업 등록현황_20250707.csv
디케이금속열처리(주),금속 열처리업,자동차부품,"대구광역시 달서구 성서공단북로2길 43, 3차 75B 11L (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
라이프 앤 사이언스(주),그 외 기타 전자부품 제조업,코딩플랫폼 보드,대구광역시 북구 검단동 금호워터폴리스 A3-5,,대구광역시_산업단지 기업 등록현황_20250707.csv
라인모터서비스,자동차 전문 수리업,차량 정비,대구광역시 서구 국채보상로 86 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
라인모터스,중고 자동차 판매업,중고자동차판매,"대구광역시 서구 문화로 37, 제5층 제매매장9호(이현동) 외 1필지",,대구광역시_산업단지 기업 등록현황_20250707.csv
락컴퍼니,전시 및 광고용 조명장치 제조업,LED전광판,"대구광역시 북구 검단공단로 26, 107호 (검단동) 107호",,대구광역시_산업단지 기업 등록현황_20250707.csv
레이저시티,절삭가공 및 유사처리업,레이저가공(자동차부품),"대구광역시 달서구 성서공단북로 24, 3차단지 65B 1L (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
레이저프로,전자 응용 절삭기계 제조업,"농업용, 산업용 기계 기구 부품","대구광역시 북구 검단동로 45, A동 (검단동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
로얄미다스,기타 운동 및 경기용구 제조업 외 1 종,건축용도어및자동차부품,"대구광역시 달서구 성서동로61길 16, 1차단지 31B 6L (장기동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
루트텍,자동차 엔진용 신품 부품 제조업 외 1 종,"플레이트 류, 하이징 류",대구광역시 달성군 논공읍 논공로 369,,대구광역시_산업단지 기업 등록현황_20250707.csv
루트텍,그 외 자동차용 신품 부품 제조업,"자동차용 하우징 류, 가전용 플레이트 류",대구광역시 달성군 구지면 국가산단대로49길 79,,대구광역시_산업단지 기업 등록현황_20250707.csv
류강금속,도금업,기계부품,대구광역시 북구 노원로1길 84-6 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
르노삼성 자동차(주) 대구사업소,자동차 전문 수리업 외 1 종,자동차 판매 및 정비,"대구광역시 서구 와룡로 392, 중리동 1056 (중리동, 삼성자동차대구중리점) 외 2필지",,대구광역시_산업단지 기업 등록현황_20250707.csv
리안테크,그 외 기타 고무제품 제조업,고무부품,"대구광역시 달서구 성서공단북로69길 53, 1차단지 34B 7-1L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
리팩시스템,기타 물품 취급장비 제조업,"자동, 반자동적재장치, 산업용 기기 및 파렛트랩핑장치",대구광역시 달성군 구지면 달성2차4로 70,,대구광역시_산업단지 기업 등록현황_20250707.csv
마스타 테크,금속 절삭기계 제조업,공작기계 부품,"대구광역시 달서구 호산동로1길 29, (3차단지 108B 2L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
마스터컴퍼니,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,"기술지도,자동차기계",대구광역시 북구 노원로1길 183 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
만월금속,도금업,"건축자재, 자동차부품",대구광역시 북구 노원로1길 112-1 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
맥천공업(주),금속 열처리업,자동차부품열처리,대구광역시 달성군 논공읍 논공로 324,,대구광역시_산업단지 기업 등록현황_20250707.csv
메인터넌스센터더블유(M.C.W),자동차 세차업,"세차,광택",대구광역시 서구 와룡로 489 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
메텔,산업처리공정 제어장비 제조업,"자동화 기계 부품, 지그","대구광역시 서구 와룡로 307, 8층 825호 (중리동) 8층 825호",,대구광역시_산업단지 기업 등록현황_20250707.csv
명광테크,자동차 재제조 부품 제조업,자동차밸브알루미늄카바,대구광역시 달성군 논공읍 논공중앙로 365,,대구광역시_산업단지 기업 등록현황_20250707.csv
명도정밀,그 외 기타 분류 안된 금속 가공 제품 제조업 외 38 종,"선박엔진부품,진공펌프",대구광역시 북구 노원로17길 65-6 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명문산업,운송장비용 조명장치 제조업 외 1 종,자동차부품 풀리(전착),"대구광역시 서구 국채보상로21길 26 (이현동, 명문기업)",,대구광역시_산업단지 기업 등록현황_20250707.csv
명문정밀,자동차 차체용 신품 부품 제조업 외 2 종,자동차부품,대구광역시 북구 3공단로14길 8-13 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명보하이텍,금속 절삭기계 제조업,공작기계부품,대구광역시 서구 와룡로 385-5(중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
명성산업,그 외 기타 금속가공업 외 1 종,기계부품,대구광역시 북구 노원로1길 131-6 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명성산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 달서구 성서공단북로5길 36, (3차단지 62-1B 17L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
명성콘트롤,배전반 및 전기 자동제어반 제조업,"자동기계제어반, PLC","대구광역시 달서구 달서대로91길 35,(호림동) 나동 4F층 A406호",,대구광역시_산업단지 기업 등록현황_20250707.csv
명성하이테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 달서구 달서대로91길 132, (3차단지 85B 9L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
명신정밀,주형 및 금형 제조업 외 2 종,"사출금형,자동차부품사출",대구광역시 북구 팔달북로 52-1 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명인정밀,절삭가공 및 유사처리업,"자동차, 기계 부품",대구광역시 북구 노원로17길 65-12 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명진아트,그 외 기타 플라스틱 제품 제조업,자동차전자부품 외,"대구광역시 달서구 성서서로 185-13, 1차단지 78B 6-1L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
명진정공,주형 및 금형 제조업 외 2 종,자동차부품,"대구광역시 달서구 성서공단로 332-26, (2차단지 34B 1-4L) (월성동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
명진정밀,절삭가공 및 유사처리업,기계부품,대구광역시 북구 3공단로 96-9 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
명차,자동차 종합 수리업,자동차 정비,대구광역시 서구 문화로17길 39 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
모창,절삭가공 및 유사처리업,기계부품,대구광역시 북구 팔달로1길 60-1 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
모터스테이션,자동차 전문 수리업,자동차 정비,대구광역시 서구 와룡로 417 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
무림산업(주),그 외 기타 금속가공업,자동차부품바렐연마,"대구광역시 달서구 성서서로 265, 1차단지 59B 1L (신당동) (총 2 필지)",,대구광역시_산업단지 기업 등록현황_20250707.csv
무석정밀,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 북구 3공단로 138 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
문수정공,절삭가공 및 유사처리업,금속 부품,"대구광역시 달서구 달구벌대로250길 12, 1차 45B 14L (이곡동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미강하이텍,자동차용 금속 압형제품 제조업,자동차 부품,대구광역시 서구 국채보상로5길 17 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
미니라이트엠엠티(유),자동차 엔진용 신품 부품 제조업 외 1 종,"터빈하우징단열제, 고온단열재","대구광역시 달서구 달서대로95길 91, (3차단지79B 7-1L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미래기연(주),운송장비 조립용 플라스틱제품 제조업,자동차용 플라스틱 사출물,"대구광역시 달서구 성서공단북로 353, 1차 33B 1-5L (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미래메탈테크(주),그 외 자동차용 신품 부품 제조업 외 3 종,냉간단조품(자동차부품),"대구광역시 달서구 성서공단로50길 31, 2차단지 27B 1L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미래메탈테크(주),자동차 엔진용 신품 부품 제조업 외 1 종,"디스크,베이닝","대구광역시 달서구 성서로5길 82, (2차단지 48B 13L) (2차단지 48B 13L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미래산업,주형 및 금형 제조업,"금형,종합전기부품,배관자재","대구광역시 달서구 성서로64길 13, 1차단지 35B 11L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미래산업,운송장비 조립용 플라스틱제품 제조업,자동차부품(기어부분),대구광역시 달서구 호산로 37-19 (파호동) (3차단지 76B 2L),,대구광역시_산업단지 기업 등록현황_20250707.csv
미래열처리,금속 열처리업,금속열처리,"대구광역시 달서구 성서로 7, 2차단지 59B 20L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미성화학,그 외 자동차용 신품 부품 제조업 외 9 종,플라스틱 이형압출물,"대구광역시 달서구 달서대로95길 137,  (3차단지 78B 4L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미소정공(주),자동차 차체용 신품 부품 제조업 외 1 종,윙바듸용 흰지,"대구광역시 달서구 성서공단남로32길 9-13, (2차단지 39B 7L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미주오토텍(주) 대구1공장,비주거용 건물 임대업,비주거용건물임대업,"대구광역시 서구 와룡로 490 (이현동, 미주금속)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미진도색,도장 및 기타 피막처리업,의료기및자동차부품도장,"대구광역시 달서구 달서대로58안길 9, (2차단지 50B 6L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미창테크,절삭가공 및 유사처리업,"자동화장비, 부품","대구광역시 달서구 성서서로47길 26, 1차단지 66B 11L(신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미키코리아(주),자전거 및 환자용 차량 제조업,휠체어,"대구광역시 서구 와룡로66길 35 (중리동, 미키코리아)",,대구광역시_산업단지 기업 등록현황_20250707.csv
미키코리아(주) 제2공장,자전거 및 환자용 차량 제조업,"휠체어, 전동 휠체어 부품",대구광역시 달성군 구지면 달성2차동1로 11 (미키코리아),,대구광역시_산업단지 기업 등록현황_20250707.csv
민테크,절삭가공 및 유사처리업,자동차 부품,대구광역시 서구 와룡로69길 21 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
민테크,절삭가공 및 유사처리업,기계부품,대구광역시 북구 3공단로 184-5 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
바이크뱅크 주식회사,모터사이클 제조업 외 1 종,"모터사이클 부품, 모터사이클 부품",대구광역시 달성군 유가읍 테크노순환로8길 41,,대구광역시_산업단지 기업 등록현황_20250707.csv
발레오모빌리티코리아 주식회사,그 외 자동차용 신품 부품 제조업,ADAS 제품류,대구광역시 달성군 구지면 국가산단대로33길 120,,대구광역시_산업단지 기업 등록현황_20250707.csv
백두샌딩,그 외 기타 금속가공업,기계부품,대구광역시 북구 3공단로33길 27(노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
백량기업사,그 외 자동차용 신품 부품 제조업 외 3 종,핀종류,대구광역시 북구 팔달로7길 20 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
백호정밀,주형 및 금형 제조업 외 4 종,"금형, 자동차부품","대구광역시 달서구 성서공단로35길 42, 1층 114호 (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
범양아노텍,도금업,자동차 부품 아연도금,대구광역시 북구 3공단로43길 18-6 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
범우기업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(머플러 외 금형),대구광역시 북구 검단로27길 70-6 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
베스트모터스,중고 자동차 판매업,중고자동차판매,"대구광역시 서구 문화로 37, 제3층 제매매장11호(이현동) 외 1필지",,대구광역시_산업단지 기업 등록현황_20250707.csv
베스트정비공장,자동차 종합 수리업,2급 자동차정비,대구광역시 서구 국채보상로 99 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
벽천정밀,절삭가공 및 유사처리업,지그 부품,대구광역시 서구 문화로7길 28-2 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
보강정밀,주형 및 금형 제조업,"프레스용금형,자동차부품","대구광역시 달성군 다사읍 세천로7길 17-34, 성서5차단지 14B 8L",,대구광역시_산업단지 기업 등록현황_20250707.csv
보건산업,그 외 자동차용 신품 부품 제조업 외 5 종,자동차부품(마후라),대구광역시 북구 3공단로 244 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
보광금속(주),자동차 엔진용 신품 부품 제조업 외 2 종,"엔진카바,자동차문짝",대구광역시 달성군 논공읍 논공로71길 2,,대구광역시_산업단지 기업 등록현황_20250707.csv
보광열처리(주),금속 열처리업,선박엔진부품,대구광역시 북구 3공단로 155-5 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
보광정밀,절삭가공 및 유사처리업,금형부품,대구광역시 북구 팔달북로 46 (노원동3가) 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
보광정밀,절삭가공 및 유사처리업,"기게부품,프레스금형","대구광역시 달서구 성서공단북로69길 56, 제1동, 1차단지 32B 23L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
보그워너 디티씨 유한책임회사,기타 공학 연구개발업,자동차 전동화 전기모터 연구개발 서비스 및 신품 제작 판매,대구광역시 달성군 구지면 응암리 1266-20,,대구광역시_산업단지 기업 등록현황_20250707.csv
보림물산(주),구름베어링 제조업,자동화부품,대구광역시 서구 와룡로 428-4(이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
보보정공,절삭가공 및 유사처리업,기계부품,대구광역시 북구 노원로25길 63 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
보성플랜트,금속탱크 및 저장용기 제조업 외 3 종,"산업기계, 기계부품",대구광역시 북구 검단로27길 48-5 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
보승테크,절삭가공 및 유사처리업,도금용 기계 부품,"대구광역시 달서구 성서공단로51길 48, (1차단지 104B 8L) (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
볼텍인더스트리,그 외 자동차용 신품 부품 제조업 외 3 종,매연부품,"대구광역시 달서구 성서4차첨단로 236, (성서4차단지 11B 2-1L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
부강산업,금속 가구 제조업 외 33 종,"금속가구,방산부품",대구광역시 북구 3공단로 224 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부강실업,그 외 기타 전자부품 제조업,"전기회로 개폐, 보호 및 접속장치",대구광역시 북구 노원로9길 19 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부강실업 ,그 외 기타 전자부품 제조업,"전기회로개폐, 보호 및 접속장치",대구광역시 북구 3공단로10길 9(노원동3가) 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
부강정밀,자동차용 금속 압형제품 제조업 외 1 종,금형,"대구광역시 달서구 달서대로 555, 1층 101호 (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
부건정공,절삭가공 및 유사처리업 외 24 종,기계부품,대구광역시 북구 노원로1길 151 (노원동3가) 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
부경정공,주형 및 금형 제조업,자동차금형부품,대구광역시 달성군 다사읍 세천리 1674-10번지 (성서5차산업단지내 14B 10L),,대구광역시_산업단지 기업 등록현황_20250707.csv
부경테크,기타 가공 공작기계 제조업,자동차부품 자동조립 설비,대구광역시 북구 팔달북로2길 27 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부광공업,도금업,자동차부품,대구광역시 서구 국채보상로6길 12-3 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
부광정밀,절삭가공 및 유사처리업,기계부품,대구광역시 북구 팔달북로8길 69 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부성산업사,기타자동차부품제조업,자동차부품,"대구광역시 달서구 성서공단남로 175, (2차단지 27B 8L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
부성연마사,그 외 기타 금속가공업,기계부품,대구광역시 북구 노원로9길 69 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부성이에스(주),그 외 자동차용 신품 부품 제조업,"자동차발전기 조향장치,배기순환장치",대구광역시 달성군 논공읍 논공로117길 64 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
부성정밀,그 외 기타 금속가공업,"금속가공품(자동차, 항공기, 선박용 부분품)",대구광역시 북구 검단로31길 33-11 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
부영정밀금형(주),그 외 자동차용 신품 부품 제조업,자동차 부품(와이퍼 반제품),대구광역시 달성군 구지면 달성2차1로 56,,대구광역시_산업단지 기업 등록현황_20250707.csv
부원,절삭가공 및 유사처리업,기계부품제조,대구광역시 북구 3공단로25길 12-2 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
부흥스틸,절삭가공 및 유사처리업,"자동차부품,금속판재",대구광역시 북구 노원로 65 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
브로제코리아 주식회사,자동차용 신품 조향장치 및 현가 장치 제조업 외 3 종,"럼버서포트, 윈도레귤레이터, 파워리프트게이트, 해드레스트",대구광역시 달성군 유가읍 테크노중앙대로 74,,대구광역시_산업단지 기업 등록현황_20250707.csv
블루나인오토가스,자동차 전문 수리업 외 1 종,자동차 수리,대구광역시 서구 국채보상로20길 33 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
블루시스템,배전반 및 전기 자동제어반 제조업,"전기제어장치,자동화기계","대구광역시 달서구 성서공단남로 37, 6층 616 (월암동) 6층 616호",,대구광역시_산업단지 기업 등록현황_20250707.csv
비.큐테크놀러지,기타 표시장치 제조업,"반도체, 전자 및 핸드폰부품 등","대구광역시 달서구 성서공단로 239, 1차단지 110B 3-2L (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
비디엘엔피,디스플레이 장치용 유리 제조업,"반도체부품,광학유리","대구광역시 달서구 달서대로109길 20, 1층 128호(MJ 테크노파크) (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
비엠테크,그 외 기타 전자부품 제조업,세라믹가공절단,"대구광역시 서구 문화로 38-7, 105동 (이현동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
비젼디지텍(주),자동차용 신품 전기장치 제조업,"차량용 스마트키용 터치센서안테나, 와이어링하네스, 차량용 유무선안테나","대구광역시 달서구 성서4차첨단로 76, (4차단지 7B 5L)(대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
비지티(BGT),절삭가공 및 유사처리업,"공작,산업기계부품",대구광역시 북구 팔달북로11길 14 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
비크산업,그 외 자동차용 신품 부품 제조업 외 1 종,자동차부품,"대구광역시 달서구 성서로 18-36, 2차단지 63B 9L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
비티(주),그 외 자동차용 신품 부품 제조업 외 3 종,브레이크패드,대구광역시 달성군 논공읍 논공로91길 52,,대구광역시_산업단지 기업 등록현황_20250707.csv
비티(주),그 외 자동차용 신품 부품 제조업 외 3 종,브레이크 패드,대구광역시 달성군 구지면 달성2차4로 75,,대구광역시_산업단지 기업 등록현황_20250707.csv
빛나는 자동차,중고 자동차 판매업,중고자동차 판매,"대구광역시 서구 문화로 37, 6층 2호(이현동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
산도브레이크(주),자동차용 신품 제동장치 제조업,브레이크라이닝,대구광역시 달성군 논공읍 논공로 438,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼공ENG,절삭가공 및 유사처리업,산업기계부품,대구광역시 북구 3공단로 97-10 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼구기계2공장,"기타 섬유, 의복 및 가죽 가공 기계 제조업",제직기부품,"대구광역시 달서구 성서공단로55길 21, (1차단지 107B 8-1L) (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼금공업(주),그 외 자동차용 신품 부품 제조업 외 1 종,"자동차 조향장치용 부품, 전기그릴",대구광역시 달성군 구지면 국가산단대로33길 248,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼기테크(주),자동차용 금속 압형제품 제조업,로킹너트 외,"대구광역시 달서구 달구벌대로246길 5, 1차단지 45B 7-1L (이곡동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼보모터스(주),그 외 자동차용 신품 부품 제조업 외 4 종,"자동차 부품,동력전달장치","대구광역시 달서구 성서동로 142, 2차단지 32B 4L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼보모터스(주),기어 및 동력전달장치 제조업,클러치플레이트류,"대구광역시 달성군 다사읍 세천로3길 111, (성서5차산업단지내 2B 8L,9L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼보모터스(주),그 외 자동차용 신품 부품 제조업 외 1 종,"감속기, EGR COOLER 외",대구광역시 달성군 구지면 창리 1362-1번지,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼보테크,절삭가공 및 유사처리업,기계부품,"대구광역시 달서구 성서공단로35길 42, 1층 104호 (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼부정밀,주형 및 금형 제조업,자동차 부품 금형,대구광역시 북구 오봉로 169 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼부철강,자동차용 금속 압형제품 제조업 외 1 종,압형제품,대구광역시 북구 노원로17길 38 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성공업(주),자동차용 금속 압형제품 제조업,자동차 부품,"대구광역시 달서구 성서공단로58길 30, 2차단지 28B 7L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성공업(주),자동차용 금속 압형제품 제조업,자동차동력전달장치,대구광역시 달성군 논공읍 논공로 621 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성금속,그 외 기타 일반목적용 기계 제조업 외 1 종,"특수용접기,자동차부품","대구광역시 달서구 달서대로58길 117, 2차단지 46B 6L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성금속공업사,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품,"대구광역시 달서구 성서로67안길 43, 1차단지 48B 1-1L (이곡동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성금속열처리,금속 열처리업,자동차부품열처리제품,대구광역시 북구 3공단로44길 11 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성금속제2공장,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 달서구 이곡동 1052번지 1차단지 48B 8L,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성기계,자동차용 금속 압형제품 제조업,자동차부품 브라켓(프레스),대구광역시 북구 노원로17길 38-15 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성기전,비주거용 건물 임대업,소형모터 전기전자부품,"대구광역시 달서구 달서대로88길 35, (2차단지 6B6-1L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성분말야금(주),분말 야금제품 제조업,"자동차및기계용 유압펌프, 콤프레셔제품","대구광역시 달성군 구지면 달성2차동3로 7, 삼성분말야금(주)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성씨앤에프(주),그 외 자동차용 신품 부품 제조업 외 3 종,"자동차차체부품,브라켓",대구광역시 달성군 논공읍 논공로 396-22,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성정밀,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 달서구 성서공단남로32길 24, (2차단지 43B 7L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성정밀 ,절삭가공 및 유사처리업,자동차용 오일펌프 가공,대구광역시 달성군 구지면 달성2차동3로 7,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼성종합기계,농업 및 임업용 기계 제조업,"정미기,고추건조기",대구광역시 서구 평리로17길 30 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
삼아ENG,절삭가공 및 유사처리업,자동차부품,"대구광역시 달서구 달서대로109길 20, 1층 114호 (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼아공업,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품,"대구광역시 달서구 달서대로88길 8-10, (2차단지 17B 2-12L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼안전자,"물질 검사, 측정 및 분석기구 제조업",정밀측정기기(음주측정기),"대구광역시 달서구 성서로5길 95, 2차단지 49B 9L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영공업(주),그 외 자동차용 신품 부품 제조업 외 3 종,로드류 브라켓류,"대구광역시 달서구 성서로36길 92, 2차단지 33B 2L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영금속공업(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 달서구 성서로 94, 2차단지 44B 11L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영기계공업사,비주거용 건물 임대업,자동차부품,"대구광역시 달서구 성서서로 161, (2차단지 8B 4L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영밴딩,농업 및 임업용 기계 제조업 외 1 종,농기계부품,"대구광역시 달서구 달서대로58안길 17, (2차단지 50B 4L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영전착,도장 및 기타 피막처리업,자동차부품,"대구광역시 서구 문화로4길 11 (이현동, 대령지화(주))",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영정밀,농업 및 임업용 기계 제조업,농기구 부품,"대구광역시 북구 검단공단로 26, 1동 1층 106 (검단동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼영컴퍼니(Samyoung Company),그 외 자동차용 신품 부품 제조업,자동차부품,"대구광역시 달서구 성서로 94, (2차단지 44B 11L)(월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
삼우기업(주),자동차 차체용 신품 부품 제조업 외 1 종,INSULATOR,대구광역시 달성군 논공읍 논공중앙로 428,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼우기업(주),그 외 자동차용 신품 부품 제조업,"자동차부품(HOOD,DASH,INSULATOR 외)",대구광역시 달성군 구지면 창리 1371-10 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
삼우기업(주),그 외 자동차용 신품 부품 제조업,머플러 대쉬,대구광역시 달성군 논공읍 논공로87길 127,,대구광역시_산업단지 기업 등록현황_20250707.csv
