회사명,유형,사업자등록번호,업종번호,업종명,최초등록일,지번주소,도로명주소,위도,경도,전화번호,팩스번호,대표자이름,종업원수,홈페이지주소
주식회사 에스디코리아,법인,6718700104,"10799, 29192, 33401",그 외 기타 식료품 제조업 외 2 종,2018-06-27,대전광역시 유성구 구암동 459-3번지,대전광역시 유성구 박산로 74-14 (구암동),36.35475854,127.3179238,070-7722-6559,042-528-6559,성창윤,5,
주식회사 에스디푸드,법인,6048142612,"10793, 29192",수프 및 균질화식품 제조업 외 1 종,2018-06-27,대전광역시 유성구 구암동 459-4번지,대전광역시 유성구 박산로 70 (구암동),36.35458851,127.318137,070-7722-6559,042-528-6559,성창윤,1,
주식회사 엘케이펩티모,법인,6908800586,"20423, ",화장품 제조업,2018-02-01,대전광역시 유성구 복용동 251-5번지 D동,"대전광역시 유성구 복용동로 55, D동 (복용동)",36.33753192,127.322017,042-825-4871,042-824-4872,김태욱,5,
주식회사 엠원인터내셔널,법인,7578100750,"27111, ",방사선 장치 제조업,2021-10-22,대전광역시 유성구 계산동 745-12 1F 엠원인터내셔널,"대전광역시 유성구 학하로30번길 49, 1F 엠원인터내셔널(계산동)",36.33790546,127.3038676,042-719-7883,042-719-7884,이주현,9,
주식회사 엠피케이바이오텍,법인,2418102670,"27199, 21300",그 외 기타 의료용 기기 제조업 외 1 종,2022-08-29,"대전광역시 유성구 봉명동 611-9 스타원 I, 301호 외 1필지","대전광역시 유성구 문화원로 89, 스타원 I, 301호(봉명동) 외 1필지",36.35927578,127.3457407,042-822-4701,031-345-6245,"박해준, 김헌진",4,www.mpkbiotech.com
주식회사 우레,법인,3168600821,"26310, 26299, 26329, 26410, 26429, 27199, 27212, 27219, 27309, 28909, 29199, 29280, 29299",컴퓨터 제조업 외 12 종,2018-03-06,대전광역시 유성구 학하동 717-3번지 2층,"대전광역시 유성구 학하복용서로 45, 2층 (학하동)",36.34099471,127.3097443,,050-4048-4896,유종선,2,
주식회사 욱성미디어,법인,3148631895,"26410, ",유선 통신장비 제조업,2015-11-20,대전광역시 유성구 관평동 774번지 우림빌딩 4층,"대전광역시 유성구 테크노5로 68, 4층 (관평동, 우림빌딩)",36.42636097,127.3930221,070-7729-7034,,김성여,10,
주식회사 원크래프트,법인,7148102877,"29175, ",액체 여과기 제조업,2025-04-18,대전광역시 유성구 복용동 236-3 F717호 F717호,"대전광역시 유성구 복용동로 43, F717호  (복용동) F717호",36.33796267,127.3216903,044-417-6099,,김화중,2,
주식회사 윌코모시스템즈,법인,7088101683,"26310, 26321, 26329",컴퓨터 제조업 외 2 종,2022-01-05,"대전광역시 유성구 복용동 236-3 1501~1502호(복용동,대전도안더리브시그니처)","대전광역시 유성구 복용동로 43, 1501~1502호(복용동,대전도안더리브시그니처) (복용동)",36.33796267,127.3216903,,042-826-8907,박경화,19,
주식회사 이노그리드,법인,2208736743,"26310, ",컴퓨터 제조업,2023-08-02,대전광역시 유성구 노은동 549-5 502호,"대전광역시 유성구 노은동로75번길 85-30, 502호 (노은동)",36.36792043,127.3185781,02-516-5990,02-516-5997,김명진,174,www.innogrid.com
주식회사 이엠트리,법인,2408102532,"20313, 20322, 20499",유기질 비료 및 상토 제조업 외 2 종,2023-10-27,대전광역시 유성구 복용동 236-3 F715호 F715호,"대전광역시 유성구 복용동로 43, F715호 (복용동) F715호",36.33796267,127.3216903,042-489-3546,,조문경,2,
주식회사 이지룩스,법인,8178603205,"28422, 28123",일반용 전기 조명장치 제조업 외 1 종,2025-02-27,대전광역시 유성구 복용동 236-3번지 F동 6층 606호,대전광역시 유성구 복용동 236-3번지 F동 6층 606호,36.33796267,127.3216903,,,박현진,0,
주식회사 인텔리전트진,법인,7318602334,"27199, 27213, 27309",그 외 기타 의료용 기기 제조업 외 2 종,2024-10-11,대전광역시 유성구 지족동 1025-3 대풍빌딩 304호,"대전광역시 유성구 지족로 294, 304호(지족동, 대풍빌딩)",36.38755977,127.3093673,042-825-6856,042-825-6857,김병일,4,
주식회사 지스,법인,2558600642,"25122, ",금속탱크 및 저장용기 제조업,2021-04-08,대전광역시 유성구 신동 656-1 주식회사 지스,"대전광역시 유성구 국제과학2로 33, 주식회사 지스 (신동)",36.47479669,127.3641788,042-719-7525,,김인호,8,
주식회사 참네트,법인,3148186677,"26410, 26421, 26429",유선 통신장비 제조업 외 2 종,2018-02-21,대전광역시 유성구 지족동 885-12번지 3층,"대전광역시 유성구 은구비남로7번길 73, 3층 (지족동)",36.37546027,127.3163726,050-5360-3396,050-5360-3397,유재선,24,
주식회사 클레버라이팅,법인,5608702743,"28422, 25999, 28423, 28429",일반용 전기 조명장치 제조업 외 3 종,2022-07-22,대전광역시 유성구 장대동 277-26 201호,"대전광역시 유성구 유성대로736번길 12, 201호(장대동)",36.35847348,127.3342596,042-826-8589,042-826-8590,최명호,4,
주식회사 티노,법인,3148190583,"26410, 26310, 26421, 26529",유선 통신장비 제조업 외 3 종,2022-08-02,대전광역시 유성구 학하동 726-2 티노빌딩 1층,"대전광역시 유성구 학하동로 8, 티노빌딩 1층(학하동)",36.33955599,127.3056353,042-825-3840,042-825-3842,곽병만,26,www.tinno.co.kr
주식회사 티오피씨쓰,법인,3148196078,"26429, ",기타 무선 통신장비 제조업,2018-08-08,대전광역시 유성구 탑립동 869번지 401호,"대전광역시 유성구 테크노11로 18, 401호 (탑립동)",36.41623292,127.4096149,042-361-1090,042-361-1093,주동만,1,
주식회사 판게아솔루션,법인,3148619979,"26429, ",기타 무선 통신장비 제조업,2021-05-28,대전광역시 유성구 장대동 331-1 한일빌딩 5층,대전광역시 유성구 유성대로 781 (장대동) 한일빌딩 5층,36.36199042,127.3362577,042-822-1671,,유용덕,20,www.pangaeasol.com
주식회사 팜스코,법인,4378701158,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,2018-07-11,대전광역시 유성구 노은동 561-8번지 대솔빌딩 105호,"대전광역시 유성구 왕가봉로2번길 45, 105호 (노은동, 대솔빌딩)",36.36406469,127.3172744,,044-866-2517,이상화,4,
주식회사 하라시스템,법인,3148175826,"26521, 26329, 26429, 26529","라디오, 녹음 및 재생 기기 제조업 외 3 종",2016-03-11,대전광역시 유성구 자운동 36-2번지 2층,"대전광역시 유성구 자운로 23-14, 2층 (자운동)",36.39494024,127.3478059,042-825-0870,042-825-0873,한근희,4,
주식회사 한국픽셀,법인,6448700548,"26410, 26310, 26329, 26421, 26429, 26519, 26521, 26529, 28423, 28901",유선 통신장비 제조업 외 9 종,2021-05-28,대전광역시 유성구 대정동 307-12 1층,대전광역시 유성구 대정로42번길 32-5 (대정동) 1층,36.31542377,127.3219297,070-7606-9095,02-6455-3348,홍상의,4,
주식회사 합동전기,법인,3058121549,"26421, 28123",방송장비 제조업 외 1 종,2021-04-13,대전광역시 유성구 봉명동 555-7 지하1층,"대전광역시 유성구 도안대로567번길 10, 지하1층 (봉명동)",36.35114927,127.3396697,042-538-7773,042-538-7770,최재익,10,
주식회사 휴디자인,법인,6758700315,"13223, ",커튼 및 유사제품 제조업,2018-08-06,대전광역시 유성구 원내동 69-6번지 2층,"대전광역시 유성구 진잠로124번길 38, 2층 (원내동)",36.30140749,127.3168511,042-823-7750,042-286-7756,노명규,9,www.bellelife.co.kr
주식회사 휴먼네트워크,법인,3148187318,"23999, ",그 외 기타 분류 안된 비금속 광물제품 제조업,2018-03-14,대전광역시 유성구 봉산동 551-1번지,대전광역시 유성구 봉산북로31번길 14-39 (봉산동),36.44939031,127.3812415,042-824-8920,042-824-8921,김훈,2,
주식회사규담오티에스,법인,2228126763,"31202, 26329, 26410, 26421, 28903",철도차량 부품 및 관련 장치물 제조업 외 4 종,2024-08-19,대전광역시 유성구 갑동 387-35 1층 외 1필지,"대전광역시 유성구 갑동로25번길 85-7, 1층 (갑동) 외 1필지",36.36308521,127.2929243,042-826-8811,042-826-8814,"정승은,이현주",4,
주식회사엘그린텍,법인,4828800549,"10749, ",기타 식품 첨가물 제조업,2020-06-18,"대전광역시 유성구 복용동 551 316호, 317호","대전광역시 유성구 학하로159번길 12, 316호, 317호 (복용동)",36.34652888,127.3114001,042-822-4597,,우승한,5,
중부강건(주),법인,3068113983,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",2001-03-30,대전광역시 유성구 구암동 429번지 외 1필지,"대전광역시 유성구 현충원로 401 (구암동, 대성리드) 외 1필지",36.35970178,127.3155408,042-822-9170,042-822-9172,장세두,11,
지.엘.에스,개인,3141578376,"29199, ",그 외 기타 일반목적용 기계 제조업,2024-10-18,대전광역시 유성구 원내동 76-3 지.엘.에스,"대전광역시 유성구 진잠로140번길 13-12, 지.엘.에스 (원내동)",36.30269304,127.3178643,042-545-1570,042-624-1570,홍성인,6,
지에이치정보통신주식회사,법인,3058196448,"26421, 26410, 26521, 28423",방송장비 제조업 외 3 종,2015-05-11,대전광역시 유성구 노은동 554-1번지 노은동PK빌딩 201호,"대전광역시 유성구 왕가봉로 30, 201호 (노은동, 노은동PK빌딩)",36.36585895,127.3158324,042-255-0008,,이원준,9,
진현,개인,8492600443,"22299, ",그 외 기타 플라스틱 제품 제조업,2019-09-30,대전광역시 유성구 노은동 559-1번지 103호,"대전광역시 유성구 왕가봉로 16-16, 103호 (노은동)",36.36455456,127.3162561,042-822-5309,050-4169-9333,윤성은,0,jinhyun.tradekorea.com
창ENG,개인,8176000208,"28123, ",배전반 및 전기 자동제어반 제조업,2023-11-28,대전광역시 유성구 복용동 236-3 F517호 F517호,"대전광역시 유성구 복용동로 43, F517호 (복용동) F517호",36.33796267,127.3216903,,,이제창,0,
청남산업,개인,3141725325,"25929, ",그 외 기타 금속가공업,2020-03-17,대전광역시 유성구 봉명동 563-5번지 지하층,"대전광역시 유성구 유성대로710번길 50, 지하층 (봉명동)",36.35640948,127.3342326,,042-477-3163,노재연,1,
커스텀텍,개인,8491101244,"22222, 27213",설치용 및 위생용 플라스틱제품 제조업 외 1 종,2023-10-11,대전광역시 유성구 복용동 236-3 F248호 F248호,"대전광역시 유성구 복용동로 43, F248호 (복용동) F248호",36.33796267,127.3216903,02-822-2122,,정지혁,3,https://customtech.co.kr/
태양정보통신(주),법인,3128114629,"26519, 26329, 26410, 26421, 26429, 26521, 26529, 28901",비디오 및 기타 영상기기 제조업 외 7 종,2017-01-03,대전광역시 유성구 복용동 507번지,대전광역시 유성구 진잠옛로 238 (복용동),36.33910993,127.3174027,042-622-8501,042-634-9598,민장기,30,
태일A&P,개인,3141861288,"29223, ",금속 절삭기계 제조업,2008-12-01,대전광역시 유성구 원내동 89-16번지,대전광역시 유성구 원내로39번길 45 (원내동),36.30183228,127.3202322,042-543-1366,042-543-1365,김휘태,14,www.taeilanp.com
테라링크커뮤니케이션스(주),법인,3148231129,"28901, ",전기경보 및 신호장치 제조업,2020-07-16,대전광역시 유성구 궁동 482-3 6층,대전광역시 유성구 한밭대로 414 (궁동) 6층,36.36145316,127.3450762,,042-825-1466,김일배,11,
티티지코리아 주식회사,법인,3058182599,"26310, 29299",컴퓨터 제조업 외 1 종,2018-09-29,"대전광역시 유성구 봉명동 641-10번지 봉명동 641-10 제2종근린생활시설 4층, 5층","대전광역시 유성구 온천북로33번길 36-37, 4층, 5층 (봉명동, 봉명동 641-10 제2종근린생활시설)",36.3583383,127.3490133,042-286-0226,042-286-0225,김성호,5,www.tt-global.co.kr
파인,법인,7448701323,"26421, 26310, 26519",방송장비 제조업 외 2 종,2021-10-06,대전광역시 유성구 학하동 717-13 4층 402호,"대전광역시 유성구 학하중앙로149번길 20, 4층 402호(학하동)",36.3411015,127.3095095,042-822-8205,042-822-8206,윤영노,4,http://ifine.kr
펠리쓰 팩토리아,개인,3141999480,"10791, ",커피 가공업,2021-07-22,대전광역시 유성구 관평동 610-1 펠리쓰팩토리아,"대전광역시 유성구 관용로 13, 펠리쓰팩토리아(관평동)",36.41699853,127.3792455,042-822-9009,,오창준,3,
프로닉(pronic),개인,2767800299,"26295, 27213, 31202",전자감지장치 제조업 외 2 종,2023-09-19,대전광역시 유성구 복용동 236-3 F212호 F212호,"대전광역시 유성구 복용동로 43, F212호 (복용동) F212호",36.33796267,127.3216903,042-826-4617,042-826-4618,안윤국,0,
피니랩,법인,4638700615,"16299, ",그 외 기타 나무제품 제조업,2021-03-02,대전광역시 유성구 전민동 461-6 사이언스파크 101호,대전광역시 유성구 유성대로 1646 (전민동) 사이언스파크 101호,36.39955563,127.3907663,042-364-9390,042-718-9390,이용하,2,finnelab.com
피엔피에너지텍주식회사,법인,3148168927,"27212, 27213, 27215, 28111, 28201, 28202, 28909","전자기 측정, 시험 및 분석기구 제조업 외 6 종",2021-01-14,대전광역시 유성구 신동 657-2 피엔피에너지텍주식회사,대전광역시 유성구 국제과학2로 28 (신동) 피엔피에너지텍주식회사,36.47458775,127.3655642,042-932-7731,042-932-7732,이용현,40,
피카소 블라인드,개인,3142457596,"13223, 16299, 22223",커튼 및 유사제품 제조업 외 2 종,2018-10-30,대전광역시 유성구 구암동 629-21번지 101호,"대전광역시 유성구 월드컵대로 243, 101호 (구암동)",36.3488907,127.3273556,042-477-7754,042-824-7763,박경희,1,
하람비,개인,8501800185,"20422, 20423","치약, 비누 및 기타 세제 제조업 외 1 종",2017-01-24,대전광역시 유성구 노은동 507-16번지 101호,"대전광역시 유성구 노은서로96번길 41, 101호 (노은동)",36.36858318,127.3162655,042-826-1134,042-826-1184,임숙경,1,
하이네트 주식회사,법인,3148607662,"26421, 26295, 26299, 26321, 26329",방송장비 제조업 외 4 종,2014-10-23,대전광역시 유성구 대정동 516-4번지 2층,"대전광역시 유성구 원계산로77번길 16, 2층 (대정동)",36.32064891,127.305825,042-822-7020,,최영삼,3,
한국건설시험연구소(주),법인,7998700042,"26421, ",방송장비 제조업,2025-03-17,대전광역시 유성구 복용동 591-15 2층 한국건설시험연구소(주),"대전광역시 유성구 복용로12번길 11, 2층 한국건설시험연구소(주) (복용동)",36.34210067,127.3124305,042-536-0171,042-522-0171,이성진,19,
한국솔라파워(주),법인,6088701065,"22299, ",그 외 기타 플라스틱 제품 제조업,2018-11-20,대전광역시 유성구 하기동 330-1번지,대전광역시 유성구 노은로367번길 42 (하기동),36.39263711,127.3257646,042-825-5335,042-826-5995,최영재,1,www.hankuksp.com
한동,개인,6646800236,"25112, ",구조용 금속 판제품 및 공작물 제조업,2019-06-18,대전광역시 유성구 봉산동 469-1번지,대전광역시 유성구 금남구즉로 1379-35 (봉산동),36.44626002,127.3859068,,,김보한,1,
한백전자,개인,3142458237,"27212, 26291, 26299, 26329, 26410, 26422, 26429","전자기 측정, 시험 및 분석기구 제조업 외 6 종",2024-08-09,대전광역시 유성구 복용동 236-3번지 F동 1층 130호,대전광역시 유성구 복용동 236-3번지 F동 1층 130호,36.33796267,127.3216903,042-381-1144,042-381-1145,김병조,2,
해동판지,개인,3140346075,"17211, 17212",골판지 제조업 외 1 종,1990-07-21,대전광역시 유성구 구암동 527-35번지,대전광역시 유성구 유성대로709번길 90 (구암동),36.35751464,127.3287858,042-823-2696,042-822-1697,김정열,27,
해뜰,개인,3142277337,"10619, ",기타 곡물 가공품 제조업,2017-01-17,대전광역시 유성구 학하동 722-4번지,대전광역시 유성구 학하중앙로128번길 23-10 (학하동),36.33986647,127.3063344,042-936-7507,042-936-7506,김해만,1,
헥사첵 주식회사,법인,6548101445,"27112, ",전기식 진단 및 요법 기기 제조업,2025-03-20,대전광역시 유성구 궁동 490-11 202호,"대전광역시 유성구 대학로76번안길 62, 202호 (궁동)",36.36024536,127.346702,,,전철우,2,
훼미리푸드,개인,1588600263,"10301, 10302",김치류 제조업 외 1 종,2013-09-11,대전광역시 유성구 원내동 87-11번지,대전광역시 유성구 진잠로160번길 31 (원내동),36.30261362,127.3197467,042-545-3007,042-545-3008,정철재,4,
